time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,amps,pid_i
1,26.50,79.70,45.63,24.08,75.34,53.63,2.00,0.00
2,26.49,79.68,45.67,24.09,75.35,53.60,2.00,0.00
3,26.48,79.66,45.70,24.08,75.34,53.62,2.00,0.00
4,26.47,79.64,45.73,24.10,75.37,53.62,2.00,0.00
5,26.48,79.66,45.77,24.08,75.34,53.61,2.00,0.00
6,26.48,79.66,45.83,24.09,75.35,53.59,2.00,0.00
7,26.46,79.62,45.85,24.06,75.32,53.62,2.00,0.00
8,26.48,79.66,45.91,24.10,75.37,53.59,2.00,0.00
9,26.48,79.66,45.93,24.08,75.34,53.60,2.00,0.00
10,26.48,79.66,45.96,24.06,75.32,53.59,2.00,0.00
11,26.47,79.64,45.99,24.08,75.34,53.59,2.00,0.00
12,26.49,79.68,46.03,24.06,75.32,53.57,2.00,0.00
13,26.49,79.68,46.05,24.06,75.32,53.58,2.00,0.00
14,26.51,79.72,46.13,24.08,75.34,53.62,2.00,0.00
15,26.51,79.72,46.12,24.06,75.32,53.62,2.00,0.00
16,26.53,79.76,46.13,24.08,75.34,53.59,2.00,0.00
17,26.52,79.74,46.14,24.08,75.34,53.58,2.00,0.00
18,26.54,79.78,46.18,24.10,75.37,53.56,2.00,0.00
19,26.53,79.76,46.17,24.06,75.32,53.58,2.00,0.00
20,26.55,79.79,46.19,24.09,75.35,53.57,2.00,0.00
21,26.56,79.81,46.21,24.10,75.37,53.59,2.00,0.00
22,26.57,79.83,46.19,24.10,75.37,53.58,2.00,0.00
23,26.58,79.85,46.21,24.10,75.37,53.56,2.00,0.00
24,26.58,79.85,46.21,24.10,75.37,53.56,2.00,0.00
25,26.62,79.91,46.22,24.11,75.39,53.58,2.00,0.00
26,26.61,79.89,46.22,24.06,75.32,53.59,2.00,0.00
27,26.60,79.87,46.23,24.08,75.34,53.57,2.00,0.00
28,26.65,79.97,46.23,24.09,75.35,53.56,2.00,0.00
29,26.65,79.97,46.23,24.08,75.34,53.59,2.00,0.00
30,26.67,80.01,46.23,24.06,75.32,53.57,2.00,0.00
31,26.68,80.03,46.22,24.09,75.35,53.58,2.00,0.00
32,26.70,80.06,46.24,24.06,75.32,53.58,2.00,0.00
33,26.71,80.08,46.25,24.09,75.35,53.58,2.00,0.00
34,26.73,80.12,46.24,24.09,75.35,53.56,2.00,0.00
35,26.75,80.14,46.24,24.06,75.32,53.59,2.00,0.00
36,26.76,80.16,46.23,24.09,75.35,53.57,2.00,0.00
37,26.77,80.18,46.22,24.08,75.34,53.58,2.00,0.00
38,26.80,80.24,46.21,24.09,75.35,53.58,2.00,0.00
39,26.79,80.22,46.21,24.09,75.35,53.59,2.00,0.00
40,26.82,80.28,46.20,24.09,75.35,53.59,2.00,0.00
41,26.82,80.28,46.19,24.11,75.39,53.60,2.00,0.00
42,26.84,80.32,46.19,24.10,75.37,53.60,2.00,0.00
43,26.83,80.30,46.15,24.11,75.39,53.60,2.00,0.00
44,26.87,80.37,46.15,24.09,75.35,53.59,2.00,0.00
45,26.90,80.41,46.15,24.11,75.39,53.60,2.00,0.00
46,26.91,80.43,46.12,24.09,75.35,53.59,2.00,0.00
47,26.92,80.45,46.13,24.09,75.35,53.59,2.00,0.00
48,26.93,80.47,46.12,24.06,75.32,53.58,2.00,0.00
49,26.97,80.55,46.11,24.09,75.35,53.58,2.00,0.00
50,26.99,80.59,46.09,24.09,75.35,53.58,2.00,0.00
51,26.98,80.57,46.09,24.09,75.35,53.59,2.00,0.00
52,27.01,80.62,46.07,24.11,75.39,53.60,2.00,0.00
53,27.04,80.66,46.05,24.09,75.35,53.59,2.00,0.00
54,27.08,80.74,46.06,24.08,75.34,53.59,2.00,0.00
55,27.08,80.74,46.03,24.09,75.35,53.58,2.00,0.00
56,27.11,80.80,46.02,24.09,75.35,53.58,2.00,0.00
57,27.11,80.80,46.02,24.08,75.34,53.59,2.00,0.00
58,27.15,80.88,46.00,24.08,75.34,53.59,2.00,0.00
59,27.16,80.90,45.98,24.05,75.30,53.58,2.00,0.00
60,27.17,80.91,45.97,24.06,75.32,53.59,2.00,0.00
61,27.20,80.95,45.96,24.06,75.32,53.59,2.00,0.00
62,27.21,80.97,45.94,24.04,75.28,53.59,2.00,0.00
63,27.24,81.03,45.92,24.05,75.30,53.59,2.00,0.00
64,27.25,81.05,45.90,24.04,75.28,53.59,2.00,0.00
65,27.28,81.11,45.89,24.04,75.28,53.59,2.00,0.00
66,27.28,81.11,45.88,24.05,75.30,53.58,2.00,0.00
67,27.30,81.15,45.83,24.04,75.28,53.60,2.00,0.00
68,27.32,81.18,45.84,24.04,75.28,53.59,2.00,0.00
69,27.34,81.20,45.83,24.03,75.26,53.59,2.00,0.00
70,27.38,81.28,45.81,24.03,75.26,53.59,2.00,0.00
71,27.40,81.32,45.78,24.01,75.22,53.61,2.00,0.00
72,27.42,81.36,45.79,24.02,75.24,53.62,2.00,0.00
73,27.43,81.38,45.76,24.02,75.24,53.62,2.00,0.00
74,27.44,81.40,45.73,24.02,75.24,53.62,2.00,0.00
75,27.46,81.44,45.73,24.01,75.22,53.62,2.00,0.00
76,27.47,81.45,45.69,24.02,75.24,53.63,2.00,0.00
77,27.50,81.49,45.67,24.01,75.22,53.63,2.00,0.00
78,27.52,81.53,45.67,24.02,75.24,53.63,2.00,0.00
79,27.54,81.57,45.64,24.01,75.22,53.63,2.00,0.00
80,27.56,81.61,45.62,24.04,75.28,53.63,2.00,0.00
81,27.57,81.63,45.61,24.01,75.22,53.64,2.00,0.00
82,27.59,81.67,45.59,24.01,75.22,53.63,2.00,0.00
83,27.64,81.74,45.56,24.02,75.24,53.65,2.00,0.00
84,27.64,81.74,45.53,24.01,75.22,53.64,2.00,0.00
85,27.66,81.78,45.53,24.00,75.20,53.63,2.00,0.00
86,27.68,81.82,45.51,24.00,75.20,53.65,2.00,0.00
87,27.69,81.84,45.51,24.01,75.22,53.65,2.00,0.00
88,27.69,81.84,45.47,24.00,75.20,53.66,2.00,0.00
89,27.70,81.86,45.45,24.00,75.20,53.65,2.00,0.00
90,27.73,81.92,45.42,23.99,75.18,53.65,2.00,0.00
91,27.76,81.98,45.41,24.00,75.20,53.66,2.00,0.00
92,27.76,81.98,45.39,23.98,75.16,53.66,2.00,0.00
93,27.76,81.98,45.39,23.98,75.16,53.66,2.00,0.00
94,27.81,82.05,45.34,23.98,75.16,53.68,2.00,0.00
95,27.85,82.13,45.34,23.99,75.18,53.68,2.00,0.00
96,27.87,82.17,45.33,24.00,75.20,53.68,2.00,0.00
97,27.88,82.19,45.32,23.98,75.16,53.68,2.00,0.00
