timestamp,svrt-reflowed
1512948072.418,10000191.0
1512948075.770,10000176.0
1512948079.122,10000172.0
1512948082.474,10000175.0
1512948085.826,10000171.0
1512948089.178,10000169.0
1512948092.530,10000172.0
1512948095.883,10000173.0
1512948099.234,10000198.0
1512948102.586,10000195.0
1512948105.938,10000188.0
1512948109.290,10000188.0
1512948112.643,10000178.0
1512948115.995,10000177.0
1512948119.346,10000173.0
1512948122.699,10000166.0
1512948126.051,10000168.0
1512948129.403,10000164.0
1512948132.755,10000170.0
1512948136.107,10000171.0
1512948139.459,10000179.0
1512948142.811,10000181.0
1512948146.163,10000209.0
1512948149.515,10000197.0
1512948152.867,10000193.0
1512948156.219,10000192.0
1512948159.571,10000205.0
1512948162.924,10000213.0
1512948166.275,10000203.0
1512948169.628,10000207.0
1512948172.980,10000189.0
1512948176.332,10000180.0
1512948179.684,10000184.0
1512948183.036,10000178.0
1512948186.388,10000166.0
1512948189.740,10000180.0
1512948193.092,10000179.0
1512948196.444,10000183.0
1512948199.797,10000194.0
1512948203.148,10000207.0
1512948206.500,10000206.0
1512948209.853,10000181.0
1512948213.205,10000181.0
1512948216.557,10000182.0
1512948219.909,10000178.0
1512948223.261,10000174.0
1512948226.613,10000183.0
1512948229.965,10000182.0
1512948233.318,10000187.0
1512948236.670,10000192.0
1512948240.022,10000196.0
1512948243.373,10000187.0
1512948246.725,10000196.0
1512948250.077,10000180.0
1512948253.429,10000181.0
1512948256.782,10000175.0
1512948260.134,10000169.0
1512948263.486,10000173.0
1512948266.838,10000172.0
1512948270.190,10000181.0
1512948273.542,10000194.0
1512948276.894,10000195.0
1512948280.246,10000181.0
1512948283.598,10000176.0
1512948286.950,10000181.0
1512948290.302,10000186.0
1512948293.654,10000192.0
1512948297.006,10000198.0
1512948300.358,10000197.0
1512948303.710,10000199.0
1512948307.063,10000205.0
1512948310.415,10000209.0
1512948313.767,10000206.0
1512948317.119,10000199.0
1512948320.471,10000191.0
1512948323.823,10000198.0
1512948327.175,10000180.0
1512948330.527,10000186.0
1512948333.879,10000189.0
1512948337.231,10000196.0
1512948340.583,10000179.0
1512948343.935,10000187.0
1512948347.287,10000186.0
1512948350.640,10000180.0
1512948353.992,10000170.0
1512948357.344,10000184.0
1512948360.696,10000177.0
1512948364.048,10000167.0
1512948367.400,10000158.0
1512948370.752,10000174.0
1512948374.104,10000171.0
1512948377.456,10000172.0
1512948380.808,10000169.0
1512948384.160,10000169.0
1512948387.512,10000171.0
1512948390.865,10000173.0
1512948394.217,10000176.0
1512948397.569,10000184.0
1512948400.921,10000172.0
1512948404.273,10000168.0
1512948407.624,10000171.0
1512948410.977,10000181.0
1512948414.329,10000179.0
1512948417.681,10000167.0
1512948421.033,10000155.0
1512948424.385,10000160.0
1512948427.738,10000166.0
1512948431.090,10000166.0
1512948434.441,10000157.0
1512948437.793,10000153.0
1512948441.146,10000154.0
1512948444.498,10000165.0
1512948447.850,10000164.0
1512948451.202,10000162.0
1512948454.554,10000160.0
1512948457.906,10000159.0
1512948461.258,10000158.0
1512948464.610,10000154.0
1512948467.962,10000156.0
1512948471.314,10000156.0
1512948474.666,10000191.0
1512948478.018,10000164.0
1512948481.370,10000143.0
1512948484.722,10000145.0
1512948488.075,10000146.0
1512948491.427,10000148.0
1512948494.779,10000155.0
1512948498.131,10000156.0
1512948501.483,10000153.0
1512948504.835,10000152.0
1512948508.187,10000148.0
1512948511.539,10000142.0
1512948514.891,10000146.0
1512948518.244,10000152.0
1512948521.595,10000164.0
1512948524.947,10000207.0
1512948528.300,10000187.0
1512948531.651,10000174.0
1512948535.003,10000177.0
1512948538.355,10000180.0
1512948541.707,10000174.0
1512948545.060,10000182.0
1512948548.411,10000190.0
1512948551.764,10000196.0
1512948555.116,10000190.0
1512948558.467,10000180.0
1512948561.820,10000182.0
1512948565.172,10000189.0
1512948568.524,10000184.0
1512948571.877,10000184.0
1512948575.228,10000181.0
1512948578.580,10000184.0
1512948581.932,10000188.0
1512948585.284,10000177.0
1512948588.637,10000172.0
1512948591.989,10000169.0
1512948595.341,10000171.0
1512948598.692,10000173.0
1512948602.045,10000175.0
1512948605.397,10000172.0
1512948608.749,10000172.0
1512948612.101,10000177.0
1512948615.453,10000179.0
1512948618.805,10000180.0
1512948622.157,10000176.0
1512948625.509,10000179.0
1512948628.861,10000186.0
1512948632.213,10000168.0
1512948635.566,10000161.0
1512948638.917,10000172.0
1512948642.269,10000169.0
1512948645.622,10000167.0
1512948648.974,10000166.0
1512948652.326,10000176.0
1512948655.678,10000169.0
1512948659.030,10000179.0
1512948662.382,10000182.0
1512948665.734,10000175.0
1512948669.086,10000182.0
1512948672.438,10000175.0
1512948675.790,10000174.0
1512948679.142,10000182.0
1512948682.494,10000171.0
1512948685.846,10000182.0
1512948689.199,10000176.0
1512948692.551,10000175.0
1512948695.903,10000185.0
1512948699.254,10000186.0
1512948702.606,10000187.0
1512948705.959,10000185.0
1512948709.311,10000184.0
1512948712.663,10000182.0
1512948716.015,10000188.0
1512948719.367,10000181.0
1512948722.719,10000189.0
1512948726.071,10000171.0
1512948729.423,10000158.0
1512948732.775,10000160.0
1512948736.128,10000162.0
1512948739.480,10000176.0
1512948742.832,10000175.0
1512948746.184,10000168.0
1512948749.536,10000179.0
1512948752.888,10000182.0
1512948756.240,10000176.0
1512948759.592,10000164.0
1512948762.944,10000173.0
1512948766.296,10000177.0
1512948769.649,10000172.0
1512948773.000,10000164.0
1512948776.352,10000175.0
1512948779.704,10000180.0
1512948783.056,10000169.0
1512948786.408,10000172.0
1512948789.760,10000161.0
1512948793.113,10000163.0
1512948796.465,10000166.0
1512948799.817,10000156.0
1512948803.169,10000157.0
1512948806.521,10000160.0
1512948809.874,10000172.0
1512948813.225,10000164.0
1512948816.578,10000158.0
1512948819.929,10000171.0
1512948823.281,10000169.0
1512948826.633,10000166.0
1512948829.985,10000159.0
1512948833.337,10000190.0
1512948836.689,10000208.0
1512948840.042,10000189.0
1512948843.394,10000202.0
1512948846.746,10000201.0
1512948850.098,10000202.0
1512948853.450,10000204.0
1512948856.802,10000198.0
1512948860.154,10000195.0
1512948863.506,10000205.0
1512948866.859,10000202.0
1512948870.211,10000198.0
1512948873.563,10000199.0
1512948876.915,10000197.0
1512948880.267,10000201.0
1512948883.619,10000198.0
1512948886.970,10000211.0
1512948890.322,10000213.0
1512948893.675,10000216.0
1512948897.027,10000206.0
1512948900.379,10000206.0
1512948903.731,10000205.0
1512948907.083,10000204.0
1512948910.435,10000203.0
1512948913.787,10000203.0
1512948917.140,10000210.0
1512948920.491,10000210.0
1512948923.843,10000199.0
1512948927.196,10000203.0
1512948930.547,10000196.0
1512948933.899,10000193.0
1512948937.251,10000192.0
1512948940.604,10000205.0
1512948943.956,10000209.0
1512948947.308,10000203.0
1512948950.660,10000215.0
1512948954.012,10000218.0
1512948957.364,10000203.0
1512948960.716,10000208.0
1512948964.068,10000194.0
1512948967.420,10000198.0
1512948970.772,10000198.0
1512948974.125,10000194.0
1512948977.477,10000196.0
1512948980.829,10000199.0
1512948984.181,10000192.0
1512948987.533,10000193.0
1512948990.884,10000194.0
1512948994.236,10000192.0
1512948997.589,10000190.0
1512949000.941,10000197.0
1512949004.293,10000189.0
1512949007.645,10000211.0
1512949010.997,10000198.0
1512949014.349,10000197.0
1512949017.701,10000205.0
1512949021.053,10000194.0
1512949024.405,10000200.0
1512949027.757,10000209.0
1512949031.110,10000212.0
1512949034.462,10000203.0
1512949037.814,10000227.0
1512949041.166,10000215.0
1512949044.518,10000209.0
1512949047.870,10000201.0
1512949051.222,10000211.0
1512949054.574,10000201.0
1512949057.926,10000171.0
1512949061.278,10000165.0
1512949064.631,10000218.0
1512949067.982,10000205.0
1512949071.334,10000178.0
1512949074.686,10000177.0
1512949078.039,10000180.0
1512949081.391,10000188.0
1512949084.743,10000170.0
1512949088.095,10000163.0
1512949091.447,10000200.0
1512949094.799,10000195.0
1512949098.151,10000195.0
1512949101.503,10000200.0
1512949104.856,10000216.0
1512949108.208,10000202.0
1512949111.559,10000213.0
1512949114.911,10000207.0
1512949118.263,10000181.0
1512949121.615,10000193.0
1512949124.967,10000213.0
1512949128.319,10000221.0
1512949131.671,10000203.0
1512949135.024,10000203.0
1512949138.376,10000217.0
1512949141.728,10000216.0
1512949145.080,10000201.0
1512949148.432,10000203.0
1512949151.784,10000202.0
1512949155.136,10000207.0
1512949158.488,10000207.0
1512949161.841,10000189.0
1512949165.193,10000155.0
1512949168.545,10000178.0
1512949171.896,10000197.0
1512949175.249,10000189.0
1512949178.601,10000180.0
1512949181.953,10000166.0
1512949185.305,10000177.0
1512949188.657,10000195.0
1512949192.008,10000214.0
1512949195.360,10000164.0
1512949198.713,10000180.0
1512949202.065,10000197.0
1512949205.417,10000203.0
1512949208.769,10000199.0
1512949212.121,10000231.0
1512949215.474,10000216.0
1512949218.826,10000162.0
1512949222.178,10000180.0
1512949225.529,10000172.0
1512949228.882,10000176.0
1512949232.233,10000157.0
1512949235.586,10000153.0
1512949238.938,10000166.0
1512949242.289,10000150.0
1512949245.641,10000160.0
1512949248.994,10000168.0
1512949252.346,10000176.0
1512949255.698,10000175.0
1512949259.050,10000164.0
1512949262.403,10000159.0
1512949265.755,10000160.0
1512949269.107,10000163.0
1512949272.458,10000162.0
1512949275.810,10000165.0
1512949279.163,10000166.0
1512949282.515,10000172.0
1512949285.867,10000174.0
1512949289.219,10000176.0
1512949292.571,10000186.0
1512949295.922,10000166.0
1512949299.275,10000178.0
1512949302.627,10000193.0
1512949305.979,10000175.0
1512949309.331,10000175.0
1512949312.683,10000171.0
1512949316.035,10000164.0
1512949319.387,10000137.0
1512949322.740,10000151.0
1512949326.092,10000095.0
1512949329.444,10000076.0
1512949332.796,10000138.0
1512949336.148,10000150.0
1512949339.499,10000173.0
1512949342.851,10000144.0
1512949346.203,10000143.0
1512949349.556,10000123.0
1512949352.908,10000131.0
1512949356.260,10000144.0
1512949359.612,10000114.0
1512949362.964,10000122.0
1512949366.316,10000182.0
1512949369.669,10000196.0
1512949373.021,10000158.0
1512949376.373,10000127.0
1512949379.725,10000134.0
1512949383.077,10000152.0
1512949386.428,10000141.0
1512949389.780,10000136.0
1512949393.132,10000145.0
1512949396.485,10000149.0
1512949399.840,10000175.0
1512949403.189,10000162.0
1512949406.541,10000151.0
1512949409.893,10000158.0
1512949413.245,10000152.0
1512949416.597,10000149.0
1512949419.949,10000182.0
1512949423.301,10000172.0
1512949426.654,10000135.0
1512949430.006,10000153.0
1512949433.358,10000138.0
1512949436.710,10000141.0
1512949440.062,10000145.0
1512949443.414,10000151.0
1512949446.766,10000189.0
1512949450.117,10000179.0
1512949453.470,10000149.0
1512949456.822,10000200.0
1512949460.174,10000144.0
1512949463.526,10000166.0
1512949466.878,10000182.0
1512949470.230,10000152.0
1512949473.582,10000145.0
1512949476.934,10000161.0
1512949480.287,10000179.0
1512949483.639,10000169.0
1512949486.991,10000118.0
1512949490.342,10000130.0
1512949493.694,10000150.0
1512949497.046,10000159.0
1512949500.399,10000181.0
1512949503.751,10000176.0
1512949507.103,10000169.0
1512949510.455,10000166.0
1512949513.807,10000185.0
1512949517.159,10000174.0
1512949520.511,10000172.0
1512949523.863,10000163.0
1512949527.215,10000117.0
1512949530.567,10000152.0
1512949533.919,10000143.0
1512949537.272,10000146.0
1512949540.624,10000148.0
1512949543.976,10000149.0
1512949547.328,10000137.0
1512949550.680,10000133.0
1512949554.032,10000115.0
1512949557.384,10000145.0
1512949560.735,10000137.0
1512949564.088,10000158.0
1512949567.440,10000155.0
1512949570.792,10000187.0
1512949574.144,10000155.0
1512949577.496,10000133.0
1512949580.848,10000155.0
1512949584.200,10000129.0
1512949587.552,10000149.0
1512949590.904,10000137.0
1512949594.257,10000138.0
1512949597.609,10000178.0
1512949600.961,10000174.0
1512949604.313,10000158.0
1512949607.665,10000172.0
1512949611.017,10000179.0
1512949614.369,10000172.0
1512949617.721,10000164.0
1512949621.074,10000173.0
1512949624.426,10000168.0
1512949627.778,10000164.0
1512949631.129,10000147.0
1512949634.481,10000162.0
1512949637.833,10000160.0
1512949641.186,10000173.0
1512949644.538,10000174.0
1512949647.889,10000156.0
1512949651.242,10000181.0
1512949654.594,10000154.0
1512949657.946,10000163.0
1512949661.298,10000146.0
1512949664.650,10000140.0
1512949668.002,10000168.0
1512949671.354,10000168.0
1512949674.706,10000172.0
1512949678.058,10000176.0
1512949681.411,10000186.0
1512949684.763,10000177.0
1512949688.115,10000186.0
1512949691.467,10000174.0
1512949694.819,10000172.0
1512949698.171,10000139.0
1512949701.522,10000153.0
1512949704.874,10000134.0
1512949708.228,10000137.0
1512949711.579,10000155.0
1512949714.931,10000182.0
1512949718.283,10000178.0
1512949721.635,10000197.0
1512949724.987,10000198.0
1512949728.339,10000193.0
1512949731.691,10000205.0
1512949735.043,10000201.0
1512949738.396,10000189.0
1512949741.748,10000185.0
1512949745.100,10000188.0
1512949748.452,10000194.0
1512949751.804,10000172.0
1512949755.156,10000183.0
1512949758.508,10000163.0
1512949761.860,10000171.0
1512949765.212,10000204.0
1512949768.564,10000203.0
1512949771.916,10000209.0
1512949775.268,10000195.0
1512949778.620,10000183.0
1512949781.972,10000189.0
1512949785.324,10000184.0
1512949788.676,10000168.0
1512949792.028,10000179.0
1512949795.380,10000181.0
1512949798.733,10000174.0
1512949802.085,10000189.0
1512949805.437,10000193.0
1512949808.789,10000189.0
1512949812.141,10000185.0
1512949815.493,10000180.0
1512949818.845,10000180.0
1512949822.198,10000178.0
1512949825.550,10000189.0
1512949828.901,10000184.0
1512949832.253,10000191.0
1512949835.605,10000189.0
1512949838.957,10000165.0
1512949842.309,10000148.0
1512949845.662,10000161.0
1512949849.014,10000144.0
1512949852.366,10000173.0
1512949855.718,10000191.0
1512949859.070,10000171.0
1512949862.422,10000185.0
1512949865.774,10000199.0
1512949869.126,10000196.0
1512949872.478,10000186.0
1512949875.830,10000184.0
1512949879.183,10000190.0
1512949882.535,10000190.0
1512949885.887,10000180.0
1512949889.239,10000167.0
1512949892.591,10000174.0
1512949895.942,10000178.0
1512949899.295,10000167.0
1512949902.647,10000170.0
1512949905.999,10000177.0
1512949909.351,10000178.0
1512949912.703,10000185.0
1512949916.056,10000191.0
1512949919.408,10000207.0
1512949922.760,10000218.0
1512949926.111,10000199.0
1512949929.463,10000187.0
1512949932.815,10000192.0
1512949936.167,10000181.0
1512949939.520,10000194.0
1512949942.872,10000183.0
1512949946.224,10000173.0
1512949949.576,10000164.0
1512949952.928,10000148.0
1512949956.280,10000161.0
1512949959.632,10000171.0
1512949962.984,10000168.0
1512949966.336,10000169.0
1512949969.689,10000202.0
1512949973.041,10000149.0
1512949976.392,10000132.0
1512949979.744,10000123.0
1512949983.097,10000166.0
1512949986.449,10000178.0
1512949989.801,10000184.0
1512949993.153,10000170.0
1512949996.504,10000166.0
1512949999.857,10000155.0
1512950003.209,10000143.0
1512950006.561,10000165.0
1512950009.913,10000154.0
1512950013.265,10000182.0
1512950016.618,10000158.0
1512950019.969,10000151.0
1512950023.321,10000147.0
1512950026.673,10000147.0
1512950030.025,10000147.0
1512950033.378,10000150.0
1512950036.730,10000151.0
1512950040.081,10000192.0
1512950043.433,10000182.0
1512950046.786,10000190.0
1512950050.138,10000172.0
1512950053.490,10000160.0
1512950056.842,10000159.0
1512950060.194,10000156.0
1512950063.546,10000167.0
1512950066.898,10000164.0
1512950070.250,10000191.0
1512950073.603,10000146.0
1512950076.955,10000153.0
1512950080.306,10000192.0
1512950083.658,10000144.0
1512950087.010,10000165.0
1512950090.363,10000193.0
1512950093.715,10000206.0
1512950097.067,10000206.0
1512950100.418,10000202.0
1512950103.771,10000169.0
1512950107.123,10000190.0
1512950110.475,10000202.0
1512950113.827,10000218.0
1512950117.179,10000216.0
1512950120.531,10000181.0
1512950123.883,10000191.0
1512950127.236,10000201.0
1512950130.587,10000177.0
1512950133.939,10000176.0
1512950137.291,10000181.0
1512950140.644,10000177.0
1512950143.996,10000178.0
1512950147.348,10000152.0
1512950150.699,10000175.0
1512950154.052,10000185.0
1512950157.404,10000260.0
1512950160.756,10000228.0
1512950164.108,10000239.0
1512950167.460,10000237.0
1512950170.813,10000233.0
1512950174.164,10000227.0
1512950177.516,10000259.0
1512950180.868,10000250.0
1512950184.221,10000252.0
1512950187.573,10000259.0
1512950190.925,10000253.0
1512950194.276,10000248.0
1512950197.629,10000249.0
1512950200.981,10000254.0
1512950204.333,10000251.0
1512950207.685,10000246.0
1512950211.037,10000247.0
1512950214.389,10000247.0
1512950217.741,10000251.0
1512950221.093,10000251.0
1512950224.445,10000257.0
1512950227.798,10000251.0
1512950231.150,10000258.0
1512950234.501,10000253.0
1512950237.854,10000260.0
1512950241.205,10000268.0
1512950244.557,10000265.0
1512950247.909,10000275.0
1512950251.262,10000271.0
1512950254.614,10000284.0
1512950257.966,10000284.0
1512950261.317,10000249.0
1512950264.670,10000229.0
1512950268.022,10000253.0
1512950271.374,10000247.0
1512950274.726,10000234.0
1512950278.079,10000203.0
1512950281.431,10000195.0
1512950284.782,10000201.0
1512950288.134,10000187.0
1512950291.487,10000198.0
1512950294.839,10000211.0
1512950298.191,10000238.0
1512950301.543,10000225.0
1512950304.895,10000203.0
1512950308.247,10000219.0
1512950311.599,10000196.0
1512950314.951,10000212.0
1512950318.303,10000209.0
1512950321.656,10000230.0
1512950325.007,10000239.0
1512950328.359,10000210.0
1512950331.711,10000212.0
1512950335.064,10000237.0
1512950338.416,10000235.0
1512950341.768,10000239.0
1512950345.119,10000228.0
1512950348.471,10000217.0
1512950351.824,10000223.0
1512950355.176,10000224.0
1512950358.528,10000237.0
1512950361.880,10000210.0
1512950365.232,10000206.0
1512950368.585,10000204.0
1512950371.936,10000208.0
1512950375.288,10000199.0
1512950378.640,10000184.0
1512950381.992,10000198.0
1512950385.345,10000192.0
1512950388.697,10000212.0
1512950392.048,10000233.0
1512950395.400,10000229.0
1512950398.753,10000224.0
1512950402.105,10000221.0
1512950405.457,10000225.0
1512950408.809,10000215.0
1512950412.160,10000201.0
1512950415.513,10000226.0
1512950418.865,10000225.0
1512950422.217,10000213.0
1512950425.569,10000198.0
1512950428.921,10000194.0
1512950432.274,10000191.0
1512950435.625,10000194.0
1512950438.977,10000197.0
1512950442.329,10000209.0
1512950445.682,10000212.0
1512950449.034,10000227.0
1512950452.386,10000212.0
1512950455.737,10000220.0
1512950459.090,10000230.0
1512950462.442,10000237.0
1512950465.794,10000224.0
1512950469.146,10000221.0
1512950472.498,10000219.0
1512950475.850,10000211.0
1512950479.202,10000185.0
1512950482.554,10000189.0
1512950485.906,10000183.0
1512950489.258,10000179.0
1512950492.610,10000182.0
1512950495.963,10000193.0
1512950499.315,10000190.0
1512950502.667,10000194.0
1512950506.018,10000219.0
1512950509.371,10000218.0
1512950512.723,10000207.0
1512950516.075,10000195.0
1512950519.427,10000200.0
1512950522.780,10000193.0
1512950526.131,10000194.0
1512950529.483,10000202.0
1512950532.835,10000206.0
1512950536.188,10000218.0
1512950539.540,10000222.0
1512950542.891,10000225.0
1512950546.243,10000232.0
1512950549.596,10000230.0
1512950552.948,10000225.0
1512950556.300,10000223.0
1512950559.652,10000203.0
1512950563.004,10000203.0
1512950566.356,10000207.0
1512950569.708,10000201.0
1512950573.060,10000196.0
1512950576.412,10000200.0
1512950579.765,10000206.0
1512950583.116,10000216.0
1512950586.468,10000212.0
1512950589.820,10000212.0
1512950593.173,10000208.0
1512950596.525,10000192.0
1512950599.876,10000199.0
1512950603.229,10000192.0
1512950606.581,10000201.0
1512950609.933,10000218.0
1512950613.284,10000211.0
1512950616.637,10000203.0
1512950619.989,10000201.0
1512950623.341,10000209.0
1512950626.693,10000216.0
1512950630.046,10000212.0
1512950633.397,10000201.0
1512950636.749,10000162.0
1512950640.101,10000169.0
1512950643.453,10000191.0
1512950646.806,10000203.0
1512950650.158,10000214.0
1512950653.509,10000213.0
1512950656.861,10000214.0
1512950660.214,10000188.0
1512950663.566,10000181.0
1512950666.918,10000216.0
1512950670.270,10000218.0
1512950673.622,10000215.0
1512950676.974,10000184.0
1512950680.326,10000167.0
1512950683.679,10000190.0
1512950687.031,10000178.0
1512950690.382,10000181.0
1512950693.734,10000161.0
1512950697.086,10000183.0
1512950700.439,10000162.0
1512950703.791,10000184.0
1512950707.143,10000164.0
1512950710.495,10000156.0
1512950713.847,10000189.0
1512950717.199,10000152.0
1512950720.551,10000146.0
1512950723.903,10000188.0
1512950727.255,10000174.0
1512950730.607,10000136.0
1512950733.960,10000148.0
1512950737.312,10000130.0
1512950740.664,10000145.0
1512950744.015,10000148.0
1512950747.367,10000148.0
1512950750.720,10000168.0
1512950754.072,10000186.0
1512950757.424,10000158.0
1512950760.776,10000146.0
1512950764.128,10000165.0
1512950767.480,10000150.0
1512950770.832,10000164.0
1512950774.184,10000180.0
1512950777.536,10000159.0
1512950780.888,10000169.0
1512950784.240,10000185.0
1512950787.593,10000202.0
1512950790.945,10000172.0
1512950794.297,10000182.0
1512950797.648,10000152.0
1512950801.000,10000185.0
1512950804.353,10000190.0
1512950807.705,10000185.0
1512950811.057,10000148.0
1512950814.409,10000104.0
1512950817.761,10000116.0
1512950821.113,10000140.0
1512950824.465,10000148.0
1512950827.817,10000162.0
1512950831.170,10000137.0
1512950834.522,10000145.0
1512950837.873,10000163.0
1512950841.226,10000183.0
1512950844.577,10000165.0
1512950847.929,10000157.0
1512950851.282,10000145.0
1512950854.634,10000162.0
1512950857.986,10000189.0
1512950861.338,10000208.0
1512950864.690,10000194.0
1512950868.042,10000190.0
1512950871.394,10000178.0
1512950874.746,10000176.0
1512950878.098,10000185.0
1512950881.451,10000185.0
1512950884.803,10000191.0
1512950888.155,10000183.0
1512950891.507,10000182.0
1512950894.859,10000189.0
1512950898.211,10000193.0
1512950901.563,10000200.0
1512950904.915,10000190.0
1512950908.267,10000179.0
1512950911.619,10000189.0
1512950914.971,10000200.0
1512950918.323,10000209.0
1512950921.675,10000208.0
1512950925.027,10000181.0
1512950928.380,10000176.0
1512950931.732,10000203.0
1512950935.084,10000240.0
1512950938.435,10000191.0
1512950941.787,10000185.0
1512950945.140,10000159.0
1512950948.492,10000166.0
1512950951.844,10000131.0
1512950955.196,10000151.0
1512950958.548,10000174.0
1512950961.900,10000208.0
1512950965.252,10000227.0
1512950968.604,10000243.0
1512950971.956,10000249.0
1512950975.308,10000252.0
1512950978.660,10000246.0
1512950982.013,10000220.0
1512950985.365,10000205.0
1512950988.717,10000196.0
1512950992.068,10000193.0
1512950995.421,10000171.0
1512950998.773,10000217.0
1512951002.125,10000181.0
1512951005.476,10000209.0
1512951008.829,10000231.0
1512951012.181,10000185.0
1512951015.533,10000201.0
1512951018.886,10000205.0
1512951022.237,10000157.0
1512951025.589,10000167.0
1512951028.941,10000176.0
1512951032.293,10000189.0
1512951035.646,10000180.0
1512951038.997,10000188.0
1512951042.349,10000236.0
1512951045.702,10000195.0
1512951049.054,10000195.0
1512951052.406,10000211.0
1512951055.758,10000184.0
1512951059.110,10000199.0
1512951062.462,10000186.0
1512951065.814,10000192.0
1512951069.166,10000210.0
1512951072.518,10000206.0
1512951075.871,10000217.0
1512951079.222,10000197.0
1512951082.574,10000207.0
1512951085.926,10000206.0
1512951089.279,10000209.0
1512951092.631,10000233.0
1512951095.983,10000242.0
1512951099.334,10000245.0
1512951102.687,10000253.0
1512951106.039,10000250.0
1512951109.391,10000247.0
1512951112.743,10000259.0
1512951116.095,10000259.0
1512951119.447,10000252.0
1512951122.799,10000235.0
1512951126.152,10000234.0
1512951129.503,10000237.0
1512951132.855,10000201.0
1512951136.207,10000240.0
1512951139.559,10000182.0
1512951142.912,10000191.0
1512951146.264,10000177.0
1512951149.616,10000198.0
1512951152.968,10000200.0
1512951156.320,10000236.0
1512951159.672,10000253.0
1512951163.024,10000259.0
1512951166.376,10000216.0
1512951169.728,10000191.0
1512951173.080,10000207.0
1512951176.432,10000197.0
1512951179.784,10000195.0
1512951183.136,10000192.0
1512951186.489,10000183.0
1512951189.841,10000202.0
1512951193.193,10000250.0
1512951196.545,10000226.0
1512951199.897,10000218.0
1512951203.249,10000171.0
1512951206.601,10000181.0
1512951209.953,10000181.0
1512951213.305,10000218.0
1512951216.657,10000227.0
1512951220.009,10000226.0
1512951223.361,10000227.0
1512951226.713,10000171.0
1512951230.065,10000193.0
1512951233.417,10000166.0
1512951236.770,10000193.0
1512951240.122,10000240.0
1512951243.474,10000221.0
1512951246.826,10000241.0
1512951250.178,10000233.0
1512951253.530,10000197.0
1512951256.882,10000221.0
1512951260.234,10000185.0
1512951263.586,10000177.0
1512951266.938,10000170.0
1512951270.290,10000171.0
1512951273.643,10000179.0
1512951276.995,10000213.0
1512951280.347,10000200.0
1512951283.699,10000201.0
1512951287.051,10000234.0
1512951290.403,10000226.0
1512951293.755,10000229.0
1512951297.107,10000236.0
1512951300.459,10000229.0
1512951303.811,10000241.0
1512951307.164,10000251.0
1512951310.516,10000240.0
1512951313.868,10000251.0
1512951317.220,10000250.0
1512951320.572,10000209.0
1512951323.924,10000202.0
1512951327.275,10000231.0
1512951330.628,10000228.0
1512951333.980,10000230.0
1512951337.332,10000225.0
1512951340.684,10000226.0
1512951344.036,10000223.0
1512951347.389,10000228.0
1512951350.741,10000178.0
1512951354.093,10000222.0
1512951357.445,10000195.0
1512951360.796,10000212.0
1512951364.149,10000202.0
1512951367.501,10000200.0
1512951370.853,10000212.0
1512951374.205,10000133.0
1512951377.557,10000119.0
1512951380.909,10000136.0
1512951384.261,10000148.0
1512951387.613,10000143.0
1512951390.966,10000135.0
1512951394.318,10000102.0
1512951397.670,10000114.0
1512951401.022,10000122.0
1512951404.374,10000109.0
