si7021_c,si7021_h,set,input,output
22.820,49.542,512,171.00,156.81
22.820,49.519,512,170.99,177.32
22.820,49.527,512,171.00,180.73
22.820,49.527,512,170.99,184.14
22.831,49.511,512,170.99,187.55
22.820,49.511,512,170.99,190.97
22.810,49.534,512,171.00,194.37
22.810,49.519,512,171.00,197.78
22.810,49.527,512,170.99,201.20
22.810,49.527,512,170.99,204.60
22.799,49.527,512,171.00,208.01
22.820,49.534,512,170.99,211.42
22.810,49.534,512,170.99,214.84
22.810,49.534,512,170.99,218.25
22.777,49.534,512,171.00,221.65
22.810,49.527,512,171.00,225.06
22.820,49.511,512,170.99,228.48
22.820,49.527,512,171.00,231.88
22.810,49.519,512,170.99,235.30
22.820,49.534,512,170.99,238.70
22.820,49.511,512,170.99,242.12
22.820,49.511,512,170.99,245.52
22.799,49.527,512,170.99,248.93
22.820,49.527,512,171.00,252.34
22.810,49.542,512,170.99,255.00
22.799,49.534,512,171.00,255.00
22.810,49.527,512,171.00,255.00
22.810,49.534,512,170.99,255.00
22.810,49.527,512,171.00,255.00
22.810,49.534,512,171.00,255.00
22.810,49.527,512,170.99,255.00
22.810,49.534,512,171.00,255.00
22.788,49.511,512,170.99,255.00
22.810,49.519,512,171.00,255.00
22.810,49.527,512,171.00,255.00
22.810,49.534,512,171.00,255.00
22.810,49.542,512,171.00,255.00
22.799,49.527,512,170.99,255.00
22.810,49.534,512,170.99,255.00
22.810,49.542,512,170.99,255.00
22.820,49.534,512,171.00,255.00
22.810,49.527,512,170.99,255.00
22.810,49.542,512,170.99,255.00
22.788,49.534,512,171.00,255.00
22.810,49.542,512,170.99,255.00
22.810,49.527,512,170.99,255.00
22.788,49.527,512,171.00,255.00
22.810,49.527,512,171.00,255.00
22.820,49.542,512,171.00,255.00
22.788,49.542,512,171.00,255.00
22.810,49.542,512,171.00,255.00
22.777,49.542,512,171.00,255.00
22.810,49.542,512,171.00,255.00
22.799,49.550,512,171.00,255.00
22.810,49.542,512,171.00,255.00
22.799,49.534,512,170.99,255.00
22.788,49.534,512,171.00,255.00
22.788,49.550,512,171.00,255.00
22.799,49.542,512,171.00,255.00
22.810,49.534,512,170.99,255.00
22.799,49.557,512,171.00,255.00
22.799,49.542,512,171.00,255.00
22.810,49.542,512,170.99,255.00
22.810,49.542,512,171.00,255.00
22.799,49.550,512,170.99,255.00
22.820,49.542,512,170.99,255.00
22.810,49.534,512,170.99,255.00
22.799,49.534,512,170.99,255.00
22.799,49.550,512,171.00,255.00
22.777,49.557,512,170.99,255.00
22.777,49.557,512,170.99,255.00
22.810,49.534,512,171.00,255.00
22.810,49.542,512,171.00,255.00
22.820,49.542,512,171.00,255.00
22.788,49.542,512,170.99,255.00
22.788,49.550,512,170.99,255.00
22.777,49.534,512,171.00,255.00
22.810,49.534,512,171.00,255.00
22.788,49.557,512,170.99,255.00
22.788,49.550,512,170.99,255.00
22.810,49.542,512,171.00,255.00
22.777,49.565,512,171.00,255.00
22.767,49.557,512,171.00,255.00
22.799,49.557,512,170.99,255.00
22.799,49.542,512,171.00,255.00
22.810,49.557,512,170.99,255.00
22.799,49.557,512,171.00,255.00
22.788,49.557,512,170.99,255.00
22.799,49.557,512,170.99,255.00
22.788,49.550,512,171.00,255.00
22.799,49.557,512,170.99,255.00
22.799,49.573,512,170.99,255.00
22.777,49.557,512,171.00,255.00
22.788,49.573,512,170.99,255.00
22.788,49.557,512,170.99,255.00
22.799,49.557,512,171.00,255.00
22.767,49.557,512,170.99,255.00
22.799,49.542,512,170.99,255.00
22.788,49.557,512,170.99,255.00
22.767,49.557,512,170.99,255.00
22.788,49.557,512,171.00,255.00
22.788,49.557,512,170.99,255.00
22.777,49.557,512,170.99,255.00
22.756,49.557,512,171.00,255.00
22.788,49.565,512,170.99,255.00
22.788,49.542,512,170.99,255.00
