set_c,oven_c,output,ambient_c
25.000,23.418,205.00,21.394
25.000,23.400,205.00,21.405
25.000,23.512,205.00,21.394
25.000,23.755,205.00,21.383
25.000,24.031,197.71,21.394
25.000,24.311,148.12,21.394
25.000,24.566,102.65,21.372
25.000,24.769,65.99,21.405
25.000,24.895,43.16,21.405
25.000,24.961,31.26,21.383
25.000,24.952,32.99,21.383
25.000,24.896,43.53,21.383
25.000,24.838,54.58,21.394
25.000,24.795,63.09,21.372
25.000,24.757,70.78,21.383
25.000,24.745,73.74,21.372
25.000,24.760,71.73,21.372
25.000,24.791,66.54,21.383
25.000,24.806,64.28,21.383
25.000,24.841,58.40,21.362
25.000,24.874,52.81,21.383
25.000,24.887,50.66,21.372
25.000,24.890,50.48,21.372
25.000,24.891,50.47,21.383
25.000,24.892,50.77,21.372
25.000,24.894,50.57,21.372
25.000,24.897,50.40,21.383
25.000,24.905,49.13,21.372
25.000,24.914,47.80,21.372
25.000,24.930,45.09,21.351
25.000,24.940,43.40,21.362
25.000,24.952,41.24,21.372
25.000,24.957,40.61,21.340
25.000,24.960,40.01,21.362
25.000,24.959,40.31,21.362
25.000,24.962,39.92,21.362
25.000,24.962,39.97,21.362
25.000,24.966,39.38,21.383
25.000,24.968,39.17,21.372
25.000,24.972,38.57,21.351
25.000,24.973,38.33,21.362
25.000,24.975,38.00,21.362
25.000,24.977,37.87,21.340
25.000,24.979,37.56,21.329
25.000,24.981,37.11,21.351
25.000,24.990,35.59,21.362
25.000,24.997,34.23,21.362
25.000,25.008,32.25,21.362
25.000,25.012,31.44,21.351
25.000,25.018,30.37,21.351
25.000,25.015,30.89,21.362
25.000,25.015,30.76,21.319
25.000,25.009,31.81,21.372
25.000,25.010,31.62,21.362
25.000,25.008,32.00,21.329
25.000,25.014,30.88,21.340
25.000,25.018,30.15,21.340
25.000,25.026,28.50,21.329
25.000,25.029,27.95,21.329
25.000,25.034,26.99,21.351
25.000,25.031,27.40,21.329
25.000,25.029,27.58,21.319
25.000,25.025,28.22,21.329
25.000,25.026,28.05,21.329
25.000,25.026,28.02,21.329
25.000,25.031,26.87,21.329
25.000,25.034,26.28,21.319
25.000,25.039,25.24,21.319
25.000,25.039,25.25,21.329
25.000,25.041,24.78,21.319
25.000,25.037,25.24,21.340
25.000,25.038,25.01,21.319
25.000,25.035,25.42,21.308
25.000,25.037,24.98,21.319
25.000,25.035,25.19,21.308
25.000,25.038,24.60,21.329
25.000,25.037,24.67,21.329
25.000,25.040,23.98,21.319
25.000,25.039,24.01,21.319
25.000,25.040,23.72,21.329
25.000,25.038,24.04,21.329
25.000,25.040,23.61,21.297
25.000,25.038,23.76,21.308
25.000,25.041,23.21,21.308
25.000,25.038,23.52,21.287
25.000,25.041,22.98,21.297
25.000,25.039,23.13,21.308
25.000,25.041,22.72,21.308
25.000,25.039,22.96,21.297
25.000,25.040,22.72,21.308
25.000,25.037,23.14,21.329
25.000,25.038,22.81,21.329
25.000,25.036,23.05,21.329
25.000,25.039,22.33,21.329
25.000,25.038,22.56,21.308
25.000,25.042,21.63,21.329
25.000,25.041,21.73,21.329
25.000,25.042,21.38,21.329
25.000,25.039,21.89,21.329
25.000,25.040,21.60,21.329
25.000,25.036,22.21,21.329
25.000,25.036,22.14,21.340
25.000,25.034,22.27,21.329
25.000,25.039,21.32,21.329
25.000,25.039,21.27,21.329
25.000,25.042,20.57,21.308
25.000,25.040,20.80,21.329
25.000,25.040,20.58,21.351
25.000,25.036,21.25,21.372
25.000,25.036,21.17,21.340
25.000,25.033,21.65,21.351
25.000,25.035,21.11,21.351
25.000,25.035,21.06,21.372
25.000,25.039,20.23,21.351
25.000,25.040,19.92,21.362
25.000,25.042,19.51,21.362
25.000,25.039,19.95,21.372
25.000,25.037,20.08,21.362
25.000,25.031,21.20,21.362
25.000,25.032,20.86,21.372
25.000,25.030,21.13,21.351
25.000,25.034,20.40,21.372
25.000,25.033,20.38,21.351
25.000,25.036,19.70,21.362
25.000,25.034,20.00,21.362
25.000,25.036,19.58,21.351
25.000,25.031,20.36,21.362
25.000,25.030,20.41,21.362
25.000,25.028,20.87,21.351
25.000,25.029,20.43,21.362
25.000,25.028,20.53,21.362
25.000,25.030,20.08,21.340
25.000,25.030,20.11,21.329
25.000,25.032,19.58,21.351
25.000,25.031,19.62,21.340
25.000,25.034,19.11,21.351
25.000,25.029,19.98,21.351
25.000,25.028,19.99,21.329
25.000,25.023,20.84,21.340
25.000,25.023,20.86,21.340
25.000,25.020,21.30,21.319
25.000,25.023,20.72,21.340
25.000,25.023,20.51,21.308
25.000,25.028,19.58,21.308
25.000,25.027,19.63,21.308
25.000,25.029,19.19,21.308
25.000,25.025,19.83,21.308
25.000,25.024,19.95,21.297
25.000,25.019,20.89,21.319
25.000,25.019,20.90,21.297
25.000,25.015,21.52,21.287
25.000,25.019,20.82,21.308
25.000,25.018,20.93,21.297
25.000,25.023,19.95,21.287
25.000,25.023,19.90,21.297
25.000,25.024,19.55,21.287
25.000,25.019,20.38,21.276
25.000,25.018,20.52,21.287
25.000,25.014,21.18,21.287
25.000,25.018,20.49,21.287
25.000,25.016,20.80,21.287
25.000,25.020,19.98,21.265
25.000,25.019,20.09,21.276
25.000,25.021,19.77,21.287
25.000,25.018,20.23,21.276
25.000,25.018,20.20,21.265
25.000,25.016,20.42,21.287
25.000,25.018,20.01,21.265
25.000,25.018,20.00,21.254
25.000,25.021,19.45,21.265
25.000,25.019,19.71,21.276
25.000,25.022,19.15,21.276
