set_c,oven_c,output,ambient_c
25.000,23.849,58.15,20.579
25.000,23.865,62.65,20.568
25.000,24.030,59.48,20.557
25.000,24.337,48.39,20.547
25.000,24.681,34.08,20.568
25.000,24.996,19.67,20.579
25.000,25.233,7.77,20.568
25.000,25.375,0.00,20.568
25.000,25.415,0.00,20.579
25.000,25.365,0.00,20.589
25.000,25.279,0.00,20.589
25.000,25.182,2.71,20.579
25.000,25.082,6.88,20.579
25.000,24.994,10.95,20.568
25.000,24.940,13.68,20.579
25.000,24.898,16.08,20.557
25.000,24.900,16.47,20.568
25.000,24.949,14.45,20.589
25.000,24.977,13.25,20.568
25.000,25.034,10.49,20.589
25.000,25.062,8.96,20.557
25.000,25.072,8.13,20.579
25.000,25.078,7.52,20.579
25.000,25.075,7.32,20.557
25.000,25.065,7.47,20.557
25.000,25.063,7.26,20.589
25.000,25.060,7.14,20.579
25.000,25.051,7.30,20.557
25.000,25.034,7.95,20.568
25.000,25.022,8.41,20.568
25.000,25.007,9.03,20.568
25.000,25.006,9.04,20.568
25.000,25.012,8.75,20.589
25.000,25.030,7.78,20.579
25.000,25.041,7.10,20.568
25.000,25.047,6.59,20.557
25.000,25.045,6.48,20.557
25.000,25.039,6.58,20.568
25.000,25.025,7.11,20.568
25.000,25.014,7.52,20.568
25.000,25.005,7.91,20.547
25.000,25.006,7.86,20.568
25.000,25.004,7.92,20.579
25.000,25.010,7.59,20.568
25.000,25.011,7.49,20.568
25.000,25.019,7.07,20.547
25.000,25.022,6.82,20.557
25.000,25.029,6.38,20.568
25.000,25.026,6.36,20.579
25.000,25.025,6.31,20.568
25.000,25.017,6.59,20.568
25.000,25.013,6.70,20.568
25.000,25.007,6.97,20.579
25.000,25.004,7.10,20.557
25.000,24.999,7.34,20.589
25.000,25.003,7.12,20.547
25.000,25.008,6.88,20.579
25.000,25.018,6.33,20.568
25.000,25.020,6.13,20.568
25.000,25.023,5.90,20.568
26.000,25.018,56.19,20.579
26.000,25.032,59.94,20.557
26.000,25.168,57.51,20.557
26.000,25.431,48.12,20.557
26.000,25.726,35.89,20.568
26.000,25.999,23.51,20.589
26.000,26.209,13.01,20.568
26.000,26.339,5.62,20.557
26.000,26.382,1.94,20.568
26.000,26.355,1.52,20.579
26.000,26.268,4.25,20.579
26.000,26.165,8.20,20.568
26.000,26.062,12.55,20.589
26.000,25.996,15.57,20.557
26.000,25.941,18.33,20.557
26.000,25.938,18.78,20.568
26.000,25.947,18.61,20.557
26.000,25.999,16.25,20.547
26.000,26.027,14.84,20.547
26.000,26.067,12.73,20.557
26.000,26.104,10.60,20.579
26.000,26.114,9.63,20.568
26.000,26.113,9.17,20.568
26.000,26.102,9.18,20.568
26.000,26.072,10.21,20.568
26.000,26.044,11.29,20.547
26.000,26.030,11.79,20.579
26.000,26.028,11.73,20.568
26.000,26.028,11.62,20.547
26.000,26.029,11.44,20.579
26.000,26.030,11.28,20.547
26.000,26.033,10.95,20.557
26.000,26.038,10.55,20.557
26.000,26.046,10.01,20.568
26.000,26.046,9.81,20.557
26.000,26.049,9.44,20.568
26.000,26.044,9.48,20.568
26.000,26.041,9.41,20.547
26.000,26.035,9.55,20.547
26.000,26.033,9.47,20.568
26.000,26.031,9.44,20.557
26.000,26.030,9.32,20.557
26.000,26.030,9.22,20.557
26.000,26.030,9.08,20.579
26.000,26.029,8.96,20.557
26.000,26.030,8.79,20.557
26.000,26.029,8.72,20.557
26.000,26.029,8.59,20.568
26.000,26.028,8.49,20.579
26.000,26.028,8.37,20.579
26.000,26.027,8.28,20.547
26.000,26.027,8.18,20.568
26.000,26.025,8.14,20.579
26.000,26.025,8.03,20.547
26.000,26.023,8.02,20.547
26.000,26.023,7.92,20.557
26.000,26.021,7.90,20.568
26.000,26.018,7.94,20.557
26.000,26.009,8.34,20.557
26.000,26.000,8.74,20.568
