timestamp,ltz1000-p17
1513998114.117,7071338.2
1513998117.468,7071336.6
1513998120.821,7071336.4
1513998124.173,7071337.1
1513998127.525,7071334.9
1513998130.877,7071336.6
1513998134.229,7071337.4
1513998137.581,7071336.6
1513998140.934,7071336.4
1513998144.285,7071338.2
1513998147.638,7071333.8
1513998150.990,7071334.9
1513998154.342,7071334.9
1513998157.694,7071334.9
1513998161.046,7071338.2
1513998164.398,7071336.9
1513998167.750,7071335.4
1513998171.102,7071333.8
1513998174.455,7071336.6
1513998177.806,7071332.6
1513998181.159,7071334.6
1513998184.511,7071331.8
1513998187.863,7071331.3
1513998191.214,7071331.6
1513998194.567,7071331.3
1513998197.919,7071332.6
1513998201.271,7071333.8
1513998204.623,7071331.8
1513998207.975,7071335.1
1513998211.327,7071333.8
1513998214.679,7071335.9
1513998218.032,7071335.6
1513998221.383,7071336.0
1513998224.736,7071335.4
1513998228.088,7071334.9
1513998231.440,7071333.3
1513998234.792,7071334.1
1513998238.144,7071334.9
1513998241.496,7071334.1
1513998244.848,7071335.4
1513998248.200,7071335.6
1513998251.553,7071335.4
1513998254.904,7071340.7
1513998258.257,7071342.0
1513998261.609,7071342.5
1513998264.961,7071341.2
1513998268.313,7071342.2
1513998271.665,7071340.9
1513998275.017,7071339.9
1513998278.369,7071339.7
1513998281.722,7071336.6
1513998285.073,7071337.7
1513998288.426,7071339.7
1513998291.777,7071338.4
1513998295.129,7071336.6
1513998298.482,7071339.4
1513998301.834,7071339.4
1513998305.185,7071338.9
1513998308.538,7071340.2
1513998311.890,7071338.7
1513998315.242,7071341.5
1513998318.595,7071338.7
1513998321.946,7071342.2
1513998325.299,7071340.9
1513998328.933,7071341.2
1513998332.002,7071341.5
1513998335.355,7071339.7
1513998338.707,7071340.9
1513998342.059,7071340.4
1513998345.411,7071341.2
1513998348.763,7071340.4
1513998352.115,7071340.9
1513998355.467,7071340.9
1513998358.819,7071340.9
1513998362.172,7071338.9
1513998365.524,7071340.9
1513998368.876,7071340.9
1513998372.228,7071340.2
1513998375.580,7071340.2
1513998378.931,7071341.5
1513998382.284,7071340.9
1513998385.636,7071338.7
1513998388.988,7071339.2
1513998392.340,7071338.9
1513998395.692,7071338.9
1513998399.045,7071338.9
1513998402.396,7071340.9
1513998405.749,7071337.1
1513998409.101,7071336.9
1513998412.453,7071337.4
1513998415.805,7071338.7
1513998419.157,7071339.2
1513998422.510,7071338.9
1513998425.861,7071340.7
1513998429.214,7071340.7
1513998432.565,7071337.9
1513998435.918,7071336.4
1513998439.270,7071333.8
1513998442.622,7071337.1
1513998445.974,7071338.4
1513998449.326,7071338.7
1513998452.678,7071339.7
1513998456.030,7071338.7
1513998459.383,7071339.7
1513998462.734,7071337.7
1513998466.087,7071336.9
1513998469.438,7071337.1
1513998472.791,7071337.9
1513998476.142,7071338.2
1513998479.495,7071336.6
1513998482.846,7071336.6
1513998486.199,7071337.7
1513998489.551,7071336.6
1513998492.903,7071339.4
1513998496.256,7071337.9
1513998499.607,7071337.4
1513998502.960,7071336.4
1513998506.311,7071336.6
1513998509.664,7071336.1
1513998513.015,7071337.4
1513998516.368,7071337.4
1513998519.720,7071336.1
1513998523.072,7071336.1
1513998526.424,7071336.9
1513998529.776,7071337.9
1513998533.128,7071335.9
1513998536.480,7071338.2
1513998539.833,7071337.4
1513998543.184,7071341.6
1513998546.537,7071342.7
1513998549.889,7071340.4
1513998553.241,7071337.4
1513998556.593,7071337.9
1513998559.945,7071340.4
1513998563.297,7071338.2
1513998566.649,7071342.0
1513998570.001,7071342.0
1513998573.354,7071340.2
1513998576.705,7071338.4
1513998580.058,7071340.4
1513998583.410,7071341.7
1513998586.761,7071339.2
1513998590.114,7071338.9
1513998593.466,7071337.9
1513998596.818,7071339.2
1513998600.170,7071339.9
1513998603.523,7071336.6
1513998606.874,7071340.9
1513998610.227,7071342.2
1513998613.579,7071341.2
1513998616.930,7071340.4
1513998620.283,7071341.5
1513998623.635,7071341.2
1513998626.987,7071339.9
1513998630.339,7071339.7
1513998633.692,7071337.1
1513998637.043,7071337.9
1513998640.395,7071340.2
1513998643.747,7071340.9
1513998647.100,7071340.9
1513998650.451,7071338.7
1513998653.804,7071339.4
1513998657.156,7071339.7
1513998660.508,7071339.2
1513998663.860,7071337.9
1513998667.212,7071335.9
1513998670.564,7071335.4
1513998673.916,7071337.7
1513998677.269,7071338.2
1513998680.620,7071338.2
1513998683.973,7071338.9
1513998687.324,7071339.2
1513998690.677,7071338.7
1513998694.029,7071340.4
1513998697.381,7071340.7
1513998700.733,7071336.4
1513998704.085,7071336.1
1513998707.437,7071341.7
1513998710.790,7071343.0
1513998714.141,7071339.9
1513998717.494,7071342.7
1513998720.846,7071342.0
1513998724.197,7071339.9
1513998727.550,7071340.7
1513998730.902,7071338.9
1513998734.254,7071340.4
1513998737.606,7071342.2
1513998740.958,7071345.3
1513998744.311,7071345.3
1513998747.662,7071341.2
