timestamp,resistance,oven_c,ambient_c
1531089144.16,10117.1585,24.734202,21.597
1531089144.72,10117.1533,24.734214,21.597
1531089145.28,10117.2034,24.734101,21.597
1531089145.84,10117.2108,24.734084,21.597
1531089146.43,10117.2204,24.734063,21.601
1531089146.99,10117.2351,24.734029,21.601
1531089147.55,10117.2587,24.733976,21.601
1531089148.11,10117.3029,24.733877,21.601
1531089148.67,10117.3398,24.733794,21.601
1531089149.23,10117.356,24.733757,21.601
1531089149.79,10117.3958,24.733667,21.595
1531089150.35,10117.4221,24.733608,21.595
1531089150.91,10117.4096,24.733636,21.595
1531089151.47,10117.4221,24.733608,21.595
1531089152.03,10117.4169,24.733620,21.595
1531089152.59,10117.4663,24.733508,21.6
1531089153.15,10117.5253,24.733376,21.6
1531089153.71,10117.5725,24.733269,21.6
1531089154.27,10117.5187,24.733390,21.6
1531089154.82,10117.4929,24.733449,21.6
1531089155.38,10117.5489,24.733322,21.6
1531089155.94,10117.5703,24.733274,21.601
1531089156.5,10117.6332,24.733132,21.601
1531089157.06,10117.6634,24.733064,21.601
1531089157.62,10117.6708,24.733048,21.601
1531089158.18,10117.673,24.733043,21.601
1531089158.74,10117.7062,24.732968,21.594
1531089159.3,10117.6782,24.733031,21.594
1531089159.86,10117.7453,24.732880,21.594
1531089160.42,10117.7762,24.732810,21.594
1531089160.98,10117.816,24.732720,21.594
1531089161.54,10117.8205,24.732710,21.594
1531089162.1,10117.7873,24.732785,21.591
1531089162.66,10117.7905,24.732778,21.591
1531089163.22,10117.7957,24.732766,21.591
1531089163.78,10117.7802,24.732801,21.591
1531089164.34,10117.8444,24.732656,21.591
1531089164.9,10117.8362,24.732675,21.595
1531089165.46,10117.7913,24.732776,21.595
1531089166.02,10117.8133,24.732727,21.595
1531089166.58,10117.7698,24.732825,21.595
1531089167.14,10117.8104,24.732733,21.595
1531089167.7,10117.7507,24.732868,21.595
1531089168.26,10117.7993,24.732758,21.601
1531089168.82,10117.7426,24.732886,21.601
1531089169.38,10117.6843,24.733017,21.601
1531089169.94,10117.6807,24.733025,21.601
1531089170.5,10117.6637,24.733064,21.601
1531089171.05,10117.6888,24.733007,21.603
1531089171.61,10117.6342,24.733130,21.603
1531089172.17,10117.5831,24.733245,21.603
1531089172.73,10117.6148,24.733174,21.603
1531089173.29,10117.5978,24.733212,21.603
1531089173.85,10117.631,24.733137,21.603
1531089174.41,10117.5359,24.733352,21.603
1531089174.97,10117.5808,24.733250,21.603
1531089175.53,10117.5749,24.733264,21.603
1531089176.09,10117.5985,24.733211,21.603
1531089176.65,10117.6117,24.733181,21.603
1531089177.21,10117.639,24.733119,21.616
1531089177.77,10117.6029,24.733201,21.616
1531089178.33,10117.6013,24.733204,21.616
1531089178.89,10117.7112,24.732957,21.616
1531089179.45,10117.6647,24.733061,21.616
1531089180.01,10117.689,24.733007,21.616
1531089180.57,10117.6935,24.732997,21.612
1531089181.13,10117.6896,24.733005,21.612
1531089181.69,10117.6512,24.733092,21.612
1531089182.25,10117.6837,24.733019,21.612
1531089182.81,10117.7603,24.732846,21.612
1531089183.37,10117.6984,24.732985,21.617
1531089183.93,10117.6579,24.733077,21.617
1531089184.49,10117.6523,24.733089,21.617
1531089185.05,10117.7061,24.732968,21.617
1531089185.61,10117.7083,24.732963,21.617
1531089186.2,10117.6471,24.733101,21.617
1531089186.76,10117.6073,24.733191,21.617
1531089187.32,10117.5936,24.733222,21.617
1531089187.88,10117.5641,24.733288,21.617
1531089188.44,10117.5605,24.733296,21.617
1531089189.0,10117.5487,24.733323,21.617
1531089189.56,10117.5103,24.733409,21.611
1531089190.11,10117.5059,24.733419,21.611
1531089190.67,10117.478,24.733482,21.611
1531089191.23,10117.4987,24.733435,21.611
1531089191.79,10117.4368,24.733575,21.611
1531089192.35,10117.4478,24.733550,21.618
1531089192.91,10117.4515,24.733542,21.618
1531089193.47,10117.432,24.733586,21.618
1531089194.03,10117.4887,24.733458,21.618
1531089194.59,10117.4873,24.733461,21.618
1531089195.15,10117.5802,24.733252,21.618
1531089195.71,10117.5293,24.733367,21.619
1531089196.27,10117.5883,24.733234,21.619
1531089196.83,10117.6141,24.733175,21.619
1531089197.39,10117.7041,24.732973,21.619
1531089197.95,10117.693,24.732998,21.619
1531089198.51,10117.6539,24.733086,21.621
1531089199.07,10117.752,24.732865,21.621
1531089199.63,10117.6441,24.733108,21.621
1531089200.19,10117.7296,24.732915,21.621
1531089200.75,10117.8262,24.732697,21.621
1531089201.31,10117.8822,24.732571,21.621
1531089201.87,10117.8962,24.732540,21.611
1531089202.43,10117.9736,24.732365,21.611
1531089202.99,10117.9888,24.732331,21.611
1531089203.55,10118.0448,24.732205,21.611
1531089204.11,10118.0544,24.732183,21.611
1531089204.67,10118.1303,24.732012,21.614
1531089205.23,10118.1156,24.732045,21.614
1531089205.79,10118.1961,24.731864,21.614
1531089206.34,10118.2618,24.731716,21.614
1531089206.9,10118.3097,24.731608,21.614
1531089207.46,10118.3458,24.731527,21.614
1531089208.02,10118.3451,24.731528,21.617
1531089208.58,10118.4358,24.731324,21.617
1531089209.14,10118.4602,24.731269,21.617
1531089209.7,10118.7256,24.730671,21.617
1531089210.26,10118.5612,24.731041,21.617
1531089210.82,10118.4492,24.731294,21.62
1531089211.38,10118.4794,24.731226,21.62
1531089211.94,10118.0758,24.732135,21.62
1531089212.5,10118.6597,24.730819,21.62
1531089213.06,10118.7497,24.730617,21.62
1531089213.62,10118.7312,24.730658,21.62
1531089214.18,10118.7423,24.730633,21.618
1531089214.74,10118.7703,24.730570,21.618
1531089215.3,10118.7862,24.730534,21.618
1531089215.86,10118.8326,24.730430,21.618
1531089216.42,10118.8769,24.730330,21.618
1531089216.98,10118.8916,24.730297,21.62
1531089217.54,10118.913,24.730249,21.62
1531089218.1,10118.9528,24.730159,21.62
1531089218.66,10118.9071,24.730262,21.62
1531089219.22,10119.0288,24.729988,21.62
1531089219.78,10119.059,24.729920,21.62
1531089220.34,10119.0708,24.729893,21.617
1531089220.9,10119.1349,24.729749,21.617
1531089221.46,10119.1579,24.729697,21.617
1531089222.02,10119.1439,24.729728,21.617
1531089222.58,10119.152,24.729710,21.617
1531089223.13,10119.2006,24.729601,21.611
1531089223.69,10119.2117,24.729576,21.611
1531089224.25,10119.2087,24.729582,21.611
1531089224.81,10119.2588,24.729470,21.611
1531089225.37,10119.3215,24.729328,21.611
1531089225.98,10119.3355,24.729297,21.608
1531089226.54,10119.3613,24.729239,21.608
1531089227.1,10119.3451,24.729275,21.608
1531089227.66,10119.4016,24.729148,21.608
1531089228.22,10119.4156,24.729116,21.608
1531089228.78,10119.3972,24.729158,21.608
1531089229.34,10119.4311,24.729081,21.611
1531089229.9,10119.4082,24.729133,21.611
1531089230.46,10119.4425,24.729056,21.611
1531089231.02,10119.4064,24.729137,21.611
1531089231.58,10119.4035,24.729144,21.611
1531089232.14,10119.4447,24.729051,21.609
1531089232.7,10119.4101,24.729129,21.609
1531089233.26,10119.4204,24.729106,21.609
1531089233.82,10119.4469,24.729046,21.609
1531089234.38,10119.4572,24.729023,21.609
1531089234.94,10119.4749,24.728983,21.609
1531089235.5,10119.455,24.729028,21.609
1531089236.05,10119.4882,24.728953,21.609
1531089236.61,10119.5093,24.728905,21.609
1531089237.17,10119.5306,24.728857,21.609
1531089237.73,10119.51,24.728904,21.609
1531089238.29,10119.5255,24.728869,21.611
1531089238.85,10119.5528,24.728807,21.611
1531089239.41,10119.698,24.728480,21.611
1531089239.97,10119.5664,24.728777,21.611
1531089240.53,10119.4182,24.729110,21.611
1531089241.09,10119.5892,24.728725,21.611
1531089241.65,10119.5892,24.728725,21.606
1531089242.21,10119.6379,24.728615,21.606
1531089242.77,10119.6327,24.728627,21.606
1531089243.33,10119.6357,24.728620,21.606
1531089243.89,10119.6932,24.728491,21.606
1531089244.45,10119.7005,24.728474,21.599
1531089245.01,10119.7109,24.728451,21.599
1531089245.57,10119.7234,24.728423,21.599
1531089246.13,10119.734,24.728399,21.599
1531089246.69,10119.7304,24.728407,21.599
1531089247.25,10119.7635,24.728333,21.599
1531089247.81,10119.894,24.728039,21.604
1531089248.37,10119.6537,24.728580,21.604
1531089248.93,10119.842,24.728156,21.604
1531089249.49,10119.8014,24.728247,21.604
1531089250.05,10119.6083,24.728682,21.604
1531089250.61,10119.3893,24.729176,21.598
1531089251.17,10119.8486,24.728141,21.598
1531089251.73,10119.8103,24.728227,21.598
1531089252.28,10119.7546,24.728353,21.598
1531089252.84,10119.8173,24.728211,21.598
1531089253.4,10119.7863,24.728281,21.598
1531089253.96,10119.765,24.728329,21.603
1531089254.52,10119.8402,24.728160,21.603
1531089255.08,10119.7941,24.728264,21.603
1531089255.64,10119.8391,24.728162,21.603
1531089256.2,10119.8022,24.728245,21.603
1531089256.76,10119.8361,24.728169,21.598
1531089257.32,10119.8575,24.728121,21.598
1531089257.88,10119.8383,24.728164,21.598
1531089258.44,10119.8995,24.728026,21.598
1531089259.0,10119.8663,24.728101,21.598
1531089259.56,10119.8781,24.728074,21.598
1531089260.12,10119.932,24.727953,21.601
1531089260.68,10119.9681,24.727872,21.601
1531089261.24,10119.9573,24.727896,21.601
1531089261.8,10120.006,24.727786,21.601
1531089262.36,10120.051,24.727685,21.601
1531089262.92,10120.0436,24.727702,21.602
1531089263.48,10120.0901,24.727597,21.602
1531089264.04,10120.0289,24.727735,21.602
1531089264.6,10120.0831,24.727613,21.602
1531089265.16,10120.0956,24.727584,21.602
1531089265.75,10120.0897,24.727598,21.604
1531089266.31,10120.1155,24.727540,21.604
1531089266.87,10120.1457,24.727472,21.604
