timestamp,lm399
1512970419.644,6885971.1
1512970422.995,6885970.7
1512970426.348,6885971.1
1512970429.700,6885971.6
1512970433.052,6885972.6
1512970436.404,6885971.1
1512970439.756,6885971.1
1512970443.108,6885971.6
1512970446.461,6885970.3
1512970449.812,6885970.6
1512970453.165,6885969.6
1512970456.516,6885969.3
1512970459.869,6885969.6
1512970463.221,6885969.6
1512970466.573,6885970.3
1512970469.925,6885970.2
1512970473.278,6885970.1
1512970476.629,6885969.8
1512970479.982,6885969.3
1512970483.333,6885972.1
1512970486.686,6885973.6
1512970490.037,6885972.4
1512970493.390,6885971.3
1512970496.741,6885973.9
1512970500.094,6885972.4
1512970503.446,6885971.8
1512970506.798,6885971.1
1512970510.151,6885971.8
1512970513.502,6885971.8
1512970516.855,6885970.8
1512970520.206,6885973.4
1512970523.558,6885969.6
1512970526.911,6885970.6
1512970530.263,6885970.3
1512970533.615,6885968.8
1512970536.967,6885969.3
1512970540.319,6885970.8
1512970543.671,6885968.6
1512970547.024,6885970.6
1512970550.375,6885972.1
1512970553.727,6885970.6
1512970557.080,6885970.1
1512970560.432,6885970.8
1512970563.784,6885971.1
1512970567.136,6885971.1
1512970570.488,6885971.1
1512970573.840,6885970.3
1512970577.192,6885970.1
1512970580.544,6885969.8
1512970583.896,6885970.3
1512970587.249,6885970.8
1512970590.600,6885971.8
1512970593.953,6885971.3
1512970597.305,6885971.1
1512970600.657,6885971.1
1512970604.009,6885969.1
1512970607.361,6885970.6
1512970610.713,6885970.8
1512970614.065,6885970.3
1512970617.417,6885970.3
1512970620.770,6885971.1
1512970624.121,6885970.6
1512970627.474,6885970.8
1512970630.825,6885971.3
1512970634.178,6885968.8
1512970637.530,6885971.1
1512970640.882,6885972.1
1512970644.234,6885970.1
1512970647.586,6885971.1
1512970650.938,6885972.4
1512970654.290,6885971.3
1512970657.642,6885972.6
1512970660.994,6885970.8
1512970664.347,6885972.4
1512970667.698,6885971.6
1512970671.051,6885971.8
1512970674.402,6885970.6
1512970677.755,6885971.3
1512970681.107,6885971.6
1512970684.459,6885970.6
1512970687.811,6885971.8
1512970691.164,6885971.8
1512970694.515,6885970.8
1512970697.868,6885971.6
1512970701.220,6885969.8
1512970704.571,6885970.3
1512970707.924,6885969.6
1512970711.276,6885969.6
1512970714.628,6885970.6
1512970717.980,6885970.6
1512970721.332,6885969.9
1512970724.684,6885970.1
1512970728.037,6885971.1
1512970731.389,6885970.6
1512970734.740,6885971.1
1512970738.093,6885971.8
1512970741.444,6885971.1
1512970744.797,6885971.1
1512970748.149,6885970.8
1512970751.501,6885971.3
1512970754.853,6885970.8
1512970758.205,6885971.3
1512970761.558,6885970.6
1512970764.909,6885969.6
1512970768.262,6885970.6
1512970771.613,6885971.1
1512970774.966,6885969.8
1512970778.318,6885969.6
1512970781.670,6885971.3
1512970785.022,6885971.1
1512970788.374,6885971.6
1512970791.726,6885971.3
1512970795.079,6885970.3
1512970798.430,6885970.3
1512970801.783,6885973.6
1512970805.134,6885972.4
1512970808.487,6885972.1
1512970811.839,6885971.6
1512970815.191,6885969.9
1512970818.544,6885970.6
1512970821.895,6885970.3
1512970825.248,6885970.1
1512970828.599,6885970.8
1512970831.952,6885973.9
1512970835.303,6885971.8
1512970838.656,6885971.1
1512970842.008,6885972.1
1512970845.360,6885971.1
1512970848.712,6885972.4
1512970852.064,6885970.6
1512970855.416,6885971.6
1512970858.769,6885970.8
1512970862.120,6885972.9
1512970865.473,6885970.8
1512970868.824,6885971.8
1512970872.177,6885971.8
1512970875.529,6885970.8
1512970878.881,6885970.8
1512970882.233,6885971.3
1512970885.585,6885970.8
1512970888.937,6885972.1
1512970892.289,6885971.8
1512970895.641,6885971.3
1512970898.993,6885971.8
1512970902.346,6885971.1
1512970905.697,6885971.8
1512970909.050,6885972.4
1512970912.401,6885971.1
1512970915.754,6885971.1
1512970919.106,6885972.9
1512970922.458,6885974.9
1512970925.811,6885972.1
1512970929.162,6885971.1
1512970932.515,6885971.8
1512970935.866,6885972.4
1512970939.219,6885972.4
1512970942.571,6885972.6
1512970945.923,6885972.4
1512970949.275,6885971.8
1512970952.627,6885973.1
1512970955.979,6885970.8
1512970959.332,6885971.1
1512970962.683,6885972.6
1512970966.036,6885970.3
1512970969.387,6885973.4
1512970972.740,6885971.1
1512970976.091,6885970.8
1512970979.444,6885970.6
1512970982.796,6885970.6
1512970986.148,6885970.1
1512970989.500,6885970.8
1512970992.853,6885971.3
1512970996.204,6885972.9
1512970999.556,6885971.3
1512971002.908,6885971.3
1512971006.261,6885970.6
1512971009.612,6885973.1
1512971012.965,6885971.3
1512971016.317,6885971.6
1512971019.669,6885971.8
1512971023.021,6885971.8
1512971026.373,6885972.9
1512971029.725,6885971.8
1512971033.077,6885971.3
1512971036.429,6885971.1
1512971039.782,6885971.6
1512971043.134,6885972.4
1512971046.485,6885971.3
1512971049.838,6885972.4
1512971053.190,6885972.1
1512971056.542,6885971.1
1512971059.894,6885972.4
1512971063.246,6885972.4
1512971066.599,6885972.2
1512971069.950,6885972.9
1512971073.303,6885971.8
1512971076.655,6885972.6
1512971080.007,6885972.9
1512971083.359,6885971.6
1512971086.711,6885971.3
1512971090.063,6885971.3
1512971093.415,6885971.1
1512971096.768,6885971.6
1512971100.119,6885970.8
1512971103.472,6885971.3
1512971106.823,6885970.8
1512971110.176,6885971.6
1512971113.527,6885973.1
1512971116.880,6885973.4
1512971120.232,6885972.1
1512971123.584,6885971.6
1512971126.936,6885972.4
1512971130.288,6885972.4
1512971133.640,6885971.6
1512971136.993,6885974.1
1512971140.344,6885972.9
1512971143.697,6885973.4
1512971147.048,6885971.8
1512971150.401,6885971.3
1512971153.753,6885972.6
1512971157.105,6885972.6
1512971160.457,6885972.6
1512971163.809,6885972.1
1512971167.162,6885971.1
1512971170.513,6885971.6
1512971173.866,6885971.6
1512971177.217,6885971.1
1512971180.570,6885971.3
1512971183.921,6885970.6
1512971187.274,6885971.3
1512971190.626,6885972.4
1512971193.978,6885973.1
1512971197.330,6885971.1
1512971200.682,6885971.6
1512971204.034,6885971.8
1512971207.387,6885972.1
1512971210.738,6885972.4
1512971214.091,6885972.6
1512971217.442,6885971.8
1512971220.795,6885972.1
1512971224.147,6885971.1
1512971227.499,6885969.6
1512971230.851,6885971.8
1512971234.203,6885969.8
1512971237.555,6885969.6
1512971240.907,6885971.3
1512971244.260,6885970.3
1512971247.611,6885970.6
1512971250.964,6885970.1
1512971254.315,6885972.1
1512971257.668,6885971.1
1512971261.020,6885969.8
1512971264.372,6885969.1
1512971267.724,6885969.6
1512971271.076,6885969.6
1512971274.428,6885970.1
1512971277.781,6885969.3
1512971281.132,6885969.6
1512971284.485,6885970.3
1512971287.836,6885968.6
1512971291.189,6885970.3
1512971294.541,6885970.6
1512971297.893,6885969.6
1512971301.245,6885969.6
1512971304.597,6885968.6
1512971307.950,6885969.8
1512971311.301,6885970.3
1512971314.654,6885970.6
1512971318.005,6885970.8
1512971321.358,6885971.6
1512971324.710,6885972.6
1512971328.062,6885972.5
1512971331.413,6885971.3
1512971334.766,6885971.8
1512971338.119,6885971.8
1512971341.470,6885971.3
1512971344.822,6885971.3
1512971348.175,6885970.6
1512971351.526,6885972.1
1512971354.879,6885970.8
1512971358.231,6885971.3
1512971361.583,6885970.3
1512971364.935,6885970.1
1512971368.287,6885971.6
1512971371.639,6885972.4
1512971374.991,6885971.5
1512971378.343,6885972.9
1512971381.695,6885972.4
1512971385.048,6885972.4
1512971388.399,6885973.1
1512971391.752,6885974.9
1512971395.104,6885975.1
1512971398.456,6885973.9
1512971401.808,6885975.5
1512971405.161,6885974.1
1512971408.512,6885974.4
1512971411.865,6885976.2
1512971415.216,6885975.4
1512971418.569,6885974.4
1512971421.920,6885974.4
1512971425.273,6885974.9
1512971428.624,6885975.1
1512971431.977,6885974.1
1512971435.329,6885974.6
1512971438.681,6885973.2
1512971442.033,6885975.1
1512971445.385,6885973.9
1512971448.738,6885972.5
1512971452.089,6885972.1
1512971455.442,6885971.1
1512971458.794,6885970.8
1512971462.146,6885970.6
1512971465.498,6885971.1
1512971468.850,6885969.1
1512971472.202,6885969.6
1512971475.555,6885969.3
1512971478.907,6885968.8
1512971482.258,6885969.8
1512971485.611,6885969.4
1512971488.962,6885969.1
1512971492.315,6885969.3
1512971495.667,6885969.6
1512971499.019,6885969.1
1512971502.371,6885969.3
1512971505.723,6885969.6
1512971509.076,6885969.8
1512971512.427,6885970.6
1512971515.780,6885970.6
1512971519.132,6885971.8
1512971522.483,6885972.1
1512971525.836,6885969.6
1512971529.188,6885971.8
1512971532.540,6885970.3
1512971535.892,6885971.3
1512971539.244,6885972.4
1512971542.597,6885970.3
1512971545.948,6885971.1
1512971549.301,6885970.8
1512971552.652,6885971.3
1512971556.005,6885971.3
1512971559.357,6885970.3
1512971562.709,6885970.6
1512971566.062,6885971.1
1512971569.413,6885971.1
1512971572.766,6885971.1
1512971576.117,6885971.6
1512971579.470,6885971.8
1512971582.822,6885972.4
1512971586.174,6885972.6
1512971589.526,6885971.3
1512971592.878,6885971.3
1512971596.230,6885970.1
1512971599.582,6885970.6
1512971602.934,6885970.1
1512971606.286,6885972.1
1512971609.639,6885972.1
1512971612.991,6885971.1
1512971616.342,6885970.8
1512971619.695,6885970.6
1512971623.047,6885970.1
1512971626.399,6885970.3
1512971629.751,6885969.6
1512971633.104,6885970.1
1512971636.455,6885970.6
1512971639.807,6885970.6
1512971643.160,6885969.3
1512971646.511,6885970.6
1512971649.864,6885970.3
1512971653.216,6885970.3
1512971656.568,6885971.1
1512971659.920,6885971.1
1512971663.273,6885970.1
1512971666.624,6885969.8
1512971669.977,6885969.8
1512971673.329,6885970.5
1512971676.680,6885969.3
1512971680.033,6885968.8
1512971683.385,6885970.1
1512971686.737,6885970.8
1512971690.089,6885969.3
1512971693.442,6885971.3
1512971696.793,6885971.6
1512971700.145,6885971.1
1512971703.498,6885970.6
1512971706.849,6885971.1
1512971710.202,6885969.8
1512971713.554,6885969.8
1512971716.906,6885970.1
1512971720.258,6885969.3
1512971723.611,6885970.3
1512971726.962,6885971.1
1512971730.315,6885970.8
1512971733.666,6885971.1
1512971737.019,6885971.1
1512971740.371,6885971.3
1512971743.723,6885971.3
1512971747.075,6885973.9
1512971750.427,6885973.4
1512971753.779,6885973.4
1512971757.132,6885973.1
1512971760.483,6885972.6
1512971763.836,6885973.4
1512971767.187,6885972.6
1512971770.540,6885973.6
1512971773.892,6885973.1
1512971777.244,6885973.9
1512971780.596,6885971.8
1512971783.948,6885972.9
1512971787.301,6885972.1
1512971790.652,6885970.3
1512971794.005,6885971.1
1512971797.357,6885970.8
1512971800.709,6885970.3
1512971804.061,6885971.1
1512971807.413,6885969.6
1512971810.765,6885969.8
1512971814.118,6885970.3
1512971817.469,6885970.8
1512971820.822,6885969.3
1512971824.174,6885971.1
1512971827.526,6885968.8
1512971830.878,6885968.0
1512971834.230,6885969.6
1512971837.582,6885971.3
1512971840.935,6885970.6
1512971844.286,6885969.3
1512971847.638,6885969.3
1512971850.991,6885970.3
1512971854.342,6885968.8
1512971857.695,6885971.3
1512971861.047,6885971.8
1512971864.399,6885971.8
1512971867.751,6885972.9
1512971871.103,6885973.1
1512971874.455,6885972.6
1512971877.808,6885972.9
1512971881.159,6885972.9
1512971884.512,6885973.4
1512971887.863,6885972.9
1512971891.216,6885972.9
1512971894.568,6885972.9
1512971897.920,6885973.6
1512971901.273,6885971.1
1512971904.624,6885970.1
1512971907.977,6885969.8
1512971911.328,6885970.6
1512971914.681,6885970.6
1512971918.033,6885971.1
1512971921.385,6885969.8
1512971924.737,6885969.7
1512971928.089,6885969.3
1512971931.442,6885969.8
1512971934.793,6885970.3
1512971938.146,6885971.6
1512971941.497,6885971.3
1512971944.850,6885971.6
1512971948.202,6885972.1
1512971951.554,6885970.8
1512971954.906,6885971.6
1512971958.258,6885972.9
1512971961.611,6885971.3
1512971964.962,6885971.1
1512971968.315,6885972.4
1512971971.666,6885970.8
1512971975.019,6885971.8
1512971978.371,6885972.6
1512971981.723,6885971.6
1512971985.075,6885972.9
1512971988.427,6885972.4
1512971991.779,6885970.8
1512971995.132,6885971.6
1512971998.483,6885971.6
1512972001.836,6885971.3
1512972005.187,6885972.4
1512972008.540,6885971.8
1512972011.891,6885970.6
1512972015.244,6885971.8
1512972018.596,6885971.6
1512972021.948,6885972.4
1512972025.300,6885972.6
1512972028.653,6885973.1
1512972032.004,6885971.6
1512972035.357,6885971.6
1512972038.708,6885972.6
1512972042.061,6885971.8
1512972045.413,6885972.4
1512972048.765,6885970.8
1512972052.117,6885972.1
1512972055.469,6885971.3
1512972058.822,6885971.8
1512972062.173,6885971.3
1512972065.526,6885970.6
1512972068.877,6885970.8
1512972072.230,6885970.8
1512972075.582,6885972.4
1512972078.934,6885972.6
1512972082.286,6885971.1
1512972085.639,6885970.8
1512972088.990,6885973.1
1512972092.343,6885971.3
1512972095.694,6885970.8
1512972099.047,6885971.3
1512972102.398,6885970.8
1512972105.751,6885970.1
1512972109.103,6885971.3
1512972112.455,6885970.3
1512972115.807,6885970.3
1512972119.159,6885970.3
1512972122.511,6885971.8
1512972125.864,6885970.8
1512972129.215,6885971.6
1512972132.568,6885970.8
1512972135.919,6885972.1
1512972139.272,6885971.6
1512972142.624,6885971.8
1512972145.976,6885972.4
1512972149.328,6885971.3
1512972152.680,6885970.8
1512972156.032,6885972.4
1512972159.385,6885971.8
1512972162.736,6885973.1
1512972166.089,6885974.1
1512972169.441,6885975.4
1512972172.793,6885972.1
1512972176.145,6885970.1
1512972179.497,6885971.3
1512972182.850,6885971.1
1512972186.201,6885971.3
1512972189.554,6885973.4
1512972192.905,6885971.8
1512972196.258,6885970.8
1512972199.610,6885972.4
1512972202.962,6885970.3
1512972206.314,6885970.6
1512972209.666,6885970.8
1512972213.019,6885970.3
1512972216.370,6885971.3
1512972219.723,6885971.3
1512972223.074,6885969.6
1512972226.427,6885969.3
1512972229.778,6885968.6
1512972233.131,6885970.8
1512972236.483,6885970.3
1512972239.835,6885970.1
1512972243.188,6885971.1
1512972246.539,6885969.6
1512972249.892,6885969.6
1512972253.243,6885969.8
1512972256.596,6885969.3
1512972259.948,6885969.8
1512972263.300,6885969.3
1512972266.652,6885968.0
1512972270.004,6885970.3
1512972273.356,6885969.6
1512972276.709,6885969.6
1512972280.061,6885969.8
1512972283.413,6885971.3
1512972286.765,6885970.6
1512972290.117,6885970.6
1512972293.469,6885969.8
1512972296.821,6885969.3
1512972300.174,6885969.8
1512972303.525,6885968.6
1512972306.878,6885969.6
1512972310.229,6885969.6
1512972313.582,6885969.8
1512972316.934,6885969.6
1512972320.286,6885968.8
1512972323.638,6885969.6
1512972326.990,6885968.6
1512972330.342,6885968.8
1512972333.695,6885969.6
1512972337.047,6885969.6
1512972340.399,6885969.1
1512972343.751,6885970.1
1512972347.103,6885969.8
1512972350.455,6885971.1
1512972353.807,6885969.6
1512972357.160,6885969.8
1512972360.511,6885970.3
1512972363.864,6885971.3
1512972367.216,6885971.1
1512972370.568,6885969.6
1512972373.920,6885971.3
1512972377.272,6885970.8
1512972380.624,6885969.1
1512972383.977,6885971.3
1512972387.328,6885970.8
1512972390.681,6885970.1
1512972394.032,6885970.6
1512972397.385,6885970.1
1512972400.737,6885970.8
1512972404.089,6885971.6
1512972407.441,6885970.1
1512972410.793,6885970.3
1512972414.145,6885970.3
1512972417.497,6885970.1
1512972420.850,6885969.3
1512972424.201,6885970.6
1512972427.554,6885970.1
1512972430.906,6885970.6
1512972434.258,6885970.8
1512972437.610,6885970.1
1512972440.962,6885970.3
1512972444.314,6885970.3
1512972447.666,6885969.3
1512972451.018,6885969.6
1512972454.371,6885969.2
1512972457.722,6885970.1
1512972461.075,6885970.6
1512972464.427,6885968.6
1512972467.779,6885970.6
1512972471.131,6885969.3
1512972474.484,6885973.4
1512972477.835,6885972.4
1512972481.188,6885970.6
1512972484.539,6885970.8
1512972487.892,6885970.3
1512972491.243,6885969.7
1512972494.596,6885971.6
1512972497.948,6885970.3
1512972501.300,6885969.1
1512972504.653,6885969.3
1512972508.004,6885971.3
1512972511.357,6885970.1
1512972514.708,6885970.6
1512972518.061,6885970.1
1512972521.413,6885969.3
1512972524.765,6885970.6
1512972528.117,6885970.3
1512972531.469,6885968.8
1512972534.821,6885970.1
1512972538.173,6885970.1
1512972541.525,6885970.3
1512972544.878,6885971.3
1512972548.229,6885971.8
1512972551.582,6885969.8
1512972554.933,6885969.1
1512972558.286,6885970.1
1512972561.638,6885971.1
1512972564.991,6885969.3
1512972568.342,6885970.3
1512972571.695,6885970.6
1512972575.046,6885969.1
1512972578.399,6885969.8
1512972581.751,6885969.1
1512972585.103,6885970.8
1512972588.455,6885971.1
1512972591.807,6885970.3
1512972595.159,6885970.1
1512972598.512,6885969.8
1512972601.863,6885969.1
1512972605.216,6885971.1
1512972608.567,6885969.8
1512972611.920,6885970.1
1512972615.272,6885971.8
1512972618.624,6885971.3
1512972621.976,6885972.1
1512972625.328,6885971.3
1512972628.681,6885970.8
1512972632.032,6885971.3
1512972635.385,6885970.3
1512972638.736,6885971.1
1512972642.089,6885970.1
1512972645.441,6885969.3
1512972648.793,6885969.3
1512972652.145,6885970.3
1512972655.498,6885969.3
1512972658.849,6885968.8
1512972662.202,6885967.8
1512972665.553,6885969.1
1512972668.906,6885969.3
1512972672.258,6885970.6
1512972675.610,6885969.6
1512972678.963,6885969.8
1512972682.314,6885969.8
1512972685.667,6885970.6
1512972689.019,6885971.1
1512972692.371,6885969.8
1512972695.723,6885970.1
1512972699.075,6885969.8
1512972702.427,6885971.6
1512972705.779,6885968.6
1512972709.131,6885970.1
1512972712.484,6885970.3
1512972715.835,6885969.6
1512972719.188,6885971.3
1512972722.539,6885970.1
1512972725.892,6885969.8
1512972729.243,6885970.8
1512972732.596,6885971.1
1512972735.949,6885969.8
1512972739.300,6885971.1
1512972742.653,6885970.8
1512972746.005,6885970.3
1512972749.356,6885970.8
1512972752.709,6885971.3
1512972756.060,6885971.6
1512972759.413,6885971.1
1512972762.765,6885969.8
1512972766.117,6885968.0
1512972769.470,6885969.3
1512972772.821,6885970.1
1512972776.174,6885969.3
1512972779.526,6885970.3
1512972782.878,6885969.8
1512972786.230,6885970.6
1512972789.582,6885971.1
1512972792.934,6885969.6
1512972796.287,6885970.3
1512972799.639,6885970.1
1512972802.990,6885971.8
1512972806.343,6885970.3
1512972809.694,6885970.3
1512972813.047,6885970.8
1512972816.399,6885969.6
1512972819.751,6885970.6
1512972823.103,6885971.6
1512972826.456,6885971.1
1512972829.807,6885972.1
1512972833.159,6885971.8
1512972836.512,6885970.8
1512972839.863,6885971.6
1512972843.216,6885970.8
1512972846.567,6885972.1
1512972849.920,6885972.6
1512972853.272,6885971.3
1512972856.624,6885970.3
1512972859.977,6885970.3
1512972863.328,6885970.1
1512972866.681,6885968.8
1512972870.032,6885970.3
1512972873.385,6885971.8
1512972876.737,6885971.3
1512972880.089,6885971.3
1512972883.441,6885971.1
1512972886.793,6885971.3
1512972890.145,6885971.1
1512972893.498,6885970.1
1512972896.849,6885970.8
1512972900.202,6885970.8
1512972903.553,6885970.3
1512972906.906,6885971.1
1512972910.258,6885970.1
1512972913.610,6885969.3
1512972916.962,6885970.6
1512972920.314,6885971.8
1512972923.667,6885972.1
1512972927.018,6885971.6
1512972930.371,6885971.8
1512972933.722,6885970.6
1512972937.075,6885970.8
1512972940.427,6885970.8
1512972943.779,6885971.3
1512972947.131,6885970.1
1512972950.483,6885970.6
1512972953.835,6885970.1
1512972957.188,6885969.8
1512972960.539,6885969.6
1512972963.892,6885969.6
1512972967.244,6885969.6
1512972970.596,6885970.8
1512972973.948,6885970.3
1512972977.300,6885972.9
1512972980.652,6885973.6
1512972984.004,6885972.6
1512972987.357,6885972.1
1512972990.708,6885971.6
1512972994.061,6885971.8
1512972997.412,6885971.8
1512973000.765,6885972.1
1512973004.117,6885971.6
1512973007.469,6885969.6
1512973010.821,6885971.1
1512973014.174,6885970.6
1512973017.525,6885971.3
1512973020.878,6885972.9
1512973024.229,6885972.4
1512973027.582,6885971.1
1512973030.934,6885971.8
1512973034.286,6885970.3
1512973037.639,6885971.1
1512973040.990,6885971.8
1512973044.342,6885971.6
1512973047.694,6885970.1
1512973051.047,6885971.3
1512973054.399,6885970.3
1512973057.750,6885972.1
1512973061.103,6885971.1
1512973064.455,6885971.6
1512973067.807,6885973.4
1512973071.159,6885973.6
1512973074.512,6885972.1
1512973077.863,6885971.1
1512973081.216,6885970.3
1512973084.567,6885970.8
1512973087.920,6885971.8
1512973091.271,6885971.6
1512973094.624,6885970.8
1512973097.976,6885972.1
1512973101.328,6885971.8
1512973104.681,6885971.8
1512973108.032,6885970.8
1512973111.385,6885971.1
1512973114.737,6885970.6
1512973118.089,6885971.6
1512973121.441,6885972.1
1512973124.793,6885972.4
1512973128.145,6885970.8
1512973131.497,6885972.9
1512973134.849,6885969.6
1512973138.201,6885971.1
1512973141.554,6885972.4
1512973144.905,6885971.7
1512973148.258,6885973.1
1512973151.609,6885971.8
1512973154.962,6885971.6
1512973158.314,6885971.6
1512973161.666,6885971.8
1512973165.018,6885970.3
1512973168.370,6885971.1
1512973171.722,6885970.3
1512973175.075,6885969.6
1512973178.427,6885971.1
1512973181.779,6885969.3
1512973185.131,6885968.8
1512973188.483,6885970.3
1512973191.835,6885968.0
1512973195.187,6885971.1
1512973198.540,6885972.1
1512973201.891,6885972.4
1512973205.244,6885971.8
1512973208.595,6885971.8
1512973211.948,6885973.1
1512973215.299,6885973.9
1512973218.652,6885973.4
1512973222.004,6885973.1
1512973225.356,6885973.1
1512973228.708,6885972.4
1512973232.060,6885972.4
1512973235.413,6885970.8
1512973238.764,6885970.1
1512973242.116,6885969.3
1512973245.469,6885968.0
1512973248.821,6885969.1
1512973252.173,6885970.6
1512973255.526,6885969.1
1512973258.877,6885968.6
1512973262.230,6885969.6
1512973265.582,6885968.3
1512973268.933,6885969.1
1512973272.286,6885969.6
1512973275.638,6885968.8
1512973278.990,6885969.3
1512973282.342,6885968.8
1512973285.695,6885968.0
1512973289.046,6885969.3
1512973292.399,6885970.1
1512973295.750,6885968.6
1512973299.103,6885969.6
1512973302.455,6885969.6
1512973305.807,6885967.8
1512973309.159,6885972.4
1512973312.512,6885972.6
1512973315.863,6885971.1
1512973319.216,6885971.3
1512973322.567,6885970.6
1512973325.920,6885970.3
1512973329.272,6885971.3
1512973332.624,6885971.6
1512973335.976,6885971.1
1512973339.328,6885970.1
1512973342.680,6885970.8
1512973346.033,6885969.8
1512973349.384,6885969.8
1512973352.737,6885971.3
1512973356.089,6885970.6
1512973359.441,6885970.8
1512973362.793,6885970.6
1512973366.145,6885970.8
1512973369.497,6885970.8
1512973372.850,6885971.3
1512973376.201,6885971.3
1512973379.553,6885971.8
1512973382.906,6885972.6
1512973386.257,6885972.6
1512973389.610,6885971.8
1512973392.962,6885969.8
1512973396.314,6885971.1
1512973399.666,6885971.6
1512973403.018,6885971.6
1512973406.370,6885970.1
1512973409.723,6885970.8
1512973413.074,6885972.1
1512973416.427,6885970.1
1512973419.778,6885971.6
1512973423.131,6885971.3
1512973426.483,6885970.1
1512973429.835,6885970.6
1512973433.187,6885970.6
1512973436.539,6885971.3
1512973439.892,6885973.9
1512973443.243,6885972.1
1512973446.596,6885972.9
1512973449.947,6885971.8
1512973453.300,6885971.1
1512973456.652,6885971.1
1512973460.004,6885970.8
1512973463.356,6885970.3
1512973466.708,6885973.1
1512973470.061,6885973.6
1512973473.412,6885973.4
1512973476.765,6885974.4
1512973480.116,6885973.6
1512973483.469,6885973.6
1512973486.821,6885972.6
1512973490.173,6885972.9
1512973493.525,6885972.9
1512973496.877,6885972.1
1512973500.229,6885973.1
1512973503.582,6885974.4
1512973506.933,6885974.9
1512973510.286,6885975.1
1512973513.638,6885975.1
1512973516.990,6885974.4
1512973520.341,6885972.6
1512973523.694,6885971.1
1512973527.046,6885971.6
1512973530.398,6885971.1
1512973533.751,6885972.4
1512973537.102,6885970.3
1512973540.455,6885971.3
1512973543.806,6885971.8
1512973547.159,6885971.8
1512973550.511,6885970.3
1512973553.863,6885970.6
1512973557.215,6885971.6
1512973560.567,6885970.6
1512973563.919,6885970.3
1512973567.272,6885970.1
1512973570.623,6885970.8
1512973573.976,6885970.3
1512973577.327,6885971.8
