set_c,c,output
29.000, 29.011, 11.67
29.000, 29.016, 10.63
29.000, 29.016, 10.97
29.000, 29.013, 11.41
29.000, 29.014, 10.94
29.000, 29.018, 10.36
29.000, 29.006, 12.74
29.000, 29.011, 10.77
29.000, 29.014, 10.78
29.000, 29.013, 11.23
29.000, 29.011, 11.33
29.000, 29.011, 11.20
29.000, 29.018, 10.05
29.000, 29.018, 10.62
29.000, 29.017, 10.84
29.000, 29.008, 12.07
29.000, 29.020, 9.54
29.000, 29.008, 12.28
29.000, 29.017, 9.97
29.000, 29.014, 11.12
29.000, 29.021, 9.73
29.000, 29.024, 9.85
29.000, 29.024, 10.06
29.000, 29.023, 10.27
29.000, 29.016, 11.27
29.000, 29.018, 10.22
29.000, 29.011, 11.57
29.000, 29.024, 8.93
29.000, 29.016, 11.33
29.000, 29.018, 10.16
29.000, 29.013, 11.29
29.000, 29.017, 10.13
29.000, 29.014, 10.92
29.000, 29.010, 11.36
29.000, 29.017, 9.86
29.000, 29.011, 11.34
29.000, 29.016, 10.18
29.000, 29.008, 11.66
29.000, 29.016, 9.93
29.000, 29.018, 10.04
29.000, 29.016, 10.72
29.000, 29.013, 10.93
29.000, 29.014, 10.45
29.000, 29.013, 10.79
29.000, 29.008, 11.34
29.000, 29.007, 11.21
29.000, 29.011, 10.40
29.000, 28.997, 13.02
29.000, 29.017, 8.67
29.000, 29.006, 12.11
29.000, 29.007, 10.95
29.000, 29.006, 11.28
29.000, 29.003, 11.62
29.000, 29.010, 10.24
29.000, 29.010, 10.82
29.000, 29.013, 10.36
29.000, 29.017, 9.90
29.000, 29.014, 10.69
29.000, 29.014, 10.44
29.000, 29.017, 9.98
29.000, 29.021, 9.51
29.000, 29.001, 13.04
29.000, 29.018, 8.66
29.000, 29.014, 10.74
29.000, 29.008, 11.28
29.000, 29.017, 9.44
29.000, 29.011, 11.04
29.000, 29.007, 11.25
29.000, 29.008, 10.66
29.000, 29.010, 10.54
29.000, 29.000, 12.25
29.000, 29.013, 9.38
29.000, 29.008, 11.10
29.000, 29.008, 10.75
29.000, 29.010, 10.51
29.000, 29.010, 10.62
29.000, 29.017, 9.47
29.000, 29.018, 9.82
29.000, 29.018, 9.92
29.000, 29.011, 11.04
29.000, 29.003, 11.81
29.000, 29.020, 8.38
29.000, 29.016, 10.45
29.000, 29.003, 12.13
29.000, 29.016, 9.03
29.000, 29.003, 12.12
29.000, 29.006, 10.61
29.000, 29.013, 9.70
29.000, 29.001, 12.09
29.000, 29.007, 10.24
29.000, 29.003, 11.39
29.000, 29.003, 11.04
29.000, 29.017, 8.76
29.000, 29.010, 11.05
29.000, 29.014, 9.78
29.000, 29.008, 11.03
29.000, 29.008, 10.55
29.000, 29.011, 10.09
29.000, 29.013, 10.09
29.000, 29.007, 11.10
29.000, 29.014, 9.49
29.000, 29.016, 9.84
29.000, 29.013, 10.40
29.000, 29.008, 10.84
29.000, 29.010, 10.25
29.000, 29.011, 10.13
29.000, 29.013, 10.01
29.000, 29.013, 10.12
29.000, 29.016, 9.65
29.000, 29.003, 11.92
29.000, 29.013, 9.27
29.000, 29.011, 10.31
29.000, 29.011, 10.18
29.000, 29.004, 11.31
29.000, 29.006, 10.49
29.000, 28.997, 11.97
29.000, 29.011, 8.99
29.000, 29.004, 11.30
29.000, 29.001, 11.16
29.000, 29.007, 10.02
29.000, 29.013, 9.57
29.000, 29.011, 10.25
29.000, 29.003, 11.49
29.000, 29.007, 10.10
29.000, 29.001, 11.36
29.000, 29.010, 9.53
29.000, 29.004, 11.13
29.000, 29.008, 9.98
29.000, 28.996, 12.37
29.000, 29.008, 9.27
29.000, 29.004, 11.00
29.000, 29.007, 10.19
29.000, 29.013, 9.51
29.000, 29.006, 11.10
29.000, 29.010, 9.83
29.000, 29.008, 10.40
29.000, 29.011, 9.82
29.000, 29.001, 11.64
29.000, 29.018, 8.09
29.000, 29.000, 12.44
29.000, 29.007, 9.78
29.000, 29.010, 9.90
29.000, 29.008, 10.35
29.000, 29.004, 10.91
29.000, 29.001, 11.01
29.000, 29.013, 8.96
29.000, 28.994, 12.84
29.000, 29.001, 10.19
29.000, 29.013, 8.95
29.000, 29.004, 11.24
29.000, 29.006, 10.31
29.000, 28.999, 11.56
29.000, 29.006, 9.84
29.000, 29.007, 10.19
29.000, 29.000, 11.44
29.000, 29.001, 10.63
29.000, 28.996, 11.65
29.000, 28.994, 11.42
29.000, 29.001, 10.16
29.000, 29.004, 10.29
29.000, 29.000, 11.21
29.000, 29.010, 9.26
29.000, 29.001, 11.44
29.000, 29.007, 9.83
29.000, 29.007, 10.29
29.000, 29.001, 11.19
29.000, 29.003, 10.50
29.000, 29.003, 10.61
29.000, 29.006, 10.15
29.000, 29.007, 10.15
29.000, 29.011, 9.58
29.000, 29.011, 9.93
29.000, 29.001, 11.51
29.000, 29.017, 8.18
29.000, 29.016, 9.69
29.000, 29.006, 11.15
29.000, 29.003, 10.78
29.000, 29.003, 10.54
29.000, 29.006, 10.09
29.000, 28.997, 11.68
29.000, 29.008, 9.16
29.000, 29.006, 10.55
29.000, 29.006, 10.31
29.000, 29.003, 10.76
29.000, 29.010, 9.38
29.000, 29.006, 10.64
29.000, 29.000, 11.20
29.000, 29.003, 10.27
29.000, 29.003, 10.51
29.000, 28.999, 11.19
29.000, 29.010, 9.01
29.000, 29.003, 11.08
29.000, 28.999, 11.18
29.000, 29.011, 8.78
29.000, 29.000, 11.64
29.000, 29.008, 9.34
29.000, 29.004, 10.72
29.000, 28.999, 11.28
29.000, 29.001, 10.35
29.000, 29.006, 9.90
29.000, 29.013, 9.11
29.000, 29.008, 10.37
29.000, 29.011, 9.56
29.000, 29.006, 10.69
29.000, 29.003, 10.67
29.000, 29.007, 9.75
29.000, 29.000, 11.24
29.000, 29.001, 10.42
29.000, 29.007, 9.63
29.000, 29.004, 10.55
29.000, 29.004, 10.31
29.000, 29.003, 10.53
29.000, 29.007, 9.73
29.000, 28.999, 11.44
29.000, 29.004, 9.83
29.000, 28.997, 11.43
29.000, 28.994, 11.31
29.000, 29.007, 9.03
29.000, 29.004, 10.53
29.000, 29.001, 10.75
29.000, 29.004, 10.06
29.000, 29.001, 10.74
29.000, 28.999, 10.96
29.000, 29.000, 10.50
29.000, 29.004, 9.94
29.000, 28.993, 12.11
29.000, 29.010, 8.44
29.000, 29.004, 10.75
29.000, 29.007, 9.82
29.000, 29.007, 10.05
29.000, 28.999, 11.41
29.000, 29.006, 9.57
29.000, 29.007, 9.93
29.000, 29.007, 10.04
29.000, 28.994, 12.08
29.000, 28.994, 11.03
29.000, 28.999, 10.35
29.000, 28.994, 11.39
29.000, 29.004, 9.45
29.000, 29.000, 10.95
29.000, 29.006, 9.69
29.000, 29.000, 11.06
29.000, 29.000, 10.59
29.000, 29.000, 10.59
29.000, 28.999, 10.82
29.000, 29.004, 9.79
29.000, 29.007, 9.80
29.000, 29.001, 10.94
29.000, 29.001, 10.47
29.000, 29.000, 10.70
29.000, 29.008, 9.21
29.000, 29.000, 11.28
29.000, 29.008, 9.21
29.000, 29.003, 10.81
29.000, 28.994, 11.71
29.000, 29.008, 8.73
29.000, 29.008, 9.90
29.000, 28.993, 12.40
29.000, 29.001, 9.75
29.000, 28.999, 10.91
29.000, 29.001, 10.22
29.000, 29.013, 8.63
29.000, 29.000, 11.60
29.000, 28.996, 11.23
29.000, 29.001, 9.97
29.000, 28.993, 11.81
29.000, 28.999, 10.20
29.000, 29.001, 10.21
29.000, 29.000, 10.68
29.000, 29.003, 10.10
29.000, 29.000, 10.79
29.000, 29.001, 10.33
29.000, 29.001, 10.44
29.000, 29.001, 10.44
29.000, 28.993, 11.81
29.000, 29.006, 9.06
29.000, 28.997, 11.48
29.000, 29.003, 9.87
29.000, 29.010, 9.19
29.000, 29.008, 10.00
29.000, 29.000, 11.24
29.000, 29.001, 10.31
29.000, 28.996, 11.34
29.000, 29.000, 10.19
29.000, 29.001, 10.31
29.000, 29.004, 9.97
29.000, 29.004, 10.20
29.000, 29.006, 9.97
29.000, 29.000, 11.00
29.000, 29.007, 9.39
29.000, 29.004, 10.42
29.000, 29.000, 10.87
29.000, 29.007, 9.38
29.000, 29.008, 9.73
29.000, 28.996, 11.89
29.000, 29.006, 9.25
29.000, 29.000, 10.97
29.000, 29.003, 10.05
29.000, 29.007, 9.60
29.000, 28.989, 12.90
29.000, 29.006, 8.66
29.000, 28.984, 13.47
29.000, 29.004, 8.54
29.000, 28.999, 11.09
29.000, 28.999, 10.62
29.000, 28.996, 11.08
29.000, 28.996, 10.85
29.000, 28.999, 10.40
29.000, 29.006, 9.49
29.000, 29.003, 10.53
29.000, 29.003, 10.29
29.000, 29.001, 10.52
29.000, 28.997, 11.08
29.000, 29.003, 9.82
29.000, 29.007, 9.61
29.000, 28.999, 11.32
29.000, 29.001, 10.16
29.000, 29.006, 9.71
29.000, 28.994, 11.88
29.000, 29.007, 8.90
29.000, 29.003, 10.63
29.000, 28.994, 11.64
29.000, 29.007, 8.89
29.000, 29.004, 10.40
29.000, 28.996, 11.53
29.000, 29.004, 9.46
29.000, 29.000, 10.84
29.000, 29.001, 10.26
29.000, 28.994, 11.52
29.000, 29.000, 10.03
29.000, 29.001, 10.27
29.000, 29.006, 9.70
29.000, 28.993, 12.10
29.000, 28.999, 10.14
29.000, 28.997, 10.84
29.000, 28.999, 10.49
29.000, 28.999, 10.61
29.000, 29.000, 10.38
29.000, 29.008, 9.14
29.000, 28.997, 11.65
29.000, 28.991, 11.63
29.000, 29.000, 9.80
29.000, 29.000, 10.50
29.000, 29.010, 8.91
29.000, 28.997, 11.77
29.000, 28.996, 10.95
29.000, 29.008, 8.78
29.000, 29.003, 10.74
29.000, 29.007, 9.59
29.000, 29.008, 9.71
29.000, 29.006, 10.27
29.000, 29.000, 10.94
29.000, 28.999, 10.70
29.000, 29.003, 9.90
29.000, 28.996, 11.39
29.000, 28.997, 10.58
29.000, 28.984, 12.75
29.000, 29.001, 8.98
29.000, 28.984, 13.11
29.000, 28.990, 10.81
29.000, 29.000, 9.69
29.000, 28.997, 10.97
29.000, 28.996, 10.96
29.000, 28.996, 10.85
29.000, 29.006, 9.26
29.000, 28.994, 11.90
29.000, 29.001, 9.83
29.000, 28.999, 10.87
29.000, 29.003, 9.95
29.000, 29.001, 10.53
29.000, 28.991, 12.00
29.000, 29.003, 9.37
29.000, 29.003, 10.30
29.000, 28.994, 11.67
29.000, 29.003, 9.60
29.000, 29.001, 10.53
29.000, 29.000, 10.64
29.000, 28.996, 11.21
29.000, 28.999, 10.40
29.000, 29.003, 9.95
29.000, 28.999, 10.99
29.000, 29.003, 9.95
29.000, 28.994, 11.67
29.000, 29.010, 8.47
29.000, 29.004, 10.66
29.000, 28.996, 11.55
29.000, 28.994, 11.08
29.000, 28.996, 10.74
29.000, 29.003, 9.72
29.000, 28.994, 11.67
29.000, 29.001, 9.83
29.000, 29.004, 9.96
29.000, 29.006, 9.97
29.000, 29.000, 10.99
29.000, 29.004, 9.84
29.000, 29.007, 9.73
29.000, 28.996, 11.78
29.000, 28.997, 10.62
29.000, 28.994, 11.19
29.000, 28.996, 10.74
29.000, 29.004, 9.49
29.000, 28.993, 12.01
29.000, 29.001, 9.71
29.000, 28.991, 12.01
29.000, 28.996, 10.51
29.000, 29.003, 9.73
29.000, 28.997, 11.23
29.000, 29.001, 10.08
29.000, 28.999, 10.88
29.000, 29.003, 9.97
29.000, 29.001, 10.54
29.000, 29.001, 10.42
29.000, 29.001, 10.42
29.000, 29.001, 10.42
29.000, 29.004, 9.96
29.000, 28.999, 11.11
29.000, 29.007, 9.27
29.000, 29.004, 10.43
29.000, 29.004, 10.19
29.000, 29.001, 10.64
29.000, 29.016, 8.13
29.000, 29.004, 11.11
29.000, 29.001, 10.62
29.000, 29.008, 9.25
29.000, 29.004, 10.51
29.000, 28.996, 11.52
29.000, 29.003, 9.68
29.000, 28.993, 11.86
29.000, 28.987, 11.96
29.000, 28.996, 10.13
29.000, 28.993, 11.29
29.000, 28.993, 11.07
29.000, 29.006, 9.02
29.000, 29.001, 10.76
29.000, 29.001, 10.40
29.000, 29.000, 10.63
29.000, 28.999, 10.74
29.000, 28.999, 10.62
29.000, 29.003, 9.94
29.000, 29.003, 10.29
29.000, 29.004, 10.06
29.000, 29.003, 10.40
29.000, 29.014, 8.46
29.000, 29.007, 10.53
29.000, 29.006, 10.16
29.000, 28.996, 11.63
29.000, 28.994, 11.05
29.000, 28.997, 10.48
29.000, 28.999, 10.49
29.000, 28.997, 10.83
29.000, 29.001, 10.03
29.000, 29.001, 10.38
29.000, 28.997, 11.07
30.000, 28.997, 88.29
30.000, 29.007, 87.52
30.000, 29.003, 89.84
30.000, 29.037, 84.85
30.000, 29.081, 81.39
30.000, 29.132, 77.58
30.000, 29.216, 69.08
30.000, 29.290, 64.79
30.000, 29.375, 57.81
30.000, 29.477, 48.95
30.000, 29.566, 43.70
30.000, 29.661, 36.06
30.000, 29.738, 31.90
30.000, 29.817, 25.91
30.000, 29.891, 20.67
30.000, 29.950, 17.51
30.000, 29.999, 14.61
30.000, 30.035, 12.91
30.000, 30.076, 9.20
30.000, 30.098, 9.12
30.000, 30.111, 8.75
30.000, 30.124, 7.67
30.000, 30.125, 8.39
30.000, 30.132, 7.27
30.000, 30.122, 9.34
30.000, 30.114, 9.79
30.000, 30.098, 11.49
30.000, 30.096, 10.35
30.000, 30.079, 12.89
30.000, 30.063, 13.92
30.000, 30.045, 15.54
30.000, 30.035, 15.58
30.000, 30.022, 16.78
30.000, 30.003, 18.67
30.000, 29.995, 18.51
30.000, 29.986, 19.18
30.000, 29.969, 21.22
30.000, 29.966, 20.29
30.000, 29.962, 20.77
30.000, 29.960, 20.68
30.000, 29.957, 21.05
30.000, 29.952, 21.76
30.000, 29.952, 21.33
30.000, 29.957, 20.46
30.000, 29.950, 22.10
30.000, 29.963, 19.50
30.000, 29.972, 19.22
30.000, 29.977, 19.04
30.000, 29.983, 18.61
30.000, 29.976, 20.24
30.000, 29.990, 17.39
30.000, 29.995, 17.89
30.000, 29.999, 17.56
30.000, 29.999, 17.91
30.000, 30.010, 16.09
30.000, 30.013, 16.57
30.000, 30.012, 17.02
30.000, 30.010, 17.12
30.000, 30.012, 16.77
30.000, 30.009, 17.33
30.000, 30.020, 15.26
30.000, 30.006, 18.46
30.000, 30.016, 15.69
30.000, 30.009, 17.64
30.000, 30.018, 15.68
30.000, 30.018, 16.37
30.000, 30.019, 16.13
30.000, 30.015, 16.91
30.000, 30.015, 16.55
30.000, 30.010, 17.22
30.000, 30.010, 16.86
30.000, 30.013, 16.39
30.000, 30.012, 16.84
30.000, 30.019, 15.58
30.000, 30.018, 16.38
30.000, 30.016, 16.47
30.000, 30.023, 15.20
30.000, 30.012, 17.59
30.000, 30.016, 15.96
30.000, 30.022, 15.39
30.000, 30.006, 18.35
30.000, 30.013, 15.91
30.000, 30.015, 16.26
30.000, 30.005, 17.96
30.000, 30.009, 16.45
30.000, 30.008, 17.03
30.000, 30.016, 15.54
30.000, 30.016, 16.23
30.000, 30.018, 15.98
30.000, 30.025, 14.95
30.000, 30.022, 15.97
30.000, 30.025, 15.26
30.000, 30.025, 15.48
30.000, 30.022, 15.91
30.000, 30.028, 14.75
30.000, 30.020, 16.33
30.000, 30.026, 14.82
30.000, 30.025, 15.50
30.000, 30.022, 15.81
30.000, 30.026, 14.88
30.000, 30.022, 15.89
30.000, 30.022, 15.52
30.000, 30.023, 15.28
30.000, 30.013, 16.97
30.000, 30.016, 15.68
30.000, 30.019, 15.45
30.000, 30.019, 15.67
30.000, 30.025, 14.74
30.000, 30.030, 14.28
30.000, 30.026, 15.40
30.000, 30.023, 15.49
30.000, 30.033, 13.64
30.000, 30.018, 16.94
30.000, 30.020, 15.18
30.000, 30.032, 13.57
30.000, 30.030, 14.71
30.000, 30.025, 15.48
30.000, 30.028, 14.54
30.000, 30.029, 14.52
30.000, 30.029, 14.62
30.000, 30.025, 15.28
30.000, 30.028, 14.45
30.000, 30.020, 15.80
30.000, 30.023, 14.74
30.000, 30.023, 14.96
30.000, 30.028, 14.25
30.000, 30.030, 14.13
30.000, 30.029, 14.56
30.000, 30.025, 15.11
30.000, 30.025, 14.74
30.000, 30.028, 14.26
30.000, 30.020, 15.61
30.000, 30.026, 14.10
30.000, 30.032, 13.63
30.000, 30.026, 14.99
30.000, 30.035, 13.13
30.000, 30.022, 15.85
30.000, 30.030, 13.42
30.000, 30.032, 13.87
30.000, 30.039, 12.82
30.000, 30.036, 13.83
30.000, 30.030, 14.47
30.000, 30.033, 13.53
30.000, 30.033, 13.73
30.000, 30.026, 14.84
30.000, 30.032, 13.33
30.000, 30.029, 14.22
30.000, 30.035, 13.06
30.000, 30.032, 13.95
30.000, 30.030, 13.92
30.000, 30.033, 13.32
30.000, 30.029, 14.21
30.000, 30.023, 14.75
30.000, 30.025, 14.03
30.000, 30.022, 14.58
30.000, 30.028, 13.42
30.000, 30.023, 14.55
30.000, 30.023, 14.18
30.000, 30.026, 13.71
30.000, 30.028, 13.69
30.000, 30.026, 14.01
30.000, 30.028, 13.65
30.000, 30.032, 13.06
30.000, 30.030, 13.61
30.000, 30.040, 11.87
30.000, 30.032, 14.03
30.000, 30.036, 12.62
30.000, 30.038, 12.71
30.000, 30.026, 14.62
30.000, 30.039, 11.61
30.000, 30.028, 14.45
30.000, 30.029, 13.27
30.000, 30.035, 12.45
30.000, 30.035, 12.89
30.000, 30.026, 14.23
30.000, 30.023, 13.96
30.000, 30.025, 13.48
30.000, 30.033, 12.21
30.000, 30.026, 14.02
30.000, 30.022, 14.10
30.000, 30.020, 13.96
30.000, 30.025, 13.14
30.000, 30.026, 13.24
30.000, 30.028, 13.11
30.000, 30.030, 12.75
30.000, 30.029, 13.19
30.000, 30.019, 14.64
30.000, 30.028, 12.44
30.000, 30.022, 14.03
30.000, 30.018, 14.23
30.000, 30.032, 11.58
30.000, 30.023, 14.10
30.000, 30.030, 12.24
30.000, 30.033, 12.34
30.000, 30.029, 13.23
30.000, 30.036, 11.72
30.000, 30.028, 13.64
30.000, 30.033, 12.00
30.000, 30.040, 11.31
30.000, 30.033, 13.00
30.000, 30.032, 12.61
30.000, 30.040, 11.10
30.000, 30.035, 12.68
30.000, 30.026, 13.55
30.000, 30.025, 13.06
30.000, 30.025, 12.92
30.000, 30.028, 12.44
30.000, 30.028, 12.66
30.000, 30.025, 13.09
30.000, 30.018, 13.97
30.000, 30.019, 13.14
30.000, 30.025, 12.34
30.000, 30.032, 11.65
30.000, 30.020, 14.03
30.000, 30.025, 12.39
30.000, 30.032, 11.58
30.000, 30.016, 14.65
30.000, 30.023, 12.21
30.000, 30.016, 13.91
30.000, 30.022, 12.40
30.000, 30.023, 12.62
30.000, 30.018, 13.63
30.000, 30.018, 13.15
30.000, 30.019, 12.91
30.000, 30.026, 11.87
30.000, 30.028, 12.21
30.000, 30.026, 12.53
30.000, 30.026, 12.39
30.000, 30.023, 12.83
30.000, 30.018, 13.48
30.000, 30.020, 12.55
30.000, 30.026, 11.85
30.000, 30.019, 13.44
30.000, 30.025, 11.93
30.000, 30.022, 12.83
30.000, 30.026, 11.89
30.000, 30.020, 13.14
30.000, 30.018, 13.11
30.000, 30.019, 12.63
30.000, 30.016, 13.19
30.000, 30.016, 12.94
30.000, 30.016, 12.93
30.000, 30.016, 12.91
30.000, 30.018, 12.67
30.000, 30.013, 13.46
30.000, 30.020, 11.96
30.000, 30.016, 13.21
30.000, 30.028, 11.02
30.000, 30.016, 13.76
30.000, 30.019, 12.35
30.000, 30.020, 12.34
30.000, 30.015, 13.36
30.000, 30.015, 12.88
30.000, 30.019, 12.18
30.000, 30.019, 12.52
30.000, 30.016, 12.96
30.000, 30.019, 12.25
30.000, 30.028, 11.11
30.000, 30.023, 12.47
30.000, 30.022, 12.33
30.000, 30.018, 12.87
30.000, 30.018, 12.51
30.000, 30.025, 11.36
30.000, 30.020, 12.60
30.000, 30.020, 12.24
30.000, 30.022, 11.99
30.000, 30.015, 13.23
30.000, 30.028, 10.58
30.000, 30.023, 12.30
30.000, 30.015, 13.29
30.000, 30.016, 12.35
30.000, 30.015, 12.68
30.000, 30.013, 12.78
30.000, 30.013, 12.65
30.000, 30.020, 11.50
30.000, 30.016, 12.76
30.000, 30.016, 12.39
30.000, 30.016, 12.38
30.000, 30.005, 14.19
30.000, 30.015, 11.65
30.000, 30.013, 12.69
30.000, 30.013, 12.56
30.000, 30.018, 11.87
30.000, 30.015, 12.66
30.000, 30.022, 11.27
30.000, 30.016, 12.75
30.000, 30.009, 13.41
30.000, 30.012, 12.36
30.000, 30.012, 12.58
30.000, 30.020, 11.21
30.000, 30.019, 12.12
30.000, 30.012, 13.13
30.000, 30.018, 11.62
30.000, 30.013, 12.76
30.000, 30.009, 13.08
30.000, 30.019, 11.13
30.000, 30.019, 11.93
30.000, 30.020, 11.69
30.000, 30.010, 13.38
30.000, 30.015, 11.87
30.000, 30.019, 11.53
30.000, 30.012, 13.00
30.000, 30.015, 11.95
30.000, 30.019, 11.49
30.000, 30.016, 12.28
30.000, 30.006, 13.63
30.000, 30.009, 12.35
30.000, 30.016, 11.44
30.000, 30.012, 12.69
30.000, 30.015, 11.88
30.000, 30.009, 13.01
30.000, 30.010, 12.31
30.000, 30.015, 11.73
30.000, 30.012, 12.53
30.000, 30.009, 12.74
30.000, 30.009, 12.50
30.000, 30.008, 12.72
30.000, 30.010, 12.14
30.000, 30.008, 12.82
30.000, 30.015, 11.44
30.000, 30.015, 12.01
30.000, 30.005, 13.60
30.000, 30.015, 11.18
30.000, 30.012, 12.44
30.000, 30.010, 12.43
30.000, 30.012, 12.07
30.000, 30.008, 12.86
30.000, 30.018, 10.91
30.000, 30.008, 13.31
30.000, 30.013, 11.57
30.000, 30.012, 12.26
30.000, 30.018, 11.22
30.000, 30.013, 12.36
30.000, 30.010, 12.45
30.000, 30.015, 11.53
30.000, 30.020, 10.95
30.000, 30.013, 12.55
30.000, 30.012, 12.18
30.000, 30.005, 13.19
30.000, 30.016, 10.78
30.000, 30.010, 12.61
30.000, 30.016, 11.22
30.000, 30.012, 12.36
30.000, 30.013, 11.77
30.000, 30.010, 12.34
30.000, 30.012, 11.87
30.000, 30.010, 12.20
30.000, 30.009, 12.30
30.000, 30.010, 11.95
30.000, 30.005, 12.97
30.000, 30.009, 11.81
30.000, 30.010, 11.93
30.000, 30.003, 13.18
30.000, 30.006, 12.13
30.000, 30.008, 12.14
30.000, 30.002, 13.16
30.000, 30.002, 12.69
30.000, 30.010, 11.32
30.000, 30.003, 13.15
30.000, 30.013, 10.97
30.000, 30.005, 13.15
30.000, 30.003, 12.67
30.000, 30.010, 11.41
30.000, 30.013, 11.53
30.000, 30.012, 11.98
30.000, 30.015, 11.40
30.000, 30.009, 12.53
30.000, 30.009, 12.06
30.000, 30.006, 12.50
30.000, 30.013, 11.13
30.000, 30.010, 12.16
30.000, 30.009, 12.14
30.000, 30.009, 12.02
30.000, 30.002, 13.15
30.000, 30.015, 10.51
30.000, 30.006, 12.92
30.000, 30.010, 11.53
30.000, 30.020, 10.28
30.000, 30.009, 12.90
30.000, 30.012, 11.50
30.000, 30.005, 12.87
30.000, 30.010, 11.37
30.000, 30.008, 12.28
30.000, 30.010, 11.59
30.000, 30.002, 13.18
30.000, 30.006, 11.79
30.000, 30.009, 11.68
30.000, 30.005, 12.59
30.000, 30.009, 11.55
30.000, 30.008, 12.13
30.000, 30.012, 11.32
30.000, 30.006, 12.57
30.000, 30.003, 12.55
30.000, 30.008, 11.63
30.000, 30.009, 11.75
30.000, 30.008, 12.09
30.000, 29.999, 13.33
30.000, 30.009, 11.04
30.000, 30.006, 12.30
30.000, 30.009, 11.61
30.000, 30.003, 12.75
30.000, 30.015, 10.45
30.000, 30.003, 13.20
30.000, 30.013, 10.67
30.000, 30.005, 12.84
30.000, 30.009, 11.45
30.000, 30.008, 12.03
30.000, 30.006, 12.13
30.000, 30.002, 12.69
30.000, 30.015, 10.29
30.000, 30.013, 11.56
30.000, 30.009, 12.11
30.000, 30.003, 12.67
30.000, 30.005, 11.97
30.000, 30.016, 10.26
30.000, 30.003, 13.23
30.000, 30.000, 12.63
30.000, 30.002, 12.17
30.000, 30.002, 12.28
30.000, 30.009, 11.14
30.000, 30.006, 12.18
30.000, 30.005, 12.17
30.000, 29.999, 12.96
30.000, 30.008, 11.12
30.000, 30.000, 12.96
30.000, 30.005, 11.69
30.000, 30.005, 12.04
30.000, 30.000, 12.72
30.000, 30.009, 11.00
30.000, 30.006, 12.15
30.000, 30.005, 12.14
30.000, 30.009, 11.33
30.000, 30.010, 11.45
30.000, 30.015, 10.87
30.000, 30.010, 11.90
30.000, 30.006, 12.22
30.000, 29.999, 13.00
30.000, 30.002, 11.96
30.000, 29.999, 12.65
30.000, 30.005, 11.51
30.000, 30.003, 12.20
30.000, 30.010, 10.94
30.000, 30.009, 11.75
30.000, 30.009, 11.62
30.000, 30.005, 12.30
30.000, 30.002, 12.40
30.000, 30.006, 11.48
30.000, 30.005, 12.05
30.000, 30.010, 11.02
30.000, 30.000, 13.08
30.000, 30.010, 10.66
30.000, 30.006, 12.16
30.000, 29.995, 13.62
30.000, 30.002, 11.55
30.000, 30.005, 11.68
30.000, 29.999, 12.82
30.000, 30.003, 11.67
30.000, 30.008, 11.33
30.000, 30.008, 11.68
30.000, 30.006, 11.90
30.000, 30.002, 12.46
30.000, 30.005, 11.65
30.000, 29.999, 12.80
30.000, 30.012, 10.28
30.000, 30.008, 12.01
30.000, 29.996, 13.47
30.000, 29.996, 12.54
30.000, 30.002, 11.63
30.000, 30.002, 12.10
30.000, 30.005, 11.64
30.000, 30.002, 12.32
30.000, 29.996, 13.00
30.000, 30.005, 11.17
30.000, 30.002, 12.32
30.000, 30.002, 12.09
30.000, 30.008, 11.17
30.000, 30.002, 12.55
30.000, 30.000, 12.31
30.000, 30.000, 12.19
30.000, 30.003, 11.73
30.000, 30.000, 12.42
30.000, 30.000, 12.19
30.000, 30.002, 11.96
30.000, 30.012, 10.48
30.000, 30.003, 12.66
30.000, 30.010, 10.81
30.000, 30.010, 11.39
30.000, 30.005, 12.29
30.000, 30.008, 11.36
30.000, 30.002, 12.50
30.000, 30.005, 11.58
30.000, 30.008, 11.35
30.000, 30.005, 12.04
30.000, 30.005, 11.80
30.000, 30.009, 11.11
30.000, 30.003, 12.37
30.000, 30.003, 11.89
30.000, 30.000, 12.35
30.000, 30.003, 11.66
30.000, 30.003, 11.89
30.000, 29.999, 12.57
30.000, 30.009, 10.62
30.000, 30.005, 12.12
30.000, 29.997, 12.90
30.000, 30.003, 11.41
30.000, 30.006, 11.42
30.000, 29.999, 12.79
30.000, 29.992, 13.34
30.000, 30.008, 10.26
30.000, 30.000, 12.68
30.000, 29.997, 12.55
30.000, 30.008, 10.72
30.000, 30.005, 11.99
30.000, 29.997, 12.89
30.000, 30.002, 11.62
30.000, 30.002, 11.98
30.000, 30.000, 12.20
30.000, 30.000, 12.08
30.000, 30.006, 11.17
30.000, 29.999, 12.78
30.000, 30.002, 11.73
30.000, 30.002, 11.97
30.000, 29.992, 13.56
30.000, 29.992, 12.75
30.000, 29.999, 11.61
30.000, 30.000, 11.97
30.000, 29.996, 12.77
30.000, 29.996, 12.43
30.000, 29.995, 12.66
30.000, 29.997, 12.09
30.000, 29.996, 12.55
30.000, 30.002, 11.53
30.000, 30.003, 11.77
30.000, 30.003, 11.88
