volts,ppm,temp_c
0.9998178,-0.57,26.992
0.9998178,-0.57,27.002
0.9998178,-0.57,27.0
0.9998178,-0.57,27.003
0.9998178,-0.57,27.005
0.9998178,-0.57,27.014
0.9998178,-0.57,27.007
0.9998178,-0.57,27.006
0.9998178,-0.57,26.998
0.9998178,-0.57,27.01
0.99981773,-0.64,27.006
0.99981773,-0.64,26.999
0.99981773,-0.64,27.005
0.99981773,-0.64,26.999
0.99981773,-0.64,26.996
0.99981773,-0.64,26.996
0.99981773,-0.64,26.992
0.99981773,-0.64,26.999
0.99981773,-0.64,27.009
0.99981773,-0.64,27.003
0.99981773,-0.64,27.002
0.99981773,-0.64,27.0
0.99981773,-0.64,27.007
0.99981793,-0.44,26.998
0.99981793,-0.44,27.005
0.99981793,-0.44,26.993
0.99981793,-0.44,27.0
0.99981793,-0.44,27.0
0.99981793,-0.44,26.999
0.99981793,-0.44,27.002
0.99981793,-0.44,27.006
0.99981793,-0.44,27.002
0.99981793,-0.44,26.996
0.99981793,-0.44,26.999
0.99981793,-0.44,26.999
0.99981793,-0.44,26.992
0.99981793,-0.44,27.007
0.99981773,-0.64,27.002
0.99981773,-0.64,26.999
0.99981773,-0.64,26.992
0.99981773,-0.64,26.995
0.99981773,-0.64,26.992
0.99981773,-0.64,27.003
0.99981773,-0.64,27.002
0.99981773,-0.64,26.998
0.99981773,-0.64,27.003
0.99981773,-0.64,27.009
0.99981773,-0.64,27.003
0.99981773,-0.64,27.009
0.99981773,-0.64,27.005
0.99981768,-0.69,27.005
0.99981768,-0.69,27.002
0.99981768,-0.69,27.005
0.99981768,-0.69,26.993
0.99981768,-0.69,26.999
0.99981768,-0.69,27.006
0.99981768,-0.69,27.003
0.99981768,-0.69,26.998
0.99981768,-0.69,26.996
0.99981768,-0.69,26.993
0.99981768,-0.69,26.993
0.99981768,-0.69,27.0
0.99981768,-0.69,27.0
0.99981785,-0.52,26.999
0.99981785,-0.52,27.0
0.99981785,-0.52,27.0
0.99981785,-0.52,26.999
0.99981785,-0.52,27.002
0.99981785,-0.52,27.002
0.99981785,-0.52,27.0
0.99981785,-0.52,26.999
0.99981785,-0.52,27.002
0.99981785,-0.52,27.005
0.99981785,-0.52,26.996
0.99981785,-0.52,27.0
0.99981785,-0.52,26.992
0.99981785,-0.52,27.003
0.99981778,-0.59,27.002
0.99981778,-0.59,27.0
0.99981778,-0.59,27.0
0.99981778,-0.59,26.992
0.99981778,-0.59,27.009
0.99981778,-0.59,26.995
0.99981778,-0.59,26.999
0.99981778,-0.59,26.999
0.99981778,-0.59,27.003
0.99981778,-0.59,27.002
0.99981778,-0.59,27.0
0.99981778,-0.59,26.996
0.99981778,-0.59,26.993
0.9998175,-0.87,26.993
0.9998175,-0.87,27.0
0.9998175,-0.87,27.006
0.9998175,-0.87,27.006
0.9998175,-0.87,26.995
0.9998175,-0.87,27.009
0.9998175,-0.87,27.003
0.9998175,-0.87,27.003
0.9998175,-0.87,27.005
0.9998175,-0.87,26.996
0.9998175,-0.87,26.996
0.9998175,-0.87,26.993
0.9998175,-0.87,27.005
0.9998175,-0.87,26.992
0.99981747,-0.90,26.996
0.99981747,-0.90,27.005
0.99981747,-0.90,27.002
0.99981747,-0.90,27.002
0.99981747,-0.90,26.998
0.99981747,-0.90,26.992
0.99981747,-0.90,26.999
0.99981747,-0.90,26.995
0.99981747,-0.90,27.0
0.99981747,-0.90,26.999
0.99981747,-0.90,27.002
0.99981747,-0.90,27.005
0.99981747,-0.90,27.002
0.99981747,-0.90,27.003
0.99981747,-0.90,27.005
0.99981747,-0.90,26.999
0.99981747,-0.90,26.998
0.99981747,-0.90,26.995
0.99981747,-0.90,27.01
0.99981747,-0.90,26.996
0.99981747,-0.90,27.006
0.99981747,-0.90,27.005
0.99981747,-0.90,27.002
0.99981747,-0.90,27.003
0.99981747,-0.90,26.995
0.99981747,-0.90,27.0
0.99981727,-1.10,27.003
0.99981727,-1.10,26.996
0.99981727,-1.10,26.996
0.99981727,-1.10,26.995
0.99981727,-1.10,26.999
0.99981727,-1.10,26.989
0.99981727,-1.10,27.005
0.99981727,-1.10,27.006
0.99981727,-1.10,27.028
0.99981727,-1.10,27.07
0.99981727,-1.10,27.131
0.99981727,-1.10,27.216
0.99981727,-1.10,27.291
0.99981727,-1.10,27.391
0.99981742,-0.95,27.483
0.99981742,-0.95,27.584
0.99981742,-0.95,27.683
0.99981742,-0.95,27.767
0.99981742,-0.95,27.84
0.99981742,-0.95,27.91
0.99981742,-0.95,27.97
0.99981742,-0.95,28.025
0.99981742,-0.95,28.065
0.99981742,-0.95,28.1
0.99981742,-0.95,28.124
0.99981742,-0.95,28.131
0.99981742,-0.95,28.145
0.99981763,-0.74,28.144
0.99981763,-0.74,28.147
0.99981763,-0.74,28.135
0.99981763,-0.74,28.117
0.99981763,-0.74,28.106
0.99981763,-0.74,28.09
0.99981763,-0.74,28.065
0.99981763,-0.74,28.051
0.99981763,-0.74,28.033
0.99981763,-0.74,28.025
0.99981763,-0.74,28.006
0.99981763,-0.74,27.991
0.99981763,-0.74,27.978
0.99981763,-0.74,27.968
0.99981773,-0.64,27.966
0.99981773,-0.64,27.959
0.99981773,-0.64,27.952
0.99981773,-0.64,27.957
0.99981773,-0.64,27.954
0.99981773,-0.64,27.957
0.99981773,-0.64,27.956
0.99981773,-0.64,27.964
0.99981773,-0.64,27.978
0.99981773,-0.64,27.983
0.99981773,-0.64,27.971
0.99981773,-0.64,27.978
0.99981773,-0.64,27.991
0.99981783,-0.54,27.981
0.99981783,-0.54,27.995
0.99981783,-0.54,27.998
0.99981783,-0.54,28.002
0.99981783,-0.54,27.998
0.99981783,-0.54,28.002
0.99981783,-0.54,28.016
0.99981783,-0.54,28.006
0.99981783,-0.54,28.008
0.99981783,-0.54,28.016
0.99981783,-0.54,28.019
0.99981783,-0.54,28.012
0.99981783,-0.54,28.02
0.99981783,-0.54,28.015
0.99981803,-0.34,28.015
0.99981803,-0.34,28.015
0.99981803,-0.34,28.02
0.99981803,-0.34,28.006
0.99981803,-0.34,28.023
0.99981803,-0.34,28.019
0.99981803,-0.34,28.018
0.99981803,-0.34,28.013
0.99981803,-0.34,28.012
0.99981803,-0.34,28.005
0.99981803,-0.34,28.009
0.99981803,-0.34,28.018
0.99981803,-0.34,28.009
0.9998176,-0.77,28.013
0.9998176,-0.77,28.016
0.9998176,-0.77,28.012
0.9998176,-0.77,28.019
0.9998176,-0.77,28.013
0.9998176,-0.77,28.016
0.9998176,-0.77,28.016
0.9998176,-0.77,28.012
0.9998176,-0.77,28.009
0.9998176,-0.77,28.013
0.9998176,-0.77,28.019
0.9998176,-0.77,28.012
0.9998176,-0.77,28.016
0.99981788,-0.49,28.013
0.99981788,-0.49,28.025
0.99981788,-0.49,28.02
0.99981788,-0.49,28.027
0.99981788,-0.49,28.022
0.99981788,-0.49,28.025
0.99981788,-0.49,28.025
0.99981788,-0.49,28.025
0.99981788,-0.49,28.032
0.99981788,-0.49,28.022
0.99981788,-0.49,28.032
0.99981788,-0.49,28.026
0.99981788,-0.49,28.027
0.99981788,-0.49,28.026
0.99981803,-0.34,28.033
0.99981803,-0.34,28.025
0.99981803,-0.34,28.03
0.99981803,-0.34,28.03
0.99981803,-0.34,28.018
0.99981803,-0.34,28.033
0.99981803,-0.34,28.023
0.99981803,-0.34,28.032
0.99981803,-0.34,28.022
0.99981803,-0.34,28.029
0.99981803,-0.34,28.029
0.99981803,-0.34,28.029
0.99981803,-0.34,28.033
0.99981791,-0.46,28.032
0.99981791,-0.46,28.032
0.99981791,-0.46,28.023
0.99981791,-0.46,28.025
0.99981791,-0.46,28.032
0.99981791,-0.46,28.029
0.99981791,-0.46,28.026
0.99981791,-0.46,28.026
0.99981791,-0.46,28.03
0.99981791,-0.46,28.032
0.99981791,-0.46,28.012
0.99981791,-0.46,28.023
0.99981791,-0.46,28.02
0.99981791,-0.46,28.029
0.99981783,-0.54,28.022
0.99981783,-0.54,28.026
0.99981783,-0.54,28.03
0.99981783,-0.54,28.023
0.99981783,-0.54,28.025
0.99981783,-0.54,28.02
0.99981783,-0.54,28.022
0.99981783,-0.54,28.029
0.99981783,-0.54,28.037
0.99981783,-0.54,28.033
0.99981783,-0.54,28.036
0.99981783,-0.54,28.03
0.99981783,-0.54,28.037
0.99981785,-0.52,28.036
0.99981785,-0.52,28.03
0.99981785,-0.52,28.034
0.99981785,-0.52,28.036
0.99981785,-0.52,28.043
0.99981785,-0.52,28.03
0.99981785,-0.52,28.033
0.99981785,-0.52,28.034
0.99981785,-0.52,28.036
0.99981785,-0.52,28.026
0.99981785,-0.52,28.027
0.99981785,-0.52,28.034
0.99981785,-0.52,28.037
0.99981801,-0.36,28.022
0.99981801,-0.36,28.027
0.99981801,-0.36,28.037
0.99981801,-0.36,28.029
0.99981801,-0.36,28.023
0.99981801,-0.36,28.029
0.99981801,-0.36,28.027
0.99981801,-0.36,28.029
0.99981801,-0.36,28.022
0.99981801,-0.36,28.026
0.99981801,-0.36,28.023
0.99981801,-0.36,28.032
0.99981801,-0.36,28.023
0.99981801,-0.36,28.033
0.99981801,-0.36,28.025
0.99981801,-0.36,28.03
0.99981801,-0.36,28.023
0.99981801,-0.36,28.032
0.99981801,-0.36,28.03
0.99981801,-0.36,28.033
0.99981801,-0.36,28.026
0.99981801,-0.36,28.027
0.99981801,-0.36,28.032
0.99981801,-0.36,28.025
0.99981801,-0.36,28.023
0.99981801,-0.36,28.027
0.99981801,-0.36,28.025
0.99981808,-0.29,28.033
0.99981808,-0.29,28.026
0.99981808,-0.29,28.033
0.99981808,-0.29,28.026
0.99981808,-0.29,28.022
0.99981808,-0.29,28.036
0.99981808,-0.29,28.026
0.99981808,-0.29,28.022
0.99981808,-0.29,28.027
0.99981808,-0.29,28.018
0.99981808,-0.29,28.019
0.99981808,-0.29,28.03
0.99981808,-0.29,28.022
0.99981808,-0.29,28.022
0.99981801,-0.36,28.018
0.99981801,-0.36,28.023
0.99981801,-0.36,28.032
0.99981801,-0.36,28.023
0.99981801,-0.36,28.023
0.99981801,-0.36,28.025
0.99981801,-0.36,28.027
0.99981801,-0.36,28.023
0.99981801,-0.36,28.027
0.99981801,-0.36,28.025
0.99981801,-0.36,28.03
0.99981801,-0.36,28.015
0.99981801,-0.36,28.025
0.99981796,-0.41,28.022
0.99981796,-0.41,28.022
0.99981796,-0.41,28.025
0.99981796,-0.41,28.025
0.99981796,-0.41,28.018
0.99981796,-0.41,28.023
0.99981796,-0.41,28.029
0.99981796,-0.41,28.025
0.99981796,-0.41,28.026
0.99981796,-0.41,28.023
0.99981796,-0.41,28.018
0.99981796,-0.41,28.025
0.99981796,-0.41,28.027
0.99981801,-0.36,28.023
0.99981801,-0.36,28.025
0.99981801,-0.36,28.02
0.99981801,-0.36,28.025
0.99981801,-0.36,28.019
0.99981801,-0.36,28.022
0.99981801,-0.36,28.025
0.99981801,-0.36,28.016
0.99981801,-0.36,28.022
0.99981801,-0.36,28.015
0.99981801,-0.36,28.026
0.99981801,-0.36,28.022
0.99981801,-0.36,28.027
0.99981801,-0.36,28.026
0.99981791,-0.46,28.018
0.99981791,-0.46,28.026
0.99981791,-0.46,28.023
0.99981791,-0.46,28.019
0.99981791,-0.46,28.019
0.99981791,-0.46,28.016
0.99981791,-0.46,28.022
0.99981791,-0.46,28.016
0.99981791,-0.46,28.018
0.99981791,-0.46,28.012
0.99981791,-0.46,28.026
0.99981791,-0.46,28.012
0.99981791,-0.46,28.018
0.99981763,-0.74,28.02
0.99981763,-0.74,28.027
0.99981763,-0.74,28.027
0.99981763,-0.74,28.02
0.99981763,-0.74,28.013
0.99981763,-0.74,28.013
0.99981763,-0.74,28.019
0.99981763,-0.74,28.022
0.99981763,-0.74,28.016
0.99981763,-0.74,28.019
0.99981763,-0.74,28.015
0.99981763,-0.74,28.02
0.99981763,-0.74,28.02
0.99981763,-0.74,28.016
0.99981758,-0.79,28.022
0.99981758,-0.79,28.016
0.99981758,-0.79,28.018
0.99981758,-0.79,28.016
0.99981758,-0.79,28.02
0.99981758,-0.79,28.015
0.99981758,-0.79,28.016
0.99981758,-0.79,28.006
0.99981758,-0.79,28.011
0.99981758,-0.79,28.018
0.99981758,-0.79,28.006
0.99981758,-0.79,28.013
0.99981758,-0.79,28.011
0.99981778,-0.59,28.019
0.99981778,-0.59,28.019
0.99981778,-0.59,28.025
0.99981778,-0.59,28.016
0.99981778,-0.59,28.015
0.99981778,-0.59,28.015
0.99981778,-0.59,28.022
0.99981778,-0.59,28.015
0.99981778,-0.59,28.019
0.99981778,-0.59,28.013
0.99981778,-0.59,28.022
0.99981778,-0.59,28.012
0.99981778,-0.59,28.013
0.9998177,-0.67,28.018
0.9998177,-0.67,28.013
0.9998177,-0.67,28.016
0.9998177,-0.67,28.009
0.9998177,-0.67,28.012
0.9998177,-0.67,28.012
0.9998177,-0.67,28.012
0.9998177,-0.67,28.015
0.9998177,-0.67,28.011
0.9998177,-0.67,28.013
0.9998177,-0.67,28.009
0.9998177,-0.67,28.006
0.9998177,-0.67,28.012
0.9998177,-0.67,28.015
0.99981773,-0.64,28.012
0.99981773,-0.64,28.02
0.99981773,-0.64,28.019
0.99981773,-0.64,28.02
0.99981773,-0.64,28.015
0.99981773,-0.64,28.005
0.99981773,-0.64,28.005
0.99981773,-0.64,28.008
0.99981773,-0.64,28.012
0.99981773,-0.64,28.008
0.99981773,-0.64,28.009
0.99981773,-0.64,28.008
0.99981773,-0.64,28.006
0.9998177,-0.67,28.019
0.9998177,-0.67,28.004
0.9998177,-0.67,28.006
0.9998177,-0.67,28.008
0.9998177,-0.67,28.008
0.9998177,-0.67,28.013
0.9998177,-0.67,28.018
0.9998177,-0.67,28.015
0.9998177,-0.67,28.016
0.9998177,-0.67,28.019
0.9998177,-0.67,28.011
0.9998177,-0.67,28.008
0.9998177,-0.67,28.019
0.9998177,-0.67,28.025
0.9998177,-0.67,28.016
0.9998177,-0.67,28.015
0.9998177,-0.67,28.019
0.9998177,-0.67,28.013
0.9998177,-0.67,28.013
0.9998177,-0.67,28.008
0.9998177,-0.67,28.006
0.9998177,-0.67,28.009
0.9998177,-0.67,27.999
0.9998177,-0.67,28.001
0.9998177,-0.67,28.012
0.9998177,-0.67,28.011
0.9998177,-0.67,28.005
0.99981763,-0.74,28.011
0.99981763,-0.74,28.004
0.99981763,-0.74,28.009
0.99981763,-0.74,28.009
0.99981763,-0.74,28.011
0.99981763,-0.74,28.008
0.99981763,-0.74,28.009
0.99981763,-0.74,28.006
0.99981763,-0.74,28.008
0.99981763,-0.74,28.005
0.99981763,-0.74,28.008
0.99981763,-0.74,28.008
0.99981763,-0.74,28.004
0.9998177,-0.67,28.011
0.9998177,-0.67,28.008
0.9998177,-0.67,28.012
0.9998177,-0.67,28.005
0.9998177,-0.67,28.008
0.9998177,-0.67,28.004
0.9998177,-0.67,28.004
0.9998177,-0.67,28.011
0.9998177,-0.67,28.008
0.9998177,-0.67,28.012
0.9998177,-0.67,28.013
0.9998177,-0.67,28.009
0.9998177,-0.67,28.009
0.9998177,-0.67,27.999
0.99981765,-0.72,28.004
0.99981765,-0.72,28.012
0.99981765,-0.72,28.006
0.99981765,-0.72,28.013
0.99981765,-0.72,28.011
0.99981765,-0.72,28.006
0.99981765,-0.72,28.008
0.99981765,-0.72,28.005
0.99981765,-0.72,28.004
0.99981765,-0.72,28.009
0.99981765,-0.72,28.005
0.99981765,-0.72,28.001
0.99981765,-0.72,28.013
0.99981788,-0.49,28.005
0.99981788,-0.49,28.002
0.99981788,-0.49,28.001
0.99981788,-0.49,28.009
0.99981788,-0.49,27.999
0.99981788,-0.49,28.005
0.99981788,-0.49,28.001
0.99981788,-0.49,28.005
0.99981788,-0.49,28.004
0.99981788,-0.49,28.015
0.99981788,-0.49,28.004
0.99981788,-0.49,28.012
0.99981788,-0.49,28.001
0.99981788,-0.49,28.016
0.99981783,-0.54,28.004
0.99981783,-0.54,28.008
0.99981783,-0.54,27.999
0.99981783,-0.54,28.013
0.99981783,-0.54,28.008
0.99981783,-0.54,28.005
0.99981783,-0.54,28.001
0.99981783,-0.54,28.004
0.99981783,-0.54,28.006
0.99981783,-0.54,28.006
0.99981783,-0.54,28.009
0.99981783,-0.54,28.006
0.99981783,-0.54,27.999
0.99981753,-0.84,28.009
0.99981753,-0.84,28.013
0.99981753,-0.84,28.008
0.99981753,-0.84,28.013
0.99981753,-0.84,28.009
0.99981753,-0.84,28.006
0.99981753,-0.84,28.011
0.99981753,-0.84,28.005
0.99981753,-0.84,28.002
0.99981753,-0.84,27.999
0.99981753,-0.84,28.005
0.99981753,-0.84,28.004
0.99981753,-0.84,28.004
0.9998175,-0.87,27.994
0.9998175,-0.87,28.001
0.9998175,-0.87,28.005
0.9998175,-0.87,27.998
0.9998175,-0.87,27.998
0.9998175,-0.87,28.006
0.9998175,-0.87,28.013
0.9998175,-0.87,28.005
0.9998175,-0.87,28.008
0.9998175,-0.87,28.004
0.9998175,-0.87,28.006
0.9998175,-0.87,28.008
0.9998175,-0.87,28.002
0.9998175,-0.87,28.011
0.99981755,-0.82,28.005
0.99981755,-0.82,28.005
0.99981755,-0.82,28.008
0.99981755,-0.82,28.013
0.99981755,-0.82,28.006
0.99981755,-0.82,28.005
0.99981755,-0.82,28.006
0.99981755,-0.82,28.012
0.99981755,-0.82,28.002
0.99981755,-0.82,28.004
0.99981755,-0.82,28.005
0.99981755,-0.82,28.001
0.99981755,-0.82,28.002
0.99981742,-0.95,27.999
0.99981742,-0.95,27.997
0.99981742,-0.95,28.002
0.99981742,-0.95,27.999
0.99981742,-0.95,28.002
0.99981742,-0.95,28.001
0.99981742,-0.95,28.004
0.99981742,-0.95,28.004
0.99981742,-0.95,27.999
0.99981742,-0.95,28.008
0.99981742,-0.95,28.002
0.99981742,-0.95,28.005
0.99981742,-0.95,28.004
0.99981742,-0.95,27.998
0.99981735,-1.02,27.999
0.99981735,-1.02,28.001
0.99981735,-1.02,28.006
0.99981735,-1.02,28.006
0.99981735,-1.02,28.006
0.99981735,-1.02,27.999
0.99981735,-1.02,27.995
0.99981735,-1.02,28.002
0.99981735,-1.02,28.006
0.99981735,-1.02,27.999
0.99981735,-1.02,28.002
0.99981735,-1.02,27.992
0.99981735,-1.02,28.006
0.99981735,-1.02,28.006
0.99981735,-1.02,28.008
0.99981735,-1.02,28.004
0.99981735,-1.02,28.008
0.99981735,-1.02,28.009
0.99981735,-1.02,28.008
0.99981735,-1.02,27.999
0.99981735,-1.02,27.999
0.99981735,-1.02,28.002
0.99981735,-1.02,28.004
0.99981735,-1.02,28.001
0.99981735,-1.02,28.004
0.99981735,-1.02,28.004
0.99981735,-1.02,27.999
0.99981742,-0.95,28.008
0.99981742,-0.95,28.008
0.99981742,-0.95,28.005
0.99981742,-0.95,28.009
0.99981742,-0.95,28.002
0.99981742,-0.95,28.009
0.99981742,-0.95,28.006
0.99981742,-0.95,28.002
0.99981742,-0.95,28.005
0.99981742,-0.95,27.998
0.99981742,-0.95,27.995
0.99981742,-0.95,28.006
0.99981742,-0.95,27.997
0.99981758,-0.79,27.998
0.99981758,-0.79,27.999
0.99981758,-0.79,27.998
0.99981758,-0.79,28.002
0.99981758,-0.79,27.997
0.99981758,-0.79,27.999
0.99981758,-0.79,27.999
0.99981758,-0.79,27.997
0.99981758,-0.79,28.001
0.99981758,-0.79,28.008
0.99981758,-0.79,28.011
0.99981758,-0.79,28.013
0.99981758,-0.79,28.005
0.99981732,-1.05,28.004
0.99981732,-1.05,28.005
0.99981732,-1.05,28.011
0.99981732,-1.05,28.004
0.99981732,-1.05,28.004
0.99981732,-1.05,28.011
0.99981732,-1.05,28.001
0.99981732,-1.05,27.995
0.99981732,-1.05,28.002
0.99981732,-1.05,27.997
0.99981732,-1.05,27.998
0.99981732,-1.05,28.002
0.99981732,-1.05,27.994
0.99981732,-1.05,27.999
0.99981753,-0.84,28.004
0.99981753,-0.84,27.997
0.99981753,-0.84,27.994
0.99981753,-0.84,27.994
0.99981753,-0.84,27.999
0.99981753,-0.84,28.001
0.99981753,-0.84,28.002
0.99981753,-0.84,28.006
0.99981753,-0.84,28.006
0.99981753,-0.84,28.002
0.99981753,-0.84,27.998
0.99981753,-0.84,27.998
0.99981753,-0.84,28.002
0.99981736,-1.01,28.004
0.99981736,-1.01,27.999
0.99981736,-1.01,28.002
0.99981736,-1.01,28.005
0.99981736,-1.01,28.006
0.99981736,-1.01,28.004
0.99981736,-1.01,28.004
0.99981736,-1.01,28.004
0.99981736,-1.01,28.001
0.99981736,-1.01,27.998
0.99981736,-1.01,28.001
0.99981736,-1.01,28.002
0.99981736,-1.01,28.006
0.99981765,-0.72,27.994
0.99981765,-0.72,28.002
0.99981765,-0.72,27.992
0.99981765,-0.72,28.002
0.99981765,-0.72,27.995
0.99981765,-0.72,28.002
0.99981765,-0.72,28.002
0.99981765,-0.72,28.004
0.99981765,-0.72,28.011
0.99981765,-0.72,27.991
0.99981765,-0.72,27.999
0.99981765,-0.72,28.005
0.99981765,-0.72,27.998
0.99981765,-0.72,28.001
0.99981755,-0.82,27.997
0.99981755,-0.82,27.998
0.99981755,-0.82,27.998
0.99981755,-0.82,28.005
0.99981755,-0.82,27.999
0.99981755,-0.82,28.001
0.99981755,-0.82,28.005
0.99981755,-0.82,28.005
0.99981755,-0.82,28.002
0.99981755,-0.82,28.004
0.99981755,-0.82,28.005
0.99981755,-0.82,28.005
0.99981755,-0.82,28.001
0.99981737,-1.00,28.005
0.99981737,-1.00,28.009
0.99981737,-1.00,28.009
0.99981737,-1.00,27.995
0.99981737,-1.00,28.008
0.99981737,-1.00,27.999
0.99981737,-1.00,28.006
0.99981737,-1.00,28.006
0.99981737,-1.00,27.994
0.99981737,-1.00,27.997
0.99981737,-1.00,27.998
0.99981737,-1.00,27.998
0.99981737,-1.00,28.009
0.99981737,-1.00,27.999
0.99981763,-0.74,27.981
0.99981763,-0.74,27.991
0.99981763,-0.74,27.995
0.99981763,-0.74,28.005
0.99981763,-0.74,27.999
0.99981763,-0.74,27.999
0.99981763,-0.74,27.998
0.99981763,-0.74,28.005
0.99981763,-0.74,28.004
0.99981763,-0.74,28.008
0.99981763,-0.74,28.009
0.99981763,-0.74,27.998
0.99981763,-0.74,28.009
0.99981742,-0.95,27.997
0.99981742,-0.95,27.998
0.99981742,-0.95,27.992
0.99981742,-0.95,27.998
0.99981742,-0.95,27.998
0.99981742,-0.95,28.008
0.99981742,-0.95,28.005
0.99981742,-0.95,28.008
0.99981742,-0.95,28.002
0.99981742,-0.95,28.011
0.99981742,-0.95,28.004
0.99981742,-0.95,27.999
0.99981742,-0.95,27.998
0.99981732,-1.05,28.008
0.99981732,-1.05,28.009
0.99981732,-1.05,28.006
0.99981732,-1.05,28.004
0.99981732,-1.05,28.013
0.99981732,-1.05,27.997
0.99981732,-1.05,27.999
0.99981732,-1.05,27.998
0.99981732,-1.05,28.004
0.99981732,-1.05,27.999
0.99981732,-1.05,28.009
0.99981732,-1.05,28.004
0.99981732,-1.05,27.997
0.99981732,-1.05,27.994
0.99981714,-1.23,28.001
0.99981714,-1.23,27.998
0.99981714,-1.23,28.001
0.99981714,-1.23,27.992
0.99981714,-1.23,27.998
0.99981714,-1.23,27.997
0.99981714,-1.23,27.998
0.99981714,-1.23,28.005
0.99981714,-1.23,28.002
0.99981714,-1.23,27.999
0.99981714,-1.23,28.002
0.99981714,-1.23,27.995
0.99981714,-1.23,28.001
0.99981704,-1.33,27.991
0.99981704,-1.33,28.001
0.99981704,-1.33,28.002
0.99981704,-1.33,28.005
0.99981704,-1.33,27.997
0.99981704,-1.33,27.998
0.99981704,-1.33,27.999
0.99981704,-1.33,28.002
0.99981704,-1.33,27.994
0.99981704,-1.33,28.002
0.99981704,-1.33,27.999
0.99981704,-1.33,28.002
0.99981704,-1.33,27.998
0.99981704,-1.33,28.001
0.99981694,-1.43,27.998
0.99981694,-1.43,28.011
0.99981694,-1.43,27.999
0.99981694,-1.43,27.991
0.99981694,-1.43,27.998
0.99981694,-1.43,27.997
0.99981694,-1.43,27.997
0.99981694,-1.43,28.001
0.99981694,-1.43,28.002
0.99981694,-1.43,28.004
0.99981694,-1.43,28.001
0.99981694,-1.43,28.005
0.99981694,-1.43,28.006
0.99981737,-1.00,28.004
0.99981737,-1.00,28.004
0.99981737,-1.00,27.997
0.99981737,-1.00,28.001
0.99981737,-1.00,27.999
0.99981737,-1.00,27.998
0.99981737,-1.00,27.999
0.99981737,-1.00,28.002
0.99981737,-1.00,27.995
0.99981737,-1.00,27.995
0.99981737,-1.00,28.004
0.99981737,-1.00,27.995
0.99981737,-1.00,28.002
0.99981737,-1.00,27.995
0.99981727,-1.10,28.002
0.99981727,-1.10,27.998
0.99981727,-1.10,27.997
0.99981727,-1.10,27.998
0.99981727,-1.10,27.995
0.99981727,-1.10,27.994
0.99981727,-1.10,28.002
0.99981727,-1.10,28.011
0.99981727,-1.10,28.002
0.99981727,-1.10,27.998
0.99981727,-1.10,28.008
0.99981727,-1.10,28.002
0.99981727,-1.10,27.997
0.99981727,-1.10,28.009
0.99981727,-1.10,27.998
0.99981727,-1.10,28.006
0.99981727,-1.10,27.999
0.99981727,-1.10,27.999
0.99981727,-1.10,28.006
0.99981727,-1.10,28.001
0.99981727,-1.10,28.001
0.99981727,-1.10,27.995
0.99981727,-1.10,28.001
0.99981727,-1.10,27.997
0.99981727,-1.10,27.997
0.99981727,-1.10,27.999
0.99981755,-0.82,27.997
0.99981755,-0.82,27.998
0.99981755,-0.82,27.997
0.99981755,-0.82,27.999
0.99981755,-0.82,28.025
0.99981755,-0.82,28.074
0.99981755,-0.82,28.131
0.99981755,-0.82,28.214
0.99981755,-0.82,28.293
0.99981755,-0.82,28.379
0.99981755,-0.82,28.484
0.99981755,-0.82,28.569
0.99981755,-0.82,28.663
0.99981755,-0.82,28.741
0.99981733,-1.04,28.822
0.99981733,-1.04,28.891
0.99981733,-1.04,28.955
0.99981733,-1.04,29.01
0.99981733,-1.04,29.052
0.99981733,-1.04,29.086
0.99981733,-1.04,29.111
0.99981733,-1.04,29.136
0.99981733,-1.04,29.136
0.99981733,-1.04,29.138
0.99981733,-1.04,29.143
0.99981733,-1.04,29.13
0.99981733,-1.04,29.123
0.99981747,-0.90,29.109
0.99981747,-0.90,29.089
0.99981747,-0.90,29.071
0.99981747,-0.90,29.064
0.99981747,-0.90,29.037
0.99981747,-0.90,29.034
0.99981747,-0.90,29.016
0.99981747,-0.90,28.997
0.99981747,-0.90,28.982
0.99981747,-0.90,28.962
0.99981747,-0.90,28.957
0.99981747,-0.90,28.955
0.99981747,-0.90,28.955
0.99981747,-0.90,28.955
0.99981763,-0.74,28.949
0.99981763,-0.74,28.955
0.99981763,-0.74,28.955
0.99981763,-0.74,28.952
0.99981763,-0.74,28.963
0.99981763,-0.74,28.963
0.99981763,-0.74,28.966
0.99981763,-0.74,28.98
0.99981763,-0.74,28.987
0.99981763,-0.74,28.986
0.99981763,-0.74,28.987
0.99981763,-0.74,28.997
0.99981763,-0.74,28.994
0.99981801,-0.36,29.0
0.99981801,-0.36,29.011
0.99981801,-0.36,29.023
0.99981801,-0.36,29.011
0.99981801,-0.36,29.01
0.99981801,-0.36,29.01
0.99981801,-0.36,29.011
0.99981801,-0.36,29.01
0.99981801,-0.36,29.008
0.99981801,-0.36,29.021
0.99981801,-0.36,29.023
0.99981801,-0.36,29.004
0.99981801,-0.36,29.017
0.99981689,-1.48,29.01
0.99981689,-1.48,29.017
0.99981689,-1.48,29.017
0.99981689,-1.48,29.023
0.99981689,-1.48,29.004
0.99981689,-1.48,29.006
0.99981689,-1.48,29.007
0.99981689,-1.48,29.006
0.99981689,-1.48,29.011
0.99981689,-1.48,29.018
0.99981689,-1.48,29.01
