timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522520231.96,24.945,55.927,20.750,67.929,25.000,-0.055,0.00
1522520235.02,24.938,55.940,20.686,67.853,25.000,-0.062,0.00
1522520238.08,24.940,55.950,20.675,67.875,25.000,-0.060,0.00
1522520241.14,24.951,55.971,20.697,67.906,25.000,-0.049,0.00
1522520244.19,24.943,55.983,20.664,67.959,25.000,-0.057,0.00
1522520247.25,24.955,55.993,20.664,67.975,25.000,-0.045,0.00
1522520250.31,24.952,56.001,20.622,67.982,25.000,-0.048,0.00
1522520253.37,24.959,56.010,20.622,68.013,25.000,-0.041,0.00
1522520256.43,24.966,56.012,20.589,68.028,25.000,-0.034,0.00
1522520259.49,24.963,56.021,20.579,68.059,25.000,-0.037,0.00
1522520262.55,24.972,56.026,20.589,68.066,25.000,-0.028,0.00
1522520265.61,24.970,56.030,20.547,68.081,25.000,-0.030,0.00
1522520268.67,24.976,56.030,20.557,68.081,25.000,-0.024,0.00
1522520271.73,24.979,56.035,20.536,68.081,25.000,-0.021,0.00
1522520274.79,24.980,56.035,20.536,68.112,25.000,-0.020,0.00
1522520277.85,24.987,56.043,20.536,68.127,25.000,-0.013,0.00
1522520280.91,24.986,56.044,20.514,68.127,25.000,-0.014,0.00
1522520283.97,25.001,56.048,20.504,68.158,25.000,0.001,0.00
1522520287.03,25.004,56.040,20.536,68.181,25.000,0.004,0.07
1522520290.09,25.004,56.044,20.536,68.295,25.000,0.004,0.20
1522520293.15,25.008,56.042,20.536,68.295,25.000,0.008,0.21
1522520296.21,25.016,56.034,20.536,68.295,25.000,0.016,0.48
1522520299.27,25.010,56.043,20.493,68.272,25.000,0.010,0.93
1522520302.32,25.016,56.036,20.525,68.257,25.000,0.016,0.72
1522520305.38,25.018,56.039,20.514,68.310,25.000,0.018,1.06
1522520308.44,25.023,56.030,20.525,68.364,25.000,0.023,1.26
1522520311.50,25.027,56.029,20.504,68.432,25.000,0.027,1.63
1522520314.56,25.027,56.018,20.504,68.524,25.000,0.027,1.91
1522520317.62,25.027,56.007,20.525,68.593,25.000,0.027,2.04
1522520320.68,25.039,55.999,20.547,68.715,25.000,0.039,2.16
1522520323.74,25.040,56.008,20.536,68.806,25.000,0.040,2.95
1522520326.80,25.044,55.994,20.557,68.890,25.000,0.044,3.22
1522520329.86,25.041,55.995,20.536,68.974,25.000,0.041,3.62
1522520332.92,25.047,55.990,20.536,69.035,25.000,0.047,3.67
1522520335.98,25.050,55.983,20.547,69.096,25.000,0.050,4.19
1522520339.04,25.056,55.978,20.568,69.180,25.000,0.056,4.59
1522520342.10,25.054,55.971,20.547,69.256,25.000,0.054,5.16
1522520345.16,25.053,55.969,20.557,69.317,25.000,0.053,5.30
1522520348.22,25.059,55.968,20.547,69.378,25.000,0.059,5.52
1522520351.28,25.061,55.962,20.579,69.447,25.000,0.061,6.07
1522520354.33,25.063,55.947,20.557,69.523,25.000,0.063,6.47
1522520357.40,25.059,55.947,20.589,69.600,25.000,0.059,6.89
1522520360.45,25.069,55.941,20.579,69.661,25.000,0.069,6.95
1522520363.51,25.067,55.937,20.611,69.691,25.000,0.067,7.76
1522520366.57,25.073,55.934,20.632,69.699,25.000,0.073,8.01
1522520369.63,25.075,55.931,20.632,69.729,25.000,0.075,8.66
1522520372.69,25.082,55.937,20.632,69.783,25.000,0.082,9.10
1522520375.75,25.079,55.942,20.632,69.783,25.000,0.079,9.87
1522520378.81,25.081,55.938,20.675,69.829,25.000,0.081,10.10
1522520381.87,25.085,55.940,20.664,69.882,25.000,0.085,10.56
1522520384.93,25.089,55.934,20.675,69.928,25.000,0.089,11.16
1522520387.99,25.082,55.927,20.686,69.935,25.000,0.082,11.77
1522520391.05,25.089,55.921,20.686,69.966,25.000,0.089,11.87
1522520394.11,25.096,55.916,20.697,69.981,25.000,0.096,12.59
1522520397.17,25.097,55.915,20.707,69.966,25.000,0.097,13.43
1522520400.23,25.100,55.913,20.740,69.996,25.000,0.100,13.93
1522520403.29,25.109,55.904,20.740,70.019,25.000,0.109,14.56
1522520406.35,25.107,55.897,20.740,70.042,25.000,0.107,15.54
1522520409.40,25.106,55.893,20.750,70.080,25.000,0.106,15.94
1522520412.46,25.108,55.884,20.761,70.149,25.000,0.108,16.41
1522520415.52,25.111,55.875,20.761,70.180,25.000,0.111,17.00
1522520418.58,25.118,55.872,20.793,70.233,25.000,0.118,17.69
1522520421.64,25.115,55.865,20.815,70.248,25.000,0.115,18.63
1522520424.70,25.119,55.869,20.815,70.271,25.000,0.119,18.99
1522520427.76,25.125,55.874,20.815,70.294,25.000,0.125,19.79
1522520430.82,25.127,55.866,20.847,70.317,25.000,0.127,20.69
1522520433.88,25.127,55.862,20.836,70.332,25.000,0.127,21.38
1522520436.94,25.134,55.865,20.847,70.332,25.000,0.134,21.99
1522520440.00,25.135,55.854,20.868,70.332,25.000,0.135,22.97
1522520443.06,25.135,55.850,20.900,70.363,25.000,0.135,23.69
1522520446.12,25.142,55.829,20.911,70.370,25.000,0.142,24.34
1522520449.18,25.148,55.827,20.922,70.408,25.000,0.148,25.36
1522520452.23,25.151,55.810,20.922,70.431,25.000,0.151,26.33
1522520455.30,25.151,55.807,20.922,70.439,25.000,0.151,27.21
1522520458.35,25.156,55.788,20.911,70.431,25.000,0.156,27.93
1522520461.42,25.160,55.781,20.933,70.416,25.000,0.160,28.94
1522520464.48,25.159,55.784,20.943,70.477,25.000,0.159,29.90
1522520467.53,25.165,55.789,20.954,70.508,25.000,0.165,30.62
1522520470.59,25.165,55.793,20.954,70.523,25.000,0.165,31.71
1522520473.65,25.170,55.797,20.986,70.530,25.000,0.170,32.51
1522520476.71,25.170,55.800,20.976,70.553,25.000,0.170,33.55
1522520479.77,25.171,55.798,20.976,70.553,25.000,0.171,34.36
1522520482.83,25.178,55.796,20.976,70.591,25.000,0.178,35.22
1522520485.89,25.183,55.802,20.986,70.645,25.000,0.183,36.45
1522520488.95,25.180,55.795,20.997,70.675,25.000,0.180,37.55
1522520492.01,25.176,55.799,21.008,70.698,25.000,0.176,38.27
1522520495.07,25.160,55.810,21.008,70.736,25.000,0.160,38.92
1522520498.13,25.155,55.830,21.029,70.736,25.000,0.155,38.90
1522520501.19,25.154,55.855,21.018,70.752,25.000,0.154,39.42
1522520504.25,25.145,55.878,21.018,70.782,25.000,0.145,40.08
1522520507.31,25.136,55.899,21.029,70.828,25.000,0.136,40.37
1522520510.37,25.122,55.917,21.008,70.828,25.000,0.122,40.57
1522520513.43,25.115,55.938,21.029,70.866,25.000,0.115,40.44
1522520516.49,25.115,55.976,21.051,70.843,25.000,0.115,40.69
1522520519.55,25.102,55.990,21.040,70.866,25.000,0.102,41.25
1522520522.61,25.099,56.014,21.029,70.881,25.000,0.099,41.10
1522520525.67,25.092,56.034,21.040,70.920,25.000,0.092,41.43
1522520528.72,25.089,56.053,21.051,70.935,25.000,0.089,41.53
1522520531.78,25.074,56.076,21.051,70.927,25.000,0.074,41.77
1522520534.84,25.071,56.110,21.061,70.920,25.000,0.071,41.41
1522520537.90,25.067,56.146,21.051,70.950,25.000,0.067,41.60
1522520540.96,25.062,56.182,21.061,70.973,25.000,0.062,41.74
1522520544.02,25.065,56.206,21.051,70.965,25.000,0.065,41.77
1522520547.08,25.052,56.235,21.083,70.950,25.000,0.052,42.23
1522520550.14,25.050,56.251,21.083,70.965,25.000,0.050,41.84
1522520553.20,25.046,56.275,21.083,70.942,25.000,0.046,41.97
1522520556.26,25.044,56.287,21.083,70.942,25.000,0.044,42.04
1522520559.32,25.029,56.308,21.093,70.942,25.000,0.029,42.14
1522520562.38,25.030,56.314,21.115,70.927,25.000,0.030,41.53
1522520565.44,25.026,56.328,21.104,70.904,25.000,0.026,41.71
1522520568.50,25.019,56.338,21.115,70.912,25.000,0.019,41.64
1522520571.55,25.017,56.354,21.126,70.920,25.000,0.017,41.40
1522520574.62,25.012,56.374,21.104,70.935,25.000,0.012,41.40
1522520577.67,25.012,56.389,21.115,70.950,25.000,0.012,41.20
1522520580.73,25.008,56.415,21.126,70.958,25.000,0.008,41.26
1522520583.79,25.014,56.446,21.115,70.958,25.000,0.014,41.11
1522520586.85,25.007,56.464,21.126,70.942,25.000,0.007,41.44
1522520589.91,25.004,56.482,21.147,70.927,25.000,0.004,41.17
1522520592.97,24.996,56.506,21.158,70.904,25.000,-0.004,41.04
1522520596.03,24.991,56.529,21.169,70.889,25.000,-0.009,40.61
1522520599.09,24.994,56.551,21.158,70.874,25.000,-0.006,40.30
1522520602.15,24.987,56.571,21.190,70.820,25.000,-0.013,40.42
1522520605.21,24.987,56.592,21.169,70.805,25.000,-0.013,40.06
1522520608.27,24.988,56.604,21.179,70.782,25.000,-0.012,40.00
1522520611.33,24.986,56.612,21.190,70.744,25.000,-0.014,39.98
1522520614.39,24.980,56.617,21.211,70.706,25.000,-0.020,39.80
1522520617.45,24.972,56.626,21.211,70.668,25.000,-0.028,39.40
1522520620.51,24.964,56.632,21.222,70.653,25.000,-0.036,38.89
1522520623.57,24.969,56.641,21.222,70.622,25.000,-0.031,38.31
1522520626.62,24.970,56.647,21.233,70.569,25.000,-0.030,38.42
1522520629.69,24.973,56.650,21.244,70.538,25.000,-0.027,38.31
1522520632.74,24.968,56.659,21.244,70.508,25.000,-0.032,38.33
1522520635.80,24.969,56.665,21.244,70.462,25.000,-0.031,37.91
1522520638.86,24.958,56.670,21.233,70.424,25.000,-0.042,37.84
1522520641.92,24.957,56.676,21.276,70.408,25.000,-0.043,37.12
1522520644.98,24.954,56.687,21.276,70.393,25.000,-0.046,36.83
1522520648.04,24.950,56.699,21.265,70.363,25.000,-0.050,36.46
1522520651.10,24.946,56.710,21.287,70.340,25.000,-0.054,36.03
1522520654.16,24.939,56.718,21.297,70.309,25.000,-0.061,35.59
1522520657.22,24.935,56.736,21.297,70.279,25.000,-0.065,34.96
1522520660.28,24.932,56.747,21.297,70.233,25.000,-0.068,34.46
1522520663.34,24.924,56.761,21.329,70.202,25.000,-0.076,33.94
1522520666.40,24.912,56.774,21.319,70.195,25.000,-0.088,33.20
1522520669.46,24.907,56.793,21.329,70.118,25.000,-0.093,32.22
1522520672.52,24.911,56.805,21.329,70.111,25.000,-0.089,31.51
1522520675.58,24.906,56.818,21.362,70.065,25.000,-0.094,31.27
1522520678.64,24.912,56.836,21.351,70.019,25.000,-0.088,30.55
1522520681.70,24.904,56.846,21.372,69.958,25.000,-0.096,30.43
1522520684.75,24.897,56.848,21.351,69.943,25.000,-0.103,29.59
1522520687.81,24.898,56.869,21.362,69.897,25.000,-0.102,28.76
1522520690.88,24.902,56.872,21.405,69.874,25.000,-0.098,28.31
1522520693.94,24.895,56.874,21.394,69.844,25.000,-0.105,28.06
1522520696.99,24.895,56.884,21.394,69.813,25.000,-0.105,27.18
1522520700.06,24.890,56.902,21.415,69.783,25.000,-0.110,26.68
1522520703.11,24.881,56.908,21.405,69.752,25.000,-0.119,25.93
1522520706.17,24.878,56.917,21.437,69.706,25.000,-0.122,24.90
1522520709.23,24.878,56.923,21.426,69.699,25.000,-0.122,24.17
1522520712.29,24.876,56.934,21.437,69.668,25.000,-0.124,23.58
1522520715.35,24.877,56.938,21.437,69.615,25.000,-0.123,22.91
1522520718.41,24.869,56.948,21.437,69.600,25.000,-0.131,22.36
1522520721.47,24.859,56.951,21.458,69.554,25.000,-0.141,21.32
1522520724.53,24.866,56.961,21.458,69.546,25.000,-0.134,20.15
1522520727.59,24.856,56.965,21.458,69.508,25.000,-0.144,19.85
1522520730.65,24.860,56.966,21.480,69.493,25.000,-0.140,18.71
1522520733.71,24.860,56.974,21.490,69.462,25.000,-0.140,18.18
1522520736.77,24.860,56.982,21.480,69.424,25.000,-0.140,17.51
1522520739.83,24.856,56.979,21.490,69.401,25.000,-0.144,16.87
1522520742.89,24.854,56.993,21.480,69.386,25.000,-0.146,16.00
1522520745.94,24.850,56.996,21.490,69.348,25.000,-0.150,15.19
1522520749.01,24.843,57.015,21.501,69.310,25.000,-0.157,14.28
1522520752.06,24.844,57.020,21.501,69.294,25.000,-0.156,13.15
1522520755.12,24.838,57.025,21.522,69.256,25.000,-0.162,12.48
1522520758.18,24.843,57.026,21.533,69.264,25.000,-0.157,11.40
1522520761.24,24.856,57.033,21.512,69.241,25.000,-0.144,10.91
1522520764.30,24.862,57.029,21.544,69.188,25.000,-0.138,10.82
1522520767.36,24.852,57.025,21.555,69.165,25.000,-0.148,10.46
1522520770.42,24.852,57.026,21.544,69.142,25.000,-0.148,9.26
1522520773.48,24.843,57.035,21.555,69.119,25.000,-0.157,8.55
1522520776.54,24.840,57.046,21.544,69.104,25.000,-0.160,7.34
1522520779.60,24.847,57.053,21.576,69.058,25.000,-0.153,6.42
1522520782.66,24.840,57.060,21.576,69.043,25.000,-0.160,6.06
1522520785.72,24.842,57.066,21.587,69.027,25.000,-0.158,4.92
1522520788.77,24.847,57.068,21.608,68.982,25.000,-0.153,4.27
1522520791.84,24.843,57.061,21.598,68.951,25.000,-0.157,3.76
1522520794.89,24.845,57.061,21.598,68.921,25.000,-0.155,2.82
1522520797.95,24.847,57.072,21.619,68.905,25.000,-0.153,2.18
1522520801.01,24.857,57.073,21.608,68.883,25.000,-0.143,1.56
1522520804.07,24.868,57.072,21.598,68.867,25.000,-0.132,1.37
1522520807.13,24.869,57.067,21.608,68.844,25.000,-0.131,1.26
1522520810.19,24.876,57.059,21.608,68.814,25.000,-0.124,0.67
1522520813.25,24.883,57.049,21.640,68.806,25.000,-0.117,0.41
1522520816.31,24.891,57.047,21.619,68.776,25.000,-0.109,0.18
1522520819.37,24.898,57.036,21.651,68.776,25.000,-0.102,0.07
1522520822.43,24.899,57.029,21.651,68.745,25.000,-0.101,0.00
1522520825.49,24.909,57.025,21.673,68.715,25.000,-0.091,0.00
1522520828.55,24.914,57.018,21.662,68.684,25.000,-0.086,0.00
1522520831.61,24.926,57.001,21.662,68.661,25.000,-0.074,0.00
1522520834.67,24.935,57.004,21.673,68.638,25.000,-0.065,0.00
1522520837.73,24.939,56.989,21.683,68.638,25.000,-0.061,0.00
1522520840.78,24.941,56.978,21.673,68.615,25.000,-0.059,0.00
1522520843.84,24.953,56.970,21.683,68.608,25.000,-0.047,0.00
1522520846.90,24.952,56.965,21.694,68.562,25.000,-0.048,0.00
1522520849.96,24.949,56.955,21.705,68.539,25.000,-0.051,0.00
1522520853.02,24.955,56.943,21.705,68.532,25.000,-0.045,0.00
1522520856.09,24.963,56.939,21.705,68.493,25.000,-0.037,0.00
1522520859.14,24.959,56.935,21.716,68.478,25.000,-0.041,0.00
1522520862.20,24.969,56.931,21.716,68.493,25.000,-0.031,0.00
1522520865.26,24.977,56.916,21.716,68.440,25.000,-0.023,0.00
1522520868.32,24.977,56.910,21.737,68.455,25.000,-0.023,0.00
1522520871.38,24.984,56.904,21.748,68.455,25.000,-0.016,0.00
1522520874.44,24.984,56.901,21.737,68.417,25.000,-0.016,0.00
1522520877.50,24.995,56.897,21.737,68.402,25.000,-0.005,0.00
1522520880.56,24.999,56.890,21.737,68.402,25.000,-0.001,0.27
1522520883.62,25.007,56.886,21.748,68.371,25.000,0.007,0.45
1522520886.68,25.007,56.871,21.737,68.348,25.000,0.007,0.86
1522520889.74,25.010,56.858,21.737,68.348,25.000,0.010,0.93
1522520892.80,25.023,56.857,21.737,68.310,25.000,0.023,1.13
1522520895.86,25.018,56.846,21.758,68.318,25.000,0.018,1.84
1522520898.92,25.027,56.841,21.769,68.287,25.000,0.027,1.70
1522520901.98,25.033,56.838,21.769,68.272,25.000,0.033,2.29
1522520905.03,25.033,56.829,21.758,68.242,25.000,0.033,2.75
1522520908.09,25.037,56.819,21.780,68.249,25.000,0.037,2.91
1522520911.15,25.044,56.818,21.769,68.226,25.000,0.044,3.27
1522520914.21,25.041,56.811,21.769,68.211,25.000,0.041,3.82
1522520917.27,25.050,56.804,21.791,68.203,25.000,0.050,3.87
1522520920.33,25.053,56.794,21.801,68.188,25.000,0.053,4.52
1522520923.39,25.057,56.790,21.801,68.165,25.000,0.057,4.92
1522520926.45,25.056,56.785,21.801,68.150,25.000,0.056,5.42
