set_c,oven_c,output,ambient_c
25.000,23.846,205.00,20.729
25.000,23.849,205.00,20.707
25.000,24.001,205.00,20.718
25.000,24.273,185.78,20.718
25.000,24.570,137.45,20.707
25.000,24.853,91.17,20.740
25.000,25.076,57.66,20.718
25.000,25.221,37.34,20.718
25.000,25.292,28.46,20.729
25.000,25.308,26.72,20.729
25.000,25.258,39.34,20.718
25.000,25.226,37.49,20.718
25.000,25.167,48.38,20.740
25.000,25.147,42.92,20.718
25.000,25.131,42.28,20.718
25.000,25.115,42.63,20.729
25.000,25.097,44.12,20.718
25.000,25.090,41.70,20.718
25.000,25.084,40.69,20.718
25.000,25.084,37.70,20.707
25.000,25.080,37.25,20.707
25.000,25.078,35.86,20.718
25.000,25.071,35.88,20.729
25.000,25.069,34.18,20.729
25.000,25.065,33.46,20.729
25.000,25.064,31.91,20.729
25.000,25.063,30.67,20.740
25.000,25.062,29.42,20.729
25.000,25.058,29.35,20.740
25.000,25.052,29.37,20.729
25.000,25.042,31.07,20.718
25.000,25.034,31.13,20.729
25.000,25.027,32.00,20.740
25.000,25.026,30.41,20.740
25.000,25.029,28.91,20.740
25.000,25.033,27.22,20.740
25.000,25.029,28.12,20.729
25.000,25.027,27.78,20.740
25.000,25.022,28.53,20.740
25.000,25.021,27.90,20.740
25.000,25.016,28.73,20.750
25.000,25.017,27.59,20.740
25.000,25.015,27.95,20.750
25.000,25.018,26.04,20.750
25.000,25.016,26.85,20.740
25.000,25.019,25.29,20.740
25.000,25.016,26.42,20.761
25.000,25.017,25.23,20.750
25.000,25.013,26.31,20.750
25.000,25.013,25.55,20.740
25.000,25.010,26.16,20.750
25.000,25.013,24.52,20.740
25.000,25.011,25.24,20.750
25.000,25.013,24.15,20.729
25.000,25.009,25.28,20.750
25.000,25.011,23.95,20.750
25.000,25.009,24.81,20.729
25.000,25.009,24.32,20.740
25.000,25.005,25.21,20.750
25.000,25.006,24.34,20.772
26.000,25.007,205.00,20.740
26.000,25.025,205.00,20.740
26.000,25.158,205.00,20.740
26.000,25.391,180.45,20.750
26.000,25.644,139.46,20.750
26.000,25.875,103.69,20.740
26.000,26.061,74.86,20.750
26.000,26.186,56.85,20.740
26.000,26.242,51.45,20.740
26.000,26.262,46.88,20.740
26.000,26.233,54.25,20.750
26.000,26.205,54.18,20.740
26.000,26.179,54.88,20.740
26.000,26.142,59.84,20.740
26.000,26.120,58.87,20.750
26.000,26.116,54.29,20.750
26.000,26.113,52.27,20.750
26.000,26.111,49.90,20.740
26.000,26.106,48.98,20.750
26.000,26.099,48.04,20.740
26.000,26.085,49.78,20.740
26.000,26.074,49.57,20.740
26.000,26.064,49.76,20.740
26.000,26.063,47.31,20.750
26.000,26.061,46.59,20.740
26.000,26.061,44.82,20.740
26.000,26.058,44.30,20.740
26.000,26.057,43.07,20.729
26.000,26.051,43.67,20.729
26.000,26.050,42.08,20.729
26.000,26.044,42.82,20.729
26.000,26.043,41.19,20.761
26.000,26.039,41.54,20.729
26.000,26.039,40.03,20.729
26.000,26.036,40.22,20.729
26.000,26.036,39.03,20.750
26.000,26.034,38.87,20.740
26.000,26.035,37.56,20.740
26.000,26.032,37.83,20.729
26.000,26.032,36.88,20.729
26.000,26.030,36.54,20.740
26.000,26.030,35.86,20.718
26.000,26.029,35.45,20.740
26.000,26.028,34.79,20.740
26.000,26.027,34.48,20.729
26.000,26.027,33.94,20.729
26.000,26.024,33.97,20.729
26.000,26.023,33.72,20.740
26.000,26.019,34.30,20.750
26.000,26.018,33.72,20.729
26.000,26.014,34.34,20.729
26.000,26.015,33.39,20.729
26.000,26.013,33.59,20.740
26.000,26.015,32.63,20.718
26.000,26.013,32.90,20.740
26.000,26.015,31.96,20.707
26.000,26.011,32.96,20.740
26.000,26.011,32.41,20.729
26.000,26.007,33.47,20.729
26.000,26.009,32.14,20.740
