set_c,oven_c,output,ambient_c
25.000,23.673,205.00,21.244
25.000,23.680,205.00,21.211
25.000,23.836,205.00,21.211
25.000,24.112,205.00,21.222
25.000,24.417,205.00,21.201
25.000,24.717,121.04,21.211
25.000,24.993,29.88,21.201
25.000,25.196,0.00,21.201
25.000,25.251,5.52,21.201
25.000,25.233,33.54,21.211
25.000,25.148,85.83,21.211
25.000,25.074,107.14,21.211
25.000,25.065,85.25,21.222
25.000,25.117,41.27,21.222
25.000,25.163,22.78,21.211
25.000,25.195,12.40,21.190
25.000,25.162,43.50,21.201
25.000,25.133,50.67,21.190
25.000,25.080,76.12,21.201
25.000,25.072,61.38,21.201
25.000,25.100,35.58,21.201
25.000,25.144,10.48,21.190
25.000,25.151,17.76,21.190
25.000,25.129,33.41,21.201
25.000,25.071,66.81,21.190
25.000,25.058,52.84,21.201
25.000,25.062,44.30,21.190
25.000,25.082,28.90,21.211
25.000,25.112,11.82,21.201
25.000,25.121,13.67,21.201
25.000,25.080,44.78,21.190
25.000,25.060,43.27,21.201
25.000,25.052,40.60,21.201
25.000,25.060,30.66,21.211
25.000,25.064,28.84,21.201
25.000,25.067,26.76,21.190
25.000,25.067,26.69,21.201
25.000,25.066,25.42,21.201
25.000,25.064,25.08,21.179
25.000,25.063,23.93,21.222
25.000,25.060,24.04,21.201
25.000,25.056,24.47,21.211
25.000,25.048,28.52,21.233
25.000,25.042,28.45,21.211
25.000,25.039,27.38,21.211
25.000,25.046,20.68,21.211
25.000,25.048,19.99,21.222
25.000,25.048,20.23,21.211
25.000,25.033,30.30,21.222
25.000,25.023,31.75,21.201
25.000,25.023,27.06,21.190
25.000,25.039,14.74,21.211
25.000,25.050,11.31,21.201
25.000,25.046,17.03,21.201
25.000,25.019,35.63,21.201
25.000,24.997,41.44,21.222
25.000,25.001,30.57,21.201
25.000,25.038,3.88,21.201
25.000,25.061,0.00,21.201
25.000,25.055,10.96,21.211
26.000,25.003,205.00,21.211
26.000,24.985,205.00,21.201
26.000,25.111,205.00,21.190
26.000,25.342,205.00,21.190
26.000,25.604,167.69,21.179
26.000,25.859,80.60,21.190
26.000,26.079,11.74,21.201
26.000,26.206,0.00,21.211
26.000,26.208,34.24,21.190
26.000,26.143,79.46,21.190
26.000,26.067,109.45,21.190
26.000,26.038,102.25,21.222
26.000,26.076,62.21,21.201
26.000,26.129,34.25,21.190
26.000,26.176,15.91,21.201
26.000,26.168,34.51,21.190
26.000,26.117,66.28,21.190
26.000,26.070,80.20,21.190
26.000,26.047,78.69,21.201
26.000,26.079,45.70,21.190
26.000,26.115,28.21,21.190
26.000,26.122,33.74,21.201
26.000,26.117,36.84,21.190
26.000,26.103,43.23,21.190
26.000,26.066,63.31,21.201
26.000,26.048,62.19,21.190
26.000,26.057,47.65,21.190
26.000,26.094,21.98,21.179
26.000,26.111,19.87,21.201
26.000,26.100,32.16,21.190
26.000,26.049,64.00,21.179
26.000,26.030,59.19,21.201
26.000,26.031,49.96,21.190
26.000,26.058,29.69,21.190
26.000,26.094,11.96,21.190
26.000,26.099,18.30,21.201
26.000,26.053,52.65,21.169
26.000,26.027,54.26,21.211
26.000,26.023,47.29,21.179
26.000,26.030,39.70,21.201
26.000,26.045,30.60,21.201
26.000,26.068,17.86,21.190
26.000,26.067,25.16,21.201
26.000,26.043,41.66,21.190
26.000,26.029,42.20,21.179
26.000,26.027,37.75,21.190
26.000,26.028,35.58,21.190
26.000,26.031,33.27,21.201
26.000,26.033,32.20,21.179
26.000,26.036,30.08,21.190
26.000,26.034,31.67,21.179
26.000,26.033,30.60,21.201
26.000,26.031,31.77,21.179
26.000,26.030,30.40,21.179
26.000,26.029,30.61,21.201
26.000,26.028,30.23,21.190
26.000,26.026,30.85,21.158
26.000,26.025,30.08,21.179
26.000,26.025,29.35,21.158
26.000,26.026,27.73,21.169
