25.000, 25.001, 6.15
25.000, 24.995, 7.41
25.000, 25.004, 5.23
25.000, 25.014, 4.46
25.000, 25.018, 4.58
25.000, 25.018, 4.92
25.000, 25.003, 7.41
25.000, 25.004, 5.89
25.000, 25.005, 5.77
25.000, 24.986, 9.07
25.000, 24.993, 6.31
25.000, 24.997, 6.22
25.000, 25.005, 5.20
25.000, 25.004, 6.13
25.000, 24.978, 10.34
25.000, 25.001, 4.26
25.000, 24.989, 8.30
25.000, 25.018, 2.47
25.000, 24.995, 8.79
25.000, 25.004, 5.20
25.000, 24.997, 7.16
25.000, 24.993, 7.26
25.000, 24.988, 7.82
25.000, 24.997, 5.77
25.000, 25.004, 5.46
25.000, 24.996, 7.40
25.000, 25.003, 5.57
25.000, 24.993, 7.74
25.000, 24.986, 8.07
25.000, 24.973, 9.77
25.000, 25.007, 2.93
25.000, 24.995, 7.90
25.000, 25.001, 5.71
25.000, 25.005, 5.62
25.000, 25.015, 4.37
25.000, 24.997, 8.14
25.000, 25.026, 1.83
25.000, 25.004, 7.92
25.000, 24.993, 7.86
25.000, 24.996, 6.47
25.000, 24.992, 7.39
25.000, 24.992, 7.05
25.000, 25.004, 5.01
25.000, 25.011, 4.92
25.000, 24.995, 8.23
25.000, 25.031, 0.68
25.000, 24.996, 9.74
25.000, 25.000, 6.01
25.000, 25.016, 3.63
25.000, 24.999, 7.98
25.000, 24.995, 7.14
25.000, 24.992, 7.25
25.000, 24.992, 7.02
25.000, 24.986, 7.94
25.000, 24.984, 7.94
25.000, 24.984, 7.72
25.000, 24.995, 5.91
25.000, 24.995, 6.85
25.000, 25.012, 3.90
25.000, 25.011, 5.64
25.000, 24.997, 7.79
25.000, 25.004, 5.48
25.000, 25.001, 6.52
25.000, 24.988, 8.56
25.000, 24.965, 11.27
25.000, 24.996, 4.07
25.000, 24.981, 9.27
25.000, 24.984, 7.55
25.000, 25.022, 1.42
25.000, 25.004, 7.64
25.000, 25.008, 5.43
25.000, 25.015, 4.64
25.000, 25.007, 6.58
25.000, 25.011, 5.18
25.000, 24.997, 7.80
25.000, 25.008, 4.81
25.000, 24.996, 7.79
25.000, 25.014, 3.78
25.000, 25.005, 6.66
25.000, 25.014, 4.58
25.000, 25.003, 7.10
25.000, 25.003, 6.16
25.000, 25.014, 4.33
25.000, 24.993, 8.67
25.000, 25.033, 0.32
25.000, 24.996, 9.84
25.000, 25.000, 5.99
25.000, 24.997, 6.80
25.000, 24.975, 10.21
25.000, 24.982, 7.22
25.000, 24.992, 6.23
25.000, 24.992, 7.05
25.000, 24.992, 7.06
25.000, 24.993, 6.84
25.000, 24.971, 10.61
25.000, 24.992, 5.34
25.000, 24.997, 6.19
25.000, 24.997, 6.67
25.000, 25.014, 3.94
25.000, 24.995, 8.52
25.000, 24.995, 6.88
25.000, 24.980, 9.39
25.000, 25.001, 4.48
25.000, 25.021, 3.16
25.000, 24.999, 8.43
25.000, 25.044, 0.00
25.000, 25.012, 8.11
25.000, 25.046, 0.00
