timestamp,resistance,oven_c,ambient_c
1531001829.23,11878.8329,21.118754,21.802
1531001829.79,11879.1241,21.118209,21.802
1531001830.35,11879.2082,21.118052,21.802
1531001830.91,11879.2465,21.117980,21.802
1531001831.49,11879.2443,21.117984,21.8
1531001832.05,11879.2627,21.117949,21.8
1531001832.61,11879.2628,21.117949,21.8
1531001833.17,11879.2598,21.117955,21.8
1531001833.73,11879.2458,21.117981,21.8
1531001834.29,11879.2259,21.118018,21.8
1531001834.85,11879.1057,21.118244,21.799
1531001835.41,11879.1533,21.118154,21.799
1531001835.97,11879.1267,21.118204,21.799
1531001836.52,11879.1363,21.118186,21.799
1531001837.08,11879.0855,21.118281,21.799
1531001837.64,11879.1061,21.118243,21.803
1531001838.2,11879.0117,21.118420,21.803
1531001838.76,11879.0355,21.118375,21.803
1531001839.32,11878.958,21.118520,21.803
1531001839.88,11878.9536,21.118528,21.803
1531001840.44,11878.8696,21.118686,21.803
1531001841.0,11878.8253,21.118769,21.805
1531001841.56,11878.8425,21.118736,21.805
1531001842.12,11878.7083,21.118988,21.805
1531001842.68,11878.6795,21.119042,21.805
1531001843.24,11878.6464,21.119104,21.805
1531001843.8,11878.5763,21.119235,21.812
1531001844.36,11878.5896,21.119210,21.812
1531001844.92,11878.5013,21.119376,21.812
1531001845.48,11878.4607,21.119452,21.812
1531001846.04,11878.4032,21.119559,21.812
1531001846.6,11878.331,21.119695,21.812
1531001847.16,11878.3472,21.119664,21.81
1531001847.72,11877.9967,21.120321,21.81
1531001848.28,11877.8884,21.120524,21.81
1531001848.84,11878.1258,21.120079,21.81
1531001849.4,11877.9643,21.120381,21.81
1531001849.96,11878.0085,21.120299,21.814
1531001850.52,11877.8301,21.120633,21.814
1531001851.08,11877.8069,21.120676,21.814
1531001851.64,11877.7575,21.120769,21.814
1531001852.19,11877.7007,21.120875,21.814
1531001852.75,11877.7582,21.120768,21.814
1531001853.31,11877.7347,21.120812,21.822
1531001853.87,11877.6865,21.120902,21.822
1531001854.43,11877.4314,21.121380,21.822
1531001854.99,11877.0348,21.122123,21.822
1531001855.55,11877.2862,21.121652,21.822
1531001856.11,11877.1631,21.121882,21.823
1531001856.67,11877.138,21.121929,21.823
1531001857.23,11877.042,21.122109,21.823
1531001857.79,11876.9527,21.122276,21.823
1531001858.35,11876.8879,21.122398,21.823
1531001858.91,11876.8112,21.122542,21.823
1531001859.47,11876.8119,21.122540,21.825
1531001860.03,11876.6853,21.122777,21.825
1531001860.59,11876.6182,21.122903,21.825
1531001861.15,11876.5636,21.123005,21.825
1531001861.71,11876.4714,21.123178,21.825
1531001862.27,11876.4184,21.123277,21.835
1531001862.83,11876.209,21.123670,21.835
1531001863.39,11876.097,21.123880,21.835
1531001863.95,11875.9577,21.124141,21.835
1531001864.51,11875.9444,21.124165,21.835
1531001865.07,11875.8545,21.124334,21.835
1531001865.63,11875.8095,21.124418,21.834
1531001866.19,11875.6371,21.124741,21.834
1531001866.75,11875.4845,21.125027,21.834
1531001867.31,11875.5464,21.124911,21.834
1531001867.86,11875.5648,21.124877,21.834
1531001868.42,11875.3503,21.125279,21.845
1531001868.98,11875.3134,21.125348,21.845
1531001869.54,11875.5669,21.124873,21.845
1531001870.1,11874.1867,21.127459,21.845
1531001870.66,11865.11,21.144475,21.845
1531001871.27,11838.9997,21.193507,21.846
1531001871.83,11797.3629,21.271955,21.846
1531001872.39,11741.292,21.378102,21.846
1531001872.95,11673.3967,21.507419,21.846
1531001873.51,11596.8029,21.654346,21.846
1531001874.07,11514.0152,21.814418,21.846
1531001874.63,11427.106,21.983890,21.847
1531001875.19,11338.7709,22.157671,21.847
1531001875.75,11250.204,22.333480,21.847
1531001876.31,11162.2722,22.509613,21.847
1531001876.87,11075.6963,22.684599,21.847
1531001877.43,10991.288,22.856727,21.845
1531001877.99,10909.8716,23.024203,21.845
