timestamp,lm399
1513509127.461,6885969.1
1513509130.813,6885968.3
1513509134.165,6885967.8
1513509137.517,6885969.3
1513509140.869,6885969.1
1513509144.221,6885969.3
1513509147.573,6885969.1
1513509150.925,6885968.8
1513509154.278,6885968.6
1513509157.630,6885968.8
1513509160.983,6885968.6
1513509164.334,6885967.8
1513509167.686,6885968.6
1513509171.039,6885968.3
1513509174.391,6885968.8
1513509177.742,6885968.6
1513509181.095,6885969.3
1513509184.447,6885969.1
1513509187.799,6885969.1
1513509191.151,6885968.6
1513509194.504,6885968.3
1513509197.856,6885969.1
1513509201.207,6885969.1
1513509204.560,6885969.6
1513509207.912,6885968.8
1513509211.264,6885969.1
1513509214.616,6885969.3
1513509217.969,6885968.6
1513509221.321,6885968.0
1513509224.672,6885968.6
1513509228.025,6885969.1
1513509231.377,6885969.3
1513509234.729,6885968.7
1513509238.081,6885969.6
1513509241.434,6885969.3
1513509244.785,6885968.3
1513509248.138,6885968.6
1513509251.489,6885970.8
1513509254.842,6885968.3
1513509258.194,6885969.8
1513509261.546,6885967.8
1513509264.898,6885968.8
1513509268.250,6885968.8
1513509271.602,6885968.0
1513509274.955,6885968.6
1513509278.307,6885967.3
1513509281.659,6885968.0
1513509285.011,6885968.6
1513509288.363,6885969.1
1513509291.715,6885969.1
1513509295.067,6885969.3
1513509298.419,6885970.6
1513509301.772,6885972.1
1513509305.123,6885970.8
1513509308.476,6885968.0
1513509311.828,6885968.6
1513509315.180,6885968.6
1513509318.532,6885969.1
1513509321.884,6885967.3
1513509325.236,6885968.3
1513509328.588,6885967.8
1513509331.941,6885967.8
1513509335.292,6885967.3
1513509338.644,6885968.0
1513509341.997,6885968.6
1513509345.350,6885967.8
1513509348.701,6885967.3
1513509352.054,6885968.6
1513509355.405,6885968.6
1513509358.758,6885968.6
1513509362.109,6885967.8
1513509365.462,6885968.0
1513509368.814,6885969.6
1513509372.166,6885971.1
1513509375.518,6885967.8
1513509378.870,6885969.3
1513509382.222,6885968.8
1513509385.574,6885969.6
1513509388.927,6885968.8
1513509392.278,6885968.8
1513509395.631,6885969.6
1513509398.983,6885970.1
1513509402.335,6885969.1
1513509405.688,6885967.5
1513509409.056,6885967.5
1513509412.391,6885967.5
1513509415.744,6885967.0
1513509419.096,6885966.8
1513509422.448,6885966.8
1513509425.800,6885968.0
1513509429.152,6885967.0
1513509432.504,6885968.3
1513509435.857,6885968.0
1513509439.208,6885967.5
1513509442.561,6885968.3
1513509445.913,6885967.5
1513509449.265,6885969.6
1513509452.617,6885967.5
1513509455.969,6885968.0
1513509459.321,6885968.0
1513509462.674,6885966.8
1513509466.026,6885966.5
1513509469.378,6885969.7
1513509472.730,6885969.3
1513509476.083,6885969.6
1513509479.434,6885971.1
1513509482.786,6885971.3
1513509486.138,6885971.1
1513509489.490,6885969.3
1513509492.843,6885970.1
1513509496.194,6885970.6
1513509499.547,6885970.1
1513509502.899,6885969.6
1513509506.251,6885970.3
1513509509.604,6885969.4
1513509512.955,6885971.8
1513509516.307,6885970.3
1513509519.659,6885970.6
1513509523.012,6885970.6
1513509526.363,6885971.1
1513509529.716,6885972.1
1513509533.068,6885971.3
1513509536.420,6885971.1
1513509539.773,6885970.8
1513509543.124,6885972.4
1513509546.477,6885972.1
1513509549.829,6885969.6
1513509553.181,6885969.1
1513509556.533,6885968.8
1513509559.885,6885969.8
1513509563.237,6885969.3
1513509566.590,6885969.1
1513509569.942,6885967.5
1513509573.293,6885967.3
1513509576.645,6885968.8
1513509579.998,6885969.6
1513509583.350,6885969.8
1513509586.702,6885969.8
1513509590.054,6885968.6
1513509593.406,6885969.3
1513509596.758,6885968.8
1513509600.111,6885968.8
1513509603.463,6885967.5
1513509606.815,6885967.8
1513509610.167,6885968.6
1513509613.519,6885966.8
1513509616.871,6885968.3
1513509620.223,6885967.3
1513509623.575,6885968.6
1513509626.927,6885968.0
1513509630.280,6885967.0
1513509633.632,6885966.5
1513509636.984,6885968.8
1513509640.336,6885968.0
1513509643.688,6885968.6
1513509647.040,6885967.0
1513509650.393,6885968.0
1513509653.745,6885967.0
1513509657.096,6885967.8
1513509660.449,6885967.0
1513509663.801,6885966.5
1513509667.153,6885967.0
1513509670.505,6885968.8
1513509673.857,6885967.8
1513509677.209,6885967.8
1513509680.561,6885968.6
1513509683.914,6885969.6
1513509687.266,6885969.1
1513509690.617,6885969.8
1513509693.970,6885967.5
1513509697.322,6885969.1
1513509700.674,6885970.6
1513509704.026,6885969.1
1513509707.379,6885968.3
1513509710.730,6885968.0
1513509714.083,6885967.3
1513509717.435,6885966.5
1513509720.787,6885968.3
1513509724.139,6885969.1
1513509727.491,6885968.8
1513509730.844,6885969.3
1513509734.195,6885969.3
1513509737.548,6885969.8
1513509740.899,6885968.8
