Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1518618644.29,1000.1361,-0.02,25.0,19.624,0.016422132464
1518618645.29,1000.1361,-0.02,25.002,19.613,0.0153347138786
1518618646.29,1000.1362,0.08,25.0,19.613,0.0142549672314
1518618647.29,1000.1362,0.08,25.003,19.613,0.0131828925225
1518618648.29,1000.1362,0.08,25.001,19.603,0.0121184897519
1518618649.29,1000.1361,-0.02,25.005,19.592,0.0110617589196
1518618650.29,1000.1361,-0.02,25.001,19.603,0.0100127000255
1518618651.29,1000.1361,-0.02,25.004,19.603,0.00897131306971
1518618652.29,1000.1361,-0.02,25.001,19.624,0.00793759805217
1518618653.29,1000.1362,0.08,25.005,19.603,0.00691155497291
1518618654.29,1000.1362,0.08,25.002,19.624,0.00589318383191
1518618655.29,1000.1362,0.08,25.005,19.613,0.00488248462918
1518618656.29,1000.1362,0.08,25.001,19.613,0.00387945736471
1518618657.29,1000.1362,0.08,25.003,19.624,0.00288410203852
1518618658.29,1000.1362,0.08,24.999,19.613,0.0018964186506
1518618659.29,1000.1362,0.08,25.002,19.603,0.000916407200944
1518618660.29,1000.1361,-0.02,25.0,19.624,-5.59323104419e-05
1518618661.29,1000.1361,-0.02,25.004,19.624,-0.00102059988356
1518618662.29,1000.1361,-0.02,25.002,19.624,-0.00197759551841
1518618663.29,1000.1362,0.08,25.003,19.635,-0.00292691921499
1518618664.29,1000.1362,0.08,24.999,19.635,-0.0038685709733
1518618665.29,1000.1362,0.08,25.0,19.646,-0.00480255079334
1518618666.29,1000.1361,-0.02,24.999,19.635,-0.00572885867511
1518618667.29,1000.1361,-0.02,25.001,19.635,-0.00664749461861
1518618668.29,1000.1361,-0.02,24.998,19.646,-0.00755845862385
1518618669.29,1000.1361,-0.02,25.0,19.646,-0.00846175069081
1518618670.29,1000.1361,-0.02,24.999,19.656,-0.00935737081951
1518618671.29,1000.1361,-0.02,25.003,19.646,-0.0102453190099
1518618672.29,1000.1361,-0.02,25.001,19.667,-0.0111255952621
1518618673.29,1000.1362,0.08,25.003,19.667,-0.011998199576
1518618674.29,1000.1362,0.08,24.999,19.646,-0.0128631319516
1518618675.29,1000.1362,0.08,25.002,19.656,-0.013720392389
1518618676.29,1000.136,-0.12,24.998,19.646,-0.014569980888
