timestamp,LM399-P15-fast6-no-R7
1500851533.151,6890008.5
1500851533.488,6890008.5
1500851533.826,6890006.0
1500851534.164,6890003.4
1500851534.501,6890006.0
1500851534.839,6890006.0
1500851535.177,6890003.4
1500851535.514,6890006.0
1500851535.852,6890006.0
1500851536.190,6890003.4
1500851536.527,6890003.4
1500851536.865,6890006.0
1500851537.202,6890003.4
1500851537.540,6889998.4
1500851537.878,6890000.9
1500851538.215,6889998.4
1500851538.553,6890000.9
1500851538.891,6890000.9
1500851539.229,6889998.4
1500851539.566,6890000.9
1500851539.904,6890003.4
1500851540.242,6890003.4
1500851540.579,6890000.9
1500851540.917,6890000.9
1500851541.255,6890000.9
1500851541.592,6890003.4
1500851541.930,6889998.4
1500851542.267,6890000.9
1500851542.605,6890000.9
1500851542.943,6890003.4
1500851543.280,6890003.4
1500851543.618,6889995.8
1500851543.956,6890003.4
1500851544.294,6890003.4
1500851544.631,6890003.4
1500851544.969,6890003.4
1500851545.307,6890000.9
1500851545.644,6890003.4
1500851545.982,6890000.9
1500851546.320,6890000.9
1500851546.657,6889998.4
1500851546.995,6890000.9
1500851547.332,6889998.4
1500851547.670,6890000.9
1500851548.008,6890000.9
1500851548.346,6890003.4
1500851548.685,6890003.4
1500851549.021,6889998.4
1500851549.358,6890003.4
1500851549.696,6890006.0
1500851550.034,6890003.4
1500851550.371,6890006.0
1500851550.709,6890000.9
1500851551.047,6890000.9
1500851551.384,6890006.0
1500851551.722,6890000.9
1500851552.060,6890000.9
1500851552.397,6889998.4
1500851552.735,6890003.4
1500851553.073,6889998.4
1500851553.410,6890000.9
1500851553.748,6890003.4
1500851554.086,6890003.4
1500851554.423,6890006.0
1500851554.761,6890006.0
1500851555.099,6890000.9
1500851555.436,6890003.4
1500851555.774,6889998.4
1500851556.112,6890000.9
1500851556.449,6889998.4
1500851556.787,6890000.9
1500851557.125,6890006.0
1500851557.462,6890000.9
1500851557.800,6889998.4
1500851558.138,6890003.4
1500851558.475,6890003.4
1500851558.813,6890006.0
1500851559.151,6890000.9
1500851559.488,6889998.4
1500851559.826,6889998.4
1500851560.164,6890003.4
1500851560.501,6890003.4
1500851560.839,6889998.4
1500851561.176,6890003.4
1500851561.516,6890003.4
1500851561.852,6889998.4
1500851562.189,6890003.4
1500851562.527,6890000.9
1500851562.865,6890000.9
1500851563.203,6890003.4
1500851563.540,6890003.4
1500851563.878,6890000.9
1500851564.216,6890003.4
1500851564.553,6890000.9
1500851564.891,6890006.0
1500851565.228,6889998.4
1500851565.566,6889998.4
1500851565.904,6890003.4
1500851566.241,6890003.4
1500851566.579,6890003.4
1500851566.917,6890003.4
1500851567.254,6890003.4
1500851567.592,6890006.0
1500851567.930,6890000.9
1500851568.268,6890003.4
1500851568.605,6890000.9
1500851568.943,6890006.0
1500851569.281,6890003.4
1500851569.618,6890006.0
1500851569.956,6890006.0
1500851570.294,6890006.0
1500851570.631,6890003.4
1500851570.969,6890003.4
1500851571.306,6890006.0
1500851571.644,6890006.0
1500851571.982,6890003.4
1500851572.319,6890006.0
1500851572.657,6890008.5
1500851572.995,6890003.4
1500851573.332,6890003.4
1500851573.670,6890006.0
1500851574.008,6890006.0
1500851574.345,6890006.0
1500851574.683,6890006.0
1500851575.021,6890006.0
1500851575.358,6890003.4
1500851575.696,6890008.5
1500851576.034,6890003.4
1500851576.371,6890003.4
1500851576.709,6890006.0
1500851577.047,6890006.0
1500851577.384,6890003.4
1500851577.722,6890006.0
1500851578.060,6889998.4
1500851578.397,6890008.5
1500851578.735,6890006.0
1500851579.073,6890008.5
1500851579.410,6890003.4
1500851579.748,6890006.0
1500851580.085,6890000.9
1500851580.423,6890003.4
1500851580.761,6890003.4
1500851581.098,6890000.9
1500851581.436,6890003.4
1500851581.774,6890006.0
1500851582.114,6890006.0
1500851582.449,6890006.0
1500851582.787,6890003.4
1500851583.125,6890000.9
1500851583.462,6890003.4
1500851583.800,6890006.0
1500851584.138,6890000.9
1500851584.475,6890003.4
1500851584.813,6890006.0
1500851585.150,6890006.0
1500851585.488,6890006.0
1500851585.826,6890000.9
1500851586.163,6890006.0
1500851586.501,6890008.5
1500851586.839,6890000.9
1500851587.176,6890006.0
1500851587.514,6890000.9
1500851587.852,6890003.4
1500851588.190,6890006.0
1500851588.527,6890003.4
1500851588.865,6890000.9
1500851589.202,6890003.4
1500851589.540,6890006.0
1500851589.878,6890006.0
1500851590.215,6890006.0
1500851590.553,6890006.0
1500851590.891,6890006.0
1500851591.228,6890006.0
1500851591.566,6890008.5
1500851591.904,6890006.0
1500851592.241,6890008.5
1500851592.579,6890003.4
1500851592.917,6890003.4
1500851593.254,6890006.0
1500851593.592,6890006.0
1500851593.930,6890008.5
1500851594.267,6890006.0
1500851594.605,6890008.5
1500851594.943,6890008.5
1500851595.280,6890006.0
1500851595.618,6890006.0
1500851595.956,6890008.5
1500851596.296,6890008.5
1500851596.631,6890008.5
1500851596.969,6890011.1
1500851597.306,6890011.1
1500851597.644,6890003.4
1500851597.982,6890006.0
1500851598.319,6890006.0
1500851598.657,6890003.4
1500851598.995,6890008.5
1500851599.332,6890003.4
1500851599.670,6890006.0
1500851600.007,6890006.0
1500851600.345,6890008.5
1500851600.683,6890006.0
1500851601.021,6890008.5
1500851601.358,6890006.0
1500851601.696,6890008.5
1500851602.034,6890006.0
1500851602.371,6890003.4
1500851602.709,6890008.5
1500851603.047,6890008.5
1500851603.384,6890008.5
1500851603.722,6890008.5
1500851604.059,6890008.5
1500851604.397,6890006.0
1500851604.735,6890011.1
1500851605.072,6890003.4
1500851605.410,6890006.0
1500851605.748,6890006.0
1500851606.086,6890008.5
1500851606.423,6890008.5
1500851606.761,6890003.4
1500851607.099,6890008.5
1500851607.436,6890008.5
1500851607.774,6890006.0
1500851608.112,6890008.5
1500851608.449,6890006.0
1500851608.787,6890006.0
1500851609.124,6890006.0
1500851609.462,6890003.4
1500851609.800,6890003.4
1500851610.137,6890003.4
1500851610.477,6890000.9
1500851610.813,6890006.0
1500851611.150,6890003.4
1500851611.488,6890003.4
1500851611.826,6890006.0
1500851612.163,6890006.0
1500851612.501,6890011.1
1500851612.839,6890006.0
1500851613.177,6890006.0
1500851613.514,6890006.0
1500851613.852,6890008.5
1500851614.189,6890008.5
1500851614.527,6890006.0
1500851614.865,6890008.5
1500851615.202,6890008.5
1500851615.540,6890013.6
1500851615.878,6890003.4
1500851616.215,6890011.1
1500851616.553,6890008.5
1500851616.891,6890008.5
1500851617.228,6890008.5
1500851617.566,6890008.5
1500851617.904,6890008.5
1500851618.241,6890011.1
1500851618.579,6890011.1
1500851618.916,6890008.5
1500851619.254,6890006.0
1500851619.592,6890003.4
1500851619.929,6890006.0
1500851620.267,6890003.4
1500851620.605,6890003.4
1500851620.943,6890003.4
1500851621.280,6890003.4
1500851621.618,6890003.4
1500851621.956,6890003.4
1500851622.293,6890006.0
1500851622.631,6890003.4
1500851622.968,6890006.0
1500851623.306,6890003.4
1500851623.644,6890003.4
1500851623.982,6890000.9
1500851624.319,6890003.4
1500851624.657,6890003.4
1500851624.995,6890003.4
1500851625.332,6890003.4
1500851625.670,6890006.0
1500851626.008,6889998.4
1500851626.345,6890003.4
1500851626.683,6890003.4
1500851627.021,6890003.4
1500851627.358,6890003.4
1500851627.696,6890003.4
1500851628.033,6890006.0
1500851628.371,6890008.5
1500851628.709,6889998.4
1500851629.046,6890000.9
1500851629.384,6890003.4
1500851629.722,6890003.4
1500851630.059,6890003.4
1500851630.397,6890000.9
1500851630.735,6890006.0
1500851631.073,6890003.4
1500851631.410,6890003.4
1500851631.748,6890003.4
1500851632.086,6890003.4
1500851632.423,6890000.9
1500851632.761,6890003.4
1500851633.098,6890003.4
1500851633.436,6890003.4
1500851633.774,6890003.4
1500851634.111,6890003.4
1500851634.449,6890000.9
1500851634.787,6890006.0
1500851635.124,6890006.0
1500851635.462,6890003.4
1500851635.800,6890000.9
1500851636.138,6890006.0
1500851636.475,6890000.9
1500851636.813,6890000.9
1500851637.150,6890006.0
1500851637.488,6890003.4
1500851637.826,6890000.9
1500851638.163,6890003.4
1500851638.501,6890006.0
1500851638.839,6890000.9
1500851639.176,6890008.5
1500851639.514,6890003.4
1500851639.851,6890003.4
1500851640.189,6890003.4
1500851640.527,6890003.4
1500851640.865,6889998.4
1500851641.202,6890003.4
1500851641.540,6890006.0
1500851641.878,6890000.9
1500851642.215,6890006.0
1500851642.553,6890003.4
1500851642.890,6890003.4
1500851643.228,6890006.0
1500851643.566,6890003.4
1500851643.904,6890000.9
1500851644.241,6890006.0
1500851644.579,6890000.9
1500851644.917,6890003.4
1500851645.254,6890008.5
1500851645.592,6890003.4
1500851645.929,6890000.9
1500851646.267,6890006.0
1500851646.605,6890003.4
1500851646.943,6890006.0
1500851647.280,6890006.0
1500851647.618,6890006.0
1500851647.955,6890008.5
1500851648.293,6890003.4
1500851648.631,6890003.4
1500851648.968,6890006.0
1500851649.306,6889998.4
1500851649.644,6890008.5
1500851649.981,6890008.5
1500851650.319,6890003.4
1500851650.657,6890003.4
1500851650.994,6890006.0
1500851651.332,6890003.4
1500851651.670,6890006.0
1500851652.007,6890006.0
1500851652.345,6890006.0
1500851652.683,6890006.0
1500851653.020,6890003.4
1500851653.358,6890006.0
1500851653.696,6890000.9
1500851654.033,6890006.0
1500851654.371,6890006.0
1500851654.709,6890006.0
1500851655.046,6890003.4
1500851655.384,6890003.4
1500851655.722,6890008.5
1500851656.059,6890008.5
1500851656.397,6890008.5
1500851656.735,6890008.5
1500851657.072,6890003.4
1500851657.410,6890008.5
1500851657.747,6890000.9
1500851658.085,6890006.0
1500851658.423,6890003.4
1500851658.761,6890006.0
1500851659.098,6890006.0
1500851659.436,6890006.0
1500851659.774,6890008.5
1500851660.111,6890006.0
1500851660.449,6890006.0
1500851660.787,6890003.4
1500851661.124,6890003.4
1500851661.462,6890008.5
1500851661.799,6890003.4
1500851662.137,6890006.0
1500851662.475,6890006.0
1500851662.812,6890006.0
1500851663.150,6890006.0
1500851663.488,6890006.0
1500851663.826,6890003.4
1500851664.163,6890008.5
1500851664.501,6890003.4
1500851664.839,6890006.0
1500851665.176,6890008.5
1500851665.514,6890003.4
1500851665.852,6890006.0
1500851666.189,6890006.0
1500851666.527,6890003.4
1500851666.864,6890003.4
1500851667.202,6890008.5
1500851667.540,6890003.4
1500851667.877,6890003.4
1500851668.215,6890006.0
1500851668.553,6890003.4
1500851668.891,6890006.0
1500851669.228,6890006.0
1500851669.566,6890008.5
1500851669.904,6890006.0
1500851670.241,6890000.9
1500851670.579,6890008.5
1500851670.917,6890006.0
1500851671.254,6890006.0
1500851671.592,6890006.0
1500851671.929,6890003.4
1500851672.267,6890006.0
1500851672.605,6890003.4
1500851672.942,6890003.4
1500851673.280,6890008.5
1500851673.618,6890011.1
1500851673.956,6890008.5
1500851674.293,6890006.0
1500851674.631,6890008.5
1500851674.969,6890006.0
1500851675.306,6890000.9
1500851675.644,6890006.0
1500851675.981,6890003.4
1500851676.319,6890006.0
1500851676.657,6890006.0
1500851676.994,6890006.0
1500851677.332,6890008.5
1500851677.670,6890008.5
1500851678.007,6890000.9
1500851678.345,6890008.5
1500851678.683,6890006.0
1500851679.020,6890006.0
1500851679.358,6890003.4
1500851679.696,6890006.0
1500851680.033,6890006.0
1500851680.371,6890008.5
1500851680.708,6890006.0
1500851681.046,6890006.0
1500851681.384,6890003.4
1500851681.721,6890006.0
1500851682.059,6890003.4
1500851682.397,6890008.5
1500851682.735,6890011.1
1500851683.072,6890008.5
1500851683.410,6890008.5
1500851683.748,6890003.4
1500851684.085,6890003.4
1500851684.423,6890003.4
1500851684.761,6890008.5
1500851685.098,6890003.4
1500851685.436,6890003.4
1500851685.773,6890003.4
1500851686.111,6890006.0
1500851686.449,6890003.4
1500851686.786,6890003.4
1500851687.124,6890006.0
1500851687.465,6890003.4
1500851687.800,6890006.0
1500851688.137,6890003.4
1500851688.475,6890006.0
1500851688.813,6890003.4
1500851689.150,6890006.0
1500851689.488,6890008.5
1500851689.826,6890006.0
1500851690.163,6890011.1
1500851690.501,6890011.1
1500851690.838,6890003.4
1500851691.176,6890003.4
1500851691.514,6890003.4
1500851691.851,6890006.0
1500851692.189,6890006.0
1500851692.527,6890006.0
1500851692.864,6890006.0
1500851693.202,6890011.1
1500851693.540,6890003.4
1500851693.878,6890006.0
1500851694.215,6890006.0
1500851694.553,6890006.0
1500851694.890,6890003.4
1500851695.228,6890006.0
1500851695.566,6890008.5
1500851695.903,6890000.9
1500851696.241,6890000.9
1500851696.579,6890008.5
1500851696.916,6890006.0
1500851697.254,6890003.4
1500851697.592,6890003.4
1500851697.929,6890003.4
1500851698.267,6890000.9
1500851698.605,6890006.0
1500851698.942,6890006.0
1500851699.280,6890006.0
1500851699.618,6890006.0
1500851699.955,6890006.0
1500851700.293,6890008.5
1500851700.630,6890006.0
1500851700.968,6890000.9
1500851701.306,6890003.4
1500851701.643,6890008.5
1500851701.981,6890008.5
1500851702.319,6890000.9
1500851702.657,6890003.4
1500851702.994,6890003.4
1500851703.332,6890006.0
1500851703.670,6890008.5
1500851704.007,6890003.4
1500851704.345,6890003.4
1500851704.693,6890000.9
1500851705.020,6890000.9
1500851705.358,6890000.9
1500851705.695,6890003.4
1500851706.033,6890003.4
1500851706.371,6890008.5
1500851706.708,6890003.4
1500851707.046,6890003.4
1500851707.384,6890006.0
1500851707.721,6890008.5
1500851708.059,6890003.4
1500851708.397,6890003.4
1500851708.735,6890003.4
1500851709.072,6890003.4
1500851709.410,6890006.0
1500851709.747,6890000.9
1500851710.085,6890003.4
1500851710.423,6890000.9
1500851710.760,6890006.0
1500851711.098,6890003.4
1500851711.436,6890006.0
1500851711.773,6890003.4
1500851712.111,6890003.4
1500851712.449,6890008.5
1500851712.786,6890003.4
1500851713.124,6890003.4
1500851713.462,6890006.0
1500851713.799,6890003.4
1500851714.137,6890000.9
1500851714.475,6890003.4
1500851714.812,6890000.9
1500851715.150,6890003.4
1500851715.488,6890003.4
1500851715.828,6890003.4
1500851716.163,6890003.4
1500851716.501,6890000.9
1500851716.839,6890003.4
1500851717.176,6890006.0
1500851717.514,6890006.0
1500851717.851,6890006.0
1500851718.189,6890008.5
1500851718.527,6890011.1
1500851718.864,6890006.0
1500851719.202,6890003.4
1500851719.539,6890003.4
1500851719.877,6890008.5
1500851720.215,6890003.4
1500851720.552,6890003.4
1500851720.890,6890000.9
1500851721.228,6890003.4
1500851721.566,6890003.4
1500851721.903,6890003.4
1500851722.241,6890003.4
1500851722.579,6890006.0
1500851722.916,6890006.0
1500851723.254,6890003.4
1500851723.592,6890008.5
1500851723.929,6890003.4
1500851724.267,6890006.0
1500851724.604,6890003.4
1500851724.942,6890003.4
1500851725.280,6890006.0
1500851725.618,6890006.0
1500851725.955,6890006.0
1500851726.293,6890008.5
1500851726.630,6890006.0
1500851726.968,6890006.0
1500851727.306,6890011.1
1500851727.644,6890006.0
1500851727.981,6890006.0
1500851728.319,6890006.0
1500851728.656,6890006.0
1500851728.994,6890003.4
1500851729.332,6890006.0
1500851729.669,6890006.0
1500851730.007,6890008.5
1500851730.345,6890003.4
1500851730.683,6890006.0
1500851731.020,6890006.0
1500851731.358,6890000.9
1500851731.696,6890006.0
1500851732.033,6890003.4
1500851732.371,6890003.4
1500851732.708,6890003.4
1500851733.046,6890003.4
1500851733.384,6890006.0
1500851733.721,6890006.0
1500851734.059,6890006.0
1500851734.396,6890006.0
1500851734.734,6890006.0
1500851735.072,6890003.4
1500851735.410,6890003.4
1500851735.747,6890003.4
1500851736.085,6890006.0
1500851736.423,6890006.0
1500851736.760,6890008.5
1500851737.098,6890006.0
1500851737.436,6890008.5
1500851737.773,6890003.4
1500851738.111,6890006.0
1500851738.448,6890003.4
1500851738.786,6890006.0
1500851739.124,6890006.0
1500851739.461,6890006.0
1500851739.799,6890006.0
1500851740.140,6890006.0
1500851740.475,6890006.0
1500851740.812,6890008.5
1500851741.150,6890003.4
1500851741.488,6890003.4
1500851741.825,6890003.4
1500851742.163,6890008.5
1500851742.501,6890003.4
1500851742.838,6890006.0
1500851743.176,6890006.0
1500851743.514,6890003.4
1500851743.851,6890008.5
1500851744.189,6890006.0
1500851744.526,6890006.0
1500851744.864,6890003.4
1500851745.205,6890006.0
1500851745.540,6890006.0
1500851745.877,6890000.9
1500851746.215,6890011.1
1500851746.553,6890008.5
1500851746.890,6890008.5
1500851747.228,6890006.0
1500851747.566,6890006.0
1500851747.903,6890008.5
1500851748.241,6890008.5
1500851748.578,6890006.0
1500851748.916,6890003.4
1500851749.254,6890008.5
1500851749.591,6890008.5
1500851749.929,6890006.0
1500851750.267,6890003.4
1500851750.605,6890008.5
1500851750.942,6890008.5
1500851751.280,6890008.5
1500851751.618,6890006.0
1500851751.955,6890006.0
1500851752.293,6890011.1
1500851752.630,6890000.9
1500851752.968,6890006.0
1500851753.306,6890006.0
1500851753.643,6890008.5
1500851753.981,6890006.0
1500851754.320,6890006.0
1500851754.657,6890006.0
1500851754.994,6890006.0
1500851755.332,6890006.0
1500851755.669,6890003.4
1500851756.007,6890006.0
1500851756.345,6890006.0
1500851756.682,6890011.1
1500851757.020,6890006.0
1500851757.358,6890003.4
1500851757.695,6890006.0
1500851758.033,6890008.5
1500851758.370,6890003.4
1500851758.708,6890000.9
1500851759.046,6890000.9
1500851759.384,6890000.9
1500851759.722,6890006.0
1500851760.059,6890006.0
1500851760.397,6890006.0
1500851760.734,6890006.0
1500851761.072,6890003.4
1500851761.410,6890006.0
1500851761.747,6890003.4
1500851762.085,6890003.4
1500851762.422,6890003.4
1500851762.760,6890006.0
1500851763.098,6890008.5
1500851763.436,6890003.4
1500851763.773,6890006.0
1500851764.111,6890006.0
1500851764.448,6890003.4
1500851764.786,6890006.0
1500851765.124,6890006.0
1500851765.462,6890006.0
1500851765.799,6890003.4
1500851766.137,6890003.4
1500851766.475,6890008.5
1500851766.812,6890003.4
1500851767.150,6890006.0
1500851767.487,6890003.4
1500851767.825,6890006.0
1500851768.163,6890006.0
1500851768.502,6890008.5
1500851768.838,6890006.0
1500851769.176,6890003.4
1500851769.514,6890006.0
1500851769.851,6890003.4
1500851770.189,6890003.4
1500851770.526,6890003.4
1500851770.864,6890006.0
1500851771.202,6890006.0
1500851771.539,6890008.5
1500851771.877,6890006.0
1500851772.215,6890006.0
1500851772.552,6890006.0
1500851772.890,6890006.0
1500851773.228,6890006.0
1500851773.565,6890003.4
1500851773.903,6890008.5
1500851774.241,6890008.5
1500851774.578,6890008.5
1500851774.916,6890006.0
1500851775.254,6890003.4
1500851775.591,6890008.5
1500851775.929,6890006.0
1500851776.267,6890006.0
1500851776.604,6890008.5
1500851776.942,6890003.4
1500851777.280,6890006.0
1500851777.617,6890008.5
1500851777.955,6890006.0
1500851778.293,6890008.5
1500851778.630,6890006.0
1500851778.968,6890006.0
1500851779.306,6890003.4
1500851779.643,6890003.4
1500851779.981,6890003.4
1500851780.319,6890008.5
1500851780.656,6890003.4
1500851780.994,6890006.0
1500851781.331,6890008.5
1500851781.669,6890008.5
1500851782.007,6890008.5
1500851782.344,6890003.4
1500851782.682,6890006.0
1500851783.020,6890008.5
1500851783.358,6890008.5
1500851783.695,6890000.9
1500851784.033,6890006.0
1500851784.371,6890006.0
1500851784.708,6890011.1
1500851785.046,6890003.4
1500851785.384,6890006.0
1500851785.721,6890011.1
1500851786.059,6890008.5
1500851786.396,6890006.0
1500851786.734,6890008.5
1500851787.072,6890011.1
1500851787.409,6890011.1
1500851787.747,6890008.5
1500851788.085,6890011.1
1500851788.422,6890013.6
1500851788.760,6890011.1
1500851789.098,6890006.0
1500851789.436,6890008.5
1500851789.773,6890008.5
1500851790.111,6890013.6
1500851790.449,6890011.1
1500851790.786,6890008.5
1500851791.124,6890013.6
1500851791.461,6890008.5
1500851791.799,6890011.1
1500851792.137,6890008.5
1500851792.474,6890013.6
1500851792.812,6890016.1
1500851793.150,6890008.5
1500851793.488,6890008.5
1500851793.825,6890006.0
1500851794.163,6890013.6
1500851794.501,6890008.5
1500851794.838,6890003.4
1500851795.176,6890008.5
1500851795.513,6890011.1
1500851795.851,6890008.5
1500851796.189,6890011.1
1500851796.526,6890011.1
1500851796.864,6890011.1
1500851797.202,6890008.5
1500851797.540,6890011.1
1500851797.877,6890008.5
1500851798.215,6890011.1
1500851798.552,6890011.1
1500851798.890,6890008.5
1500851799.228,6890011.1
1500851799.565,6890008.5
1500851799.903,6890008.5
1500851800.241,6890011.1
1500851800.578,6890011.1
1500851800.916,6890011.1
1500851801.253,6890003.4
1500851801.591,6890006.0
1500851801.929,6890006.0
1500851802.267,6890006.0
1500851802.604,6890006.0
1500851802.942,6890008.5
1500851803.280,6890006.0
1500851803.617,6890011.1
1500851803.955,6890011.1
1500851804.293,6890011.1
1500851804.630,6890008.5
1500851804.968,6890008.5
1500851805.305,6890006.0
1500851805.643,6890008.5
1500851805.981,6890006.0
1500851806.318,6890008.5
1500851806.656,6890008.5
1500851806.994,6890006.0
1500851807.332,6890006.0
1500851807.669,6890008.5
1500851808.007,6890008.5
1500851808.345,6890008.5
1500851808.682,6890011.1
1500851809.020,6890011.1
1500851809.357,6890008.5
1500851809.695,6890011.1
1500851810.033,6890008.5
1500851810.370,6890008.5
1500851810.708,6890011.1
1500851811.046,6890006.0
1500851811.383,6890008.5
1500851811.721,6890006.0
1500851812.059,6890011.1
1500851812.397,6890011.1
1500851812.734,6890008.5
1500851813.072,6890013.6
1500851813.410,6890008.5
1500851813.747,6890006.0
1500851814.085,6890006.0
1500851814.423,6890008.5
1500851814.760,6890008.5
1500851815.098,6890008.5
1500851815.435,6890008.5
1500851815.773,6890013.6
1500851816.111,6890006.0
1500851816.449,6890008.5
1500851816.786,6890011.1
1500851817.124,6890008.5
1500851817.461,6890008.5
1500851817.799,6890008.5
1500851818.137,6890008.5
1500851818.474,6890011.1
1500851818.812,6890008.5
1500851819.150,6890008.5
1500851819.487,6890008.5
1500851819.825,6890003.4
1500851820.162,6890006.0
1500851820.500,6890006.0
1500851820.838,6890006.0
1500851821.176,6890008.5
1500851821.513,6890008.5
1500851821.851,6890003.4
1500851822.189,6890006.0
1500851822.526,6890003.4
1500851822.864,6890003.4
1500851823.202,6890003.4
1500851823.539,6890003.4
1500851823.877,6890008.5
1500851824.215,6890003.4
1500851824.552,6890008.5
1500851824.890,6890008.5
1500851825.227,6890008.5
1500851825.565,6890006.0
1500851825.903,6890008.5
1500851826.244,6890006.0
1500851826.578,6890008.5
1500851826.916,6890011.1
1500851827.254,6890008.5
1500851827.591,6890008.5
1500851827.929,6890006.0
1500851828.267,6890003.4
1500851828.604,6890003.4
1500851828.942,6890008.5
1500851829.279,6890008.5
1500851829.617,6890011.1
1500851829.955,6890011.1
1500851830.292,6890006.0
1500851830.630,6890008.5
1500851830.968,6890011.1
1500851831.305,6890006.0
1500851831.643,6890006.0
1500851831.981,6890006.0
1500851832.319,6890008.5
1500851832.656,6890008.5
1500851832.994,6890006.0
1500851833.332,6890008.5
1500851833.669,6890008.5
1500851834.007,6890008.5
1500851834.344,6890011.1
1500851834.682,6890006.0
1500851835.020,6890011.1
1500851835.357,6890011.1
1500851835.695,6890006.0
1500851836.033,6890003.4
1500851836.370,6890006.0
1500851836.708,6890006.0
1500851837.046,6890006.0
1500851837.383,6890011.1
1500851837.721,6890008.5
1500851838.059,6890008.5
1500851838.396,6890008.5
1500851838.734,6890013.6
1500851839.071,6890011.1
1500851839.409,6890006.0
1500851839.747,6890006.0
1500851840.084,6890006.0
1500851840.425,6890008.5
1500851840.760,6890008.5
1500851841.098,6890008.5
1500851841.435,6890008.5
1500851841.773,6890008.5
1500851842.111,6890008.5
1500851842.448,6890003.4
1500851842.786,6890006.0
1500851843.124,6890008.5
1500851843.461,6890008.5
1500851843.799,6890006.0
1500851844.137,6890011.1
1500851844.474,6890008.5
1500851844.812,6890008.5
1500851845.149,6890006.0
1500851845.487,6890008.5
1500851845.825,6890008.5
1500851846.163,6890008.5
1500851846.500,6890011.1
1500851846.838,6890008.5
1500851847.176,6890008.5
1500851847.513,6890003.4
1500851847.851,6890011.1
1500851848.188,6890006.0
1500851848.526,6890006.0
1500851848.864,6890006.0
1500851849.201,6890008.5
1500851849.539,6890006.0
1500851849.877,6890003.4
1500851850.215,6890006.0
1500851850.552,6890003.4
1500851850.890,6890003.4
1500851851.227,6890006.0
1500851851.565,6890006.0
1500851851.903,6890006.0
1500851852.241,6890008.5
1500851852.578,6890011.1
1500851852.916,6890008.5
1500851853.253,6890003.4
1500851853.591,6890006.0
1500851853.929,6890008.5
1500851854.266,6890003.4
1500851854.604,6890008.5
1500851854.942,6890006.0
1500851855.279,6890006.0
1500851855.617,6890003.4
1500851855.955,6890011.1
1500851856.292,6890008.5
1500851856.630,6890008.5
1500851856.968,6890008.5
1500851857.305,6890008.5
1500851857.643,6890008.5
1500851857.980,6890008.5
1500851858.318,6890008.5
1500851858.656,6890008.5
1500851858.994,6890011.1
1500851859.331,6890003.4
1500851859.669,6890006.0
1500851860.007,6890006.0
1500851860.344,6890011.1
1500851860.682,6890011.1
1500851861.020,6890006.0
1500851861.357,6890011.1
1500851861.695,6890006.0
1500851862.033,6890011.1
1500851862.370,6890008.5
1500851862.708,6890008.5
1500851863.045,6890008.5
1500851863.383,6890008.5
1500851863.721,6890011.1
1500851864.058,6890008.5
1500851864.396,6890011.1
1500851864.734,6890006.0
1500851865.072,6890008.5
1500851865.409,6890006.0
1500851865.747,6890011.1
1500851866.085,6890008.5
1500851866.422,6890006.0
1500851866.760,6890008.5
1500851867.098,6890006.0
1500851867.435,6890006.0
1500851867.773,6890006.0
1500851868.110,6890008.5
1500851868.448,6890008.5
1500851868.786,6890008.5
1500851869.123,6890006.0
1500851869.461,6890008.5
1500851869.799,6890011.1
1500851870.136,6890008.5
1500851870.474,6890011.1
1500851870.812,6890006.0
1500851871.149,6890006.0
1500851871.487,6890006.0
1500851871.825,6890013.6
1500851872.162,6890008.5
1500851872.500,6890003.4
1500851872.838,6890006.0
1500851873.175,6890011.1
1500851873.513,6890008.5
1500851873.851,6890006.0
1500851874.188,6890003.4
1500851874.526,6890008.5
1500851874.864,6890008.5
1500851875.201,6890008.5
1500851875.539,6890006.0
1500851875.877,6890006.0
1500851876.214,6890008.5
1500851876.552,6890008.5
1500851876.890,6890006.0
1500851877.227,6890008.5
1500851877.565,6890011.1
1500851877.903,6890011.1
1500851878.240,6890008.5
1500851878.578,6890011.1
1500851878.915,6890008.5
1500851879.253,6890003.4
1500851879.591,6890006.0
1500851879.929,6890003.4
1500851880.266,6890006.0
1500851880.604,6890006.0
1500851880.942,6890008.5
1500851881.279,6890006.0
1500851881.617,6890006.0
1500851881.954,6890008.5
1500851882.292,6890006.0
1500851882.630,6890008.5
1500851882.967,6890008.5
1500851883.305,6890006.0
1500851883.643,6890008.5
1500851883.985,6890011.1
1500851884.318,6890006.0
1500851884.656,6890006.0
1500851884.994,6890006.0
1500851885.331,6890006.0
1500851885.669,6890003.4
1500851886.007,6890008.5
1500851886.344,6890013.6
1500851886.682,6890011.1
1500851887.019,6890013.6
1500851887.357,6890011.1
1500851887.695,6890011.1
1500851888.032,6890011.1
1500851888.370,6890011.1
1500851888.708,6890011.1
1500851889.045,6890011.1
1500851889.383,6890011.1
1500851889.721,6890013.6
1500851890.059,6890008.5
1500851890.396,6890011.1
1500851890.734,6890011.1
1500851891.072,6890008.5
1500851891.409,6890013.6
1500851891.747,6890006.0
1500851892.084,6890011.1
1500851892.422,6890011.1
1500851892.760,6890011.1
1500851893.098,6890011.1
1500851893.435,6890011.1
1500851893.773,6890011.1
1500851894.110,6890013.6
1500851894.448,6890008.5
1500851894.786,6890013.6
1500851895.123,6890013.6
1500851895.461,6890013.6
1500851895.799,6890008.5
