timestamp,run2-ltz1000-4-to-3
1517337386.162,17546.965
1517337389.503,17546.751
1517337392.844,17547.286
1517337396.185,17547.623
1517337399.542,17547.529
1517337402.883,17548.337
1517337406.224,17548.585
1517337409.581,17549.135
1517337412.921,17548.225
1517337416.262,17548.363
1517337419.603,17548.562
1517337422.960,17547.941
1517337426.301,17548.400
1517337429.642,17548.803
1517337432.998,17548.704
1517337436.339,17547.869
1517337439.680,17548.254
1517337443.021,17548.357
1517337446.377,17547.256
1517337449.718,17546.389
1517337453.059,17547.303
1517337456.416,17547.226
1517337459.757,17547.536
1517337463.098,17546.931
1517337466.439,17546.399
1517337469.795,17547.182
1517337473.136,17547.719
1517337476.477,17548.258
1517337479.834,17547.849
1517337483.175,17546.659
1517337486.516,17546.404
1517337489.857,17545.656
1517337493.213,17545.863
1517337496.554,17545.840
1517337499.895,17545.697
1517337503.252,17545.826
1517337506.593,17545.604
1517337509.934,17546.029
1517337513.275,17545.015
1517337516.631,17544.973
1517337519.972,17544.929
1517337523.313,17544.961
1517337526.670,17545.237
1517337530.010,17545.782
1517337533.351,17546.227
1517337536.692,17546.230
1517337540.049,17546.579
1517337543.390,17546.503
1517337546.731,17546.693
1517337550.088,17546.341
1517337553.428,17546.078
1517337556.769,17545.727
1517337560.110,17545.377
1517337563.467,17546.622
1517337566.808,17546.237
1517337570.149,17546.535
1517337573.505,17546.125
1517337576.847,17545.568
1517337580.187,17544.475
1517337583.528,17544.765
1517337586.885,17546.391
1517337590.226,17546.025
1517337593.567,17548.368
1517337596.923,17546.760
1517337600.264,17546.168
1517337603.605,17547.047
1517337606.946,17547.090
1517337610.303,17547.338
1517337613.643,17546.507
1517337616.984,17546.665
1517337620.341,17546.873
1517337623.682,17546.950
1517337627.023,17547.253
1517337630.364,17547.467
1517337633.720,17547.439
1517337637.061,17547.150
1517337640.402,17546.970
1517337643.759,17546.640
1517337647.100,17547.207
1517337650.441,17547.353
1517337653.782,17547.055
1517337657.138,17546.708
1517337660.479,17546.516
1517337663.820,17546.836
1517337667.177,17546.603
1517337670.518,17547.306
1517337673.859,17547.455
1517337677.200,17547.467
1517337680.556,17547.351
1517337683.897,17547.600
1517337687.238,17547.551
1517337690.595,17547.858
1517337693.936,17548.031
1517337697.277,17547.768
1517337700.618,17547.823
1517337703.974,17547.581
1517337707.315,17547.461
1517337710.656,17547.220
1517337714.013,17547.695
1517337717.353,17547.932
1517337720.695,17547.614
1517337724.036,17547.892
1517337727.392,17547.690
1517337730.733,17547.880
1517337734.074,17548.050
1517337737.431,17547.633
1517337740.772,17547.820
1517337744.113,17547.509
1517337747.453,17547.657
1517337750.810,17547.067
1517337754.151,17547.329
1517337757.492,17546.820
1517337760.848,17546.908
1517337764.189,17546.367
1517337767.530,17546.556
1517337770.871,17546.336
1517337774.228,17547.035
1517337777.568,17546.721
1517337780.909,17546.091
1517337784.266,17547.129
1517337787.607,17546.565
1517337790.948,17546.732
1517337794.289,17546.509
1517337797.646,17546.804
1517337800.987,17546.920
1517337804.327,17546.083
1517337807.684,17546.556
1517337811.025,17546.718
1517337814.366,17546.427
1517337817.707,17546.410
1517337821.064,17546.571
1517337824.405,17546.930
1517337827.746,17546.528
1517337831.102,17547.280
1517337834.443,17546.973
1517337837.784,17547.264
1517337841.125,17547.130
1517337844.482,17547.213
1517337847.823,17547.063
1517337851.164,17547.455
1517337854.520,17548.083
1517337857.861,17548.164
1517337861.202,17547.988
1517337864.543,17547.575
1517337867.899,17547.448
1517337871.240,17547.811
1517337874.581,17547.675
1517337877.938,17547.490
1517337881.279,17547.403
1517337884.620,17547.270
1517337887.961,17547.007
1517337891.317,17547.341
1517337894.658,17547.286
1517337897.999,17547.145
1517337901.356,17546.763
1517337904.697,17546.946
1517337908.038,17546.967
1517337911.379,17547.016
1517337914.735,17547.234
1517337918.076,17547.761
1517337921.417,17547.629
1517337924.774,17547.413
1517337928.114,17547.441
1517337931.455,17547.177
1517337934.796,17548.090
1517337938.153,17548.054
1517337941.494,17547.564
1517337944.835,17547.553
1517337948.191,17547.801
1517337951.532,17547.651
1517337954.873,17547.632
1517337958.214,17547.446
1517337961.571,17547.723
1517337964.911,17547.965
1517337968.253,17548.869
1517337971.609,17548.563
1517337974.950,17548.543
1517337978.291,17548.226
1517337981.632,17548.055
1517337984.989,17548.348
1517337988.330,17548.131
1517337991.671,17548.432
1517337995.027,17548.433
1517337998.368,17548.594
1517338001.709,17548.887
1517338005.050,17548.280
1517338008.407,17548.029
1517338011.748,17548.228
1517338015.089,17548.070
1517338018.445,17547.482
1517338021.786,17547.941
1517338025.127,17548.258
1517338028.468,17548.130
1517338031.825,17548.195
1517338035.166,17547.799
1517338038.507,17547.764
1517338041.863,17547.820
1517338045.204,17547.721
1517338048.545,17547.485
1517338051.886,17547.112
1517338055.243,17545.423
1517338058.584,17545.696
1517338061.925,17546.048
1517338065.281,17546.348
1517338068.622,17546.200
1517338071.963,17545.357
1517338075.304,17545.257
1517338078.661,17546.706
1517338082.002,17546.845
1517338085.343,17546.775
1517338088.699,17546.774
1517338092.040,17546.386
1517338095.381,17546.370
1517338098.722,17546.512
1517338102.079,17546.526
1517338105.420,17546.621
1517338108.761,17546.640
1517338112.117,17545.844
1517338115.458,17545.631
1517338118.799,17547.450
1517338122.140,17546.114
1517338125.497,17549.165
1517338128.838,17548.029
1517338132.179,17548.062
1517338135.535,17549.709
1517338138.876,17548.788
1517338142.217,17548.351
1517338145.558,17544.043
1517338148.915,17544.393
1517338152.256,17545.377
1517338155.597,17547.546
1517338158.953,17543.943
1517338162.294,17542.975
1517338165.635,17542.616
1517338168.976,17543.580
1517338172.333,17542.970
1517338175.673,17551.159
1517338179.014,17553.696
1517338182.371,17547.072
1517338185.712,17549.936
1517338189.053,17549.064
1517338192.394,17546.208
1517338195.750,17553.380
1517338199.091,17554.553
1517338202.432,17551.341
1517338205.789,17546.894
1517338209.130,17547.243
1517338212.471,17547.244
1517338215.812,17546.731
1517338219.168,17547.196
1517338222.509,17546.687
1517338225.850,17547.937
1517338229.206,17546.101
1517338232.547,17546.059
1517338235.889,17546.660
1517338239.229,17547.264
1517338242.586,17544.616
1517338245.927,17544.898
1517338249.268,17550.231
1517338252.625,17553.212
1517338255.966,17552.383
1517338259.306,17553.929
1517338262.647,17553.655
1517338266.004,17554.074
1517338269.345,17553.192
1517338272.686,17553.002
1517338276.042,17553.147
1517338279.383,17552.476
1517338282.724,17552.638
1517338286.065,17552.861
1517338289.421,17552.678
1517338292.762,17550.179
1517338296.103,17550.533
1517338299.460,17550.660
1517338302.801,17550.900
1517338306.142,17551.289
1517338309.483,17551.310
1517338312.839,17551.596
1517338316.181,17551.661
1517338319.522,17551.182
1517338322.878,17551.756
1517338326.219,17550.862
1517338329.560,17550.833
1517338332.901,17550.611
1517338336.258,17550.388
1517338339.598,17551.161
1517338342.939,17552.123
1517338346.296,17552.400
1517338349.637,17552.177
1517338352.978,17551.936
1517338356.319,17551.815
1517338359.676,17548.546
1517338363.016,17539.774
1517338366.357,17539.595
1517338369.714,17545.218
1517338373.055,17550.184
1517338376.396,17550.902
1517338379.737,17547.588
1517338383.093,17545.408
1517338386.434,17545.161
1517338389.775,17547.613
1517338393.132,17540.253
1517338396.473,17539.117
1517338399.814,17542.730
1517338403.155,17541.823
1517338406.511,17545.192
1517338409.853,17541.190
1517338413.193,17547.968
1517338416.550,17547.754
1517338419.891,17548.373
1517338423.232,17546.410
1517338426.573,17540.642
1517338429.929,17540.701
1517338433.270,17539.694
1517338436.611,17540.729
1517338439.968,17541.052
1517338443.309,17541.241
1517338446.650,17541.322
1517338449.991,17542.738
1517338453.348,17545.497
1517338456.689,17541.664
1517338460.029,17541.284
1517338463.386,17541.522
1517338466.727,17541.738
1517338470.068,17544.404
1517338473.409,17544.011
1517338476.765,17544.224
1517338480.106,17544.193
1517338483.447,17544.992
1517338486.804,17544.079
1517338490.145,17541.650
1517338493.486,17543.039
1517338496.827,17542.976
1517338500.183,17544.731
1517338503.524,17545.588
1517338506.865,17545.518
1517338510.222,17545.599
1517338513.563,17545.701
1517338516.904,17546.954
1517338520.244,17539.941
1517338523.601,17550.848
1517338526.942,17550.265
1517338530.283,17552.468
1517338533.639,17544.568
1517338536.981,17544.004
1517338540.321,17544.284
1517338543.662,17545.266
1517338547.019,17550.136
1517338550.360,17549.097
1517338553.701,17548.313
1517338557.057,17549.642
1517338560.398,17548.754
1517338563.739,17549.712
1517338567.080,17549.035
1517338570.437,17547.281
1517338573.778,17548.724
1517338577.118,17549.448
1517338580.475,17550.107
1517338583.816,17551.311
1517338587.157,17552.037
1517338590.498,17552.341
1517338593.855,17551.777
1517338597.195,17552.245
1517338600.536,17553.035
1517338603.893,17551.189
1517338607.234,17551.831
1517338610.575,17552.662
1517338613.916,17550.760
1517338617.272,17550.709
1517338620.613,17550.796
1517338623.954,17550.867
1517338627.311,17550.822
1517338630.652,17550.506
1517338633.993,17550.086
1517338637.334,17551.008
1517338640.691,17550.846
1517338644.031,17550.193
1517338647.373,17542.992
1517338650.729,17539.732
1517338654.070,17540.585
1517338657.411,17548.248
1517338660.752,17550.572
1517338664.108,17551.423
1517338667.450,17550.529
1517338670.790,17551.884
1517338674.147,17551.709
1517338677.488,17551.120
1517338680.828,17550.795
1517338684.169,17551.497
1517338687.526,17551.032
1517338690.867,17551.463
1517338694.207,17551.677
1517338697.564,17549.964
1517338700.905,17551.689
1517338704.246,17550.902
1517338707.587,17553.674
1517338710.943,17552.967
1517338714.284,17551.846
1517338717.625,17551.962
1517338720.982,17549.349
1517338724.323,17547.974
1517338727.664,17544.424
1517338731.005,17546.303
1517338734.362,17547.571
1517338737.702,17547.910
1517338741.044,17540.993
1517338744.400,17539.943
1517338747.741,17540.501
1517338751.082,17540.861
1517338754.423,17540.652
1517338757.780,17539.611
1517338761.121,17538.884
1517338764.462,17537.267
1517338767.818,17537.259
1517338771.159,17538.296
1517338774.500,17542.165
1517338777.841,17547.055
1517338781.197,17547.389
1517338784.538,17548.854
1517338787.880,17547.266
1517338791.236,17547.742
1517338794.577,17546.948
1517338797.918,17539.521
1517338801.259,17539.262
1517338804.616,17543.863
1517338807.957,17542.947
1517338811.298,17543.240
1517338814.639,17543.432
1517338817.995,17542.824
1517338821.336,17543.076
1517338824.677,17543.234
1517338828.034,17545.146
1517338831.375,17544.269
1517338834.716,17544.435
1517338838.057,17544.584
1517338841.413,17543.873
1517338844.754,17544.246
1517338848.095,17543.530
1517338851.452,17544.147
1517338854.793,17544.909
1517338858.134,17544.314
1517338861.474,17539.749
1517338864.831,17550.245
1517338868.172,17552.229
1517338871.513,17552.012
1517338874.869,17550.207
1517338878.210,17549.833
1517338881.551,17549.764
1517338884.907,17550.779
1517338888.248,17549.837
1517338891.589,17551.810
1517338894.930,17549.958
1517338898.287,17538.478
1517338901.628,17538.623
1517338904.969,17540.752
1517338908.326,17539.894
1517338911.667,17539.301
1517338915.007,17540.416
1517338918.348,17543.236
1517338921.705,17540.853
1517338925.046,17543.080
1517338928.387,17543.465
1517338931.743,17542.436
1517338935.084,17543.563
1517338938.425,17543.062
1517338941.766,17542.117
1517338945.123,17549.182
1517338948.464,17552.062
1517338951.805,17553.420
1517338955.161,17553.671
1517338958.502,17553.815
1517338961.843,17553.434
1517338965.184,17552.392
1517338968.541,17551.826
1517338971.882,17552.368
1517338975.223,17552.749
1517338978.564,17551.386
1517338981.920,17551.654
1517338985.261,17551.845
1517338988.602,17551.016
1517338991.959,17551.914
1517338995.300,17551.104
1517338998.641,17549.558
1517339001.982,17547.754
1517339005.338,17549.401
1517339008.679,17550.859
1517339012.020,17551.225
1517339015.377,17548.974
1517339018.717,17550.828
1517339022.059,17553.297
1517339025.400,17551.725
1517339028.756,17552.150
1517339032.097,17551.277
1517339035.438,17551.179
1517339038.795,17551.172
1517339042.135,17551.117
1517339045.476,17550.666
1517339048.833,17552.023
1517339052.174,17552.253
1517339055.515,17550.872
1517339058.856,17550.869
1517339062.212,17542.944
1517339065.553,17540.378
1517339068.894,17541.328
1517339072.251,17542.937
1517339075.591,17543.720
1517339078.932,17542.833
1517339082.273,17543.099
1517339085.630,17542.683
1517339088.971,17541.526
1517339092.312,17542.227
1517339095.669,17541.813
1517339099.009,17541.659
1517339102.350,17542.939
1517339105.692,17541.871
1517339109.048,17542.194
1517339112.389,17541.503
1517339115.730,17541.739
1517339119.071,17541.204
1517339122.428,17540.533
1517339125.769,17540.675
1517339129.110,17540.356
1517339132.466,17541.165
1517339135.807,17541.223
1517339139.148,17541.424
1517339142.489,17541.674
1517339145.846,17541.255
1517339149.187,17540.744
1517339152.527,17541.377
1517339155.884,17540.868
1517339159.225,17541.493
1517339162.566,17541.942
1517339165.907,17542.175
1517339169.263,17542.388
1517339172.605,17541.835
1517339175.946,17542.857
1517339179.302,17541.987
1517339182.643,17542.003
1517339185.984,17540.803
1517339189.325,17542.654
1517339192.682,17542.323
1517339196.023,17541.876
1517339199.364,17540.739
1517339202.720,17541.005
1517339206.061,17540.936
1517339209.402,17539.809
1517339212.743,17541.491
1517339216.100,17541.415
1517339219.441,17540.716
1517339222.781,17541.522
1517339226.139,17541.304
1517339229.479,17541.374
1517339232.821,17541.873
1517339236.161,17542.862
1517339239.518,17543.143
1517339242.859,17542.738
1517339246.200,17541.724
1517339249.556,17543.017
1517339252.897,17542.287
1517339256.238,17542.243
1517339259.579,17542.849
1517339262.936,17542.532
1517339266.277,17542.311
1517339269.618,17541.525
1517339272.974,17542.681
1517339276.315,17541.421
1517339279.656,17541.427
1517339282.997,17542.868
1517339286.354,17542.684
1517339289.694,17542.949
1517339293.036,17542.463
1517339296.392,17543.518
1517339299.733,17542.284
1517339303.074,17542.851
1517339306.415,17542.665
1517339309.771,17541.955
1517339313.112,17543.509
1517339316.453,17542.096
1517339319.810,17543.162
1517339323.151,17542.939
1517339326.492,17542.445
1517339329.833,17542.617
1517339333.190,17541.904
1517339336.531,17542.235
1517339339.872,17542.649
1517339343.228,17542.617
1517339346.569,17542.933
1517339349.910,17542.382
1517339353.251,17542.521
1517339356.608,17542.074
1517339359.949,17542.664
1517339363.290,17542.484
1517339366.646,17543.346
1517339369.988,17542.773
1517339373.329,17542.544
1517339376.669,17542.166
1517339380.026,17542.389
1517339383.367,17542.141
1517339386.708,17542.534
1517339390.065,17543.058
1517339393.406,17542.972
1517339396.746,17542.595
1517339400.087,17542.845
1517339403.444,17542.392
1517339406.785,17542.337
1517339410.126,17542.203
1517339413.483,17541.719
1517339416.823,17542.017
1517339420.165,17541.932
1517339423.505,17542.454
1517339426.862,17540.947
1517339430.203,17542.123
1517339433.544,17541.316
1517339436.885,17541.123
1517339440.241,17540.559
1517339443.583,17541.422
1517339446.924,17541.709
1517339450.280,17541.972
1517339453.621,17541.081
1517339456.962,17541.783
1517339460.303,17541.962
1517339463.660,17541.626
1517339467.000,17542.810
1517339470.341,17543.229
1517339473.698,17543.513
1517339477.039,17543.881
1517339480.380,17544.044
1517339483.721,17543.829
1517339487.078,17544.082
1517339490.419,17543.854
1517339493.760,17543.791
1517339497.116,17543.445
1517339500.457,17544.155
1517339503.798,17544.328
1517339507.139,17544.253
1517339510.496,17544.725
1517339513.837,17543.517
1517339517.178,17543.632
1517339520.534,17544.774
1517339523.875,17543.238
1517339527.216,17544.076
1517339530.557,17544.351
1517339533.914,17544.522
1517339537.255,17544.303
1517339540.596,17544.332
1517339543.952,17545.087
1517339547.293,17544.637
1517339550.634,17544.265
1517339553.975,17543.839
1517339557.332,17544.060
1517339560.673,17544.219
1517339564.014,17544.935
1517339567.370,17544.834
1517339570.711,17545.507
1517339574.052,17545.176
1517339577.393,17545.376
1517339580.750,17545.546
1517339584.091,17545.549
1517339587.431,17545.746
1517339590.788,17545.370
1517339594.129,17545.891
1517339597.470,17545.552
1517339600.811,17544.909
1517339604.167,17545.045
1517339607.508,17544.952
1517339610.849,17545.267
1517339614.205,17545.855
1517339617.546,17545.843
1517339620.887,17544.948
1517339624.228,17544.776
1517339627.585,17543.981
1517339630.926,17544.162
1517339634.267,17543.800
1517339637.623,17544.331
1517339640.964,17544.555
1517339644.305,17544.890
1517339647.646,17545.181
1517339651.003,17545.001
1517339654.344,17544.895
1517339657.685,17545.313
1517339661.041,17544.627
1517339664.382,17544.622
1517339667.723,17544.272
1517339671.064,17544.104
1517339674.421,17544.876
1517339677.762,17545.948
1517339681.103,17545.829
1517339684.459,17546.123
1517339687.800,17545.916
1517339691.141,17545.902
1517339694.482,17546.186
1517339697.839,17545.589
1517339701.180,17545.199
1517339704.520,17544.806
1517339707.877,17545.042
1517339711.218,17544.430
1517339714.559,17544.838
1517339717.900,17545.518
1517339721.257,17545.490
1517339724.597,17544.885
1517339727.939,17544.760
1517339731.295,17544.720
1517339734.636,17543.681
1517339737.977,17543.237
1517339741.318,17543.185
1517339744.675,17543.157
1517339748.016,17544.044
1517339751.357,17543.948
1517339754.713,17544.569
1517339758.055,17545.346
1517339761.395,17545.389
1517339764.736,17545.811
1517339768.093,17540.876
1517339771.434,17546.647
1517339774.775,17545.446
1517339778.131,17550.392
1517339781.472,17551.068
1517339784.813,17547.699
1517339788.154,17541.168
1517339791.511,17539.967
1517339794.852,17539.738
1517339798.194,17546.241
1517339801.550,17551.976
1517339804.891,17551.653
1517339808.232,17549.579
1517339811.572,17537.848
1517339814.929,17536.546
1517339818.270,17536.861
1517339821.611,17536.613
1517339824.967,17536.623
1517339828.309,17537.459
1517339831.649,17536.770
1517339834.990,17547.507
1517339838.347,17548.230
1517339841.688,17538.785
1517339845.029,17538.785
1517339848.385,17538.870
1517339851.726,17547.289
1517339855.067,17551.520
1517339858.408,17552.548
1517339861.765,17552.036
1517339865.106,17552.457
1517339868.447,17552.353
1517339871.803,17552.163
1517339875.144,17551.510
1517339878.485,17543.636
1517339881.826,17553.569
1517339885.183,17553.752
1517339888.524,17554.416
1517339891.865,17556.044
1517339895.221,17555.491
1517339898.562,17554.987
1517339901.903,17555.179
1517339905.244,17555.077
1517339908.601,17555.232
1517339911.942,17555.631
1517339915.283,17555.280
1517339918.639,17555.611
1517339921.980,17554.886
1517339925.321,17555.459
1517339928.662,17555.388
1517339932.019,17555.313
1517339935.360,17552.697
1517339938.701,17542.720
1517339942.058,17537.518
1517339945.399,17539.042
1517339948.739,17539.294
1517339952.080,17538.975
1517339955.437,17540.223
1517339958.778,17549.326
1517339962.119,17543.812
1517339965.460,17549.111
1517339968.817,17555.025
1517339972.157,17553.113
1517339975.498,17551.981
1517339978.855,17552.946
1517339982.196,17552.658
1517339985.537,17552.421
1517339988.893,17551.592
1517339992.234,17551.747
1517339995.575,17552.358
1517339998.916,17551.806
1517340002.273,17551.973
1517340005.614,17552.004
1517340008.955,17541.394
1517340012.311,17540.857
1517340015.652,17540.469
1517340018.993,17547.797
1517340022.334,17551.354
1517340025.690,17552.165
1517340029.032,17553.113
1517340032.373,17553.351
1517340035.714,17553.446
1517340039.070,17551.403
1517340042.411,17551.051
1517340045.752,17550.495
1517340049.109,17545.267
1517340052.450,17542.423
1517340055.791,17551.673
1517340059.132,17551.521
1517340062.488,17554.240
1517340065.829,17553.960
1517340069.170,17553.516
1517340072.526,17555.174
1517340075.868,17554.691
1517340079.208,17553.688
1517340082.565,17553.545
1517340085.906,17552.452
1517340089.247,17544.106
1517340092.588,17545.613
1517340095.944,17545.751
1517340099.285,17545.678
1517340102.626,17547.775
1517340105.983,17548.059
1517340109.324,17554.745
1517340112.665,17550.883
1517340116.006,17539.360
1517340119.362,17544.433
1517340122.703,17544.650
1517340126.044,17545.298
1517340129.385,17545.412
1517340132.742,17544.388
1517340136.082,17544.739
1517340139.423,17544.968
1517340142.780,17542.186
1517340146.121,17545.765
1517340149.462,17547.936
1517340152.818,17542.717
1517340156.159,17542.872
1517340159.500,17544.361
1517340162.841,17546.976
1517340166.198,17542.025
1517340169.539,17544.816
1517340172.880,17542.551
1517340176.221,17542.583
1517340179.577,17543.053
1517340182.918,17544.554
1517340186.259,17542.631
1517340189.616,17539.850
1517340192.957,17543.108
1517340196.298,17539.035
1517340199.654,17547.778
1517340202.995,17547.885
1517340206.336,17547.213
1517340209.677,17547.267
1517340213.034,17547.287
1517340216.375,17548.024
1517340219.716,17547.409
1517340223.072,17547.975
1517340226.413,17548.591
1517340229.754,17550.234
1517340233.095,17553.271
1517340236.451,17550.776
1517340239.792,17555.686
1517340243.133,17549.589
1517340246.490,17549.998
1517340249.831,17549.200
1517340253.172,17548.563
1517340256.513,17549.097
1517340259.869,17549.973
1517340263.210,17549.893
1517340266.551,17548.560
1517340269.908,17548.454
1517340273.249,17542.553
1517340276.590,17546.192
1517340279.931,17542.238
1517340283.287,17542.222
1517340286.628,17542.440
1517340289.969,17542.167
1517340293.326,17541.948
1517340296.667,17542.148
1517340300.007,17542.863
1517340303.349,17543.474
1517340306.705,17543.920
1517340310.046,17543.811
1517340313.387,17544.373
1517340316.728,17544.717
1517340320.085,17545.066
1517340323.426,17548.595
1517340326.766,17548.233
1517340330.123,17547.480
1517340333.464,17547.081
1517340336.805,17546.951
1517340340.146,17547.271
1517340343.503,17547.556
1517340346.844,17557.941
1517340350.185,17550.530
1517340353.541,17544.497
1517340356.882,17544.765
1517340360.223,17545.247
1517340363.564,17544.928
1517340366.921,17544.987
1517340370.262,17545.329
1517340373.602,17546.076
1517340376.959,17546.301
1517340380.300,17545.683
1517340383.641,17545.304
1517340386.982,17545.838
1517340390.339,17546.218
1517340393.680,17545.848
1517340397.021,17543.877
1517340400.377,17543.657
1517340403.718,17546.317
1517340407.059,17548.703
1517340410.400,17548.143
1517340413.757,17548.261
1517340417.098,17547.603
1517340420.439,17548.167
1517340423.795,17547.808
1517340427.136,17547.742
1517340430.477,17547.811
1517340433.818,17547.609
1517340437.175,17547.213
1517340440.516,17547.098
1517340443.856,17547.775
1517340447.213,17547.804
1517340450.554,17547.432
1517340453.895,17547.120
1517340457.236,17546.864
1517340460.593,17546.934
1517340463.934,17546.938
1517340467.275,17547.017
1517340470.631,17546.958
1517340473.972,17546.917
1517340477.313,17547.538
1517340480.654,17547.612
1517340484.010,17547.643
1517340487.352,17547.347
1517340490.692,17547.574
1517340494.049,17547.584
1517340497.390,17547.522
1517340500.731,17547.559
1517340504.072,17547.595
1517340507.429,17547.270
1517340510.769,17547.812
1517340514.111,17547.330
1517340517.467,17546.927
1517340520.808,17547.050
1517340524.149,17547.688
1517340527.490,17547.362
1517340530.847,17548.268
1517340534.187,17549.214
1517340537.529,17548.977
1517340540.885,17548.966
1517340544.226,17549.259
1517340547.567,17549.002
1517340550.908,17548.794
