set_c,oven_c,output,ambient_c
25.000,22.551,65.00,20.557
25.000,22.554,65.00,20.557
25.000,22.617,65.00,20.568
25.000,22.716,65.00,20.557
25.000,22.829,65.00,20.547
25.000,22.942,65.00,20.568
25.000,23.046,65.00,20.557
25.000,23.143,65.00,20.557
25.000,23.233,65.00,20.579
25.000,23.318,65.00,20.579
25.000,23.396,65.00,20.547
25.000,23.467,65.00,20.568
25.000,23.525,65.00,20.568
25.000,23.588,65.00,20.568
25.000,23.649,65.00,20.579
25.000,23.694,65.00,20.557
25.000,23.750,65.00,20.547
25.000,23.789,65.00,20.557
25.000,23.839,65.00,20.557
25.000,23.875,65.00,20.547
25.000,23.924,65.00,20.568
25.000,23.954,65.00,20.547
25.000,24.002,65.00,20.536
25.000,24.027,65.00,20.547
25.000,24.071,65.00,20.557
25.000,24.103,65.00,20.557
25.000,24.134,65.00,20.557
25.000,24.177,65.00,20.568
25.000,24.198,65.00,20.557
25.000,24.237,65.00,20.568
25.000,24.269,65.00,20.568
25.000,24.293,65.00,20.547
25.000,24.330,65.00,20.568
25.000,24.362,65.00,20.547
25.000,24.378,65.00,20.547
25.000,24.421,65.00,20.579
25.000,24.448,65.00,20.547
25.000,24.466,65.00,20.557
25.000,24.503,65.00,20.547
25.000,24.535,65.00,20.557
25.000,24.550,65.00,20.579
25.000,24.588,65.00,20.568
25.000,24.618,65.00,20.579
25.000,24.634,65.00,20.547
25.000,24.663,65.00,20.557
25.000,24.702,65.00,20.557
25.000,24.717,65.00,20.568
25.000,24.744,65.00,20.568
25.000,24.781,65.00,20.557
25.000,24.801,65.00,20.568
25.000,24.818,65.00,20.568
25.000,24.858,65.00,20.579
25.000,24.883,65.00,20.547
25.000,24.897,65.00,20.557
25.000,24.927,65.00,20.557
25.000,24.964,65.00,20.557
25.000,24.977,65.00,20.547
25.000,24.999,65.00,20.557
25.000,25.033,63.29,20.557
25.000,25.059,61.84,20.579
26.000,25.070,65.00,20.547
26.000,25.094,65.00,20.557
26.000,25.124,65.00,20.557
26.000,25.147,65.00,20.547
26.000,25.158,65.00,20.536
26.000,25.189,65.00,20.568
26.000,25.222,65.00,20.568
26.000,25.239,65.00,20.547
26.000,25.255,65.00,20.536
26.000,25.292,65.00,20.557
26.000,25.318,65.00,20.547
26.000,25.331,65.00,20.579
26.000,25.355,65.00,20.568
26.000,25.392,65.00,20.557
26.000,25.410,65.00,20.557
26.000,25.423,65.00,20.547
26.000,25.450,65.00,20.547
26.000,25.485,65.00,20.536
26.000,25.500,65.00,20.547
26.000,25.514,65.00,20.547
26.000,25.543,65.00,20.557
26.000,25.575,65.00,20.579
26.000,25.588,65.00,20.547
26.000,25.603,65.00,20.547
26.000,25.629,65.00,20.557
26.000,25.662,65.00,20.547
26.000,25.676,65.00,20.547
26.000,25.688,65.00,20.557
26.000,25.713,65.00,20.568
26.000,25.746,65.00,20.557
26.000,25.762,65.00,20.547
26.000,25.769,65.00,20.547
26.000,25.786,65.00,20.547
26.000,25.817,65.00,20.547
26.000,25.842,65.00,20.557
26.000,25.854,65.00,20.579
26.000,25.866,65.00,20.557
26.000,25.895,65.00,20.557
26.000,25.922,65.00,20.557
26.000,25.939,65.00,20.557
26.000,25.948,65.00,20.557
26.000,25.971,65.00,20.557
26.000,25.999,65.00,20.557
26.000,26.022,63.86,20.547
26.000,26.031,63.37,20.557
26.000,26.044,62.56,20.589
26.000,26.064,61.33,20.568
26.000,26.090,59.72,20.568
26.000,26.105,58.59,20.568
26.000,26.114,57.71,20.568
26.000,26.117,57.02,20.547
26.000,26.121,56.31,20.557
26.000,26.124,55.57,20.547
26.000,26.133,54.57,20.579
26.000,26.138,53.70,20.557
26.000,26.148,52.57,20.557
26.000,26.152,51.72,20.579
26.000,26.160,50.62,20.547
26.000,26.160,49.90,20.568
26.000,26.166,48.87,20.568
