ambient_c,ambient_rh,crc16
1520252905.30,20.713,76.007,38a8
1520252906.91,20.715,76.011,eb94
1520252908.53,20.721,76.006,8a6b
1520252910.14,20.719,76.015,baa7
1520252911.75,20.710,76.011,a32a
1520252913.36,20.715,76.013,cbd6
1520252914.97,20.710,76.019,2222
1520252916.58,20.717,76.015,24b6
1520252918.19,20.723,76.020,0369
1520252919.80,20.728,76.016,e053
1520252921.41,20.728,76.024,9542
1520252923.02,20.718,76.026,9844
1520252924.63,20.730,76.025,709a
1520252926.24,20.728,76.026,b500
1520252927.85,20.732,76.033,accb
1520252929.46,20.728,76.030,e6f7
1520252931.07,20.726,76.040,e171
1520252932.69,20.736,76.038,12cd
1520252934.48,20.729,76.034,e1a0
1520252935.91,20.734,76.033,2c00
1520252937.52,20.732,76.050,360e
1520252939.13,20.729,76.052,2bc0
1520252940.74,20.733,76.056,111b
1520252942.35,20.736,76.059,a84a
1520252943.96,20.738,76.064,b2a5
1520252945.57,20.738,76.070,c110
1520252947.18,20.745,76.074,665b
1520252948.79,20.742,76.076,8101
1520252950.40,20.745,76.079,b7f6
1520252952.01,20.744,76.075,31a9
1520252953.62,20.742,76.077,9120
1520252955.23,20.741,76.079,b89b
1520252956.84,20.745,76.085,6644
1520252958.46,20.746,76.091,dd84
1520252960.07,20.742,76.099,53e1
1520252961.68,20.744,76.103,ffc8
1520252963.29,20.746,76.117,03db
1520252964.90,20.752,76.126,a2e7
1520252966.51,20.748,76.131,9b6e
1520252968.12,20.756,76.130,fe7d
1520252969.73,20.752,76.138,7018
1520252971.34,20.752,76.147,1860
1520252972.95,20.756,76.146,072c
1520252974.56,20.754,76.147,98ab
1520252976.17,20.757,76.154,538c
1520252977.78,20.756,76.151,44fa
1520252979.39,20.756,76.142,47a8
1520252981.00,20.757,76.148,a131
1520252982.62,20.750,76.150,d410
1520252984.23,20.754,76.159,4a54
1520252985.84,20.760,76.165,fca2
1520252987.45,20.760,76.159,687d
1520252989.06,20.758,76.160,9f99
1520252990.67,20.758,76.164,df1d
1520252992.28,20.761,76.167,9b33
1520252993.89,20.762,76.163,13c2
1520252995.50,20.760,76.162,8c45
1520252997.11,20.760,76.158,785c
1520252998.72,20.764,76.154,b6bd
1520253000.33,20.766,76.156,1959
1520253001.94,20.770,76.157,6290
1520253003.55,20.770,76.168,c62c
1520253005.16,20.768,76.170,81ec
1520253006.78,20.770,76.173,4476
1520253008.39,20.778,76.180,7af1
1520253010.00,20.782,76.191,50c9
1520253011.61,20.786,76.199,deac
1520253013.22,20.788,76.213,310e
1520253014.83,20.791,76.213,8324
1520253016.44,20.789,76.223,238e
1520253018.05,20.793,76.218,bde9
1520253019.66,20.788,76.214,41e9
1520253021.27,20.788,76.202,121e
1520253022.88,20.795,76.211,ac0b
1520253024.49,20.804,76.213,5ff7
1520253026.10,20.801,76.215,778f
1520253027.71,20.805,76.212,0805
1520253029.32,20.800,76.209,c2e1
1520253030.94,20.804,76.206,3c63
1520253032.55,20.808,76.197,de3d
1520253034.16,20.805,76.198,79b6
1520253035.77,20.801,76.200,141b
1520253037.38,20.807,76.192,575a
1520253038.99,20.809,76.185,8a9d
1520253040.60,20.812,76.176,974c
1520253042.21,20.811,76.171,2fde
1520253043.82,20.815,76.168,82ab
1520253045.43,20.820,76.166,069f
1520253047.05,20.823,76.160,ae2c
1520253048.66,20.815,76.164,4327
1520253050.27,20.816,76.170,f8e7
1520253051.87,20.828,76.164,3807
1520253053.48,20.828,76.167,0864
1520253055.10,20.817,76.165,dca0
1520253056.71,20.825,76.162,0ea5
1520253058.32,20.827,76.168,2049
1520253059.93,20.831,76.175,a93d
1520253061.54,20.828,76.171,5b93
1520253063.15,20.832,76.177,410a
1520253064.76,20.835,76.169,54ed
1520253066.37,20.831,76.166,aa6f
1520253067.98,20.840,76.153,59e1
1520253069.59,20.843,76.160,f4a4
1520253071.21,20.844,76.136,ac8f
1520253072.82,20.839,76.134,6b02
1520253074.43,20.840,76.128,711d
1520253076.04,20.837,76.120,86a6
1520253077.65,20.841,76.115,b230
1520253079.25,20.844,76.105,c9bf
1520253080.87,20.844,76.097,6455
1520253082.48,20.847,76.099,4dee
1520253084.09,20.845,76.092,7323
1520253085.70,20.851,76.096,d7e9
1520253087.31,20.844,76.083,17e0
1520253088.92,20.849,76.086,1121
1520253090.53,20.849,76.081,61c6
1520253092.14,20.849,76.074,215d
1520253093.75,20.852,76.070,5c55
1520253095.36,20.854,76.068,6ea7
1520253096.98,20.867,76.067,7a79
1520253098.59,20.867,76.071,298e
1520253100.20,20.866,76.065,1de8
1520253101.81,20.867,76.070,39af
1520253103.42,20.872,76.068,280b
1520253105.03,20.871,76.052,1467
1520253106.64,20.878,76.052,4d6e
1520253108.25,20.879,76.054,6a7b
1520253109.86,20.874,76.045,1f0f
1520253111.47,20.887,76.041,0faa
1520253113.08,20.878,76.033,f7e9
1520253114.69,20.888,76.028,ede7
1520253116.30,20.887,76.033,b67f
1520253117.91,20.887,76.026,d5eb
1520253119.52,20.890,76.021,8937
1520253121.14,20.888,76.010,39bc
1520253122.75,20.891,76.008,39af
1520253124.36,20.895,76.005,e76f
1520253125.97,20.902,76.002,fd09
1520253127.58,20.906,75.995,4858
1520253129.19,20.894,75.989,98da
1520253130.80,20.915,75.992,1be9
1520253132.41,20.908,75.981,a5fc
1520253134.02,20.914,75.980,4f49
1520253135.63,20.911,75.978,96c1
1520253137.24,20.918,75.973,7ea3
1520253138.85,20.911,75.963,149b
1520253140.46,20.911,75.960,24f8
1520253142.07,20.917,75.959,6049
1520253143.68,20.921,75.950,5cef
1520253145.30,20.918,75.943,2bf0
1520253146.91,20.922,75.940,a7ab
1520253148.52,20.929,75.944,3180
1520253150.13,20.929,75.923,ebc1
1520253151.74,20.934,75.919,a29f
1520253153.35,20.935,75.899,5bd5
1520253154.96,20.933,75.894,0ab3
1520253156.57,20.931,75.890,c591
1520253158.18,20.942,75.880,8f7e
1520253159.79,20.943,75.885,9808
1520253161.40,20.934,75.873,9e43
1520253163.01,20.942,75.864,ecf5
1520253164.62,20.943,75.865,bb07
1520253166.23,20.943,75.859,2fd8
1520253167.84,20.949,75.840,1cbc
1520253169.46,20.947,75.831,0b1b
1520253171.07,20.957,75.830,f019
1520253172.68,20.947,75.818,fc50
1520253174.29,20.954,75.812,7e4c
1520253175.90,20.955,75.807,5a0b
1520253177.51,20.955,75.794,fcc1
1520253179.12,20.961,75.791,8e4d
1520253180.73,20.954,75.787,b840
1520253182.34,20.970,75.779,80ba
1520253183.95,20.966,75.772,5a39
1520253185.56,20.965,75.771,a22f
1520253187.17,20.970,75.762,02e0
1520253188.78,20.963,75.751,4486
1520253190.39,20.970,75.754,3775
1520253192.00,20.976,75.743,f468
1520253193.62,20.971,75.737,ea63
1520253195.23,20.973,75.728,a71b
1520253196.84,20.974,75.724,a18f
1520253198.45,20.978,75.718,24e7
1520253200.06,20.977,75.705,1fb9
1520253201.67,20.978,75.703,a6bd
1520253203.42,20.982,75.696,7298
1520253204.89,20.978,75.700,96de
1520253206.50,20.985,75.699,446f
1520253208.11,20.984,75.694,d211
1520253209.72,20.989,75.691,d4d0
1520253211.33,20.984,75.670,b19a
1520253212.94,20.998,75.666,18f9
1520253214.55,20.988,75.663,a37f
1520253216.16,20.989,75.658,0094
1520253217.78,20.994,75.650,3cdb
1520253219.39,20.996,75.652,933f
1520253221.00,21.001,75.644,e377
1520253222.61,21.004,75.644,abc9
1520253224.22,21.000,75.635,2d12
1520253225.83,20.996,75.628,abe2
1520253227.44,21.012,75.620,2a03
1520253229.05,21.000,75.614,5b51
1520253230.66,21.005,75.606,009c
1520253232.27,21.004,75.601,37a8
1520253233.88,21.006,75.601,b80e
1520253235.49,20.997,75.594,a817
1520253237.10,21.005,75.585,e006
1520253238.71,21.008,75.578,77f1
1520253240.32,21.014,75.572,2c2f
1520253241.94,21.009,75.563,b278
1520253243.55,21.018,75.554,3b3c
1520253245.16,21.016,75.553,d5ca
1520253246.77,21.014,75.546,39f8
1520253248.38,21.014,75.545,099b
1520253249.99,21.020,75.531,f2a1
1520253251.60,21.025,75.528,1807
1520253253.21,21.028,75.523,ff08
1520253254.82,21.030,75.516,0f07
1520253256.43,21.030,75.516,0f07
1520253258.04,21.028,75.504,e98d
1520253259.65,21.037,75.501,8bc9
1520253261.26,21.035,75.493,a985
1520253262.87,21.037,75.488,a479
1520253264.48,21.032,75.475,2d54
1520253266.09,21.041,75.474,44ab
1520253267.71,21.033,75.468,881b
1520253269.32,21.041,75.469,a637
1520253270.93,21.045,75.464,78f7
1520253272.54,21.041,75.456,028b
1520253274.15,21.035,75.446,8f7c
1520253275.76,21.052,75.449,e303
1520253277.37,21.041,75.442,713e
1520253278.98,21.044,75.435,d0f0
1520253280.59,21.045,75.435,9723
1520253282.20,21.052,75.441,620b
1520253283.81,21.052,75.431,fb9c
1520253285.42,21.049,75.429,7429
1520253287.03,21.056,75.424,9765
1520253288.64,21.049,75.411,a072
1520253290.25,21.053,75.413,fa6f
1520253291.87,21.057,75.420,9032
1520253293.48,21.059,75.411,4b51
1520253295.09,21.064,75.405,43c4
1520253296.70,21.068,75.409,93ff
1520253298.31,21.063,75.403,e41a
1520253299.92,21.065,75.398,eab2
1520253301.53,21.065,75.388,d983
1520253303.14,21.068,75.382,2ead
1520253304.75,21.075,75.377,d371
1520253306.36,21.069,75.371,4923
1520253307.97,21.065,75.366,1b42
1520253309.58,21.075,75.365,c002
1520253311.19,21.077,75.360,1f01
1520253312.80,21.073,75.352,657d
1520253314.41,21.075,75.351,d5d5
1520253316.03,21.072,75.352,22ae
1520253317.64,21.071,75.342,d9ea
1520253319.25,21.085,75.333,c765
1520253320.86,21.087,75.340,e137
1520253322.47,21.088,75.336,c1a4
1520253324.08,21.089,75.331,f690
1520253325.69,21.088,75.327,e2b4
1520253327.30,21.088,75.321,8272
1520253328.91,21.089,75.320,d580
1520253330.52,21.093,75.305,9918
1520253332.13,21.089,75.305,e347
1520253333.74,21.093,75.304,8939
1520253335.35,21.096,75.291,1c8a
1520253336.96,21.093,75.287,07c3
1520253338.57,21.095,75.288,76e7
1520253340.19,21.099,75.278,776e
1520253341.80,21.093,75.270,671a
1520253343.41,21.098,75.276,d173
1520253345.02,21.098,75.273,81d6
1520253346.63,21.104,75.268,bfa2
1520253348.24,21.104,75.262,1ee8
1520253349.85,21.104,75.263,0ec9
1520253351.46,21.106,75.257,94b8
1520253353.07,21.110,75.251,9f96
1520253354.68,21.118,75.243,923f
1520253356.29,21.115,75.241,e419
1520253357.90,21.114,75.226,798b
1520253359.51,21.124,75.223,046a
1520253361.12,21.120,75.225,6bc1
1520253362.73,21.116,75.206,904f
1520253364.34,21.115,75.205,6859
1520253365.96,21.122,75.197,418f
1520253367.57,21.120,75.190,bece
1520253369.18,21.127,75.189,dbce
1520253370.79,21.123,75.191,669a
1520253372.40,21.130,75.191,45cc
1520253374.01,21.119,75.185,a917
1520253375.62,21.123,75.178,d4bc
1520253377.23,21.119,75.178,6884
1520253378.84,21.123,75.172,75f6
1520253380.45,21.126,75.172,3d48
1520253382.06,21.127,75.163,598b
1520253383.67,21.126,75.148,c951
1520253385.28,21.128,75.150,e579
1520253386.89,21.131,75.143,5401
1520253388.51,21.127,75.145,5f2f
1520253390.12,21.132,75.141,bc36
1520253391.73,21.123,75.139,0859
1520253393.34,21.131,75.139,6cdc
1520253394.95,21.134,75.133,8528
1520253396.56,21.130,75.126,e9d1
1520253398.17,21.131,75.124,8e40
1520253399.78,21.134,75.124,c6fe
1520253401.39,21.139,75.120,d01e
1520253403.00,21.136,75.118,dd87
1520253404.61,21.143,75.112,85d8
1520253406.23,21.138,75.106,9169
1520253407.84,21.146,75.103,ee76
1520253409.44,21.146,75.091,439c
1520253411.05,21.140,75.091,c357
1520253412.66,21.136,75.082,f165
1520253414.28,21.144,75.093,ec78
1520253415.89,21.143,75.081,3813
1520253417.50,21.150,75.076,7b9c
1520253419.11,21.143,75.073,086f
1520253420.72,21.142,75.065,1c4b
1520253422.33,21.146,75.069,d2aa
1520253423.94,21.148,75.058,09c9
1520253425.55,21.148,75.053,b8a2
1520253427.16,21.159,75.059,b518
1520253428.77,21.147,75.046,02f4
1520253430.39,21.152,75.041,d18e
1520253432.00,21.150,75.036,b758
1520253433.61,21.151,75.028,2274
1520253435.22,21.150,75.021,f48e
1520253436.82,21.159,75.022,9de4
1520253438.43,21.148,75.021,0177
1520253440.05,21.152,75.020,6b09
1520253441.66,21.157,75.014,3660
1520253443.27,21.159,75.009,4aed
1520253444.88,21.150,75.005,d268
1520253446.49,21.161,75.011,cb4a
1520253448.10,21.163,75.010,54cd
1520253449.71,21.165,75.009,761e
1520253451.32,21.163,75.012,748f
1520253452.93,21.159,75.008,5acc
1520253454.54,21.157,75.005,1570
1520253456.16,21.159,74.998,d494
1520253457.77,21.162,74.994,eef3
1520253459.38,21.162,74.988,1c4e
1520253460.99,21.158,74.992,320d
1520253462.60,21.166,74.982,b269
1520253464.21,21.163,74.975,9a0e
1520253465.82,21.174,74.973,d6f3
1520253467.43,21.174,74.974,a614
1520253469.04,21.167,74.965,a652
1520253470.65,21.171,74.963,ad7c
1520253472.26,21.169,74.965,3843
1520253473.87,21.177,74.963,2db7
1520253475.48,21.174,74.963,e5c2
1520253477.09,21.173,74.951,57cb
1520253478.70,21.169,74.956,5d73
1520253480.32,21.175,74.947,84f7
1520253481.93,21.173,74.945,247e
1520253483.54,21.181,74.944,23ad
1520253485.15,21.177,74.942,5bf4
1520253486.76,21.181,74.947,13ce
1520253488.37,21.182,74.941,bb7d
1520253489.98,21.181,74.939,6b97
1520253491.59,21.185,74.932,d591
1520253493.20,21.183,74.924,06ad
1520253494.81,21.181,74.921,d9ae
1520253496.42,21.182,74.917,244e
1520253498.03,21.183,74.907,50ac
1520253499.64,21.187,74.901,3f07
1520253501.25,21.187,74.905,7f83
1520253502.86,21.187,74.899,33a7
1520253504.48,21.183,74.895,fd46
1520253506.09,21.187,74.894,e20a
1520253507.70,21.185,74.894,6dac
1520253509.31,21.189,74.888,8ea6
1520253510.92,21.189,74.881,1f8f
1520253512.53,21.195,74.882,d578
1520253514.14,21.189,74.876,7f56
1520253515.75,21.187,74.874,c105
1520253517.36,21.189,74.879,8eb9
1520253518.97,21.191,74.875,bacc
1520253520.58,21.195,74.866,b6f3
1520253522.19,21.187,74.868,33b8
1520253523.80,21.191,74.860,d958
1520253525.41,21.190,74.860,9e8b
1520253527.02,21.195,74.863,e656
1520253528.64,21.190,74.858,4ad0
1520253530.25,21.193,74.854,4329
1520253531.86,21.195,74.853,b305
1520253533.47,21.194,74.850,c4b5
1520253535.08,21.194,74.851,d494
1520253536.69,21.194,74.846,9742
1520253538.30,21.197,74.844,7f75
1520253539.91,21.193,74.844,7018
1520253541.52,21.194,74.845,a721
1520253543.13,21.195,74.848,315f
1520253544.74,21.199,74.838,b97f
1520253546.35,21.198,74.841,f612
1520253547.96,21.194,74.835,3eb6
1520253549.57,21.198,74.831,6f85
1520253551.18,21.193,74.829,0b13
1520253552.80,21.199,74.825,5be3
1520253554.41,21.203,74.827,99ce
1520253556.02,21.202,74.835,cd6e
1520253557.63,21.197,74.830,a666
1520253559.24,21.203,74.831,ca39
1520253560.85,21.206,74.828,209f
1520253562.46,21.203,74.815,ecdf
1520253564.07,21.211,74.818,59f7
1520253565.68,21.203,74.813,8c19
1520253567.29,21.202,74.814,bb2d
1520253568.90,21.214,74.812,b003
1520253570.51,21.215,74.818,569a
1520253572.12,21.209,74.817,5de1
1520253573.73,21.214,74.812,b003
1520253575.34,21.214,74.808,2278
1520253576.95,21.214,74.801,b351
1520253578.57,21.218,74.807,c220
1520253580.18,21.220,74.808,0051
1520253581.79,21.215,74.798,f302
1520253583.40,21.225,74.811,eaf7
1520253585.01,21.218,74.808,33cf
1520253586.62,21.217,74.797,8d4b
1520253588.23,21.217,74.796,9d6a
1520253589.84,21.221,74.801,d6ab
1520253591.45,21.218,74.799,b547
1520253593.06,21.228,74.803,afe0
1520253594.67,21.220,74.791,07d1
1520253596.28,21.220,74.789,b5e8
1520253597.89,21.226,74.791,871a
1520253599.50,21.224,74.780,2bac
1520253601.11,21.229,74.784,3d4c
1520253602.73,21.226,74.777,c4d3
1520253604.34,21.222,74.781,bb46
1520253605.95,21.225,74.775,2ce4
1520253607.56,21.225,74.769,de59
1520253609.17,21.229,74.772,4db4
1520253610.78,21.226,74.767,f7e2
1520253612.39,21.225,74.760,4f70
1520253614.00,21.222,74.758,5c33
1520253615.61,21.221,74.755,45eb
1520253617.22,21.226,74.754,92d2
1520253618.83,21.228,74.753,7c24
1520253620.44,21.229,74.748,b9ad
1520253622.05,21.228,74.741,6f57
1520253623.66,21.228,74.740,7f76
1520253625.27,21.236,74.746,6a82
1520253626.89,21.225,74.735,e020
1520253628.50,21.233,74.741,52db
1520253630.11,21.230,74.731,0339
1520253631.72,21.233,74.723,d83f
1520253633.33,21.237,74.723,d752
1520253634.94,21.233,74.722,c81e
1520253636.55,21.228,74.727,a537
1520253638.16,21.228,74.720,d5d0
1520253639.77,21.234,74.729,be6d
1520253641.38,21.234,74.720,2f44
1520253642.99,21.230,74.725,708c
1520253644.60,21.236,74.722,80a0
1520253646.21,21.236,74.727,d005
1520253647.82,21.230,74.721,3008
1520253649.43,21.237,74.719,234b
1520253651.05,21.245,74.719,1d46
1520253652.66,21.236,74.719,6498
1520253654.27,21.230,74.714,35fe
1520253655.88,21.236,74.712,d5f3
1520253657.49,21.241,74.705,e096
1520253659.10,21.237,74.706,e195
1520253660.71,21.240,74.705,a745
1520253662.32,21.248,74.693,54f1
1520253663.93,21.244,74.706,984b
1520253665.54,21.241,74.695,6d3e
1520253667.15,21.238,74.693,e55a
1520253668.76,21.241,74.695,6d3e
1520253670.37,21.236,74.696,2bee
1520253671.98,21.238,74.694,95bd
1520253673.59,21.246,74.689,589b
1520253675.21,21.245,74.689,90ee
1520253676.82,21.238,74.684,a68c
1520253678.43,21.238,74.685,b6ad
1520253680.04,21.245,74.674,517d
1520253681.65,21.241,74.683,3ec9
1520253683.26,21.240,74.678,d84f
1520253684.87,21.244,74.676,36ec
1520253686.48,21.242,74.679,47c8
1520253688.09,21.236,74.672,4865
1520253689.70,21.242,74.676,b627
1520253691.31,21.238,74.662,e545
1520253692.92,21.248,74.674,0719
1520253694.53,21.242,74.663,d5b3
1520253696.14,21.240,74.670,5947
1520253697.75,21.249,74.666,53b9
1520253699.36,21.246,74.666,8a7b
1520253700.98,21.238,74.662,e545
1520253702.59,21.248,74.657,5118
1520253704.20,21.244,74.652,100a
1520253705.81,21.245,74.659,e6b2
1520253707.42,21.244,74.661,753a
1520253709.03,21.241,74.654,3872
1520253710.64,21.245,74.654,371f
1520253712.25,21.248,74.657,5118
1520253713.86,21.244,74.646,63bf
1520253715.47,21.244,74.646,63bf
1520253717.08,21.242,74.647,f355
1520253718.69,21.249,74.646,35db
1520253720.30,21.242,74.645,d317
1520253721.91,21.248,74.638,0a51
1520253723.52,21.244,74.646,63bf
1520253725.14,21.252,74.640,6891
1520253726.75,21.245,74.645,140f
1520253728.36,21.248,74.647,6229
1520253729.97,21.242,74.639,8b0c
1520253731.58,21.245,74.642,64e8
1520253733.19,21.253,74.636,d613
1520253734.80,21.245,74.626,8eca
1520253736.41,21.252,74.631,e127
1520253738.02,21.256,74.624,8dde
1520253739.63,21.250,74.634,3e24
1520253741.24,21.253,74.625,d541
1520253742.85,21.241,74.629,7048
1520253744.46,21.246,74.628,a771
1520253746.07,21.250,74.627,3d76
1520253747.68,21.245,74.624,ae88
1520253749.30,21.246,74.626,46bf
1520253750.91,21.244,74.618,7d84
1520253752.52,21.244,74.615,ac29
1520253754.13,21.234,74.620,1874
1520253755.74,21.238,74.603,5fc2
1520253757.35,21.236,74.597,629f
1520253758.96,21.232,74.595,4db0
1520253760.57,21.222,74.582,e545
1520253762.18,21.226,74.568,686d
1520253763.79,21.230,74.565,d228
1520253765.66,21.215,74.544,2ab2
1520253767.02,21.213,74.530,736a
1520253768.62,21.203,74.515,ae8e
1520253770.23,21.210,74.513,ed1e
1520253771.84,21.203,74.503,fd79
1520253773.46,21.201,74.497,bff3
1520253775.07,21.194,74.488,4680
1520253776.68,21.193,74.474,502a
1520253778.29,21.190,74.464,ab6e
1520253779.90,21.181,74.445,71dd
1520253781.51,21.171,74.435,701e
1520253783.12,21.178,74.418,9ed8
1520253784.73,21.167,74.402,3e42
1520253786.34,21.163,74.380,1d54
1520253787.95,21.161,74.369,20d4
1520253789.56,21.158,74.351,80c2
1520253791.18,21.148,74.337,a181
1520253792.79,21.154,74.300,7ea1
1520253794.40,21.150,74.283,ff36
1520253796.00,21.138,74.253,cd38
1520253797.61,21.126,74.235,726a
1520253799.23,21.127,74.215,53db
1520253800.84,21.115,74.193,4106
1520253802.45,21.115,74.180,4254
1520253804.06,21.111,74.173,6d64
1520253805.67,21.104,74.172,ded8
1520253807.28,21.091,74.162,08ce
1520253808.89,21.084,74.170,b820
1520253810.50,21.077,74.173,d862
1520253812.11,21.077,74.184,b8bb
1520253813.72,21.080,74.191,8463
1520253815.34,21.068,74.202,3a65
1520253816.95,21.060,74.211,27ed
1520253818.56,21.056,74.223,ff73
1520253820.17,21.057,74.239,2adb
1520253821.78,21.047,74.244,89c2
1520253823.39,21.045,74.255,2574
1520253825.00,21.040,74.268,e934
1520253826.61,21.033,74.265,4147
1520253828.22,21.032,74.265,0694
1520253829.83,21.029,74.268,eab5
1520253831.44,21.013,74.276,8472
1520253833.05,21.021,74.282,762a
1520253834.66,21.012,74.283,833a
1520253836.27,21.006,74.290,6426
1520253837.88,21.002,74.289,c953
1520253839.50,21.002,74.286,38bc
1520253841.11,21.006,74.291,7407
1520253842.72,20.994,74.281,2c37
