isothermal_c,isothermal_rh,crc16
1520277926.38,27.504,59.119,c924
1520277926.99,27.514,59.127,969a
1520277927.59,27.514,59.125,b6d8
1520277928.20,27.496,59.122,0f23
1520277928.80,27.511,59.125,fe66
1520277929.41,27.507,59.130,f61a
1520277930.01,27.507,59.125,958e
1520277930.62,27.504,59.122,2d1c
1520277931.22,27.507,59.119,0151
1520277931.82,27.504,59.127,7db9
1520277932.43,27.511,59.130,9df2
1520277933.03,27.507,59.127,b5cc
1520277933.63,27.507,59.130,f61a
1520277934.24,27.500,59.125,5296
1520277934.84,27.511,59.125,fe66
1520277935.45,27.504,59.130,3e6f
1520277936.05,27.504,59.132,1e2d
1520277936.65,27.514,59.122,c63f
1520277937.26,27.511,59.130,9df2
1520277937.86,27.489,59.119,d9fa
1520277938.47,27.504,59.122,2d1c
1520277939.07,27.511,59.117,8b77
1520277939.68,27.500,59.125,5296
1520277940.28,27.511,59.125,fe66
1520277940.88,27.504,59.125,5dfb
1520277941.49,27.496,59.112,5a70
1520277942.09,27.514,59.127,969a
1520277942.70,27.500,59.112,7722
1520277943.30,27.500,59.119,c649
1520277943.90,27.511,59.117,8b77
1520277944.51,27.507,59.122,e569
1520277945.11,27.500,59.117,2787
1520277945.71,27.500,59.122,2271
1520277946.32,27.504,59.125,5dfb
1520277946.92,27.511,59.127,de24
1520277947.53,27.507,59.119,0151
1520277948.13,27.496,59.117,0ad5
1520277948.74,27.514,59.122,c63f
1520277949.34,27.511,59.117,8b77
1520277949.95,27.511,59.119,6ab9
1520277950.55,27.504,59.119,c924
1520277951.15,27.507,59.127,b5cc
1520277951.76,27.500,59.122,2271
1520277952.36,27.500,59.114,17e4
1520277952.96,27.496,59.112,5a70
1520277953.57,27.507,59.125,958e
1520277954.17,27.507,59.125,958e
1520277954.78,27.504,59.122,2d1c
1520277955.38,27.504,59.125,5dfb
1520277955.98,27.500,59.130,3102
1520277956.59,27.507,59.119,0151
1520277957.19,27.507,59.109,3260
1520277957.80,27.504,59.119,c924
1520277958.40,27.500,59.114,17e4
1520277959.01,27.507,59.112,b03a
1520277959.61,27.511,59.127,de24
1520277960.22,27.504,59.122,2d1c
1520277960.82,27.500,59.122,2271
1520277961.42,27.507,59.117,e09f
1520277962.03,27.511,59.117,8b77
1520277962.63,27.511,59.122,8e81
1520277963.23,27.504,59.117,28ea
1520277963.84,27.504,59.114,1889
1520277964.44,27.500,59.127,72d4
1520277965.05,27.504,59.117,28ea
1520277965.65,27.504,59.130,3e6f
1520277966.25,27.504,59.122,2d1c
1520277966.86,27.507,59.119,0151
1520277967.46,27.504,59.119,c924
1520277968.07,27.521,59.127,f360
1520277968.67,27.511,59.122,8e81
1520277969.28,27.514,59.119,2207
1520277969.88,27.496,59.119,eb1b
1520277970.48,27.507,59.117,e09f
1520277971.09,27.500,59.122,2271
1520277971.69,27.507,59.119,0151
1520277972.29,27.514,59.125,b6d8
1520277972.90,27.518,59.125,a76f
1520277973.50,27.507,59.125,958e
1520277974.11,27.500,59.125,5296
1520277974.71,27.514,59.122,c63f
1520277975.32,27.500,59.135,61a7
1520277975.92,27.504,59.127,7db9
1520277976.52,27.496,59.119,eb1b
1520277977.13,27.507,59.125,958e
1520277977.73,27.507,59.125,958e
1520277978.34,27.507,59.122,e569
1520277978.94,27.514,59.119,2207
1520277979.80,27.507,59.114,d0fc
1520277980.15,27.504,59.130,3e6f
1520277980.75,27.496,59.125,7fc4
1520277981.36,27.521,59.130,b0b6
1520277981.96,27.507,59.117,e09f
1520277982.56,27.496,59.125,7fc4
1520277983.17,27.511,59.125,fe66
1520277983.77,27.496,59.119,eb1b
1520277984.38,27.500,59.119,c649
1520277984.98,27.507,59.140,6f8d
1520277985.59,27.496,59.114,3ab6
1520277986.19,27.504,59.130,3e6f
1520277986.79,27.511,59.130,9df2
1520277987.40,27.507,59.135,a6bf
1520277988.00,27.504,59.122,2d1c
1520277988.61,27.504,59.122,2d1c
1520277989.21,27.500,59.125,5296
1520277989.81,27.507,59.122,e569
1520277990.42,27.507,59.117,e09f
1520277991.02,27.507,59.127,b5cc
1520277991.63,27.496,59.107,39e4
1520277992.23,27.500,59.122,2271
1520277992.83,27.511,59.117,8b77
1520277993.44,27.496,59.119,eb1b
1520277994.04,27.514,59.132,f50e
1520277994.65,27.504,59.130,3e6f
1520277995.25,27.496,59.125,7fc4
1520277995.86,27.496,59.125,7fc4
1520277996.46,27.507,59.125,958e
1520277997.06,27.507,59.119,0151
1520277997.67,27.504,59.125,5dfb
1520277998.27,27.518,59.122,d788
1520277998.88,27.504,59.122,2d1c
1520277999.48,27.504,59.122,2d1c
1520278000.08,27.504,59.119,c924
1520278000.69,27.500,59.122,2271
1520278001.29,27.496,59.119,eb1b
1520278001.89,27.496,59.114,3ab6
1520278002.50,27.500,59.114,17e4
1520278003.10,27.518,59.109,0081
1520278003.71,27.493,59.127,1738
1520278004.31,27.493,59.122,479d
1520278004.92,27.500,59.114,17e4
1520278005.52,27.496,59.114,3ab6
1520278006.13,27.504,59.125,5dfb
1520278006.73,27.504,59.117,28ea
1520278007.33,27.500,59.125,5296
1520278007.94,27.500,59.117,2787
1520278008.54,27.504,59.109,fa15
1520278009.14,27.504,59.112,784f
1520278009.75,27.489,59.117,3834
1520278010.35,27.500,59.122,2271
1520278010.96,27.511,59.127,de24
1520278011.56,27.489,59.112,6891
1520278012.16,27.507,59.114,d0fc
1520278012.77,27.504,59.122,2d1c
1520278013.37,27.500,59.109,f578
1520278013.98,27.500,59.112,7722
1520278014.58,27.518,59.109,0081
1520278015.19,27.507,59.112,b03a
1520278015.79,27.493,59.112,12ce
1520278016.40,27.507,59.112,b03a
1520278017.00,27.514,59.117,c3c9
1520278017.60,27.507,59.122,e569
1520278018.21,27.504,59.117,28ea
1520278018.81,27.507,59.125,958e
1520278019.41,27.500,59.127,72d4
1520278020.02,27.514,59.112,936c
1520278020.62,27.507,59.119,0151
1520278021.22,27.493,59.119,a3a5
1520278021.83,27.507,59.117,e09f
1520278022.43,27.507,59.122,e569
1520278023.04,27.500,59.119,c649
1520278023.64,27.511,59.114,bb14
1520278024.25,27.496,59.117,0ad5
1520278024.85,27.500,59.122,2271
1520278025.46,27.507,59.117,e09f
1520278026.06,27.489,59.125,4d25
1520278026.66,27.496,59.127,5f86
1520278027.27,27.504,59.125,5dfb
1520278027.87,27.496,59.127,5f86
1520278028.47,27.496,59.122,0f23
1520278029.08,27.496,59.117,0ad5
1520278029.68,27.511,59.117,8b77
1520278030.29,27.500,59.117,2787
1520278030.89,27.500,59.114,17e4
1520278031.49,27.496,59.125,7fc4
1520278032.10,27.500,59.109,f578
1520278032.70,27.493,59.122,479d
1520278033.31,27.500,59.117,2787
1520278033.91,27.504,59.119,c924
1520278034.52,27.500,59.132,1140
1520278035.12,27.504,59.130,3e6f
1520278035.73,27.514,59.117,c3c9
1520278036.33,27.507,59.122,e569
1520278036.93,27.500,59.132,1140
1520278037.54,27.496,59.125,7fc4
1520278038.14,27.504,59.130,3e6f
1520278038.74,27.507,59.122,e569
1520278039.35,27.504,59.125,5dfb
1520278039.95,27.511,59.130,9df2
1520278040.55,27.493,59.117,426b
1520278041.16,27.504,59.114,1889
1520278041.76,27.500,59.132,1140
1520278042.37,27.496,59.122,0f23
1520278042.97,27.493,59.122,479d
1520278043.58,27.507,59.112,b03a
1520278044.18,27.507,59.125,958e
1520278044.79,27.514,59.125,b6d8
1520278045.39,27.493,59.130,54ee
1520278045.99,27.500,59.127,72d4
1520278046.60,27.507,59.125,958e
1520278047.20,27.507,59.125,958e
1520278047.80,27.504,59.122,2d1c
1520278048.41,27.504,59.122,2d1c
1520278049.01,27.507,59.112,b03a
1520278049.62,27.507,59.112,b03a
1520278050.22,27.514,59.132,f50e
1520278050.82,27.507,59.122,e569
1520278051.43,27.500,59.122,2271
1520278052.03,27.504,59.109,fa15
1520278052.64,27.507,59.112,b03a
1520278053.24,27.500,59.122,2271
1520278053.85,27.507,59.122,e569
1520278054.45,27.504,59.117,28ea
1520278055.06,27.493,59.119,a3a5
1520278055.66,27.504,59.127,7db9
1520278056.26,27.496,59.107,39e4
1520278056.87,27.504,59.107,1bdb
1520278057.47,27.500,59.119,c649
1520278058.07,27.500,59.117,2787
1520278058.68,27.507,59.127,b5cc
1520278059.28,27.496,59.125,7fc4
1520278059.88,27.500,59.117,2787
1520278060.49,27.493,59.112,12ce
1520278061.09,27.511,59.112,dbd2
1520278061.70,27.500,59.117,2787
1520278062.30,27.507,59.109,3260
1520278062.91,27.500,59.130,3102
1520278063.51,27.507,59.119,0151
1520278064.12,27.500,59.112,7722
1520278064.72,27.507,59.122,e569
1520278065.32,27.500,59.117,2787
1520278065.93,27.504,59.109,fa15
1520278066.53,27.504,59.117,28ea
1520278067.14,27.493,59.112,12ce
1520278067.74,27.500,59.112,7722
1520278068.34,27.507,59.119,0151
1520278068.95,27.511,59.117,8b77
1520278069.55,27.496,59.119,eb1b
1520278070.15,27.500,59.112,7722
1520278070.76,27.511,59.127,de24
1520278071.36,27.496,59.119,eb1b
1520278071.97,27.507,59.119,0151
1520278072.57,27.504,59.125,5dfb
1520278073.18,27.504,59.112,784f
1520278073.78,27.504,59.117,28ea
1520278074.39,27.493,59.117,426b
1520278074.99,27.504,59.125,5dfb
1520278075.59,27.507,59.114,d0fc
1520278076.20,27.507,59.125,958e
1520278076.80,27.500,59.119,c649
1520278077.40,27.521,59.127,f360
1520278078.01,27.507,59.127,b5cc
1520278078.61,27.496,59.117,0ad5
1520278079.21,27.511,59.112,dbd2
1520278079.82,27.496,59.122,0f23
1520278080.42,27.500,59.117,2787
1520278081.03,27.507,59.117,e09f
1520278081.63,27.496,59.112,5a70
1520278082.24,27.500,59.114,17e4
1520278082.84,27.500,59.112,7722
1520278083.45,27.496,59.104,0987
1520278084.05,27.511,59.119,6ab9
1520278084.65,27.507,59.112,b03a
1520278085.26,27.500,59.112,7722
1520278085.86,27.511,59.114,bb14
1520278086.47,27.496,59.114,3ab6
1520278087.07,27.496,59.125,7fc4
1520278087.67,27.500,59.127,72d4
1520278088.28,27.500,59.117,2787
1520278088.88,27.504,59.117,28ea
1520278089.48,27.500,59.117,2787
1520278090.09,27.500,59.104,24d5
1520278090.69,27.496,59.122,0f23
1520278091.30,27.504,59.119,c924
1520278091.90,27.511,59.122,8e81
1520278092.51,27.504,59.122,2d1c
1520278093.11,27.507,59.125,958e
1520278093.72,27.500,59.125,5296
1520278094.32,27.500,59.112,7722
1520278094.92,27.504,59.122,2d1c
1520278095.53,27.500,59.112,7722
1520278096.13,27.496,59.127,5f86
1520278096.73,27.504,59.112,784f
1520278097.34,27.500,59.119,c649
1520278097.94,27.511,59.117,8b77
1520278098.55,27.493,59.122,479d
1520278099.15,27.500,59.119,c649
1520278099.75,27.507,59.132,d658
1520278100.36,27.493,59.125,377a
1520278100.96,27.500,59.125,5296
1520278101.57,27.511,59.117,8b77
1520278102.17,27.500,59.114,17e4
1520278102.78,27.500,59.122,2271
1520278103.38,27.507,59.114,d0fc
1520278103.98,27.493,59.119,a3a5
1520278104.59,27.493,59.117,426b
1520278105.19,27.507,59.117,e09f
1520278105.80,27.507,59.117,e09f
1520278106.40,27.500,59.127,72d4
1520278107.00,27.507,59.119,0151
1520278107.61,27.500,59.114,17e4
1520278108.21,27.514,59.122,c63f
1520278108.82,27.500,59.117,2787
1520278109.42,27.511,59.125,fe66
1520278110.02,27.511,59.114,bb14
1520278110.63,27.486,59.119,0038
1520278111.23,27.507,59.127,b5cc
1520278111.84,27.504,59.127,7db9
1520278112.44,27.504,59.112,784f
1520278113.05,27.507,59.122,e569
1520278113.65,27.504,59.130,3e6f
1520278114.25,27.500,59.130,3102
1520278114.86,27.496,59.112,5a70
1520278115.46,27.496,59.119,eb1b
1520278116.06,27.500,59.114,17e4
1520278116.67,27.500,59.114,17e4
1520278117.27,27.504,59.119,c924
1520278117.88,27.496,59.107,39e4
1520278118.48,27.493,59.112,12ce
1520278119.09,27.493,59.122,479d
1520278119.69,27.500,59.119,c649
1520278120.29,27.500,59.104,24d5
1520278120.90,27.507,59.109,3260
1520278121.50,27.504,59.112,784f
1520278122.11,27.493,59.125,377a
1520278122.71,27.504,59.114,1889
1520278123.32,27.504,59.112,784f
1520278123.92,27.504,59.125,5dfb
1520278124.52,27.511,59.122,8e81
1520278125.13,27.504,59.125,5dfb
1520278125.73,27.504,59.114,1889
1520278126.33,27.500,59.119,c649
1520278126.94,27.514,59.117,c3c9
1520278127.54,27.507,59.117,e09f
1520278128.15,27.518,59.117,d27e
1520278128.75,27.514,59.122,c63f
1520278129.36,27.504,59.117,28ea
1520278129.96,27.500,59.104,24d5
1520278130.56,27.504,59.117,28ea
1520278131.17,27.504,59.122,2d1c
1520278131.77,27.504,59.122,2d1c
1520278132.38,27.504,59.117,28ea
1520278132.98,27.507,59.122,e569
1520278133.58,27.514,59.114,f3aa
1520278134.19,27.500,59.114,17e4
1520278134.79,27.511,59.119,6ab9
1520278135.39,27.511,59.125,fe66
1520278136.00,27.500,59.122,2271
1520278136.60,27.493,59.114,7208
1520278137.21,27.511,59.119,6ab9
1520278137.81,27.500,59.117,2787
1520278138.42,27.500,59.119,c649
1520278139.02,27.500,59.109,f578
1520278139.63,27.500,59.125,5296
1520278140.23,27.500,59.119,c649
1520278140.83,27.511,59.122,8e81
1520278141.44,27.511,59.112,dbd2
1520278142.04,27.500,59.117,2787
1520278142.65,27.504,59.122,2d1c
1520278143.25,27.507,59.114,d0fc
1520278143.85,27.507,59.122,e569
1520278144.46,27.511,59.109,5988
1520278145.06,27.504,59.114,1889
1520278145.66,27.496,59.119,eb1b
1520278146.27,27.511,59.119,6ab9
1520278146.87,27.500,59.119,c649
1520278147.48,27.511,59.130,9df2
1520278148.08,27.500,59.117,2787
1520278148.69,27.496,59.112,5a70
1520278149.29,27.500,59.109,f578
1520278149.89,27.507,59.122,e569
1520278150.50,27.496,59.117,0ad5
1520278151.10,27.489,59.119,d9fa
1520278151.71,27.504,59.127,7db9
1520278152.31,27.500,59.114,17e4
1520278152.91,27.504,59.114,1889
1520278153.52,27.500,59.127,72d4
1520278154.12,27.500,59.127,72d4
1520278154.73,27.500,59.117,2787
1520278155.33,27.500,59.127,72d4
1520278155.93,27.511,59.114,bb14
1520278156.54,27.504,59.122,2d1c
1520278157.14,27.514,59.114,f3aa
1520278157.75,27.496,59.112,5a70
1520278158.35,27.511,59.112,dbd2
1520278158.96,27.504,59.114,1889
1520278159.56,27.507,59.122,e569
1520278160.16,27.514,59.122,c63f
1520278160.77,27.504,59.119,c924
1520278161.37,27.507,59.109,3260
1520278161.98,27.504,59.114,1889
1520278162.58,27.518,59.117,d27e
1520278163.18,27.504,59.117,28ea
1520278163.79,27.504,59.117,28ea
1520278164.39,27.507,59.114,d0fc
1520278164.99,27.511,59.122,8e81
1520278165.60,27.507,59.114,d0fc
1520278166.20,27.500,59.114,17e4
1520278166.81,27.507,59.107,d3ae
1520278167.41,27.504,59.119,c924
1520278168.02,27.507,59.114,d0fc
1520278168.62,27.496,59.117,0ad5
1520278169.23,27.507,59.112,b03a
1520278169.83,27.504,59.117,28ea
1520278170.43,27.486,59.109,3309
1520278171.04,27.496,59.117,0ad5
1520278171.64,27.511,59.119,6ab9
1520278172.24,27.500,59.122,2271
1520278172.85,27.507,59.119,0151
1520278173.45,27.496,59.112,5a70
1520278174.06,27.507,59.114,d0fc
1520278174.66,27.504,59.122,2d1c
1520278175.26,27.504,59.125,5dfb
1520278175.87,27.504,59.114,1889
1520278176.47,27.507,59.125,958e
1520278177.08,27.514,59.117,c3c9
1520278177.68,27.493,59.122,479d
1520278178.29,27.500,59.107,14b6
1520278178.89,27.514,59.112,936c
1520278179.49,27.511,59.125,fe66
1520278180.10,27.511,59.125,fe66
1520278180.70,27.507,59.127,b5cc
1520278181.31,27.507,59.114,d0fc
1520278181.91,27.511,59.122,8e81
1520278182.51,27.504,59.119,c924
1520278183.12,27.511,59.117,8b77
1520278183.72,27.511,59.117,8b77
1520278184.32,27.504,59.109,fa15
1520278184.93,27.511,59.122,8e81
1520278185.53,27.514,59.112,936c
1520278186.14,27.500,59.119,c649
1520278186.74,27.514,59.119,2207
1520278187.35,27.504,59.117,28ea
1520278187.95,27.504,59.119,c924
1520278188.56,27.511,59.119,6ab9
1520278189.16,27.500,59.104,24d5
1520278189.76,27.511,59.114,bb14
1520278190.37,27.504,59.112,784f
1520278190.97,27.500,59.112,7722
1520278191.57,27.504,59.127,7db9
1520278192.18,27.500,59.122,2271
1520278192.78,27.504,59.114,1889
1520278193.39,27.500,59.104,24d5
1520278193.99,27.507,59.107,d3ae
1520278194.59,27.529,59.112,e84c
1520278195.20,27.500,59.112,7722
1520278195.80,27.504,59.109,fa15
1520278196.41,27.504,59.117,28ea
1520278197.01,27.511,59.109,5988
1520278197.62,27.514,59.119,2207
1520278198.22,27.507,59.117,e09f
1520278198.83,27.529,59.112,e84c
1520278199.43,27.504,59.107,1bdb
1520278200.03,27.507,59.114,d0fc
1520278200.64,27.504,59.107,1bdb
1520278201.24,27.507,59.112,b03a
1520278201.84,27.507,59.125,958e
1520278202.45,27.500,59.114,17e4
1520278203.05,27.507,59.114,d0fc
1520278203.65,27.504,59.107,1bdb
1520278204.26,27.507,59.117,e09f
1520278204.86,27.511,59.127,de24
1520278205.47,27.521,59.114,9650
1520278206.07,27.521,59.109,74cc
1520278206.68,27.507,59.117,e09f
1520278207.28,27.511,59.125,fe66
1520278207.89,27.507,59.117,e09f
1520278208.49,27.507,59.122,e569
1520278209.09,27.514,59.119,2207
1520278209.70,27.507,59.109,3260
1520278210.30,27.507,59.107,d3ae
1520278210.91,27.496,59.117,0ad5
1520278211.51,27.507,59.109,3260
1520278212.11,27.507,59.125,958e
1520278212.72,27.504,59.102,4b7e
1520278213.32,27.521,59.109,74cc
1520278213.92,27.511,59.114,bb14
1520278214.53,27.518,59.107,e14f
1520278215.13,27.514,59.102,a05d
1520278215.74,27.507,59.114,d0fc
1520278216.34,27.511,59.119,6ab9
1520278216.95,27.500,59.117,2787
1520278217.55,27.507,59.104,e3cd
1520278218.16,27.514,59.117,c3c9
1520278218.76,27.518,59.109,0081
1520278219.36,27.518,59.119,33b0
1520278219.97,27.518,59.117,d27e
1520278220.57,27.514,59.122,c63f
1520278221.17,27.525,59.119,4890
1520278221.78,27.504,59.117,28ea
1520278222.38,27.507,59.122,e569
1520278222.99,27.521,59.114,9650
1520278223.59,27.518,59.114,e21d
1520278224.19,27.504,59.125,5dfb
1520278224.80,27.507,59.104,e3cd
1520278225.40,27.507,59.122,e569
1520278226.01,27.511,59.114,bb14
1520278226.61,27.518,59.122,d788
1520278227.22,27.514,59.119,2207
1520278227.82,27.511,59.112,dbd2
1520278228.42,27.511,59.114,bb14
1520278229.03,27.500,59.114,17e4
1520278229.63,27.529,59.112,e84c
1520278230.24,27.511,59.107,b846
1520278230.84,27.511,59.107,b846
1520278231.44,27.518,59.117,d27e
1520278232.05,27.511,59.107,b846
1520278232.65,27.525,59.107,9a6f
1520278233.25,27.504,59.104,2bb8
1520278233.86,27.525,59.109,7ba1
1520278234.46,27.507,59.104,e3cd
1520278235.07,27.504,59.114,1889
1520278235.67,27.525,59.107,9a6f
1520278236.28,27.511,59.102,e8e3
1520278236.88,27.511,59.099,d420
1520278237.49,27.521,59.104,a561
1520278238.09,27.514,59.109,1136
1520278238.69,27.514,59.112,936c
1520278239.30,27.511,59.104,8825
1520278239.90,27.511,59.107,b846
1520278240.50,27.511,59.112,dbd2
1520278241.11,27.514,59.107,f0f8
1520278241.71,27.525,59.107,9a6f
1520278242.32,27.518,59.117,d27e
1520278242.92,27.514,59.112,936c
1520278243.52,27.514,59.109,1136
1520278244.13,27.521,59.099,f964
1520278244.73,27.511,59.102,e8e3
1520278245.34,27.507,59.104,e3cd
1520278245.94,27.518,59.107,e14f
1520278246.55,27.514,59.109,1136
1520278247.15,27.518,59.117,d27e
1520278247.75,27.518,59.112,82db
1520278248.36,27.521,59.104,a561
1520278248.96,27.514,59.114,f3aa
1520278249.57,27.525,59.109,7ba1
1520278250.17,27.514,59.109,1136
1520278250.77,27.525,59.114,993d
1520278251.38,27.518,59.114,e21d
1520278251.98,27.511,59.102,e8e3
1520278252.58,27.511,59.107,b846
1520278253.19,27.518,59.119,33b0
1520278253.79,27.521,59.109,74cc
1520278254.40,27.521,59.112,f696
1520278255.00,27.521,59.109,74cc
1520278255.61,27.511,59.109,5988
1520278256.21,27.529,59.112,e84c
1520278256.82,27.525,59.109,7ba1
1520278257.42,27.518,59.107,e14f
1520278258.02,27.518,59.122,d788
1520278258.63,27.514,59.107,f0f8
1520278259.23,27.514,59.114,f3aa
1520278259.83,27.521,59.104,a561
1520278260.44,27.518,59.112,82db
1520278261.04,27.532,59.109,579a
1520278261.65,27.511,59.117,8b77
1520278262.25,27.514,59.104,c09b
1520278262.85,27.514,59.122,c63f
1520278263.46,27.536,59.114,ba6b
1520278264.06,27.521,59.107,9502
1520278264.67,27.514,59.102,a05d
1520278265.27,27.518,59.102,b1ea
1520278265.88,27.525,59.104,aa0c
1520278266.48,27.518,59.117,d27e
1520278267.08,27.514,59.114,f3aa
1520278267.69,27.521,59.119,47fd
1520278268.29,27.529,59.112,e84c
1520278268.90,27.521,59.109,74cc
1520278269.50,27.521,59.119,47fd
1520278270.10,27.518,59.102,b1ea
1520278270.71,27.525,59.109,7ba1
1520278271.31,27.525,59.104,aa0c
1520278271.91,27.514,59.109,1136
1520278272.52,27.514,59.109,1136
1520278273.12,27.507,59.112,b03a
1520278273.73,27.521,59.117,a633
1520278274.33,27.514,59.119,2207
1520278274.94,27.507,59.109,3260
1520278275.54,27.518,59.107,e14f
1520278276.15,27.529,59.109,6a16
1520278276.75,27.507,59.107,d3ae
1520278277.35,27.518,59.109,0081
1520278277.96,27.514,59.107,f0f8
1520278278.56,27.532,59.104,8637
1520278279.16,27.518,59.122,d788
1520278279.77,27.525,59.104,aa0c
1520278280.37,27.536,59.107,b939
1520278280.98,27.521,59.107,9502
1520278281.58,27.529,59.117,b8e9
1520278282.18,27.525,59.117,a95e
