si7021_c,si7021_h,set,input,output
25.534,43.995,450,455.975,0.00
25.544,43.973,450,455.738,0.00
25.555,43.965,450,455.781,0.00
25.534,43.965,450,455.109,0.00
25.534,43.988,450,455.234,0.00
25.534,43.957,450,455.764,0.00
25.544,43.957,450,455.436,0.00
25.544,43.973,450,455.580,0.00
25.534,43.973,450,454.982,0.00
25.534,43.973,450,455.039,0.00
25.512,43.957,450,455.295,0.00
25.534,43.957,450,455.486,0.00
25.534,43.973,450,454.545,0.00
25.523,43.988,450,454.529,0.00
25.523,43.980,450,454.389,0.00
25.534,43.957,450,454.279,0.00
25.534,43.965,450,454.486,0.00
25.523,43.957,450,454.551,0.00
25.523,43.950,450,454.357,0.00
25.544,43.965,450,453.828,0.00
25.523,43.965,450,454.453,0.00
25.534,43.957,450,454.178,0.00
25.523,43.957,450,454.197,0.00
25.534,43.965,450,453.469,0.00
25.534,43.965,450,453.346,0.00
25.544,43.965,450,453.223,0.00
25.544,43.957,450,453.527,0.00
25.534,43.965,450,452.678,0.00
25.555,43.957,450,452.654,0.00
25.534,43.957,450,452.865,0.00
25.544,43.942,450,452.746,0.00
25.534,43.965,450,453.146,0.00
25.534,43.942,450,452.869,0.00
25.512,43.942,450,453.000,0.00
25.512,43.942,450,452.355,0.00
25.534,43.942,450,452.941,0.00
25.523,43.950,450,452.400,0.00
25.512,43.950,450,452.361,0.00
25.523,43.957,450,452.367,0.00
25.534,43.942,450,452.289,0.00
25.512,43.942,450,452.354,0.00
25.523,43.927,450,452.039,0.00
25.534,43.942,450,451.623,0.00
25.523,43.957,450,451.736,0.00
25.523,43.942,450,451.766,0.00
25.512,43.950,450,451.500,0.00
25.512,43.942,450,451.658,0.00
25.512,43.942,450,451.252,0.00
25.534,43.950,450,450.965,0.00
25.491,43.942,450,451.146,0.00
25.534,43.934,450,450.404,0.00
25.512,43.957,450,450.193,0.00
25.512,43.934,450,450.498,0.00
25.512,43.927,450,450.156,0.00
25.512,43.942,450,449.893,0.08
25.512,43.942,450,449.934,0.03
25.502,43.957,450,449.971,0.01
25.502,43.942,450,449.809,0.12
25.512,43.950,450,450.287,0.00
25.502,43.957,450,449.393,0.40
25.512,43.927,450,449.414,0.30
25.480,43.927,450,449.031,0.55
25.523,43.942,450,448.957,0.56
25.491,43.934,450,448.686,0.73
25.512,43.942,450,448.754,0.67
25.502,43.942,450,448.771,0.68
25.480,43.927,450,448.477,0.88
25.480,43.942,450,448.586,0.80
25.469,43.919,450,448.764,0.71
25.502,43.942,450,448.814,0.71
25.491,43.934,450,448.805,0.74
25.502,43.927,450,448.840,0.72
25.480,43.927,450,449.070,0.60
25.480,43.942,450,448.432,1.02
25.480,43.927,450,448.359,1.02
25.491,43.934,450,448.605,0.88
25.502,43.927,450,448.221,1.15
25.491,43.927,450,448.090,1.21
25.480,43.950,450,448.010,1.26
25.480,43.927,450,447.393,1.65
25.480,43.942,450,447.281,1.68
25.491,43.927,450,447.549,1.54
25.469,43.904,450,447.836,1.41
25.480,43.934,450,447.598,1.61
25.502,43.927,450,447.641,1.58
25.480,43.919,450,447.133,1.92
25.469,43.919,450,447.340,1.77
25.480,43.927,450,446.881,2.10
25.459,43.911,450,446.803,2.13
25.480,43.911,450,446.877,2.11
25.459,43.927,450,447.029,2.06
25.469,43.927,450,446.574,2.38
25.480,43.904,450,446.533,2.39
25.480,43.927,450,445.902,2.81
25.480,43.911,450,446.600,2.36
25.469,43.919,450,446.643,2.44
25.469,43.927,450,446.104,2.81
25.469,43.927,450,446.410,2.60
25.459,43.927,450,446.176,2.81
25.469,43.927,450,446.395,2.69
25.448,43.927,450,445.949,3.02
25.459,43.927,450,446.133,2.91
25.459,43.927,450,445.771,3.19
25.448,43.911,450,446.309,2.86
25.459,43.919,450,445.725,3.31
25.459,43.904,450,445.959,3.15
25.448,43.927,450,445.711,3.37
25.448,43.911,450,445.467,3.53
25.437,43.919,450,445.318,3.65
25.459,43.942,450,445.285,3.70
25.448,43.927,450,445.463,3.63
25.448,43.927,450,444.926,4.02
25.448,43.904,450,444.889,4.04
25.448,43.911,450,444.215,4.50
25.459,43.919,450,444.396,4.38
25.448,43.911,450,444.584,4.34
25.448,43.904,450,444.066,4.73
25.459,43.896,450,443.705,4.96
25.448,43.911,450,444.100,4.74
25.437,43.904,450,443.980,4.92
25.448,43.911,450,443.400,5.32
25.448,43.919,450,443.469,5.28
25.426,43.919,450,443.877,5.11
25.426,43.919,450,443.697,5.32
25.437,43.934,450,443.357,5.57
25.448,43.919,450,443.338,5.62
25.448,43.927,450,443.146,5.80
25.416,43.919,450,443.367,5.71
25.426,43.934,450,443.137,5.94
25.416,43.919,450,443.059,6.03
25.426,43.927,450,442.693,6.32
25.448,43.919,450,442.744,6.32
25.416,43.927,450,443.008,6.24
25.448,43.934,450,442.547,6.62
25.416,43.919,450,442.074,6.93
25.426,43.934,450,442.578,6.66
25.426,43.919,450,442.100,7.08
25.416,43.919,450,441.775,7.30
25.405,43.919,450,441.631,7.44
25.416,43.919,450,442.049,7.26
25.416,43.934,450,442.041,7.38
25.416,43.919,450,442.016,7.48
25.405,43.927,450,441.689,7.75
25.416,43.934,450,441.910,7.67
25.394,43.919,450,441.268,8.16
25.405,43.934,450,441.916,7.79
25.416,43.927,450,442.211,7.76
25.405,43.919,450,441.408,8.35
25.416,43.950,450,442.086,7.95
25.405,43.934,450,441.672,8.35
25.394,43.934,450,441.127,8.72
25.405,43.919,450,440.773,8.97
25.405,43.950,450,440.937,8.93
25.394,43.934,450,440.707,9.18
25.405,43.942,450,440.705,9.25
25.416,43.942,450,440.256,9.61
25.394,43.942,450,440.363,9.60
25.405,43.957,450,440.271,9.76
25.394,43.950,450,439.854,10.11
25.394,43.950,450,439.889,10.14
25.394,43.957,450,439.980,10.19
25.405,43.934,450,439.807,10.41
25.405,43.942,450,439.596,10.62
25.384,43.957,450,439.508,10.76
25.405,43.957,450,439.777,10.69
25.384,43.957,450,439.654,10.89
25.394,43.950,450,440.033,10.75
25.384,43.973,450,439.713,11.09
25.405,43.950,450,439.568,11.25
25.394,43.957,450,439.020,11.67
25.394,43.957,450,439.119,11.67
25.373,43.950,450,439.127,11.78
25.394,43.957,450,439.215,11.83
25.394,43.957,450,438.760,12.23
25.384,43.965,450,438.691,12.34
25.384,43.950,450,439.021,12.24
25.384,43.957,450,438.766,12.54
25.373,43.950,450,438.740,12.64
25.384,43.957,450,438.281,13.03
25.373,43.957,450,438.598,12.91
25.373,43.965,450,438.295,13.24
25.384,43.965,450,438.018,13.50
25.373,43.965,450,438.406,13.35
25.373,43.973,450,438.041,13.73
25.373,43.973,450,438.008,13.83
25.384,43.973,450,437.664,14.16
25.373,43.965,450,437.187,14.54
25.373,43.957,450,437.437,14.47
25.373,43.973,450,437.189,14.77
25.341,43.973,450,436.742,15.15
25.373,43.965,450,437.121,15.00
25.384,43.965,450,437.516,14.93
25.384,43.965,450,437.201,15.29
25.351,43.965,450,436.648,15.72
25.362,43.973,450,436.914,15.64
25.362,43.973,450,436.988,15.75
25.373,43.995,450,436.477,16.20
25.362,43.973,450,436.621,16.19
25.351,43.965,450,436.229,16.58
25.362,43.980,450,436.244,16.67
25.351,43.965,450,436.238,16.81
25.373,43.980,450,435.598,17.34
25.341,43.965,450,436.049,17.14
25.341,43.980,450,435.248,17.82
25.351,43.980,450,435.729,17.59
25.362,43.973,450,435.693,17.80
25.362,43.980,450,435.402,18.12
25.351,43.980,450,435.451,18.21
25.330,43.980,450,435.406,18.39
25.362,43.973,450,435.354,18.56
25.330,43.988,450,434.775,19.05
25.351,43.988,450,434.656,19.22
25.330,44.003,450,434.457,19.48
25.330,43.995,450,434.678,19.48
25.330,43.988,450,434.756,19.61
25.330,43.995,450,434.576,19.88
25.351,43.988,450,434.801,19.88
25.341,43.995,450,434.502,20.24
25.341,43.988,450,434.904,20.12
25.351,44.011,450,434.666,20.45
25.319,44.003,450,434.506,20.68
25.330,43.988,450,434.520,20.81
25.319,44.003,450,433.770,21.43
25.319,44.011,450,434.139,21.29
25.330,44.011,450,433.971,21.59
25.319,44.011,450,433.775,21.85
25.330,44.011,450,433.937,21.89
25.319,44.011,450,433.266,22.48
25.319,44.011,450,433.049,22.71
25.330,44.011,450,433.580,22.54
25.298,43.995,450,433.406,22.86
25.319,44.011,450,434.359,22.43
25.308,44.011,450,433.199,23.39
25.298,44.011,450,433.312,23.37
25.330,44.026,450,433.064,23.70
25.308,44.026,450,433.176,23.77
25.330,44.018,450,432.723,24.23
25.308,44.011,450,432.832,24.29
25.308,44.018,450,432.754,24.52
25.298,44.034,450,433.016,24.53
25.298,44.018,450,432.463,25.06
25.308,44.034,450,431.656,25.67
25.298,44.026,450,431.805,25.68
25.298,44.018,450,431.904,25.82
25.298,44.034,450,431.816,26.06
25.308,44.034,450,431.928,26.17
25.298,44.011,450,431.885,26.39
25.298,44.034,450,431.594,26.74
25.308,44.041,450,431.701,26.83
25.287,44.034,450,431.729,27.01
25.298,44.034,450,431.627,27.26
25.287,44.034,450,431.199,27.69
25.298,44.034,450,431.205,27.83
25.298,44.041,450,430.684,28.34
25.298,44.034,450,430.881,28.36
25.298,44.041,450,430.930,28.54
25.287,44.034,450,430.729,28.86
25.298,44.041,450,430.871,28.94
25.298,44.049,450,430.941,29.11
25.287,44.049,450,430.605,29.51
25.276,44.049,450,430.734,29.59
25.298,44.056,450,430.477,29.95
25.298,44.041,450,430.777,29.94
25.276,44.056,450,430.396,30.39
25.276,44.056,450,430.658,30.39
25.287,44.049,450,430.379,30.78
25.276,44.049,450,430.029,31.16
25.276,44.056,450,430.162,31.25
25.266,44.034,450,429.916,31.61
25.276,44.064,450,429.744,31.89
25.298,44.056,450,430.186,31.81
25.276,44.072,450,430.008,32.16
25.255,44.056,450,430.053,32.31
25.276,44.064,450,429.777,32.68
25.298,44.064,450,429.535,33.01
25.266,44.072,450,429.264,33.35
25.266,44.056,450,429.596,33.33
25.276,44.072,450,428.916,33.98
25.266,44.064,450,428.449,34.41
25.266,44.087,450,428.742,34.40
25.276,44.064,450,428.707,34.66
25.266,44.079,450,428.611,34.93
25.255,44.056,450,428.791,35.03
25.255,44.072,450,428.572,35.39
25.276,44.079,450,428.152,35.84
25.255,44.072,450,428.307,35.92
25.266,44.072,450,428.154,36.25
25.255,44.087,450,427.955,36.57
25.244,44.087,450,427.748,36.90
25.266,44.079,450,427.914,37.00
25.244,44.072,450,427.861,37.27
25.244,44.087,450,427.744,37.56
25.223,44.087,450,427.494,37.92
25.244,44.095,450,428.105,37.75
25.255,44.095,450,427.766,38.23
25.266,44.095,450,427.561,38.55
25.255,44.087,450,427.455,38.81
25.255,44.102,450,426.928,39.35
25.233,44.102,450,426.941,39.52
25.244,44.095,450,426.400,40.08
25.233,44.110,450,426.814,40.01
25.244,44.087,450,427.043,40.15
25.255,44.087,450,426.701,40.61
25.223,44.095,450,426.676,40.82
25.233,44.102,450,426.318,41.27
25.233,44.095,450,426.357,41.45
25.233,44.110,450,426.227,41.77
25.223,44.125,450,426.811,41.64
25.244,44.102,450,426.441,42.15
25.223,44.110,450,426.328,42.42
25.233,44.125,450,426.432,42.58
25.233,44.117,450,425.998,43.09
25.233,44.110,450,426.451,43.01
25.223,44.110,450,425.713,43.74
25.276,44.133,450,426.000,43.74
25.233,44.110,450,425.297,44.43
25.244,44.117,450,425.828,44.29
25.233,44.133,450,425.459,44.81
25.233,44.110,450,425.730,44.85
25.212,44.140,450,425.586,45.21
25.233,44.125,450,424.729,45.96
25.233,44.140,450,425.445,45.69
25.212,44.125,450,424.844,46.38
25.223,44.140,450,424.951,46.50
25.223,44.148,450,424.750,46.88
25.223,44.140,450,424.600,47.21
25.223,44.140,450,424.885,47.27
25.223,44.148,450,424.691,47.67
25.233,44.156,450,424.955,47.74
25.212,44.125,450,424.453,48.33
25.201,44.148,450,424.877,48.27
25.223,44.156,450,424.629,48.72
25.212,44.171,450,424.703,48.90
25.212,44.148,450,424.432,49.33
25.212,44.148,450,424.232,49.68
25.212,44.163,450,424.164,49.96
25.201,44.148,450,423.918,50.36
25.190,44.156,450,424.025,50.53
25.223,44.140,450,423.822,50.93
25.212,44.163,450,424.473,50.77
25.212,44.163,450,423.604,51.62
25.201,44.156,450,423.439,51.90
25.212,44.163,450,423.400,52.17
25.212,44.156,450,423.443,52.41
25.201,44.140,450,422.848,53.04
25.190,44.163,450,423.064,53.12
25.212,44.179,450,422.982,53.46
25.201,44.156,450,423.023,53.70
25.190,44.163,450,423.299,53.80
25.190,44.179,450,422.994,54.28
25.190,44.156,450,423.330,54.32
25.180,44.179,450,422.934,54.86
25.212,44.171,450,422.557,55.32
25.201,44.179,450,422.820,55.40
25.190,44.179,450,422.303,56.01
25.201,44.171,450,421.943,56.46
25.190,44.171,450,421.939,56.70
25.190,44.179,450,421.609,57.18
25.190,44.179,450,421.324,57.61
25.190,44.179,450,421.670,57.66
25.190,44.179,450,421.764,57.92
25.180,44.186,450,421.293,58.50
25.180,44.194,450,421.373,58.69
25.190,44.186,450,421.342,59.00
25.190,44.186,450,421.279,59.32
25.190,44.179,450,421.984,59.17
25.190,44.179,450,421.635,59.74
25.169,44.186,450,421.486,60.08
25.180,44.194,450,421.086,60.59
25.180,44.201,450,421.273,60.73
25.190,44.201,450,421.248,61.05
25.169,44.194,450,420.998,61.48
25.190,44.209,450,420.801,61.87
25.180,44.209,450,421.154,61.93
25.169,44.186,450,421.213,62.21
25.190,44.194,450,421.176,62.53
25.180,44.209,450,421.018,62.91
25.190,44.217,450,420.861,63.28
25.169,44.209,450,420.680,63.67
25.158,44.201,450,421.010,63.74
25.148,44.224,450,420.109,64.61
25.148,44.217,450,420.037,64.87
25.169,44.224,450,420.789,64.70
25.158,44.224,450,420.248,65.40
25.158,44.224,450,420.098,65.73
25.148,44.224,450,420.717,65.64
25.158,44.224,450,419.869,66.51
25.158,44.224,450,420.217,66.52
25.180,44.224,450,419.668,67.18
25.137,44.232,450,419.324,67.64
25.180,44.240,450,419.051,68.08
25.148,44.217,450,419.662,67.99
25.169,44.232,450,419.732,68.31
25.158,44.224,450,419.107,69.00
25.158,44.232,450,419.230,69.17
25.169,44.232,450,419.254,69.48
25.148,44.247,450,419.678,69.53
25.137,44.240,450,419.354,70.07
25.148,44.240,450,419.096,70.50
25.169,44.240,450,418.861,70.93
25.148,44.240,450,419.061,71.10
25.148,44.255,450,418.379,71.84
25.148,44.255,450,418.135,72.24
25.148,44.240,450,418.172,72.51
25.126,44.247,450,418.174,72.83
25.158,44.255,450,418.309,73.07
25.158,44.240,450,417.828,73.69
25.137,44.262,450,417.498,74.17
25.148,44.255,450,417.619,74.38
25.137,44.232,450,417.258,74.94
25.126,44.270,450,418.277,74.61
25.137,44.262,450,417.811,75.31
25.137,44.262,450,417.391,75.85
25.137,44.278,450,417.447,76.10
25.148,44.255,450,416.934,76.74
25.126,44.262,450,416.717,77.15
25.137,44.262,450,417.434,77.03
25.148,44.270,450,417.277,77.52
25.137,44.278,450,416.965,78.02
25.137,44.255,450,417.135,78.22
25.126,44.262,450,417.459,78.36
25.115,44.278,450,417.105,78.94
25.126,44.293,450,417.174,79.19
25.137,44.285,450,416.941,79.67
25.126,44.285,450,417.020,79.93
25.126,44.293,450,416.762,80.42
25.126,44.308,450,417.258,80.42
25.126,44.293,450,416.971,80.98
25.126,44.316,450,417.104,81.20
25.126,44.293,450,416.344,82.00
25.126,44.278,450,416.029,82.46
25.115,44.293,450,416.193,82.66
25.115,44.285,450,416.092,83.08
25.126,44.301,450,416.006,83.46
25.105,44.293,450,415.957,83.82
25.137,44.293,450,416.047,84.10
25.115,44.316,450,415.754,84.63
25.105,44.293,450,415.934,84.83
25.126,44.301,450,415.945,85.19
25.115,44.293,450,415.176,86.00
25.126,44.308,450,414.955,86.40
25.105,44.316,450,415.184,86.59
25.115,44.285,450,415.262,86.91
25.105,44.308,450,415.051,87.40
25.115,44.308,450,415.174,87.65
25.126,44.308,450,415.631,87.73
25.105,44.323,450,415.232,88.37
25.115,44.301,450,414.955,88.84
25.115,44.316,450,415.039,89.11
25.094,44.331,450,414.750,89.65
25.105,44.323,450,414.475,90.14
25.094,44.323,450,414.369,90.53
25.105,44.308,450,414.145,91.02
25.105,44.316,450,414.135,91.36
25.094,44.323,450,414.236,91.65
25.105,44.323,450,414.105,92.10
25.105,44.331,450,414.109,92.44
25.105,44.323,450,413.992,92.87
25.105,44.323,450,413.625,93.45
25.105,44.339,450,414.387,93.31
25.105,44.323,450,414.791,93.50
25.083,44.346,450,414.414,94.12
25.083,44.346,450,414.229,94.55
25.083,44.339,450,414.248,94.88
25.062,44.346,450,413.979,95.40
25.094,44.362,450,414.432,95.46
25.094,44.339,450,414.223,95.99
25.083,44.331,450,413.891,96.52
25.083,44.346,450,413.648,97.00
25.094,44.354,450,414.145,97.04
25.083,44.339,450,413.930,97.58
25.083,44.354,450,414.025,97.86
25.083,44.346,450,414.160,98.14
25.094,44.369,450,414.187,98.50
25.105,44.339,450,413.646,99.19
