timestamp,svrt
1512730462.709,10000094.0
1512730463.735,10000123.0
1512730467.086,10000127.0
1512730470.439,10000130.0
1512730473.791,10000154.0
1512730477.143,10000131.0
1512730480.495,10000129.0
1512730483.848,10000131.0
1512730487.199,10000125.0
1512730490.552,10000133.0
1512730493.903,10000126.0
1512730497.256,10000146.0
1512730500.608,10000146.0
1512730503.960,10000143.0
1512730507.312,10000132.0
1512730510.663,10000127.0
1512730514.016,10000136.0
1512730517.368,10000129.0
1512730520.720,10000129.0
1512730524.072,10000132.0
1512730527.425,10000134.0
1512730530.776,10000137.0
1512730534.129,10000132.0
1512730537.480,10000131.0
1512730540.832,10000134.0
1512730544.185,10000133.0
1512730547.536,10000127.0
1512730550.889,10000131.0
1512730554.241,10000133.0
1512730557.593,10000130.0
1512730560.945,10000131.0
1512730564.297,10000131.0
1512730567.650,10000131.0
1512730571.001,10000131.0
1512730574.353,10000132.0
1512730577.705,10000136.0
1512730581.057,10000132.0
1512730584.410,10000127.0
1512730587.761,10000130.0
1512730591.114,10000133.0
1512730594.466,10000130.0
1512730597.817,10000129.0
1512730601.170,10000135.0
1512730604.522,10000127.0
1512730607.874,10000135.0
1512730611.226,10000137.0
1512730614.578,10000129.0
1512730617.930,10000142.0
1512730621.282,10000131.0
1512730624.635,10000131.0
1512730627.986,10000127.0
1512730631.339,10000129.0
1512730634.690,10000127.0
1512730638.043,10000129.0
1512730641.395,10000127.0
1512730644.747,10000130.0
1512730648.099,10000128.0
1512730651.451,10000131.0
1512730654.803,10000131.0
1512730658.155,10000130.0
1512730661.508,10000128.0
1512730664.859,10000134.0
1512730668.212,10000143.0
1512730671.564,10000136.0
1512730674.916,10000135.0
1512730678.267,10000135.0
1512730681.620,10000139.0
1512730684.971,10000136.0
1512730688.324,10000135.0
1512730691.676,10000137.0
1512730695.028,10000138.0
1512730698.380,10000137.0
1512730701.733,10000134.0
1512730705.084,10000132.0
1512730708.437,10000139.0
1512730711.788,10000141.0
1512730715.140,10000148.0
1512730718.493,10000146.0
1512730721.844,10000140.0
1512730725.197,10000139.0
1512730728.548,10000141.0
1512730731.901,10000143.0
1512730735.253,10000149.0
1512730738.605,10000142.0
1512730741.957,10000145.0
1512730745.310,10000146.0
1512730748.661,10000140.0
1512730752.014,10000149.0
1512730755.365,10000140.0
1512730758.717,10000134.0
1512730762.070,10000132.0
1512730765.421,10000134.0
1512730768.774,10000139.0
1512730772.125,10000145.0
1512730775.478,10000154.0
1512730778.829,10000140.0
1512730782.182,10000130.0
1512730785.534,10000133.0
1512730788.886,10000133.0
1512730792.238,10000132.0
1512730795.590,10000132.0
1512730798.943,10000137.0
1512730802.294,10000138.0
1512730805.646,10000150.0
1512730808.998,10000133.0
1512730812.350,10000133.0
1512730815.703,10000142.0
1512730819.054,10000130.0
1512730822.407,10000133.0
1512730825.759,10000132.0
1512730829.111,10000135.0
1512730832.463,10000132.0
1512730835.815,10000132.0
1512730839.167,10000134.0
1512730842.520,10000139.0
1512730845.871,10000135.0
1512730849.224,10000133.0
1512730852.575,10000133.0
1512730855.927,10000134.0
1512730859.280,10000137.0
1512730862.631,10000142.0
1512730865.984,10000134.0
1512730869.336,10000136.0
1512730872.688,10000136.0
1512730876.040,10000134.0
1512730879.392,10000133.0
1512730882.744,10000136.0
1512730886.096,10000139.0
1512730889.449,10000136.0
1512730892.800,10000135.0
1512730896.152,10000132.0
1512730899.504,10000136.0
1512730902.856,10000138.0
1512730906.209,10000139.0
1512730909.561,10000138.0
1512730912.912,10000141.0
1512730916.265,10000146.0
1512730919.617,10000146.0
1512730922.969,10000190.0
1512730926.321,10000141.0
1512730929.674,10000143.0
1512730933.025,10000146.0
1512730936.377,10000139.0
1512730939.729,10000140.0
1512730943.081,10000148.0
1512730946.434,10000140.0
1512730949.785,10000143.0
1512730953.138,10000147.0
1512730956.489,10000146.0
1512730959.842,10000142.0
1512730963.194,10000144.0
1512730966.545,10000141.0
1512730969.898,10000141.0
1512730973.250,10000143.0
1512730976.602,10000150.0
1512730979.954,10000161.0
1512730983.307,10000149.0
1512730986.658,10000154.0
1512730990.010,10000140.0
1512730993.363,10000140.0
1512730996.714,10000140.0
1512731000.067,10000140.0
1512731003.418,10000140.0
1512731006.772,10000141.0
1512731010.122,10000143.0
1512731013.475,10000139.0
1512731016.827,10000139.0
1512731020.178,10000139.0
1512731023.531,10000139.0
1512731026.883,10000138.0
1512731030.235,10000137.0
1512731033.588,10000139.0
1512731036.939,10000144.0
1512731040.292,10000152.0
1512731043.643,10000144.0
1512731046.995,10000143.0
1512731050.348,10000140.0
1512731053.699,10000143.0
1512731057.052,10000147.0
1512731060.404,10000149.0
1512731063.756,10000145.0
1512731067.108,10000148.0
1512731070.460,10000141.0
1512731073.812,10000141.0
1512731077.165,10000141.0
1512731080.516,10000138.0
1512731083.868,10000140.0
1512731087.220,10000138.0
1512731090.572,10000139.0
1512731093.925,10000138.0
1512731097.276,10000139.0
1512731100.630,10000140.0
1512731103.980,10000146.0
1512731107.333,10000141.0
1512731110.685,10000149.0
1512731114.036,10000152.0
1512731117.389,10000154.0
1512731120.741,10000144.0
1512731124.093,10000144.0
1512731127.445,10000145.0
1512731130.797,10000146.0
1512731134.149,10000161.0
1512731137.502,10000163.0
1512731140.853,10000171.0
1512731144.205,10000178.0
1512731147.558,10000173.0
1512731150.910,10000174.0
1512731154.261,10000166.0
1512731157.614,10000141.0
1512731160.966,10000144.0
1512731164.317,10000137.0
1512731167.670,10000141.0
1512731171.022,10000140.0
1512731174.374,10000141.0
1512731177.726,10000140.0
1512731181.078,10000140.0
1512731184.430,10000160.0
1512731187.783,10000160.0
1512731191.134,10000154.0
1512731194.486,10000138.0
1512731197.839,10000142.0
1512731201.190,10000150.0
1512731204.543,10000142.0
1512731207.894,10000145.0
1512731211.247,10000148.0
1512731214.599,10000142.0
1512731217.951,10000146.0
1512731221.303,10000135.0
1512731224.655,10000135.0
1512731228.007,10000133.0
1512731231.359,10000136.0
1512731234.711,10000239.0
1512731238.063,10000229.0
1512731241.416,10000251.0
1512731244.767,10000155.0
1512731248.120,10000130.0
1512731251.471,10000131.0
1512731254.823,10000143.0
1512731258.176,10000137.0
1512731261.527,10000133.0
1512731264.880,10000133.0
1512731268.232,10000131.0
1512731271.584,10000131.0
1512731274.936,10000128.0
1512731278.288,10000142.0
1512731281.640,10000132.0
1512731284.992,10000127.0
1512731288.344,10000130.0
1512731291.696,10000136.0
1512731295.048,10000138.0
1512731298.401,10000130.0
1512731301.752,10000132.0
1512731305.105,10000131.0
1512731308.456,10000135.0
1512731311.809,10000130.0
1512731315.161,10000131.0
1512731318.513,10000130.0
1512731321.864,10000136.0
1512731325.217,10000140.0
1512731328.569,10000138.0
1512731331.921,10000135.0
1512731335.273,10000136.0
1512731338.626,10000134.0
1512731341.977,10000128.0
1512731345.330,10000132.0
1512731348.681,10000138.0
1512731352.034,10000135.0
1512731355.386,10000129.0
1512731358.737,10000132.0
1512731362.090,10000127.0
1512731365.441,10000129.0
1512731368.794,10000136.0
1512731372.146,10000130.0
1512731375.498,10000129.0
1512731378.850,10000132.0
1512731382.202,10000132.0
1512731385.554,10000131.0
1512731388.906,10000131.0
1512731392.258,10000136.0
1512731395.611,10000141.0
1512731398.962,10000135.0
1512731402.315,10000135.0
1512731405.666,10000133.0
1512731409.019,10000143.0
1512731412.371,10000133.0
1512731415.722,10000132.0
1512731419.075,10000134.0
1512731422.426,10000137.0
1512731425.779,10000134.0
1512731429.131,10000136.0
1512731432.483,10000134.0
1512731435.835,10000140.0
1512731439.187,10000135.0
1512731442.539,10000135.0
1512731445.891,10000137.0
1512731449.244,10000135.0
1512731452.595,10000132.0
1512731455.948,10000134.0
1512731459.300,10000133.0
1512731462.651,10000136.0
1512731466.004,10000132.0
1512731469.356,10000135.0
1512731472.708,10000146.0
1512731476.060,10000131.0
1512731479.412,10000130.0
1512731482.764,10000133.0
1512731486.116,10000176.0
1512731489.468,10000147.0
1512731492.821,10000133.0
1512731496.172,10000132.0
1512731499.525,10000144.0
1512731502.877,10000137.0
1512731506.228,10000139.0
1512731509.581,10000130.0
1512731512.933,10000135.0
1512731516.285,10000131.0
1512731519.637,10000130.0
1512731522.989,10000136.0
1512731526.341,10000133.0
1512731529.693,10000131.0
1512731533.045,10000140.0
1512731536.397,10000131.0
1512731539.749,10000138.0
1512731543.102,10000133.0
1512731546.453,10000142.0
1512731549.806,10000139.0
1512731553.157,10000136.0
1512731556.509,10000147.0
1512731559.862,10000184.0
1512731563.213,10000136.0
1512731566.566,10000133.0
1512731569.918,10000134.0
1512731573.270,10000139.0
1512731576.622,10000136.0
1512731579.974,10000137.0
1512731583.326,10000133.0
1512731586.679,10000146.0
1512731590.030,10000144.0
1512731593.382,10000137.0
1512731596.734,10000140.0
1512731600.086,10000138.0
1512731603.439,10000140.0
1512731606.790,10000140.0
1512731610.143,10000138.0
1512731613.494,10000141.0
1512731616.847,10000143.0
1512731620.199,10000141.0
1512731623.551,10000143.0
1512731626.903,10000137.0
1512731630.255,10000183.0
1512731633.608,10000203.0
1512731636.959,10000152.0
1512731640.312,10000143.0
1512731643.663,10000141.0
1512731647.015,10000143.0
1512731650.367,10000143.0
1512731653.719,10000154.0
1512731657.072,10000181.0
1512731660.423,10000156.0
1512731663.776,10000180.0
1512731667.127,10000168.0
1512731670.480,10000163.0
1512731673.832,10000145.0
1512731677.184,10000140.0
1512731680.536,10000142.0
1512731683.888,10000149.0
1512731687.240,10000137.0
1512731690.592,10000135.0
1512731693.944,10000132.0
1512731697.296,10000131.0
1512731700.648,10000134.0
1512731704.000,10000134.0
1512731707.353,10000137.0
1512731710.705,10000143.0
1512731714.056,10000144.0
1512731717.409,10000147.0
1512731720.760,10000141.0
1512731724.113,10000157.0
1512731727.465,10000162.0
1512731730.817,10000157.0
1512731734.169,10000140.0
1512731737.521,10000144.0
1512731740.873,10000148.0
1512731744.226,10000168.0
1512731747.577,10000149.0
1512731750.930,10000148.0
1512731754.281,10000142.0
1512731757.635,10000143.0
1512731760.985,10000144.0
1512731764.338,10000153.0
1512731767.690,10000167.0
1512731771.042,10000161.0
1512731774.394,10000163.0
1512731777.745,10000160.0
1512731781.098,10000158.0
1512731784.450,10000159.0
1512731787.802,10000162.0
1512731791.154,10000163.0
1512731794.507,10000165.0
1512731797.858,10000169.0
1512731801.210,10000165.0
1512731804.563,10000170.0
1512731807.914,10000148.0
1512731811.267,10000144.0
1512731814.618,10000147.0
1512731817.971,10000147.0
1512731821.323,10000145.0
1512731824.675,10000147.0
1512731828.027,10000147.0
1512731831.379,10000146.0
1512731834.731,10000147.0
1512731838.084,10000149.0
1512731841.435,10000144.0
1512731844.788,10000146.0
1512731848.140,10000165.0
1512731851.491,10000173.0
1512731854.844,10000176.0
1512731858.195,10000147.0
1512731861.548,10000145.0
1512731864.900,10000145.0
1512731868.252,10000145.0
1512731871.604,10000146.0
1512731874.956,10000149.0
1512731878.308,10000152.0
1512731881.660,10000149.0
1512731885.012,10000141.0
1512731888.364,10000154.0
1512731891.716,10000139.0
1512731895.069,10000141.0
1512731898.420,10000141.0
1512731901.773,10000142.0
1512731905.124,10000138.0
1512731908.476,10000142.0
1512731911.829,10000132.0
1512731915.181,10000136.0
1512731918.533,10000132.0
1512731921.885,10000139.0
1512731925.236,10000147.0
1512731928.589,10000140.0
1512731931.941,10000134.0
1512731935.293,10000137.0
1512731938.645,10000136.0
1512731941.997,10000139.0
1512731945.349,10000140.0
1512731948.702,10000135.0
1512731952.053,10000138.0
1512731955.405,10000146.0
1512731958.758,10000137.0
1512731962.109,10000136.0
1512731965.462,10000137.0
1512731968.813,10000138.0
1512731972.166,10000136.0
1512731975.518,10000133.0
1512731978.870,10000133.0
1512731982.222,10000135.0
1512731985.574,10000137.0
1512731988.926,10000140.0
1512731992.278,10000175.0
1512731995.640,10000171.0
1512731998.983,10000131.0
1512732002.334,10000128.0
1512732005.687,10000133.0
1512732009.039,10000130.0
1512732012.391,10000127.0
1512732015.743,10000126.0
1512732019.094,10000130.0
1512732022.447,10000133.0
1512732025.799,10000130.0
1512732029.151,10000132.0
1512732032.503,10000129.0
1512732035.855,10000131.0
1512732039.207,10000126.0
1512732042.559,10000128.0
1512732045.911,10000131.0
1512732049.263,10000151.0
1512732052.616,10000130.0
1512732055.967,10000130.0
1512732059.320,10000128.0
1512732062.671,10000128.0
1512732066.024,10000128.0
1512732069.376,10000132.0
1512732072.727,10000136.0
1512732076.080,10000151.0
1512732079.432,10000129.0
1512732082.784,10000131.0
1512732086.136,10000152.0
1512732089.488,10000215.0
1512732092.840,10000128.0
1512732096.192,10000130.0
1512732099.544,10000130.0
1512732102.896,10000130.0
1512732106.249,10000134.0
1512732109.601,10000127.0
1512732112.952,10000129.0
1512732116.305,10000128.0
1512732119.658,10000132.0
1512732123.009,10000130.0
1512732126.361,10000134.0
1512732129.713,10000127.0
1512732133.065,10000130.0
1512732136.417,10000136.0
1512732139.769,10000135.0
1512732143.121,10000133.0
1512732146.474,10000130.0
1512732149.825,10000134.0
1512732153.178,10000133.0
1512732156.529,10000133.0
1512732159.881,10000130.0
1512732163.234,10000128.0
1512732166.585,10000130.0
1512732169.938,10000134.0
1512732173.290,10000133.0
1512732176.641,10000140.0
1512732179.994,10000133.0
1512732183.346,10000138.0
1512732186.698,10000136.0
1512732190.050,10000142.0
1512732193.402,10000144.0
1512732196.754,10000138.0
1512732200.107,10000154.0
1512732203.458,10000133.0
1512732206.811,10000132.0
1512732210.162,10000131.0
1512732213.514,10000129.0
1512732216.867,10000134.0
1512732220.218,10000129.0
1512732223.571,10000126.0
1512732226.923,10000128.0
1512732230.275,10000125.0
1512732233.627,10000154.0
1512732236.979,10000130.0
1512732240.331,10000132.0
1512732243.683,10000130.0
1512732247.035,10000128.0
1512732250.388,10000139.0
1512732253.739,10000132.0
1512732257.092,10000129.0
1512732260.443,10000126.0
1512732263.796,10000128.0
1512732267.147,10000129.0
1512732270.499,10000139.0
1512732273.852,10000133.0
1512732277.203,10000129.0
1512732280.556,10000129.0
1512732283.908,10000127.0
1512732287.260,10000129.0
1512732290.612,10000131.0
1512732293.965,10000132.0
1512732297.316,10000131.0
1512732300.668,10000128.0
1512732304.021,10000127.0
1512732307.372,10000128.0
1512732310.725,10000128.0
1512732314.077,10000130.0
1512732317.428,10000133.0
1512732320.781,10000132.0
1512732324.132,10000134.0
1512732327.485,10000129.0
1512732330.836,10000135.0
1512732334.189,10000134.0
1512732337.541,10000131.0
1512732340.893,10000130.0
1512732344.245,10000132.0
1512732347.597,10000131.0
