timestamp,humidity
1512730464.218,52.2352
1512730465.217,52.2504
1512730466.217,52.2428
1512730467.217,52.2504
1512730468.216,52.2504
1512730469.216,52.2581
1512730470.215,52.2352
1512730471.215,52.2352
1512730472.214,52.2581
1512730473.218,52.2504
1512730474.213,52.2504
1512730475.217,52.2657
1512730476.216,52.2809
1512730477.216,52.2809
1512730478.215,52.2809
1512730479.215,52.2962
1512730480.214,52.3115
1512730481.214,52.3191
1512730482.213,52.3115
1512730483.213,52.3191
1512730484.212,52.3115
1512730485.212,52.3115
1512730486.211,52.3267
1512730487.211,52.3115
1512730488.214,52.3191
1512730489.214,52.3115
1512730490.213,52.3267
1512730491.213,52.3191
1512730492.212,52.3420
1512730493.212,52.3267
1512730494.211,52.3191
1512730495.211,52.3267
1512730496.210,52.3420
1512730497.210,52.3496
1512730498.210,52.3572
1512730499.209,52.3649
1512730500.212,52.3725
1512730501.208,52.3649
1512730502.212,52.3649
1512730503.211,52.3572
1512730504.211,52.3572
1512730505.210,52.3572
1512730506.210,52.3572
1512730507.209,52.3572
1512730508.209,52.3649
1512730509.208,52.3496
1512730510.208,52.3420
1512730511.207,52.3725
1512730512.207,52.3725
1512730513.206,52.3496
1512730514.210,52.3572
1512730515.209,52.3496
1512730516.209,52.3572
1512730517.208,52.3572
1512730518.208,52.3420
1512730519.207,52.3420
1512730520.207,52.3496
1512730521.206,52.3496
1512730522.206,52.3344
1512730523.205,52.3649
1512730524.205,52.3649
1512730525.204,52.3649
1512730526.204,52.3649
1512730527.207,52.3801
1512730528.203,52.3801
1512730529.206,52.3954
1512730530.206,52.4183
1512730531.205,52.4030
1512730532.205,52.4183
1512730533.205,52.4030
1512730534.204,52.4259
1512730535.204,52.4259
1512730536.203,52.4259
1512730537.203,52.4183
1512730538.202,52.4412
1512730539.206,52.4335
1512730540.201,52.4335
1512730541.205,52.4183
1512730542.204,52.4335
1512730543.204,52.4412
1512730544.203,52.4641
1512730545.203,52.4564
1512730546.202,52.4488
1512730547.202,52.4869
1512730548.201,52.4793
1512730549.201,52.4946
1512730550.200,52.4946
1512730551.200,52.4946
1512730552.199,52.5022
1512730553.203,52.5022
1512730554.202,52.5175
1512730555.202,52.5175
1512730556.201,52.5175
1512730557.201,52.5022
1512730558.200,52.5327
1512730559.200,52.5480
1512730560.199,52.5251
1512730561.199,52.5175
1512730562.199,52.5632
1512730563.198,52.5632
1512730564.198,52.5480
1512730565.197,52.5632
1512730566.201,52.5403
1512730567.196,52.5480
1512730568.200,52.5556
1512730569.199,52.5632
1512730570.199,52.5480
1512730571.198,52.5709
1512730572.198,52.5632
1512730573.197,52.5632
1512730574.197,52.5709
1512730575.196,52.5785
1512730576.196,52.5632
1512730577.195,52.5632
1512730578.195,52.5938
1512730579.194,52.5632
1512730580.198,52.5709
1512730581.197,52.5632
1512730582.197,52.5632
1512730583.197,52.5632
1512730584.196,52.5709
1512730585.195,52.5632
1512730586.195,52.5480
1512730587.194,52.5251
1512730588.194,52.5327
1512730589.193,52.5327
1512730590.193,52.5251
1512730591.192,52.5327
1512730592.192,52.5327
1512730593.191,52.4946
1512730594.195,52.4946
1512730595.194,52.4869
1512730596.194,52.4869
1512730597.194,52.4946
1512730598.193,52.4869
1512730599.193,52.4641
1512730600.192,52.4641
1512730601.192,52.4641
1512730602.191,52.4641
1512730603.191,52.4564
1512730604.190,52.4488
1512730605.190,52.4564
1512730606.189,52.4488
1512730607.193,52.4564
1512730608.192,52.4412
1512730609.192,52.4335
1512730610.191,52.4335
1512730611.191,52.4488
1512730612.190,52.4335
1512730613.190,52.4488
1512730614.189,52.4488
1512730615.189,52.4335
1512730616.188,52.4564
1512730617.188,52.4793
1512730618.188,52.4717
1512730619.191,52.4793
1512730620.186,52.4717
1512730621.190,52.4946
1512730622.189,52.4946
1512730623.189,52.5022
1512730624.188,52.4946
1512730625.188,52.4869
1512730626.187,52.4946
1512730627.187,52.4946
1512730628.186,52.4946
1512730629.186,52.4946
1512730630.186,52.4717
1512730631.185,52.4793
1512730632.184,52.4717
1512730633.188,52.4793
1512730634.188,52.4717
1512730635.187,52.4793
1512730636.187,52.4717
1512730637.186,52.4564
1512730638.186,52.4717
1512730639.185,52.4488
1512730640.185,52.4564
1512730641.184,52.4335
1512730642.184,52.4335
1512730643.183,52.4335
1512730644.183,52.4183
1512730645.182,52.4259
1512730646.186,52.4183
1512730647.181,52.4106
1512730648.185,52.4183
1512730649.184,52.3801
1512730650.184,52.4183
1512730651.183,52.4030
1512730652.183,52.4030
1512730653.182,52.4030
1512730654.182,52.4030
1512730655.182,52.4030
1512730656.181,52.4030
1512730657.180,52.4030
1512730658.180,52.4183
1512730659.180,52.4259
1512730660.183,52.4335
1512730661.182,52.4335
1512730662.182,52.4335
1512730663.181,52.4412
1512730664.181,52.4488
1512730665.181,52.4488
1512730666.180,52.4412
1512730667.180,52.4259
1512730668.179,52.4412
1512730669.179,52.4641
1512730670.178,52.4717
1512730671.178,52.4412
1512730672.179,52.4488
1512730673.181,52.4641
1512730674.180,52.4488
1512730675.180,52.4488
1512730676.179,52.4488
1512730677.179,52.4488
1512730678.178,52.4641
1512730679.178,52.4335
1512730680.177,52.4641
1512730681.177,52.4488
1512730682.176,52.4335
1512730683.176,52.4335
1512730684.176,52.4335
1512730685.175,52.4335
1512730686.174,52.4488
1512730687.178,52.4564
1512730688.177,52.4564
1512730689.177,52.4488
1512730690.177,52.4641
1512730691.176,52.4641
1512730692.176,52.4641
1512730693.175,52.4717
1512730694.175,52.4946
1512730695.174,52.4946
1512730696.174,52.4793
1512730697.173,52.4793
1512730698.173,52.4869
1512730699.176,52.5175
1512730700.175,52.5175
1512730701.175,52.5175
1512730702.174,52.5251
1512730703.174,52.5175
1512730704.174,52.5327
1512730705.173,52.5327
1512730706.173,52.5403
1512730707.172,52.5480
1512730708.172,52.5327
1512730709.171,52.5327
1512730710.171,52.5403
1512730711.170,52.5480
1512730712.170,52.5403
1512730713.173,52.5251
1512730714.173,52.5403
1512730715.173,52.5327
1512730716.172,52.5327
1512730717.171,52.5327
1512730718.171,52.5251
1512730719.170,52.5327
1512730720.171,52.5327
1512730721.170,52.5327
1512730722.169,52.5327
1512730723.168,52.5175
1512730724.168,52.5175
1512730725.168,52.5251
1512730726.171,52.5327
1512730727.167,52.5175
1512730728.170,52.5022
1512730729.170,52.5098
1512730730.169,52.4869
1512730731.169,52.4869
1512730732.168,52.4946
1512730733.168,52.4869
1512730734.167,52.4793
1512730735.167,52.4488
1512730736.166,52.4717
1512730737.166,52.4793
1512730738.169,52.4564
1512730739.165,52.4488
1512730740.168,52.4717
1512730741.168,52.4488
1512730742.167,52.4641
1512730743.167,52.4488
1512730744.166,52.4488
1512730745.166,52.4488
1512730746.165,52.4564
1512730747.165,52.4488
1512730748.164,52.4641
1512730749.164,52.4641
1512730750.163,52.4488
1512730751.163,52.4488
1512730752.162,52.4412
1512730753.166,52.4335
1512730754.165,52.4183
1512730755.165,52.4259
1512730756.164,52.4259
1512730757.164,52.4335
1512730758.163,52.4335
1512730759.163,52.4106
1512730760.163,52.4259
1512730761.162,52.4259
1512730762.162,52.4183
1512730763.161,52.4335
1512730764.161,52.4488
1512730765.160,52.4335
1512730766.160,52.3954
1512730767.163,52.4183
1512730768.163,52.3954
1512730769.163,52.4259
1512730770.162,52.4106
