timestamp,run3-ltz1000-4
1517372548.066,7189505.100
1517372551.406,7189505.500
1517372554.748,7189506.400
1517372558.089,7189500.700
1517372561.445,7189497.900
1517372564.786,7189497.900
1517372568.127,7189497.800
1517372571.483,7189496.800
1517372574.824,7189497.900
1517372578.165,7189497.100
1517372581.522,7189498.200
1517372584.862,7189496.400
1517372588.203,7189496.800
1517372591.544,7189499.000
1517372594.900,7189497.600
1517372598.241,7189497.400
1517372601.582,7189497.500
1517372604.939,7189499.300
1517372608.280,7189498.000
1517372611.621,7189496.100
1517372614.962,7189495.400
1517372618.318,7189500.700
1517372621.659,7189495.900
1517372625.000,7189498.400
1517372628.356,7189493.000
1517372631.697,7189498.000
1517372635.038,7189503.200
1517372638.379,7189497.000
1517372641.736,7189496.500
1517372645.077,7189497.300
1517372648.417,7189496.300
1517372651.774,7189497.600
1517372655.115,7189497.300
1517372658.456,7189497.900
1517372661.796,7189498.000
1517372665.153,7189497.500
1517372668.494,7189497.000
1517372671.835,7189497.900
1517372675.192,7189497.000
1517372678.533,7189497.800
1517372681.873,7189497.100
1517372685.214,7189498.300
1517372688.571,7189502.500
1517372691.912,7189500.600
1517372695.252,7189497.100
1517372698.609,7189495.700
1517372701.950,7189496.900
1517372705.291,7189497.800
1517372708.632,7189497.300
1517372711.988,7189497.000
1517372715.329,7189496.400
1517372718.670,7189500.100
1517372722.027,7189501.200
1517372725.367,7189500.200
1517372728.709,7189501.600
1517372732.050,7189500.900
1517372735.406,7189500.400
1517372738.747,7189501.600
1517372742.088,7189502.100
1517372745.445,7189500.900
1517372748.785,7189499.400
1517372752.126,7189500.300
1517372755.468,7189499.900
1517372758.824,7189499.200
1517372762.165,7189500.300
1517372765.506,7189498.000
1517372768.862,7189498.500
1517372772.203,7189497.800
1517372775.544,7189497.400
1517372778.885,7189497.100
1517372782.242,7189498.400
1517372785.582,7189501.100
1517372788.924,7189499.700
1517372792.280,7189494.500
1517372795.621,7189497.900
1517372798.962,7189492.700
1517372802.303,7189496.000
1517372805.660,7189495.900
1517372809.001,7189492.700
1517372812.342,7189492.300
1517372815.698,7189493.300
1517372819.039,7189492.100
1517372822.380,7189492.100
1517372825.721,7189492.100
1517372829.077,7189491.600
1517372832.418,7189491.800
1517372835.759,7189490.900
1517372839.116,7189492.600
1517372842.457,7189492.300
1517372845.798,7189491.700
1517372849.139,7189492.600
1517372852.496,7189491.700
1517372855.837,7189492.800
1517372859.177,7189491.400
1517372862.534,7189493.600
1517372865.875,7189493.500
1517372869.216,7189493.300
1517372872.557,7189491.900
1517372875.913,7189497.600
1517372879.254,7189492.800
1517372882.595,7189494.700
1517372885.952,7189495.900
1517372889.293,7189495.000
1517372892.633,7189495.000
1517372895.974,7189496.600
1517372899.331,7189495.400
1517372902.672,7189491.600
1517372906.012,7189489.800
1517372909.369,7189493.500
1517372912.710,7189497.900
1517372916.051,7189497.900
