timestamp,v,temp_c
1531359925.1,7045700.54,22.138
1531359930.26,7045700.46,22.137
1531359935.43,7045700.96,22.134
1531359940.59,7045701.44,22.132
1531359945.76,7045700.29,22.135
1531359950.92,7045699.76,22.137
1531359956.09,7045700.99,22.14
1531359961.26,7045700.72,22.125
1531359966.42,7045699.04,22.12
1531359971.59,7045697.97,22.122
1531359976.75,7045698.03,22.12
1531359981.92,7045699.13,22.126
1531359987.08,7045696.57,22.122
1531359992.25,7045697.03,22.114
1531359997.41,7045698.28,22.119
1531360002.58,7045700.62,22.112
1531360007.74,7045702.18,22.112
1531360012.91,7045700.05,22.12
1531360018.07,7045699.1,22.112
1531360023.24,7045696.84,22.119
1531360028.41,7045698.83,22.112
1531360033.57,7045698.24,22.114
1531360038.74,7045694.66,22.115
1531360043.9,7045696.22,22.119
1531360049.07,7045695.06,22.119
1531360054.23,7045697.27,22.117
1531360059.4,7045696.45,22.125
1531360064.56,7045696.5,22.117
1531360069.73,7045695.37,22.122
1531360074.89,7045698.32,22.131
1531360080.06,7045697.15,22.125
1531360085.22,7045698.63,22.129
1531360090.39,7045700.03,22.126
1531360095.56,7045698.28,22.12
1531360100.72,7045698.3,22.131
1531360105.89,7045699.64,22.126
1531360111.05,7045697.57,22.134
1531360116.22,7045699.14,22.128
1531360121.38,7045697.58,22.125
1531360126.55,7045698.12,22.129
1531360131.71,7045697.25,22.138
1531360136.88,7045697.34,22.137
1531360142.04,7045695.54,22.128
1531360147.21,7045695.57,22.126
1531360152.38,7045695.19,22.129
1531360157.54,7045695.69,22.128
1531360162.71,7045694.82,22.134
1531360167.87,7045696.14,22.134
1531360173.04,7045697.84,22.135
1531360178.2,7045696.32,22.138
1531360183.37,7045695.66,22.137
1531360188.53,7045697.82,22.134
1531360193.7,7045695.59,22.138
1531360198.86,7045696.44,22.145
1531360204.03,7045696.17,22.132
1531360209.19,7045694.78,22.141
1531360214.36,7045695.73,22.137
1531360219.53,7045694.61,22.143
1531360224.69,7045696.04,22.132
1531360229.86,7045696.52,22.14
1531360235.02,7045696.41,22.131
1531360240.19,7045695.97,22.131
1531360245.35,7045697.39,22.14
1531360250.52,7045698.79,22.143
1531360255.68,7045700.54,22.148
1531360260.85,7045696.34,22.143
1531360266.01,7045694.7,22.143
1531360271.18,7045693.18,22.141
1531360276.34,7045691.58,22.146
1531360281.51,7045691.83,22.143
1531360286.68,7045695.28,22.138
1531360291.84,7045692.0,22.146
1531360297.01,7045692.85,22.135
1531360302.17,7045696.91,22.141
1531360307.34,7045696.53,22.151
1531360312.5,7045694.13,22.145
1531360317.67,7045697.54,22.154
1531360322.83,7045695.08,22.138
1531360328.0,7045692.1,22.143
1531360333.16,7045693.78,22.145
1531360338.33,7045695.39,22.141
1531360343.5,7045697.67,22.141
1531360348.66,7045692.47,22.134
1531360353.83,7045690.35,22.143
1531360358.99,7045692.34,22.149
1531360364.16,7045693.63,22.143
1531360369.32,7045693.58,22.152
1531360374.49,7045693.16,22.151
1531360379.65,7045693.11,22.148
1531360384.82,7045693.11,22.151
1531360389.98,7045695.13,22.148
1531360395.15,7045694.6,22.143
1531360400.31,7045696.41,22.146
1531360405.48,7045693.93,22.148
1531360410.65,7045693.77,22.145
1531360415.81,7045697.71,22.151
1531360420.98,7045700.22,22.151
1531360426.14,7045695.97,22.146
1531360431.31,7045695.29,22.145
1531360436.47,7045697.14,22.141
1531360441.64,7045695.06,22.154
1531360446.8,7045691.41,22.141
1531360451.97,7045693.42,22.14
1531360457.13,7045696.38,22.145
1531360462.3,7045692.44,22.143
1531360467.47,7045694.09,22.141
1531360472.63,7045696.95,22.138
1531360477.8,7045692.06,22.138
1531360482.96,7045691.96,22.146
1531360488.13,7045689.81,22.148
1531360493.29,7045691.14,22.148
1531360498.46,7045695.62,22.146
1531360503.62,7045697.11,22.154
1531360508.79,7045695.24,22.152
1531360513.95,7045696.35,22.149
1531360519.12,7045694.06,22.148
1531360524.28,7045694.81,22.145
1531360529.45,7045693.35,22.146
1531360534.62,7045693.17,22.151
1531360539.78,7045693.48,22.14
1531360544.95,7045691.45,22.151
1531360550.11,7045692.79,22.151
1531360555.28,7045694.1,22.145
1531360560.44,7045693.0,22.149
1531360565.61,7045695.09,22.149
1531360570.77,7045693.98,22.146
1531360575.94,7045697.48,22.149
1531360581.1,7045697.25,22.145
1531360586.27,7045691.64,22.154
1531360591.44,7045691.27,22.146
1531360596.6,7045693.23,22.163
1531360601.77,7045692.42,22.146
1531360606.93,7045694.85,22.154
1531360612.1,7045694.83,22.151
1531360617.26,7045695.77,22.152
1531360622.43,7045696.05,22.151
1531360627.59,7045695.38,22.155
1531360632.76,7045696.93,22.16
