timestamp,temp_c
1517383366.830,21.8424
1517383367.830,21.8424
1517383368.829,21.8317
1517383369.829,21.8424
1517383370.832,21.8317
1517383371.832,21.8424
1517383372.831,21.8210
1517383373.831,21.8317
1517383374.830,21.8424
1517383375.830,21.8424
1517383376.829,21.8637
1517383377.829,21.8317
1517383378.828,21.8424
1517383379.828,21.8531
1517383380.827,21.8424
1517383381.827,21.8210
1517383382.826,21.8531
1517383383.830,21.8424
1517383384.829,21.8531
1517383385.829,21.8531
1517383386.828,21.8424
1517383387.828,21.8424
1517383388.827,21.8637
1517383389.827,21.8637
1517383390.826,21.8424
1517383391.826,21.8637
1517383392.825,21.8531
1517383393.825,21.8531
1517383394.824,21.8531
1517383395.824,21.8637
1517383396.823,21.8531
1517383397.827,21.8531
1517383398.826,21.8637
1517383399.826,21.8637
1517383400.826,21.8637
1517383401.825,21.8744
1517383402.825,21.8424
1517383403.824,21.8424
1517383404.824,21.8424
1517383405.823,21.8531
1517383406.823,21.8424
1517383407.822,21.8637
1517383408.822,21.8531
1517383409.825,21.8424
1517383410.820,21.8531
1517383411.824,21.8637
1517383412.824,21.8424
1517383413.823,21.8637
1517383414.822,21.8531
1517383415.822,21.8424
1517383416.822,21.8531
1517383417.821,21.8531
1517383418.821,21.8637
1517383419.820,21.8531
1517383420.820,21.8424
1517383421.819,21.8424
1517383422.819,21.8424
1517383423.822,21.8424
1517383424.822,21.8210
1517383425.821,21.7996
1517383426.821,21.8317
1517383427.820,21.8317
1517383428.820,21.8317
1517383429.819,21.8210
1517383430.819,21.8210
1517383431.818,21.8210
1517383432.818,21.8103
1517383433.818,21.8103
1517383434.817,21.7996
1517383435.816,21.7996
1517383436.820,21.7889
1517383437.815,21.7889
1517383438.819,21.7996
1517383439.818,21.8103
1517383440.818,21.7782
1517383441.817,21.7996
1517383442.817,21.7889
1517383443.817,21.8103
1517383444.816,21.7675
1517383445.816,21.7889
1517383446.815,21.7996
1517383447.814,21.7889
1517383448.818,21.7675
1517383449.814,21.7889
1517383450.817,21.7782
1517383451.817,21.7675
1517383452.816,21.7996
1517383453.816,21.7675
1517383454.815,21.7782
1517383455.815,21.7568
1517383456.814,21.7675
1517383457.814,21.7889
1517383458.813,21.7675
1517383459.813,21.7675
1517383460.812,21.7889
1517383461.812,21.7782
1517383462.811,21.7889
1517383463.815,21.7675
1517383464.814,21.7782
1517383465.814,21.7889
1517383466.813,21.7568
1517383467.813,21.7782
1517383468.812,21.7996
1517383469.812,21.7675
1517383470.811,21.7996
1517383471.811,21.7996
1517383472.810,21.7996
1517383473.810,21.7889
1517383474.810,21.7889
1517383475.809,21.7782
1517383476.808,21.7889
1517383477.812,21.7782
1517383478.812,21.8103
1517383479.811,21.7996
1517383480.811,21.7996
1517383481.810,21.8210
1517383482.810,21.8103
1517383483.809,21.7996
1517383484.809,21.8103
1517383485.808,21.7782
1517383486.807,21.8317
1517383487.807,21.8210
1517383488.807,21.7996
1517383489.810,21.7996
1517383490.810,21.8103
1517383491.809,21.8103
1517383492.809,21.8103
1517383493.808,21.7996
1517383494.808,21.8210
1517383495.807,21.7996
1517383496.807,21.7996
1517383497.806,21.8103
1517383498.806,21.8103
1517383499.805,21.7996
1517383500.805,21.8210
1517383501.804,21.7996
1517383502.804,21.7996
1517383503.807,21.7996
1517383504.807,21.8103
1517383505.806,21.7996
1517383506.806,21.7996
1517383507.805,21.8210
1517383508.805,21.7996
1517383509.804,21.8103
1517383510.804,21.7889
1517383511.803,21.7996
1517383512.803,21.7889
1517383513.802,21.7996
1517383514.802,21.7889
1517383515.801,21.7996
1517383516.805,21.8103
1517383517.805,21.7782
1517383518.804,21.7889
1517383519.804,21.8103
1517383520.803,21.7996
1517383521.802,21.7996
1517383522.802,21.8103
1517383523.801,21.7996
1517383524.801,21.8210
1517383525.801,21.7996
1517383526.800,21.7996
1517383527.800,21.8103
1517383528.803,21.7996
1517383529.798,21.7996
1517383530.802,21.8103
1517383531.802,21.7996
1517383532.801,21.7996
1517383533.800,21.8103
1517383534.800,21.8103
1517383535.800,21.7996
1517383536.799,21.8103
1517383537.799,21.8103
1517383538.798,21.8103
1517383539.798,21.8210
1517383540.797,21.8103
1517383541.797,21.8103
1517383542.796,21.8317
1517383543.800,21.8103
1517383544.799,21.7996
1517383545.799,21.8317
1517383546.798,21.8210
1517383547.798,21.8317
1517383548.797,21.8317
1517383549.797,21.7996
1517383550.796,21.8210
1517383551.796,21.8210
1517383552.796,21.8210
1517383553.795,21.8103
1517383554.794,21.8210
1517383555.798,21.8103
1517383556.793,21.8317
1517383557.797,21.8317
1517383558.796,21.8210
1517383559.796,21.8210
1517383560.795,21.8210
1517383561.795,21.8424
1517383562.795,21.8210
1517383563.794,21.8424
1517383564.794,21.8424
1517383565.793,21.8317
1517383566.793,21.8531
1517383567.796,21.8531
1517383568.792,21.8424
1517383569.795,21.8424
1517383570.795,21.8637
1517383571.794,21.8637
1517383572.794,21.8744
1517383573.793,21.8531
1517383574.792,21.8851
1517383575.792,21.8637
1517383576.792,21.8851
1517383577.791,21.8744
1517383578.791,21.8744
1517383579.790,21.8851
1517383580.790,21.8851
1517383581.789,21.8958
1517383582.793,21.8851
1517383583.792,21.8637
1517383584.792,21.8851
1517383585.791,21.8851
1517383586.791,21.9172
1517383587.790,21.8958
1517383588.790,21.9065
1517383589.789,21.8851
1517383590.789,21.8851
1517383591.788,21.9065
1517383592.788,21.9065
1517383593.787,21.9172
1517383594.791,21.9065
1517383595.786,21.9065
1517383596.790,21.9065
1517383597.789,21.9065
1517383598.789,21.9172
1517383599.789,21.9279
1517383600.788,21.9493
1517383601.788,21.9065
1517383602.787,21.9279
1517383603.787,21.9386
1517383604.786,21.9172
1517383605.786,21.9386
1517383606.785,21.9279
1517383607.785,21.9279
1517383608.788,21.9600
1517383609.788,21.9493
1517383610.787,21.9386
1517383611.787,21.9386
1517383612.786,21.9279
1517383613.786,21.9386
1517383614.785,21.9493
1517383615.785,21.9386
1517383616.784,21.9279
1517383617.784,21.9279
1517383618.783,21.9493
1517383619.783,21.9493
1517383620.782,21.9493
1517383621.786,21.9493
1517383622.781,21.9493
1517383623.785,21.9279
1517383624.784,21.9600
1517383625.784,21.9386
1517383626.783,21.9172
1517383627.783,21.9386
1517383628.782,21.9065
1517383629.782,21.9279
1517383630.781,21.9172
1517383631.781,21.9279
1517383632.781,21.9279
1517383633.780,21.9172
1517383634.779,21.9279
1517383635.783,21.9065
1517383636.782,21.9172
1517383637.782,21.9065
1517383638.781,21.9172
1517383639.781,21.9065
1517383640.781,21.8958
1517383641.780,21.9279
1517383642.780,21.9172
1517383643.779,21.9279
1517383644.779,21.9172
1517383645.778,21.9065
1517383646.778,21.9172
1517383647.781,21.9172
1517383648.780,21.9172
1517383649.780,21.9279
1517383650.779,21.9065
1517383651.779,21.9065
1517383652.779,21.9065
1517383653.778,21.9065
1517383654.778,21.9065
1517383655.777,21.9065
1517383656.777,21.9172
1517383657.776,21.8851
1517383658.776,21.9065
1517383659.775,21.9065
1517383660.775,21.8958
1517383661.774,21.9065
1517383662.778,21.9172
1517383663.777,21.8851
1517383664.777,21.8744
1517383665.776,21.8958
1517383666.776,21.8851
1517383667.775,21.8958
1517383668.775,21.8851
1517383669.774,21.8744
1517383670.774,21.8851
1517383671.773,21.8637
1517383672.773,21.8744
1517383673.772,21.9065
1517383674.776,21.8744
1517383675.775,21.8851
1517383676.775,21.8958
1517383677.775,21.8744
1517383678.774,21.8637
1517383679.773,21.8851
1517383680.773,21.8744
1517383681.773,21.8744
1517383682.772,21.8851
1517383683.772,21.8744
1517383684.771,21.8744
1517383685.771,21.8958
1517383686.770,21.8744
1517383687.770,21.8958
1517383688.773,21.8637
1517383689.773,21.8744
1517383690.772,21.8958
1517383691.772,21.8851
1517383692.771,21.8637
1517383693.771,21.8958
1517383694.770,21.9065
1517383695.770,21.8851
1517383696.769,21.8958
1517383697.769,21.8958
1517383698.768,21.8851
1517383699.768,21.8851
1517383700.767,21.8958
1517383701.771,21.8851
1517383702.770,21.8851
1517383703.770,21.9065
1517383704.769,21.8851
1517383705.769,21.9065
1517383706.768,21.9065
1517383707.768,21.9065
1517383708.767,21.9065
1517383709.767,21.9065
1517383710.766,21.9065
1517383711.766,21.9065
1517383712.765,21.9172
1517383713.769,21.9172
1517383714.764,21.8958
1517383715.768,21.9065
1517383716.768,21.9065
1517383717.767,21.8958
1517383718.766,21.9172
1517383719.766,21.8851
1517383720.765,21.9065
1517383721.765,21.9065
1517383722.765,21.9172
1517383723.764,21.8958
1517383724.763,21.9065
1517383725.763,21.8851
1517383726.762,21.8744
1517383727.766,21.8958
1517383728.766,21.8744
1517383729.765,21.8744
1517383730.765,21.8851
1517383731.764,21.8851
1517383732.764,21.8851
1517383733.764,21.8851
1517383734.763,21.8637
1517383735.762,21.8744
1517383736.762,21.8851
1517383737.761,21.8744
1517383738.761,21.8637
1517383739.760,21.8531
1517383740.764,21.8637
1517383741.759,21.8637
1517383742.763,21.8531
1517383743.762,21.8424
1517383744.762,21.8531
1517383745.761,21.8424
1517383746.761,21.8424
1517383747.761,21.8424
1517383748.760,21.8531
1517383749.760,21.8317
1517383750.759,21.8424
1517383751.758,21.8317
1517383752.762,21.8317
1517383753.758,21.8317
1517383754.761,21.8210
1517383755.760,21.8210
1517383756.760,21.8103
1517383757.760,21.8210
1517383758.759,21.8210
1517383759.759,21.7996
1517383760.758,21.8210
1517383761.758,21.8317
1517383762.757,21.8210
1517383763.757,21.7996
1517383764.756,21.8210
1517383765.756,21.7889
1517383766.755,21.7996
1517383767.759,21.7782
1517383768.758,21.7996
1517383769.758,21.7889
1517383770.757,21.7996
1517383771.757,21.7675
1517383772.756,21.7889
1517383773.756,21.7889
1517383774.755,21.7782
1517383775.755,21.7675
1517383776.754,21.7675
1517383777.754,21.7889
1517383778.753,21.7568
1517383779.757,21.7675
1517383780.752,21.7782
1517383781.756,21.7889
1517383782.755,21.7675
1517383783.755,21.7675
1517383784.755,21.7675
1517383785.754,21.7568
1517383786.754,21.7675
1517383787.753,21.7568
1517383788.753,21.7675
1517383789.752,21.7568
1517383790.752,21.7568
1517383791.751,21.7675
1517383792.751,21.7568
1517383793.754,21.7461
1517383794.754,21.7675
1517383795.753,21.7461
1517383796.753,21.7568
1517383797.752,21.7354
1517383798.752,21.7461
1517383799.751,21.7354
1517383800.751,21.7461
1517383801.750,21.7247
1517383802.750,21.7354
1517383803.749,21.7247
1517383804.749,21.7354
1517383805.748,21.7247
1517383806.752,21.7354
1517383807.751,21.7354
1517383808.751,21.7354
1517383809.750,21.7247
1517383810.750,21.7247
1517383811.749,21.7247
1517383812.749,21.7354
1517383813.748,21.7247
1517383814.748,21.7033
1517383815.747,21.7247
