timestamp,temp_c,humidity
1517383366.830,21.8424,59.6586
1517383367.830,21.8424,59.6662
1517383368.829,21.8317,59.6433
1517383369.829,21.8424,59.6357
1517383370.832,21.8317,59.6586
1517383371.832,21.8424,59.6204
1517383372.831,21.8210,59.6357
1517383373.831,21.8317,59.6204
1517383374.830,21.8424,59.6052
1517383375.830,21.8424,59.6204
1517383376.829,21.8637,59.6052
1517383377.829,21.8317,59.6052
1517383378.828,21.8424,59.5899
1517383379.828,21.8531,59.5823
1517383380.827,21.8424,59.6052
1517383381.827,21.8210,59.5975
1517383382.826,21.8531,59.5899
1517383383.830,21.8424,59.5899
1517383384.829,21.8531,59.5670
1517383385.829,21.8531,59.5823
1517383386.828,21.8424,59.5823
1517383387.828,21.8424,59.5670
1517383388.827,21.8637,59.5594
1517383389.827,21.8637,59.5746
1517383390.826,21.8424,59.5899
1517383391.826,21.8637,59.5823
1517383392.825,21.8531,59.5975
1517383393.825,21.8531,59.5899
1517383394.824,21.8531,59.5594
1517383395.824,21.8637,59.5670
1517383396.823,21.8531,59.5746
1517383397.827,21.8531,59.5975
1517383398.826,21.8637,59.5746
1517383399.826,21.8637,59.5594
1517383400.826,21.8637,59.5670
1517383401.825,21.8744,59.5746
1517383402.825,21.8424,59.5746
1517383403.824,21.8424,59.5594
1517383404.824,21.8424,59.5518
1517383405.823,21.8531,59.5518
1517383406.823,21.8424,59.5594
1517383407.822,21.8637,59.5670
1517383408.822,21.8531,59.5670
1517383409.825,21.8424,59.5594
1517383410.820,21.8531,59.5746
1517383411.824,21.8637,59.5746
1517383412.824,21.8424,59.5441
1517383413.823,21.8637,59.5594
1517383414.822,21.8531,59.5594
1517383415.822,21.8424,59.5518
1517383416.822,21.8531,59.5746
1517383417.821,21.8531,59.5670
1517383418.821,21.8637,59.5823
1517383419.820,21.8531,59.5670
1517383420.820,21.8424,59.5975
1517383421.819,21.8424,59.5823
1517383422.819,21.8424,59.5823
1517383423.822,21.8424,59.5823
1517383424.822,21.8210,59.5670
1517383425.821,21.7996,59.5670
1517383426.821,21.8317,59.5746
1517383427.820,21.8317,59.5746
1517383428.820,21.8317,59.5670
1517383429.819,21.8210,59.5670
1517383430.819,21.8210,59.5899
1517383431.818,21.8210,59.5823
1517383432.818,21.8103,59.5823
1517383433.818,21.8103,59.5899
1517383434.817,21.7996,59.5746
1517383435.816,21.7996,59.5746
1517383436.820,21.7889,59.5746
1517383437.815,21.7889,59.5899
1517383438.819,21.7996,59.5823
1517383439.818,21.8103,59.5975
1517383440.818,21.7782,59.5975
1517383441.817,21.7996,59.6128
1517383442.817,21.7889,59.6281
1517383443.817,21.8103,59.6128
1517383444.816,21.7675,59.6281
1517383445.816,21.7889,59.6433
1517383446.815,21.7996,59.6509
1517383447.814,21.7889,59.6357
1517383448.818,21.7675,59.6433
1517383449.814,21.7889,59.6586
1517383450.817,21.7782,59.6662
1517383451.817,21.7675,59.6738
1517383452.816,21.7996,59.6815
1517383453.816,21.7675,59.6738
1517383454.815,21.7782,59.7043
1517383455.815,21.7568,59.7043
1517383456.814,21.7675,59.6891
1517383457.814,21.7889,59.7043
1517383458.813,21.7675,59.7272
1517383459.813,21.7675,59.7196
1517383460.812,21.7889,59.7196
1517383461.812,21.7782,59.7272
1517383462.811,21.7889,59.7043
1517383463.815,21.7675,59.7272
1517383464.814,21.7782,59.7120
1517383465.814,21.7889,59.7349
1517383466.813,21.7568,59.7272
1517383467.813,21.7782,59.7043
