set_c,oven_c,output,ambient_c
25.000,22.419,205.00,20.847
25.000,22.432,205.00,20.825
25.000,22.590,205.00,20.836
25.000,22.867,205.00,20.836
25.000,23.169,205.00,20.825
25.000,23.477,205.00,20.804
25.000,23.763,205.00,20.836
25.000,24.029,205.00,20.815
25.000,24.271,205.00,20.815
25.000,24.492,186.25,20.825
25.000,24.687,114.78,20.815
25.000,24.856,52.68,20.836
25.000,24.960,14.67,20.836
25.000,24.971,10.78,20.825
25.000,24.885,42.01,20.836
25.000,24.768,84.93,20.825
25.000,24.663,123.35,20.815
25.000,24.624,137.92,20.825
25.000,24.638,132.87,20.836
25.000,24.715,104.59,20.804
25.000,24.802,72.65,20.825
25.000,24.881,43.66,20.815
25.000,24.904,35.10,20.836
25.000,24.897,37.68,20.815
25.000,24.871,47.22,20.836
25.000,24.809,69.88,20.825
25.000,24.780,80.44,20.793
25.000,24.763,86.88,20.847
25.000,24.782,79.85,20.815
25.000,24.807,70.68,20.836
25.000,24.853,53.85,20.815
25.000,24.887,41.53,20.815
25.000,24.891,39.82,20.815
25.000,24.890,40.46,20.815
25.000,24.881,43.75,20.825
25.000,24.857,52.30,20.804
25.000,24.828,62.91,20.815
25.000,24.823,64.80,20.815
25.000,24.840,58.75,20.815
25.000,24.875,45.77,20.825
25.000,24.889,40.69,20.836
25.000,24.895,38.38,20.815
25.000,24.896,38.13,20.836
25.000,24.893,39.23,20.825
25.000,24.889,40.59,20.847
25.000,24.888,41.03,20.825
25.000,24.886,41.80,20.804
25.000,24.886,41.65,20.836
25.000,24.886,41.57,20.825
25.000,24.888,40.90,20.815
25.000,24.890,40.34,20.804
25.000,24.892,39.47,20.804
25.000,24.896,37.94,20.815
25.000,24.905,34.84,20.815
25.000,24.908,33.68,20.825
25.000,24.911,32.55,20.815
25.000,24.906,34.38,20.815
25.000,24.903,35.54,20.804
25.000,24.899,37.03,20.815
25.000,24.901,36.32,20.782
26.000,24.904,205.00,20.825
26.000,24.928,205.00,20.836
26.000,25.057,205.00,20.793
26.000,25.272,205.00,20.793
26.000,25.510,178.21,20.815
26.000,25.745,92.79,20.815
26.000,25.943,20.82,20.782
26.000,26.063,0.00,20.793
26.000,26.068,0.00,20.804
26.000,25.992,2.98,20.815
26.000,25.872,46.52,20.793
26.000,25.753,89.65,20.815
26.000,25.675,118.13,20.825
26.000,25.671,119.84,20.815
26.000,25.716,103.11,20.782
26.000,25.798,73.34,20.793
26.000,25.881,43.09,20.772
26.000,25.941,21.50,20.793
26.000,25.944,20.36,20.782
26.000,25.930,25.47,20.793
26.000,25.860,50.95,20.793
26.000,25.808,69.88,20.825
26.000,25.769,83.93,20.782
26.000,25.773,82.71,20.793
26.000,25.813,67.86,20.793
26.000,25.859,51.39,20.793
26.000,25.909,33.16,20.772
26.000,25.936,23.36,20.772
26.000,25.932,24.74,20.793
26.000,25.890,40.09,20.804
26.000,25.852,53.79,20.804
26.000,25.832,61.09,20.793
26.000,25.824,63.95,20.793
26.000,25.843,57.06,20.815
26.000,25.857,52.09,20.793
26.000,25.889,40.45,20.804
26.000,25.920,28.93,20.782
26.000,25.932,24.87,20.793
26.000,25.914,31.32,20.782
26.000,25.876,45.13,20.804
26.000,25.853,53.37,20.793
26.000,25.851,54.04,20.804
26.000,25.854,53.22,20.815
26.000,25.869,47.47,20.793
26.000,25.902,35.45,20.815
26.000,25.929,25.62,20.804
26.000,25.933,24.18,20.793
26.000,25.921,28.84,20.804
26.000,25.881,43.42,20.804
26.000,25.857,51.96,20.815
26.000,25.853,53.34,20.815
26.000,25.861,50.66,20.815
26.000,25.888,40.66,20.804
26.000,25.925,27.08,20.815
26.000,25.938,22.66,20.815
26.000,25.938,22.69,20.815
26.000,25.918,29.92,20.815
26.000,25.881,43.18,20.836
26.000,25.856,52.26,20.815
26.000,25.856,52.37,20.804
