Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1520735813.84,2002.9942,-1.05,24.996,21.855,-0.478557808624
1520735814.84,2002.9942,-1.05,24.998,21.855,-0.472749410535
1520735815.84,2002.9942,-1.05,24.995,21.876,-0.466973401226
1520735816.84,2002.9958,-0.25,24.996,21.876,-0.461229780698
1520735817.84,2002.9958,-0.25,24.994,21.876,-0.45551854895
1520735818.84,2002.9958,-0.25,24.998,21.876,-0.449839705982
1520735819.84,2002.9958,-0.25,24.996,21.876,-0.444193251795
1520735820.84,2002.9945,-0.9,25.001,21.887,-0.438579186388
1520735821.84,2002.9945,-0.9,25.0,21.887,-0.432997509762
1520735822.84,2002.9945,-0.9,25.003,21.887,-0.427448221916
1520735823.84,2002.9963,0.0,24.999,21.898,-0.421931322851
1520735824.84,2002.9963,0.0,25.0,21.887,-0.416446812566
1520735825.84,2002.9963,0.0,24.995,21.876,-0.410994691061
1520735826.84,2002.9965,0.1,24.996,21.876,-0.405574958337
1520735827.84,2002.9965,0.1,24.995,21.876,-0.400187614393
1520735828.84,2002.9965,0.1,25.002,21.876,-0.394832659229
1520735829.84,2002.9965,0.1,25.001,21.887,-0.389510092846
1520735830.84,2002.997,0.35,25.007,21.876,-0.384219915244
1520735831.84,2002.997,0.35,25.005,21.876,-0.378962126421
1520735832.84,2002.997,0.35,25.005,21.876,-0.373736726379
1520735833.84,2002.995,-0.65,24.999,21.887,-0.368543715118
1520735834.84,2002.995,-0.65,24.996,21.876,-0.363383092637
1520735835.84,2002.995,-0.65,24.992,21.887,-0.358254858936
1520735836.84,2002.9953,-0.5,24.994,21.898,-0.353159014016
1520735837.84,2002.9953,-0.5,24.993,21.876,-0.348095557876
1520735838.84,2002.9953,-0.5,25.0,21.876,-0.343064490517
1520735839.84,2002.9953,-0.5,25.001,21.909,-0.338065811938
1520735840.84,2002.9955,-0.4,25.005,21.919,-0.333099522139
1520735841.84,2002.9955,-0.4,25.004,21.876,-0.328165621121
1520735842.84,2002.9955,-0.4,25.004,21.876,-0.323264108883
1520735843.84,2002.997,0.35,24.997,21.887,-0.318394985426
1520735844.84,2002.997,0.35,24.994,21.876,-0.313558250749
1520735845.84,2002.997,0.35,24.99,21.887,-0.308753904852
1520735846.84,2002.996,-0.15,24.992,21.898,-0.303981947736
1520735847.84,2002.996,-0.15,24.994,21.876,-0.2992423794
1520735848.84,2002.996,-0.15,25.002,21.887,-0.294535199844
1520735849.84,2002.996,-0.15,25.003,21.866,-0.289860409069
1520735850.84,2002.9922,-2.05,25.006,21.887,-0.285218007075
1520735851.84,2002.9922,-2.05,25.002,21.876,-0.280607993861
1520735852.84,2002.9922,-2.05,25.0,21.909,-0.276030369427
1520735853.84,2002.9953,-0.5,24.992,21.887,-0.271485133773
1520735854.85,2002.9953,-0.5,24.992,21.898,-0.2669722869
1520735855.84,2002.9953,-0.5,24.99,21.866,-0.262491828808
1520735856.85,2002.996,-0.15,24.995,21.876,-0.258043759496
1520735857.85,2002.996,-0.15,24.998,21.876,-0.253628078964
1520735858.85,2002.996,-0.15,25.005,21.887,-0.249244787212
