volts,ppm,temp_c,ambient_c
1517912223.88,69996.718,-4.78,33.024,20.965
1517912224.88,69996.716,-4.81,33.028,20.965
1517912225.88,69996.716,-4.81,33.026,20.965
1517912226.88,69996.716,-4.81,33.03,20.965
1517912227.88,69996.723,-4.71,33.029,20.986
1517912228.88,69996.723,-4.71,33.033,20.954
1517912229.88,69996.723,-4.71,33.031,20.976
1517912230.88,69996.723,-4.71,33.034,20.986
1517912231.88,69996.754,-4.27,33.031,20.954
1517912232.88,69996.754,-4.27,33.035,20.965
1517912233.88,69996.754,-4.27,33.033,20.976
1517912234.88,69996.771,-4.02,33.035,20.965
1517912235.88,69996.771,-4.02,33.034,20.976
1517912236.88,69996.771,-4.02,33.036,20.954
1517912237.88,69996.754,-4.27,33.034,20.976
1517912238.88,69996.754,-4.27,33.037,20.954
1517912239.88,69996.754,-4.27,33.035,20.976
1517912240.88,69996.754,-4.27,33.037,20.954
1517912241.88,69996.672,-5.44,33.036,20.965
1517912242.88,69996.672,-5.44,33.038,20.943
1517912243.88,69996.672,-5.44,33.036,20.943
1517912244.88,69996.683,-5.28,33.038,20.954
1517912245.88,69996.683,-5.28,33.036,20.986
1517912246.88,69996.683,-5.28,33.038,20.965
1517912247.88,69996.703,-4.99,33.036,20.965
1517912248.89,69996.703,-4.99,33.04,20.954
1517912249.89,69996.703,-4.99,33.038,20.954
1517912250.89,69996.703,-4.99,33.039,20.954
1517912251.89,69996.761,-4.17,33.036,20.965
1517912252.88,69996.761,-4.17,33.038,20.965
1517912253.88,69996.761,-4.17,33.034,20.954
1517912254.89,69996.751,-4.31,33.036,20.954
1517912255.89,69996.751,-4.31,33.035,20.976
1517912256.89,69996.751,-4.31,33.039,20.965
1517912257.89,69996.749,-4.34,33.036,20.965
1517912258.89,69996.749,-4.34,33.039,20.965
1517912259.89,69996.749,-4.34,33.036,20.954
1517912260.89,69996.749,-4.34,33.038,20.965
1517912261.89,69996.655,-5.68,33.036,20.954
1517912262.89,69996.655,-5.68,33.037,20.954
1517912263.89,69996.655,-5.68,33.034,20.965
1517912264.89,69996.695,-5.11,33.036,20.954
1517912265.89,69996.695,-5.11,33.032,20.954
1517912266.89,69996.695,-5.11,33.033,20.954
1517912267.89,69996.708,-4.92,33.031,20.954
1517912268.89,69996.708,-4.92,33.034,20.954
1517912269.89,69996.708,-4.92,33.032,20.965
1517912270.89,69996.708,-4.92,33.034,20.976
1517912271.89,69996.726,-4.67,33.032,20.965
1517912272.89,69996.726,-4.67,33.033,20.976
1517912273.89,69996.726,-4.67,33.03,20.954
1517912274.89,69996.738,-4.49,33.031,20.965
1517912275.89,69996.738,-4.49,33.026,20.954
1517912276.89,69996.738,-4.49,33.029,20.976
1517912277.89,69996.741,-4.45,33.026,20.954
1517912278.89,69996.741,-4.45,33.029,20.954
1517912279.89,69996.741,-4.45,33.025,20.965
1517912280.89,69996.741,-4.45,33.029,20.954
1517912281.89,69996.7,-5.04,33.025,20.976
1517912282.89,69996.7,-5.04,33.029,20.954
1517912283.89,69996.7,-5.04,33.027,20.976
1517912284.89,69996.674,-5.41,33.029,20.976
1517912285.89,69996.674,-5.41,33.026,20.976
1517912286.89,69996.674,-5.41,33.028,20.986
1517912287.89,69996.7,-5.04,33.024,20.986
1517912288.89,69996.7,-5.04,33.026,20.986
1517912289.89,69996.7,-5.04,33.025,20.965
1517912290.89,69996.7,-5.04,33.028,20.954
1517912291.89,69996.738,-4.49,33.026,20.976
1517912292.89,69996.738,-4.49,33.029,20.965
1517912293.89,69996.738,-4.49,33.027,20.965
1517912294.89,69996.741,-4.45,33.029,20.954
1517912295.89,69996.741,-4.45,33.027,20.965
1517912296.9,69996.741,-4.45,33.03,20.965
1517912297.9,69996.741,-4.45,33.027,20.965
1517912298.9,69996.733,-4.57,33.03,20.954
1517912299.9,69996.733,-4.57,33.026,20.976
1517912300.89,69996.733,-4.57,33.029,20.943
1517912301.89,69996.741,-4.45,33.026,20.965
1517912302.89,69996.741,-4.45,33.03,20.954
1517912303.9,69996.741,-4.45,33.028,20.954
1517912304.9,69996.721,-4.74,33.029,20.986
1517912305.9,69996.721,-4.74,33.027,20.954
1517912306.9,69996.721,-4.74,33.03,20.954
1517912307.9,69996.721,-4.74,33.028,20.954
1517912308.89,69996.698,-5.07,33.031,20.954
1517912309.9,69996.698,-5.07,33.026,20.954
1517912310.9,69996.698,-5.07,33.028,20.976
1517912311.9,69996.7,-5.04,33.023,20.954
1517912312.9,69996.7,-5.04,33.026,20.976
1517912313.9,69996.7,-5.04,33.022,20.965
1517912314.9,69996.716,-4.81,33.024,20.954
1517912315.9,69996.716,-4.81,33.021,20.954
1517912316.9,69996.716,-4.81,33.026,20.954
1517912317.9,69996.716,-4.81,33.023,20.976
1517912318.9,69996.713,-4.85,33.026,20.954
1517912319.9,69996.713,-4.85,33.023,20.965
1517912320.9,69996.713,-4.85,33.026,20.954
1517912321.9,69996.738,-4.49,33.024,20.965
1517912322.9,69996.738,-4.49,33.026,20.954
1517912323.9,69996.738,-4.49,33.023,20.965
1517912324.9,69996.721,-4.74,33.024,20.976
1517912325.9,69996.721,-4.74,33.019,20.943
1517912326.9,69996.721,-4.74,33.022,20.965
1517912327.9,69996.721,-4.74,33.018,20.965
1517912328.9,69996.705,-4.97,33.022,20.954
1517912329.9,69996.705,-4.97,33.018,20.965
1517912330.9,69996.705,-4.97,33.021,20.954
1517912331.9,69996.708,-4.92,33.019,20.976
1517912332.9,69996.708,-4.92,33.022,20.943
1517912333.9,69996.708,-4.92,33.018,20.954
1517912334.9,69996.698,-5.07,33.02,20.954
1517912335.9,69996.698,-5.07,33.015,20.954
1517912336.9,69996.698,-5.07,33.018,20.954
1517912337.9,69996.698,-5.07,33.015,20.943
1517912338.9,69996.736,-4.52,33.019,20.954
1517912339.9,69996.736,-4.52,33.016,20.965
1517912340.9,69996.736,-4.52,33.019,20.954
1517912341.9,69996.733,-4.57,33.015,20.943
1517912342.9,69996.733,-4.57,33.018,20.965
1517912343.9,69996.733,-4.57,33.015,20.954
1517912344.9,69996.728,-4.64,33.017,20.954
1517912345.91,69996.728,-4.64,33.014,20.954
1517912346.91,69996.728,-4.64,33.016,20.954
1517912347.9,69996.728,-4.64,33.012,20.943
1517912348.9,69996.723,-4.71,33.014,20.943
1517912349.9,69996.723,-4.71,33.011,20.954
1517912350.9,69996.723,-4.71,33.014,20.954
1517912351.91,69996.721,-4.74,33.013,20.965
1517912352.91,69996.721,-4.74,33.016,20.954
1517912353.91,69996.721,-4.74,33.013,20.954
1517912354.91,69996.721,-4.74,33.017,20.965
1517912355.91,69996.731,-4.59,33.012,20.976
1517912356.9,69996.731,-4.59,33.015,20.954
1517912357.91,69996.731,-4.59,33.011,20.954
1517912358.91,69996.693,-5.14,33.014,20.954
1517912359.91,69996.693,-5.14,33.01,20.965
1517912360.91,69996.693,-5.14,33.014,20.976
1517912361.91,69996.721,-4.74,33.01,20.965
1517912362.91,69996.721,-4.74,33.013,20.976
1517912363.91,69996.721,-4.74,33.01,20.976
1517912364.91,69996.721,-4.74,33.012,20.976
1517912365.91,69996.736,-4.52,33.009,20.954
1517912366.91,69996.736,-4.52,33.012,20.965
1517912367.91,69996.736,-4.52,33.009,20.965
1517912368.91,69996.733,-4.57,33.011,20.943
1517912369.91,69996.733,-4.57,33.007,20.954
1517912370.91,69996.733,-4.57,33.01,20.965
1517912371.91,69996.695,-5.11,33.007,20.965
1517912372.91,69996.695,-5.11,33.011,20.954
1517912373.91,69996.695,-5.11,33.007,20.965
1517912374.91,69996.695,-5.11,33.01,20.976
1517912375.91,69996.713,-4.85,33.006,20.986
1517912376.91,69996.713,-4.85,33.009,20.965
1517912377.91,69996.713,-4.85,33.005,20.976
1517912378.91,69996.726,-4.67,33.008,20.986
1517912379.91,69996.726,-4.67,33.006,20.976
1517912380.91,69996.726,-4.67,33.01,20.965
1517912381.91,69996.678,-5.35,33.008,20.965
1517912382.91,69996.678,-5.35,33.011,20.965
1517912383.91,69996.678,-5.35,33.009,20.965
1517912384.91,69996.678,-5.35,33.012,20.976
1517912385.91,69996.703,-4.99,33.009,20.986
1517912386.91,69996.703,-4.99,33.012,20.976
1517912387.91,69996.703,-4.99,33.007,20.986
1517912388.91,69996.698,-5.07,33.011,20.965
1517912389.91,69996.698,-5.07,33.006,20.976
1517912390.91,69996.698,-5.07,33.011,20.965
1517912391.91,69996.718,-4.78,33.008,20.976
1517912392.91,69996.718,-4.78,33.012,20.965
1517912393.91,69996.718,-4.78,33.009,20.965
1517912394.91,69996.718,-4.78,33.01,20.954
1517912395.91,69996.681,-5.31,33.008,20.976
1517912396.91,69996.681,-5.31,33.011,20.954
1517912397.91,69996.681,-5.31,33.008,20.954
1517912398.91,69996.695,-5.11,33.01,20.976
1517912399.92,69996.695,-5.11,33.006,20.965
1517912400.92,69996.695,-5.11,33.01,20.965
1517912401.92,69996.705,-4.97,33.007,20.976
1517912402.92,69996.705,-4.97,33.009,20.954
1517912403.91,69996.705,-4.97,33.006,20.965
1517912404.91,69996.705,-4.97,33.009,20.965
1517912405.92,69996.698,-5.07,33.005,20.976
1517912406.92,69996.698,-5.07,33.009,20.976
1517912407.92,69996.698,-5.07,33.004,20.965
1517912408.92,69996.731,-4.59,33.008,20.954
1517912409.92,69996.731,-4.59,33.005,20.954
1517912410.92,69996.731,-4.59,33.009,20.965
1517912411.91,69996.731,-4.59,33.006,20.954
1517912412.92,69996.754,-4.27,33.008,20.976
1517912413.92,69996.754,-4.27,33.004,20.965
1517912414.92,69996.754,-4.27,33.006,20.965
1517912415.92,69996.777,-3.94,33.004,20.943
1517912416.92,69996.777,-3.94,33.007,20.954
1517912417.92,69996.777,-3.94,33.003,20.965
1517912418.92,69996.766,-4.09,33.006,20.954
1517912419.92,69996.766,-4.09,33.004,20.976
1517912420.92,69996.766,-4.09,33.005,20.943
1517912421.92,69996.766,-4.09,33.002,20.965
1517912422.92,69996.755,-4.25,33.004,20.954
1517912423.92,69996.755,-4.25,33.002,20.954
1517912424.92,69996.755,-4.25,33.005,20.965
1517912425.92,69996.731,-4.59,33.002,20.965
1517912426.92,69996.731,-4.59,33.005,20.954
1517912427.92,69996.731,-4.59,33.002,20.954
1517912428.92,69996.698,-5.07,33.007,20.933
1517912429.92,69996.698,-5.07,33.003,20.943
1517912430.92,69996.698,-5.07,33.006,20.954
1517912431.92,69996.698,-5.07,33.004,20.933
1517912432.92,69996.708,-4.92,33.008,20.943
1517912433.92,69996.708,-4.92,33.005,20.954
1517912434.92,69996.708,-4.92,33.009,20.954
1517912435.92,69996.703,-4.99,33.006,20.965
1517912436.92,69996.703,-4.99,33.007,20.943
1517912437.92,69996.703,-4.99,33.004,20.954
1517912438.92,69996.738,-4.49,33.005,20.954
1517912439.92,69996.738,-4.49,33.002,20.933
1517912440.92,69996.738,-4.49,33.005,20.965
1517912441.92,69996.738,-4.49,33.003,20.976
1517912442.92,69996.721,-4.74,33.006,20.933
1517912443.92,69996.721,-4.74,33.004,20.943
1517912444.92,69996.721,-4.74,33.007,20.943
1517912445.92,69996.711,-4.88,33.004,20.943
1517912446.92,69996.711,-4.88,33.008,20.954
1517912447.93,69996.711,-4.88,33.005,20.943
1517912448.93,69996.718,-4.78,33.009,20.954
1517912449.93,69996.718,-4.78,33.006,20.943
1517912450.92,69996.718,-4.78,33.009,20.943
1517912451.92,69996.718,-4.78,33.005,20.933
1517912452.92,69996.68,-5.32,33.007,20.943
1517912453.92,69996.68,-5.32,33.004,20.954
1517912454.92,69996.68,-5.32,33.005,20.954
1517912455.93,69996.718,-4.78,33.004,20.954
1517912456.93,69996.718,-4.78,33.007,20.965
1517912457.93,69996.718,-4.78,33.002,20.943
1517912458.93,69996.718,-4.78,33.014,20.943
1517912459.93,69996.718,-4.78,33.09,20.965
1517912460.93,69996.718,-4.78,33.228,20.933
1517912461.93,69996.718,-4.78,33.386,20.943
1517912462.93,69996.716,-4.81,33.541,20.954
1517912463.93,69996.716,-4.81,33.68,20.965
1517912464.93,69996.716,-4.81,33.791,20.976
1517912465.93,69996.721,-4.74,33.855,20.943
1517912466.93,69996.721,-4.74,33.909,20.965
1517912467.93,69996.721,-4.74,33.92,20.943
1517912468.93,69996.683,-5.28,33.918,20.965
1517912469.93,69996.683,-5.28,33.892,20.954
1517912470.93,69996.683,-5.28,33.866,20.954
1517912471.93,69996.683,-5.28,33.847,20.943
1517912472.93,69996.67,-5.47,33.842,20.943
1517912473.93,69996.67,-5.47,33.842,20.954
1517912474.93,69996.67,-5.47,33.848,20.954
1517912475.93,69996.683,-5.28,33.856,20.965
1517912476.93,69996.683,-5.28,33.876,20.954
1517912477.93,69996.683,-5.28,33.893,20.933
1517912478.93,69996.683,-5.28,33.909,20.943
1517912479.93,69996.683,-5.28,33.916,20.943
1517912480.93,69996.683,-5.28,33.921,20.943
1517912481.93,69996.683,-5.28,33.922,20.933
1517912482.93,69996.731,-4.59,33.924,20.943
1517912483.93,69996.731,-4.59,33.925,20.943
1517912484.93,69996.731,-4.59,33.927,20.943
1517912485.93,69996.723,-4.71,33.927,20.922
1517912486.93,69996.723,-4.71,33.93,20.954
1517912487.93,69996.723,-4.71,33.931,20.943
1517912488.94,69996.723,-4.71,33.933,20.954
1517912489.93,69996.7,-5.04,33.935,20.933
1517912490.93,69996.7,-5.04,33.941,20.933
1517912491.93,69996.7,-5.04,33.946,20.954
1517912492.93,69996.698,-5.07,33.957,20.933
1517912493.93,69996.698,-5.07,33.964,20.943
1517912494.93,69996.698,-5.07,33.975,20.943
1517912495.94,69996.708,-4.92,33.976,20.933
1517912496.94,69996.708,-4.92,33.985,20.954
1517912497.94,69996.708,-4.92,33.984,20.933
1517912498.93,69996.708,-4.92,33.988,20.933
1517912499.93,69996.7,-5.04,33.985,20.943
1517912500.93,69996.7,-5.04,33.99,20.933
1517912501.94,69996.7,-5.04,33.989,20.954
1517912502.94,69996.7,-5.04,33.994,20.943
1517912503.94,69996.7,-5.04,33.997,20.933
1517912504.94,69996.7,-5.04,34.002,20.933
1517912505.94,69996.683,-5.28,34.002,20.954
1517912506.93,69996.683,-5.28,34.007,20.933
1517912507.93,69996.683,-5.28,34.006,20.954
1517912508.94,69996.683,-5.28,34.01,20.922
1517912509.94,69996.672,-5.44,34.009,20.922
1517912510.94,69996.672,-5.44,34.012,20.922
1517912511.94,69996.672,-5.44,34.012,20.954
1517912512.94,69996.67,-5.47,34.015,20.943
1517912513.94,69996.67,-5.47,34.013,20.922
1517912514.94,69996.67,-5.47,34.016,20.954
1517912515.94,69996.667,-5.51,34.016,20.943
1517912516.94,69996.667,-5.51,34.019,20.933
1517912517.94,69996.667,-5.51,34.019,20.922
1517912518.94,69996.667,-5.51,34.021,20.943
1517912519.94,69996.624,-6.12,34.021,20.933
1517912520.94,69996.624,-6.12,34.022,20.922
1517912521.94,69996.624,-6.12,34.022,20.943
1517912522.94,69996.647,-5.79,34.024,20.933
1517912523.94,69996.647,-5.79,34.024,20.911
1517912524.94,69996.647,-5.79,34.025,20.933
1517912525.94,69996.629,-6.05,34.025,20.922
1517912526.94,69996.629,-6.05,34.026,20.943
1517912527.94,69996.629,-6.05,34.026,20.911
1517912528.94,69996.629,-6.05,34.027,20.911
1517912529.94,69996.624,-6.12,34.028,20.922
1517912530.94,69996.624,-6.12,34.029,20.943
1517912531.94,69996.624,-6.12,34.029,20.922
1517912532.94,69996.667,-5.51,34.03,20.922
1517912533.94,69996.667,-5.51,34.03,20.922
1517912534.94,69996.667,-5.51,34.031,20.922
1517912535.94,69996.667,-5.51,34.031,20.943
1517912536.94,69996.69,-5.18,34.032,20.943
1517912537.94,69996.69,-5.18,34.032,20.9
1517912538.94,69996.69,-5.18,34.033,20.9
1517912539.94,69996.703,-4.99,34.033,20.922
1517912540.94,69996.703,-4.99,34.034,20.933
1517912541.94,69996.703,-4.99,34.033,20.943
1517912542.94,69996.705,-4.97,34.034,20.922
1517912543.94,69996.705,-4.97,34.033,20.933
1517912544.94,69996.705,-4.97,34.035,20.922
1517912545.94,69996.705,-4.97,34.033,20.922
1517912546.94,69996.721,-4.74,34.035,20.922
1517912547.94,69996.721,-4.74,34.034,20.922
1517912548.94,69996.721,-4.74,34.035,20.933
1517912549.94,69996.683,-5.28,34.034,20.922
1517912550.94,69996.683,-5.28,34.036,20.943
1517912551.95,69996.683,-5.28,34.035,20.922
1517912552.95,69996.695,-5.11,34.036,20.933
1517912553.94,69996.695,-5.11,34.034,20.922
1517912554.94,69996.695,-5.11,34.036,20.954
1517912555.94,69996.695,-5.11,34.035,20.911
1517912556.95,69996.68,-5.32,34.038,20.933
1517912557.95,69996.68,-5.32,34.035,20.922
1517912558.95,69996.68,-5.32,34.038,20.911
1517912559.95,69996.711,-4.88,34.036,20.933
1517912560.95,69996.711,-4.88,34.037,20.933
1517912561.95,69996.711,-4.88,34.035,20.922
1517912562.94,69996.672,-5.44,34.037,20.911
1517912563.95,69996.672,-5.44,34.035,20.922
1517912564.95,69996.672,-5.44,34.035,20.933
1517912565.95,69996.672,-5.44,34.034,20.911
1517912566.95,69996.655,-5.68,34.036,20.933
1517912567.95,69996.655,-5.68,34.035,20.933
1517912568.95,69996.655,-5.68,34.036,20.922
1517912569.95,69996.645,-5.82,34.034,20.922
1517912570.95,69996.645,-5.82,34.034,20.943
1517912571.95,69996.645,-5.82,34.033,20.933
1517912572.95,69996.637,-5.94,34.034,20.954
1517912573.95,69996.637,-5.94,34.033,20.933
1517912574.95,69996.637,-5.94,34.033,20.943
1517912575.95,69996.637,-5.94,34.032,20.943
1517912576.95,69996.667,-5.51,34.033,20.954
1517912577.95,69996.667,-5.51,34.031,20.943
1517912578.95,69996.667,-5.51,34.032,20.933
1517912579.95,69996.66,-5.61,34.031,20.976
1517912580.95,69996.66,-5.61,34.031,20.965
1517912581.95,69996.66,-5.61,34.031,20.933
1517912582.95,69996.675,-5.39,34.031,20.954
1517912583.95,69996.675,-5.39,34.03,20.954
1517912584.95,69996.675,-5.39,34.031,20.943
1517912585.95,69996.675,-5.39,34.031,20.954
1517912586.95,69996.69,-5.18,34.031,20.943
1517912587.95,69996.69,-5.18,34.03,20.954
1517912588.95,69996.69,-5.18,34.032,20.954
1517912589.95,69996.705,-4.97,34.031,20.933
1517912590.95,69996.705,-4.97,34.031,20.943
1517912591.95,69996.705,-4.97,34.03,20.943
1517912592.95,69996.67,-5.47,34.03,20.933
1517912593.95,69996.67,-5.47,34.029,20.965
1517912594.95,69996.67,-5.47,34.029,20.954
1517912595.95,69996.67,-5.47,34.028,20.954
1517912596.95,69996.647,-5.79,34.029,20.943
1517912597.95,69996.647,-5.79,34.028,20.954
1517912598.95,69996.647,-5.79,34.028,20.954
1517912599.96,69996.667,-5.51,34.027,20.965
1517912600.96,69996.667,-5.51,34.028,20.943
1517912601.95,69996.667,-5.51,34.027,20.954
1517912602.95,69996.667,-5.51,34.028,20.922
1517912603.95,69996.614,-6.27,34.027,20.943
1517912604.95,69996.614,-6.27,34.028,20.933
1517912605.95,69996.614,-6.27,34.027,20.933
1517912606.96,69996.639,-5.91,34.028,20.943
1517912607.96,69996.639,-5.91,34.028,20.933
1517912608.96,69996.639,-5.91,34.028,20.933
1517912609.95,69996.678,-5.35,34.028,20.943
1517912610.95,69996.678,-5.35,34.028,20.943
1517912611.96,69996.678,-5.35,34.028,20.933
1517912612.96,69996.678,-5.35,34.028,20.922
1517912613.96,69996.647,-5.79,34.027,20.943
1517912614.96,69996.647,-5.79,34.028,20.933
1517912615.96,69996.647,-5.79,34.026,20.922
1517912616.96,69996.647,-5.79,34.027,20.933
1517912617.96,69996.647,-5.79,34.026,20.9
1517912618.96,69996.647,-5.79,34.027,20.933
1517912619.96,69996.672,-5.44,34.026,20.922
1517912620.96,69996.672,-5.44,34.026,20.922
1517912621.96,69996.672,-5.44,34.025,20.933
1517912622.96,69996.672,-5.44,34.025,20.911
1517912623.96,69996.67,-5.47,34.024,20.933
1517912624.96,69996.67,-5.47,34.025,20.922
1517912625.96,69996.67,-5.47,34.024,20.933
1517912626.96,69996.655,-5.68,34.024,20.933
1517912627.96,69996.655,-5.68,34.023,20.9
1517912628.96,69996.655,-5.68,34.024,20.933
1517912629.96,69996.678,-5.35,34.022,20.922
1517912630.96,69996.678,-5.35,34.023,20.943
1517912631.96,69996.678,-5.35,34.021,20.933
1517912632.96,69996.678,-5.35,34.022,20.943
1517912633.96,69996.69,-5.18,34.021,20.933
1517912634.96,69996.69,-5.18,34.022,20.933
1517912635.96,69996.69,-5.18,34.02,20.922
1517912636.96,69996.672,-5.44,34.02,20.933
1517912637.96,69996.672,-5.44,34.019,20.943
1517912638.96,69996.672,-5.44,34.019,20.943
1517912639.96,69996.665,-5.54,34.017,20.922
1517912640.96,69996.665,-5.54,34.018,20.954
1517912641.96,69996.665,-5.54,34.017,20.943
1517912642.96,69996.665,-5.54,34.017,20.943
1517912643.96,69996.662,-5.58,34.015,20.922
1517912644.96,69996.662,-5.58,34.016,20.933
1517912645.96,69996.662,-5.58,34.015,20.933
1517912646.96,69996.627,-6.08,34.016,20.933
1517912647.97,69996.627,-6.08,34.014,20.922
1517912648.96,69996.627,-6.08,34.016,20.933
1517912649.96,69996.642,-5.87,34.014,20.954
1517912650.96,69996.642,-5.87,34.016,20.922
1517912651.96,69996.642,-5.87,34.014,20.954
1517912652.96,69996.642,-5.87,34.016,20.954
1517912653.96,69996.639,-5.91,34.013,20.943
1517912654.97,69996.639,-5.91,34.014,20.954
1517912655.97,69996.639,-5.91,34.013,20.933
1517912656.97,69996.66,-5.61,34.015,20.965
1517912657.96,69996.66,-5.61,34.013,20.954
1517912658.96,69996.66,-5.61,34.014,20.954
1517912659.97,69996.66,-5.61,34.011,20.954
1517912660.97,69996.678,-5.35,34.015,20.954
1517912661.97,69996.678,-5.35,34.012,20.954
1517912662.97,69996.678,-5.35,34.014,20.954
1517912663.97,69996.703,-4.99,34.012,20.954
1517912664.97,69996.703,-4.99,34.015,20.954
1517912665.96,69996.703,-4.99,34.013,20.965
1517912666.97,69996.698,-5.07,34.015,20.954
1517912667.97,69996.698,-5.07,34.013,20.965
1517912668.97,69996.698,-5.07,34.014,20.954
1517912669.97,69996.698,-5.07,34.012,20.954
1517912670.97,69996.693,-5.14,34.014,20.954
1517912671.97,69996.693,-5.14,34.013,20.933
1517912672.97,69996.693,-5.14,34.014,20.954
1517912673.97,69996.721,-4.74,34.013,20.954
1517912674.97,69996.721,-4.74,34.014,20.943
1517912675.97,69996.721,-4.74,34.012,20.943
1517912676.97,69996.703,-4.99,34.013,20.954
1517912677.97,69996.703,-4.99,34.01,20.933
1517912678.97,69996.703,-4.99,34.011,20.933
1517912679.97,69996.703,-4.99,34.009,20.954
1517912680.97,69996.698,-5.07,34.011,20.943
1517912681.97,69996.698,-5.07,34.008,20.943
1517912682.97,69996.698,-5.07,34.009,20.954
1517912683.97,69996.683,-5.28,34.005,20.954
1517912684.97,69996.683,-5.28,34.007,20.933
1517912685.97,69996.683,-5.28,34.004,20.911
1517912686.97,69996.68,-5.32,34.007,20.933
1517912687.97,69996.68,-5.32,34.006,20.922
1517912688.97,69996.68,-5.32,34.008,20.933
1517912689.97,69996.68,-5.32,34.006,20.943
1517912690.97,69996.655,-5.68,34.007,20.922
1517912691.97,69996.655,-5.68,34.005,20.922
1517912692.97,69996.655,-5.68,34.007,20.9
1517912693.97,69996.639,-5.91,34.004,20.933
1517912694.97,69996.639,-5.91,34.006,20.922
1517912695.97,69996.639,-5.91,34.004,20.954
1517912696.97,69996.645,-5.82,34.007,20.943
1517912697.97,69996.645,-5.82,34.004,20.922
1517912698.97,69996.645,-5.82,34.005,20.933
1517912699.97,69996.645,-5.82,34.003,20.922
1517912700.97,69996.617,-6.22,34.006,20.922
1517912701.97,69996.617,-6.22,34.006,20.922
1517912702.98,69996.617,-6.22,34.008,20.933
1517912703.98,69996.629,-6.05,34.005,20.922
1517912704.97,69996.629,-6.05,34.005,20.922
1517912705.97,69996.629,-6.05,34.003,20.911
1517912706.97,69996.655,-5.68,34.006,20.933
1517912707.98,69996.655,-5.68,34.003,20.911
1517912708.98,69996.655,-5.68,34.006,20.9
1517912709.98,69996.655,-5.68,34.004,20.922
1517912710.98,69996.645,-5.82,34.006,20.922
1517912711.98,69996.645,-5.82,34.005,20.933
1517912712.97,69996.645,-5.82,34.006,20.922
1517912713.97,69996.642,-5.87,34.004,20.933
1517912714.98,69996.642,-5.87,34.006,20.933
1517912715.98,69996.642,-5.87,34.004,20.933
1517912716.98,69996.667,-5.51,34.005,20.933
1517912717.98,69996.667,-5.51,34.004,20.933
1517912718.98,69996.667,-5.51,34.005,20.933
1517912719.98,69996.667,-5.51,34.003,20.922
1517912720.98,69996.67,-5.47,34.005,20.922
1517912721.98,69996.67,-5.47,34.003,20.954
1517912722.98,69996.67,-5.47,34.005,20.922
1517912723.98,69996.685,-5.25,34.002,20.922
1517912724.98,69996.685,-5.25,34.003,20.922
1517912725.98,69996.685,-5.25,34.002,20.922
1517912726.98,69996.685,-5.25,34.006,20.922
1517912727.98,69996.711,-4.88,34.003,20.943
1517912728.98,69996.711,-4.88,34.006,20.943
1517912729.98,69996.711,-4.88,34.004,20.922
1517912730.98,69996.721,-4.74,34.006,20.954
1517912731.98,69996.721,-4.74,34.003,20.922
1517912732.98,69996.721,-4.74,34.004,20.911
1517912733.98,69996.718,-4.78,34.001,20.933
1517912734.98,69996.718,-4.78,34.002,20.954
1517912735.98,69996.718,-4.78,34.0,20.933
1517912736.98,69996.718,-4.78,34.002,20.943
1517912737.98,69996.68,-5.32,34.0,20.922
1517912738.98,69996.68,-5.32,34.005,20.933
1517912739.98,69996.68,-5.32,34.004,20.922
1517912740.98,69996.713,-4.85,34.006,20.922
1517912741.98,69996.713,-4.85,34.002,20.943
1517912742.98,69996.713,-4.85,34.004,20.933
1517912743.98,69996.67,-5.47,34.002,20.922
1517912744.98,69996.67,-5.47,34.003,20.922
1517912745.98,69996.67,-5.47,34.0,20.911
1517912746.98,69996.67,-5.47,34.002,20.922
1517912747.98,69996.66,-5.61,34.001,20.943
1517912748.98,69996.66,-5.61,34.004,20.933
1517912749.98,69996.66,-5.61,34.002,20.933
1517912750.99,69996.665,-5.54,34.005,20.922
1517912751.98,69996.665,-5.54,34.004,20.922
1517912752.98,69996.665,-5.54,34.005,20.911
1517912753.98,69996.69,-5.18,34.003,20.9
1517912754.98,69996.69,-5.18,34.003,20.922
1517912755.98,69996.69,-5.18,34.001,20.922
1517912756.98,69996.69,-5.18,34.004,20.922
1517912757.99,69996.678,-5.35,34.002,20.933
1517912758.99,69996.678,-5.35,34.01,20.911
1517912759.99,69996.678,-5.35,34.07,20.911
1517912760.99,69996.639,-5.91,34.199,20.922
1517912761.99,69996.639,-5.91,34.342,20.922
1517912762.99,69996.639,-5.91,34.482,20.922
1517912763.99,69996.68,-5.32,34.611,20.9
1517912764.99,69996.68,-5.32,34.72,20.922
1517912765.99,69996.68,-5.32,34.805,20.922
1517912766.99,69996.68,-5.32,34.856,20.9
1517912767.99,69996.645,-5.82,34.889,20.9
1517912768.99,69996.645,-5.82,34.896,20.922
1517912769.99,69996.645,-5.82,34.888,20.9
1517912770.99,69996.647,-5.79,34.875,20.9
1517912771.99,69996.647,-5.79,34.853,20.922
1517912772.99,69996.647,-5.79,34.842,20.911
1517912773.99,69996.655,-5.68,34.836,20.89
1517912774.99,69996.655,-5.68,34.843,20.9
1517912775.99,69996.655,-5.68,34.853,20.89
1517912776.99,69996.655,-5.68,34.869,20.911
1517912777.99,69996.655,-5.68,34.882,20.879
1517912778.99,69996.655,-5.68,34.894,20.922
1517912779.99,69996.655,-5.68,34.898,20.9
1517912780.99,69996.695,-5.11,34.903,20.9
1517912781.99,69996.695,-5.11,34.904,20.911
