volts,ppm,temp_c,ambient_c
1517904406.33,69996.647,-5.79,34.999,21.115
1517904407.33,69996.586,-6.67,35.0,21.104
1517904408.33,69996.586,-6.67,34.999,21.126
1517904409.33,69996.586,-6.67,35.0,21.115
1517904410.33,69996.586,-6.67,35.0,21.126
1517904411.32,69996.589,-6.62,35.0,21.126
1517904412.32,69996.589,-6.62,34.999,21.093
1517904413.33,69996.589,-6.62,34.999,21.093
1517904414.33,69996.614,-6.27,34.998,21.093
1517904415.33,69996.614,-6.27,34.999,21.126
1517904416.33,69996.614,-6.27,34.999,21.104
1517904417.33,69996.652,-5.72,35.0,21.126
1517904418.33,69996.652,-5.72,35.0,21.126
1517904419.33,69996.652,-5.72,35.002,21.126
1517904420.33,69996.652,-5.72,35.0,21.115
1517904421.33,69996.662,-5.58,35.001,21.126
1517904422.33,69996.662,-5.58,35.0,21.115
1517904423.33,69996.662,-5.58,35.0,21.126
1517904424.33,69996.614,-6.27,35.0,21.115
1517904425.33,69996.614,-6.27,35.0,21.136
1517904426.33,69996.614,-6.27,34.999,21.126
1517904427.33,69996.632,-6.01,34.999,21.136
1517904428.33,69996.632,-6.01,34.999,21.115
1517904429.33,69996.632,-6.01,35.001,21.126
1517904430.33,69996.632,-6.01,35.001,21.126
1517904431.33,69996.604,-6.41,35.002,21.115
1517904432.33,69996.604,-6.41,35.002,21.115
1517904433.33,69996.604,-6.41,35.003,21.126
1517904434.33,69996.596,-6.52,35.002,21.136
1517904435.33,69996.596,-6.52,35.003,21.126
1517904436.33,69996.596,-6.52,35.002,21.158
1517904437.33,69996.629,-6.05,35.003,21.126
1517904438.33,69996.629,-6.05,35.003,21.115
1517904439.33,69996.629,-6.05,35.003,21.126
1517904440.33,69996.629,-6.05,35.002,21.126
1517904441.33,69996.655,-5.68,35.003,21.147
1517904442.33,69996.655,-5.68,35.003,21.126
1517904443.33,69996.655,-5.68,35.003,21.136
1517904444.33,69996.66,-5.61,35.002,21.115
1517904445.33,69996.66,-5.61,35.003,21.115
1517904446.33,69996.66,-5.61,35.002,21.126
1517904447.33,69996.614,-6.27,35.002,21.126
1517904448.34,69996.614,-6.27,35.002,21.126
1517904449.34,69996.614,-6.27,35.003,21.136
1517904450.33,69996.614,-6.27,35.002,21.126
1517904451.33,69996.617,-6.22,35.002,21.136
1517904452.33,69996.617,-6.22,35.002,21.126
1517904453.33,69996.617,-6.22,35.002,21.126
1517904454.33,69996.576,-6.81,35.002,21.147
1517904455.34,69996.576,-6.81,35.003,21.136
1517904456.34,69996.576,-6.81,35.001,21.115
1517904457.34,69996.576,-6.81,35.002,21.126
1517904458.34,69996.589,-6.62,35.002,21.126
1517904459.33,69996.589,-6.62,35.002,21.104
1517904460.33,69996.589,-6.62,35.001,21.136
1517904461.34,69996.627,-6.08,35.002,21.126
1517904462.34,69996.627,-6.08,35.001,21.126
1517904463.34,69996.627,-6.08,35.003,21.126
1517904464.34,69996.672,-5.44,35.002,21.104
1517904465.34,69996.672,-5.44,35.002,21.115
1517904466.34,69996.672,-5.44,35.001,21.126
1517904467.34,69996.672,-5.44,35.002,21.115
1517904468.34,69996.639,-5.91,35.001,21.104
1517904469.34,69996.639,-5.91,35.002,21.126
1517904470.34,69996.639,-5.91,35.001,21.136
1517904471.34,69996.629,-6.05,35.001,21.104
1517904472.34,69996.629,-6.05,35.0,21.115
1517904473.34,69996.629,-6.05,35.001,21.126
1517904474.34,69996.612,-6.29,35.0,21.115
1517904475.34,69996.612,-6.29,35.001,21.093
1517904476.34,69996.612,-6.29,34.999,21.126
1517904477.34,69996.612,-6.29,35.001,21.126
1517904478.34,69996.579,-6.77,35.0,21.126
1517904479.34,69996.579,-6.77,35.001,21.115
1517904480.34,69996.579,-6.77,35.0,21.115
1517904481.34,69996.596,-6.52,35.0,21.093
1517904482.34,69996.596,-6.52,35.0,21.104
1517904483.34,69996.596,-6.52,35.001,21.126
1517904484.34,69996.629,-6.05,34.999,21.126
1517904485.34,69996.629,-6.05,35.001,21.115
1517904486.34,69996.629,-6.05,35.0,21.126
1517904487.34,69996.629,-6.05,35.0,21.104
1517904488.34,69996.655,-5.68,35.0,21.093
1517904489.34,69996.655,-5.68,35.0,21.115
1517904490.34,69996.655,-5.68,35.0,21.104
1517904491.34,69996.627,-6.08,35.0,21.115
1517904492.34,69996.627,-6.08,35.0,21.093
1517904493.34,69996.627,-6.08,35.0,21.104
1517904494.34,69996.612,-6.29,34.999,21.104
1517904495.34,69996.612,-6.29,35.0,21.126
1517904496.35,69996.612,-6.29,34.999,21.115
1517904497.35,69996.612,-6.29,34.999,21.104
1517904498.34,69996.612,-6.29,34.998,21.126
1517904499.34,69996.612,-6.29,34.999,21.115
1517904500.34,69996.612,-6.29,34.998,21.115
1517904501.34,69996.594,-6.55,35.0,21.104
1517904502.34,69996.594,-6.55,34.998,21.115
1517904503.35,69996.594,-6.55,34.999,21.126
1517904504.35,69996.606,-6.38,34.999,21.115
1517904505.35,69996.606,-6.38,34.999,21.136
1517904506.34,69996.606,-6.38,34.998,21.104
1517904507.34,69996.606,-6.38,34.999,21.115
1517904508.34,69996.637,-5.94,34.998,21.093
1517904509.35,69996.637,-5.94,34.999,21.126
1517904510.35,69996.637,-5.94,34.998,21.126
1517904511.35,69996.612,-6.29,34.999,21.126
1517904512.35,69996.612,-6.29,34.999,21.115
1517904513.35,69996.612,-6.29,35.0,21.104
1517904514.35,69996.596,-6.52,35.0,21.115
1517904515.35,69996.596,-6.52,35.001,21.115
1517904516.35,69996.596,-6.52,35.0,21.126
1517904517.35,69996.596,-6.52,35.001,21.104
1517904518.35,69996.594,-6.55,35.0,21.104
1517904519.35,69996.594,-6.55,35.001,21.136
1517904520.35,69996.594,-6.55,35.0,21.126
1517904521.35,69996.614,-6.27,35.002,21.115
1517904522.35,69996.614,-6.27,35.001,21.126
1517904523.35,69996.614,-6.27,35.001,21.104
1517904524.35,69996.614,-6.27,35.0,21.126
1517904525.35,69996.581,-6.74,35.002,21.126
1517904526.35,69996.581,-6.74,35.001,21.126
1517904527.35,69996.581,-6.74,35.001,21.104
1517904528.35,69996.586,-6.67,35.001,21.136
1517904529.35,69996.586,-6.67,35.001,21.126
1517904530.35,69996.586,-6.67,35.001,21.115
1517904531.35,69996.629,-6.05,35.001,21.115
1517904532.35,69996.629,-6.05,35.0,21.115
1517904533.35,69996.629,-6.05,35.001,21.115
1517904534.35,69996.629,-6.05,35.001,21.126
1517904535.35,69996.667,-5.51,35.001,21.126
1517904536.35,69996.667,-5.51,35.0,21.115
1517904537.35,69996.667,-5.51,35.001,21.115
1517904538.35,69996.67,-5.47,35.0,21.126
1517904539.35,69996.67,-5.47,35.001,21.136
1517904540.35,69996.67,-5.47,35.0,21.115
1517904541.35,69996.647,-5.79,35.001,21.104
1517904542.35,69996.647,-5.79,35.0,21.115
1517904543.35,69996.647,-5.79,35.0,21.115
1517904544.35,69996.647,-5.79,34.999,21.104
1517904545.35,69996.66,-5.61,35.0,21.136
1517904546.35,69996.66,-5.61,34.999,21.126
1517904547.35,69996.66,-5.61,35.0,21.104
1517904548.35,69996.619,-6.19,34.999,21.126
1517904549.35,69996.619,-6.19,34.999,21.126
1517904550.35,69996.619,-6.19,34.999,21.136
1517904551.36,69996.614,-6.27,35.0,21.136
1517904552.36,69996.614,-6.27,34.999,21.147
1517904553.35,69996.614,-6.27,35.0,21.126
1517904554.35,69996.614,-6.27,34.999,21.115
1517904555.35,69996.637,-5.94,34.999,21.104
1517904556.35,69996.637,-5.94,34.999,21.126
1517904557.36,69996.637,-5.94,34.999,21.126
1517904558.36,69996.637,-5.94,34.998,21.115
1517904559.36,69996.637,-5.94,35.0,21.126
1517904560.36,69996.637,-5.94,34.999,21.126
1517904561.36,69996.624,-6.12,35.0,21.126
1517904562.35,69996.624,-6.12,34.999,21.126
1517904563.35,69996.624,-6.12,35.0,21.126
1517904564.36,69996.624,-6.12,35.0,21.093
1517904565.36,69996.596,-6.52,35.0,21.136
1517904566.36,69996.596,-6.52,34.999,21.136
1517904567.36,69996.596,-6.52,35.0,21.126
1517904568.36,69996.604,-6.41,34.999,21.147
1517904569.36,69996.604,-6.41,35.0,21.126
1517904570.36,69996.604,-6.41,34.999,21.158
1517904571.36,69996.622,-6.15,35.0,21.126
1517904572.36,69996.622,-6.15,34.999,21.115
1517904573.36,69996.622,-6.15,35.0,21.126
1517904574.36,69996.622,-6.15,34.999,21.126
1517904575.36,69996.584,-6.69,35.0,21.147
1517904576.36,69996.584,-6.69,34.999,21.126
1517904577.36,69996.584,-6.69,35.0,21.115
1517904578.36,69996.624,-6.12,34.999,21.126
1517904579.36,69996.624,-6.12,35.0,21.136
1517904580.36,69996.624,-6.12,34.999,21.115
1517904581.36,69996.627,-6.08,35.0,21.126
1517904582.36,69996.627,-6.08,34.999,21.136
1517904583.36,69996.627,-6.08,35.0,21.136
1517904584.36,69996.627,-6.08,34.999,21.126
1517904585.36,69996.65,-5.75,34.999,21.126
1517904586.36,69996.65,-5.75,34.999,21.115
1517904587.36,69996.65,-5.75,34.999,21.126
1517904588.36,69996.645,-5.82,34.998,21.126
1517904589.36,69996.645,-5.82,34.998,21.115
1517904590.36,69996.645,-5.82,34.998,21.126
1517904591.36,69996.645,-5.82,34.999,21.136
1517904592.36,69996.65,-5.75,34.999,21.126
1517904593.36,69996.65,-5.75,35.0,21.115
1517904594.36,69996.65,-5.75,34.998,21.126
1517904595.36,69996.599,-6.48,34.999,21.126
1517904596.36,69996.599,-6.48,34.998,21.126
1517904597.36,69996.599,-6.48,34.999,21.115
1517904598.36,69996.541,-7.31,34.998,21.104
1517904599.37,69996.541,-7.31,34.998,21.115
1517904600.37,69996.541,-7.31,34.998,21.115
1517904601.36,69996.541,-7.31,35.0,21.158
1517904602.36,69996.617,-6.22,34.999,21.115
1517904603.36,69996.617,-6.22,35.0,21.115
1517904604.36,69996.617,-6.22,34.999,21.115
1517904605.37,69996.617,-6.22,34.999,21.126
1517904606.37,69996.617,-6.22,34.998,21.115
1517904607.37,69996.617,-6.22,34.998,21.115
1517904608.37,69996.627,-6.08,34.997,21.126
1517904609.37,69996.627,-6.08,34.998,21.126
1517904610.36,69996.627,-6.08,34.998,21.115
1517904611.36,69996.627,-6.08,34.999,21.126
1517904612.37,69996.612,-6.29,34.998,21.126
1517904613.37,69996.612,-6.29,35.0,21.126
1517904614.37,69996.612,-6.29,34.999,21.126
1517904615.37,69996.634,-5.98,34.999,21.126
1517904616.37,69996.634,-5.98,34.998,21.126
1517904617.37,69996.634,-5.98,35.0,21.136
1517904618.37,69996.601,-6.45,34.999,21.158
1517904619.37,69996.601,-6.45,34.999,21.136
1517904620.37,69996.601,-6.45,34.999,21.136
1517904621.37,69996.601,-6.45,34.999,21.126
1517904622.37,69996.596,-6.52,34.999,21.147
1517904623.37,69996.596,-6.52,34.999,21.158
1517904624.37,69996.596,-6.52,34.999,21.158
1517904625.37,69996.614,-6.27,35.0,21.126
1517904626.37,69996.614,-6.27,34.999,21.136
1517904627.37,69996.614,-6.27,35.0,21.147
1517904628.37,69996.642,-5.87,35.0,21.147
1517904629.37,69996.642,-5.87,35.001,21.147
1517904630.37,69996.642,-5.87,35.0,21.136
1517904631.37,69996.642,-5.87,35.001,21.136
1517904632.37,69996.66,-5.61,35.0,21.126
1517904633.37,69996.66,-5.61,35.001,21.126
1517904634.37,69996.66,-5.61,35.0,21.147
1517904635.37,69996.624,-6.12,35.0,21.158
1517904636.37,69996.624,-6.12,34.999,21.136
1517904637.37,69996.624,-6.12,35.001,21.147
1517904638.37,69996.617,-6.22,35.0,21.126
1517904639.37,69996.617,-6.22,35.0,21.126
1517904640.37,69996.617,-6.22,35.0,21.136
1517904641.37,69996.617,-6.22,35.0,21.115
1517904642.37,69996.629,-6.05,34.999,21.136
1517904643.37,69996.629,-6.05,35.0,21.104
1517904644.37,69996.629,-6.05,35.0,21.115
1517904645.37,69996.642,-5.87,35.0,21.136
1517904646.37,69996.642,-5.87,34.999,21.136
1517904647.38,69996.642,-5.87,35.0,21.126
1517904648.37,69996.642,-5.87,34.998,21.115
1517904649.37,69996.67,-5.47,34.999,21.115
1517904650.37,69996.67,-5.47,34.999,21.126
1517904651.37,69996.67,-5.47,35.0,21.104
1517904652.37,69996.667,-5.51,34.999,21.126
1517904653.38,69996.667,-5.51,35.0,21.115
1517904654.38,69996.667,-5.51,35.0,21.126
1517904655.38,69996.66,-5.61,35.0,21.115
1517904656.38,69996.66,-5.61,34.999,21.115
1517904657.37,69996.66,-5.61,35.0,21.115
1517904658.37,69996.66,-5.61,34.998,21.136
1517904659.37,69996.637,-5.94,34.999,21.104
1517904660.38,69996.637,-5.94,34.998,21.115
1517904661.38,69996.637,-5.94,34.999,21.126
1517904662.38,69996.624,-6.12,34.999,21.126
1517904663.38,69996.624,-6.12,35.0,21.115
1517904664.38,69996.624,-6.12,35.0,21.115
1517904665.38,69996.599,-6.48,35.0,21.115
1517904666.38,69996.599,-6.48,34.999,21.126
1517904667.38,69996.599,-6.48,35.0,21.126
1517904668.38,69996.599,-6.48,34.999,21.115
1517904669.38,69996.576,-6.81,35.0,21.126
1517904670.38,69996.576,-6.81,34.999,21.136
1517904671.38,69996.576,-6.81,35.0,21.147
1517904672.38,69996.589,-6.62,35.0,21.126
1517904673.38,69996.589,-6.62,35.001,21.104
1517904674.38,69996.589,-6.62,35.0,21.104
1517904675.38,69996.606,-6.38,35.001,21.115
1517904676.38,69996.606,-6.38,34.999,21.126
1517904677.38,69996.606,-6.38,34.999,21.115
1517904678.38,69996.606,-6.38,34.998,21.115
1517904679.38,69996.622,-6.15,35.0,21.115
1517904680.38,69996.622,-6.15,35.0,21.126
1517904681.38,69996.622,-6.15,35.001,21.104
1517904682.38,69996.594,-6.55,35.0,21.115
1517904683.38,69996.594,-6.55,35.001,21.115
1517904684.38,69996.594,-6.55,35.0,21.147
1517904685.38,69996.627,-6.08,35.001,21.115
1517904686.38,69996.627,-6.08,35.0,21.126
1517904687.38,69996.627,-6.08,35.001,21.136
1517904688.38,69996.627,-6.08,35.001,21.115
1517904689.38,69996.622,-6.15,35.002,21.147
1517904690.38,69996.622,-6.15,35.001,21.104
1517904691.38,69996.622,-6.15,35.002,21.115
1517904692.38,69996.632,-6.01,35.002,21.126
1517904693.38,69996.632,-6.01,35.003,21.126
1517904694.38,69996.632,-6.01,35.002,21.126
1517904695.39,69996.632,-6.01,35.004,21.115
1517904696.38,69996.632,-6.01,35.003,21.136
1517904697.38,69996.632,-6.01,35.004,21.126
1517904698.38,69996.632,-6.01,35.003,21.104
1517904699.38,69996.642,-5.87,35.004,21.126
1517904700.38,69996.642,-5.87,35.004,21.136
1517904701.38,69996.642,-5.87,35.005,21.126
1517904702.39,69996.65,-5.75,35.004,21.126
1517904703.39,69996.65,-5.75,35.004,21.126
1517904704.39,69996.65,-5.75,35.004,21.126
1517904705.38,69996.65,-5.75,35.005,21.115
1517904706.38,69996.639,-5.91,35.004,21.115
1517904707.38,69996.639,-5.91,35.005,21.126
1517904708.39,69996.639,-5.91,35.004,21.126
1517904709.39,69996.66,-5.61,35.004,21.126
1517904710.39,69996.66,-5.61,35.003,21.115
1517904711.39,69996.66,-5.61,35.004,21.104
1517904712.39,69996.622,-6.15,35.003,21.126
1517904713.39,69996.622,-6.15,35.004,21.126
1517904714.39,69996.622,-6.15,35.002,21.115
1517904715.39,69996.622,-6.15,35.004,21.115
1517904716.39,69996.561,-7.02,35.003,21.115
1517904717.39,69996.561,-7.02,35.003,21.115
1517904718.39,69996.561,-7.02,35.003,21.126
1517904719.39,69996.612,-6.29,35.003,21.104
1517904720.39,69996.612,-6.29,35.003,21.115
1517904721.39,69996.612,-6.29,35.003,21.115
1517904722.39,69996.612,-6.29,35.002,21.093
1517904723.39,69996.612,-6.29,35.003,21.104
1517904724.39,69996.612,-6.29,35.003,21.126
1517904725.39,69996.612,-6.29,35.003,21.104
1517904726.39,69996.642,-5.87,35.002,21.115
1517904727.39,69996.642,-5.87,35.003,21.115
1517904728.39,69996.642,-5.87,35.002,21.093
1517904729.39,69996.604,-6.41,35.002,21.104
1517904730.39,69996.604,-6.41,35.002,21.093
1517904731.39,69996.604,-6.41,35.002,21.104
1517904732.39,69996.606,-6.38,35.001,21.115
1517904733.39,69996.606,-6.38,35.002,21.115
1517904734.39,69996.606,-6.38,35.001,21.115
1517904735.39,69996.606,-6.38,35.001,21.104
1517904736.39,69996.596,-6.52,35.0,21.115
1517904737.39,69996.596,-6.52,35.001,21.093
1517904738.39,69996.596,-6.52,35.0,21.115
1517904739.39,69996.568,-6.92,35.0,21.104
1517904740.39,69996.568,-6.92,34.999,21.104
1517904741.39,69996.568,-6.92,35.0,21.104
1517904742.39,69996.624,-6.12,34.999,21.126
1517904743.39,69996.624,-6.12,34.999,21.104
1517904744.39,69996.624,-6.12,34.997,21.115
1517904745.39,69996.624,-6.12,34.998,21.093
1517904746.39,69996.645,-5.82,34.996,21.104
1517904747.39,69996.645,-5.82,34.997,21.115
1517904748.39,69996.645,-5.82,34.996,21.104
1517904749.39,69996.68,-5.32,34.998,21.093
1517904750.4,69996.68,-5.32,34.997,21.093
1517904751.4,69996.68,-5.32,34.999,21.104
1517904752.39,69996.637,-5.94,34.998,21.104
1517904753.39,69996.637,-5.94,34.999,21.104
1517904754.39,69996.637,-5.94,34.997,21.126
1517904755.39,69996.637,-5.94,34.998,21.083
1517904756.4,69996.619,-6.19,34.997,21.115
1517904757.4,69996.619,-6.19,34.997,21.115
1517904758.4,69996.619,-6.19,34.997,21.126
1517904759.4,69996.594,-6.55,34.998,21.093
1517904760.4,69996.594,-6.55,34.997,21.115
1517904761.4,69996.594,-6.55,34.999,21.104
1517904762.4,69996.596,-6.52,34.999,21.126
1517904763.4,69996.596,-6.52,34.999,21.104
1517904764.4,69996.596,-6.52,34.998,21.126
1517904765.4,69996.596,-6.52,34.998,21.136
1517904766.4,69996.647,-5.79,34.997,21.104
1517904767.4,69996.647,-5.79,34.998,21.104
1517904768.4,69996.647,-5.79,34.997,21.093
1517904769.4,69996.667,-5.51,34.998,21.104
1517904770.4,69996.667,-5.51,34.998,21.104
1517904771.4,69996.667,-5.51,34.999,21.126
1517904772.4,69996.667,-5.51,34.999,21.115
1517904773.4,69996.645,-5.82,34.999,21.126
1517904774.4,69996.645,-5.82,34.998,21.115
1517904775.4,69996.645,-5.82,34.998,21.126
1517904776.4,69996.612,-6.29,34.998,21.104
1517904777.4,69996.612,-6.29,34.999,21.115
1517904778.4,69996.612,-6.29,34.999,21.115
1517904779.4,69996.619,-6.19,35.0,21.126
1517904780.4,69996.619,-6.19,34.999,21.115
1517904781.4,69996.619,-6.19,34.998,21.104
1517904782.4,69996.619,-6.19,34.997,21.126
1517904783.4,69996.614,-6.27,34.999,21.126
1517904784.4,69996.614,-6.27,35.0,21.136
1517904785.4,69996.614,-6.27,35.0,21.126
1517904786.4,69996.604,-6.41,35.0,21.126
1517904787.4,69996.604,-6.41,35.001,21.158
1517904788.4,69996.604,-6.41,35.0,21.147
1517904789.4,69996.632,-6.01,35.001,21.147
1517904790.4,69996.632,-6.01,35.0,21.126
1517904791.4,69996.632,-6.01,35.001,21.126
1517904792.4,69996.632,-6.01,34.999,21.136
1517904793.4,69996.67,-5.47,35.0,21.126
1517904794.4,69996.67,-5.47,35.0,21.126
1517904795.4,69996.67,-5.47,35.0,21.126
1517904796.4,69996.65,-5.75,34.999,21.126
1517904797.4,69996.65,-5.75,35.0,21.126
1517904798.41,69996.65,-5.75,35.0,21.115
1517904799.4,69996.609,-6.34,35.001,21.126
1517904800.4,69996.609,-6.34,34.999,21.147
1517904801.4,69996.609,-6.34,35.0,21.126
1517904802.4,69996.609,-6.34,35.0,21.136
1517904803.4,69996.604,-6.41,35.001,21.126
1517904804.41,69996.604,-6.41,34.999,21.126
1517904805.41,69996.604,-6.41,35.0,21.115
1517904806.41,69996.596,-6.52,34.999,21.126
1517904807.41,69996.596,-6.52,35.0,21.126
1517904808.4,69996.596,-6.52,34.998,21.126
1517904809.4,69996.596,-6.52,34.999,21.115
1517904810.4,69996.596,-6.52,34.999,21.115
1517904811.41,69996.596,-6.52,35.0,21.104
1517904812.41,69996.596,-6.52,34.999,21.104
1517904813.41,69996.632,-6.01,35.0,21.115
1517904814.41,69996.632,-6.01,34.999,21.115
1517904815.41,69996.632,-6.01,34.999,21.115
1517904816.41,69996.66,-5.61,34.998,21.093
1517904817.41,69996.66,-5.61,34.999,21.115
1517904818.41,69996.66,-5.61,34.999,21.126
1517904819.41,69996.645,-5.82,34.999,21.126
1517904820.41,69996.645,-5.82,34.998,21.104
1517904821.41,69996.645,-5.82,34.999,21.126
1517904822.41,69996.645,-5.82,34.999,21.126
1517904823.41,69996.599,-6.48,35.0,21.126
1517904824.41,69996.599,-6.48,34.999,21.126
1517904825.41,69996.599,-6.48,35.001,21.093
1517904826.41,69996.617,-6.22,34.999,21.126
1517904827.41,69996.617,-6.22,35.0,21.126
1517904828.41,69996.617,-6.22,35.0,21.126
1517904829.41,69996.617,-6.22,35.001,21.126
1517904830.41,69996.604,-6.41,35.0,21.126
1517904831.41,69996.604,-6.41,35.001,21.115
1517904832.41,69996.604,-6.41,35.001,21.115
1517904833.41,69996.617,-6.22,35.002,21.093
1517904834.41,69996.617,-6.22,35.001,21.115
1517904835.41,69996.617,-6.22,35.002,21.104
1517904836.41,69996.667,-5.51,35.001,21.126
1517904837.41,69996.667,-5.51,35.002,21.104
1517904838.41,69996.667,-5.51,35.001,21.126
1517904839.41,69996.667,-5.51,35.002,21.126
1517904840.41,69996.65,-5.75,35.001,21.126
1517904841.41,69996.65,-5.75,35.002,21.104
1517904842.41,69996.65,-5.75,35.001,21.136
1517904843.41,69996.647,-5.79,35.001,21.126
1517904844.41,69996.647,-5.79,35.001,21.126
1517904845.41,69996.647,-5.79,35.002,21.126
1517904846.42,69996.601,-6.45,35.002,21.115
1517904847.41,69996.601,-6.45,35.002,21.136
1517904848.41,69996.601,-6.45,35.001,21.126
1517904849.41,69996.601,-6.45,35.002,21.126
1517904850.41,69996.629,-6.05,35.002,21.126
1517904851.41,69996.629,-6.05,35.002,21.126
1517904852.42,69996.629,-6.05,35.002,21.147
1517904853.42,69996.619,-6.19,35.002,21.115
1517904854.42,69996.619,-6.19,35.001,21.136
1517904855.42,69996.619,-6.19,35.002,21.126
1517904856.41,69996.601,-6.45,35.001,21.126
1517904857.41,69996.601,-6.45,35.002,21.136
1517904858.41,69996.601,-6.45,35.001,21.126
1517904859.42,69996.601,-6.45,35.002,21.147
1517904860.42,69996.665,-5.54,35.001,21.136
1517904861.42,69996.665,-5.54,35.002,21.115
1517904862.42,69996.665,-5.54,35.002,21.126
1517904863.42,69996.665,-5.54,35.002,21.136
1517904864.42,69996.665,-5.54,35.002,21.126
1517904865.42,69996.665,-5.54,35.002,21.126
1517904866.42,69996.647,-5.79,35.001,21.126
1517904867.42,69996.647,-5.79,35.002,21.126
1517904868.42,69996.647,-5.79,35.001,21.136
1517904869.42,69996.647,-5.79,35.002,21.136
1517904870.42,69996.576,-6.81,35.001,21.126
1517904871.42,69996.576,-6.81,35.001,21.115
1517904872.42,69996.576,-6.81,35.001,21.126
1517904873.42,69996.599,-6.48,35.001,21.136
1517904874.42,69996.599,-6.48,35.0,21.136
1517904875.42,69996.599,-6.48,35.001,21.126
1517904876.42,69996.645,-5.82,34.999,21.115
1517904877.42,69996.645,-5.82,35.0,21.136
1517904878.42,69996.645,-5.82,34.999,21.147
1517904879.42,69996.645,-5.82,35.0,21.136
1517904880.42,69996.632,-6.01,34.998,21.126
1517904881.42,69996.632,-6.01,34.999,21.136
1517904882.42,69996.632,-6.01,34.998,21.136
1517904883.42,69996.665,-5.54,34.999,21.126
1517904884.42,69996.665,-5.54,34.998,21.126
1517904885.42,69996.665,-5.54,34.999,21.136
1517904886.42,69996.606,-6.38,34.998,21.136
1517904887.42,69996.606,-6.38,35.0,21.136
1517904888.42,69996.606,-6.38,34.999,21.136
1517904889.42,69996.606,-6.38,35.0,21.126
1517904890.42,69996.596,-6.52,34.999,21.126
1517904891.42,69996.596,-6.52,35.0,21.126
1517904892.42,69996.596,-6.52,34.999,21.126
1517904893.42,69996.586,-6.67,34.999,21.126
1517904894.42,69996.586,-6.67,34.999,21.126
1517904895.42,69996.586,-6.67,35.0,21.126
1517904896.42,69996.586,-6.67,34.998,21.115
1517904897.42,69996.639,-5.91,34.999,21.126
1517904898.42,69996.639,-5.91,34.998,21.115
1517904899.42,69996.639,-5.91,34.999,21.126
1517904900.43,69996.639,-5.91,34.998,21.115
1517904901.43,69996.639,-5.91,34.999,21.104
1517904902.43,69996.639,-5.91,34.999,21.104
1517904903.42,69996.629,-6.05,35.0,21.126
1517904904.42,69996.629,-6.05,34.999,21.104
1517904905.42,69996.629,-6.05,35.0,21.126
1517904906.42,69996.629,-6.05,35.0,21.104
1517904907.43,69996.617,-6.22,35.001,21.115
1517904908.43,69996.617,-6.22,34.999,21.104
1517904909.43,69996.617,-6.22,35.0,21.104
1517904910.43,69996.612,-6.29,34.999,21.115
1517904911.43,69996.612,-6.29,35.0,21.104
1517904912.43,69996.612,-6.29,34.999,21.104
1517904913.43,69996.612,-6.29,35.0,21.083
1517904914.43,69996.612,-6.29,34.999,21.115
1517904915.43,69996.612,-6.29,35.0,21.093
1517904916.43,69996.612,-6.29,34.999,21.126
1517904917.43,69996.614,-6.27,35.0,21.104
1517904918.43,69996.614,-6.27,35.0,21.104
1517904919.43,69996.614,-6.27,35.001,21.104
1517904920.43,69996.627,-6.08,35.0,21.104
1517904921.43,69996.627,-6.08,35.001,21.104
1517904922.43,69996.627,-6.08,35.0,21.083
1517904923.43,69996.622,-6.15,35.0,21.104
1517904924.43,69996.622,-6.15,34.999,21.115
1517904925.43,69996.622,-6.15,35.0,21.104
1517904926.43,69996.622,-6.15,34.999,21.115
1517904927.43,69996.622,-6.15,34.999,21.093
1517904928.43,69996.622,-6.15,34.998,21.126
1517904929.43,69996.622,-6.15,34.999,21.104
1517904930.43,69996.619,-6.19,34.998,21.093
1517904931.43,69996.619,-6.19,34.998,21.093
1517904932.43,69996.619,-6.19,34.996,21.104
1517904933.43,69996.619,-6.19,34.999,21.104
1517904934.43,69996.619,-6.19,34.998,21.115
1517904935.43,69996.619,-6.19,34.999,21.093
1517904936.43,69996.619,-6.19,34.998,21.115
1517904937.43,69996.655,-5.68,34.999,21.115
1517904938.43,69996.655,-5.68,34.998,21.115
1517904939.43,69996.655,-5.68,34.999,21.115
1517904940.43,69996.65,-5.75,34.997,21.104
1517904941.43,69996.65,-5.75,34.999,21.093
1517904942.43,69996.65,-5.75,34.998,21.083
1517904943.43,69996.632,-6.01,34.999,21.104
1517904944.43,69996.632,-6.01,34.998,21.115
1517904945.43,69996.632,-6.01,34.999,21.126
1517904946.43,69996.632,-6.01,34.998,21.115
1517904947.43,69996.629,-6.05,34.999,21.126
1517904948.43,69996.629,-6.05,34.998,21.115
1517904949.44,69996.629,-6.05,34.999,21.136
1517904950.43,69996.599,-6.48,34.997,21.093
1517904951.43,69996.599,-6.48,34.999,21.115
1517904952.43,69996.599,-6.48,34.998,21.136
1517904953.43,69996.599,-6.48,34.999,21.115
1517904954.43,69996.628,-6.07,34.999,21.115
1517904955.44,69996.628,-6.07,35.0,21.115
1517904956.44,69996.628,-6.07,34.999,21.115
1517904957.44,69996.624,-6.12,35.0,21.115
1517904958.44,69996.624,-6.12,34.999,21.115
1517904959.43,69996.624,-6.12,35.001,21.104
1517904960.44,69996.642,-5.87,34.999,21.115
1517904961.44,69996.642,-5.87,35.0,21.115
1517904962.44,69996.642,-5.87,34.999,21.126
1517904963.44,69996.642,-5.87,35.0,21.104
1517904964.44,69996.665,-5.54,34.999,21.104
