timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522460866.81,25.103,61.830,22.069,74.711,25.000,0.103,0.00
1522460868.86,25.107,61.816,22.027,74.620,25.000,0.107,20.46
1522460870.90,25.101,61.804,22.059,74.605,25.000,0.101,21.33
1522460872.94,25.108,61.799,22.037,74.589,25.000,0.108,20.32
1522460874.97,25.107,61.790,22.037,74.589,25.000,0.107,21.90
1522460877.01,25.111,61.785,22.037,74.566,25.000,0.111,21.84
1522460879.05,25.115,61.783,22.037,74.551,25.000,0.115,22.71
1522460881.09,25.118,61.780,22.037,74.551,25.000,0.118,23.83
1522460883.13,25.118,61.778,22.037,74.536,25.000,0.118,24.49
1522460885.17,25.121,61.776,22.048,74.528,25.000,0.121,24.68
1522460887.21,25.119,61.770,22.048,74.536,25.000,0.119,25.57
1522460889.25,25.121,61.769,22.059,74.528,25.000,0.121,25.30
1522460891.29,25.124,61.762,22.037,74.536,25.000,0.124,25.96
1522460893.33,25.127,61.761,22.048,74.498,25.000,0.127,26.62
1522460895.37,25.134,61.759,22.048,74.521,25.000,0.134,27.53
1522460897.41,25.131,61.752,22.059,74.513,25.000,0.131,29.14
1522460899.45,25.133,61.747,22.037,74.498,25.000,0.133,28.65
1522460901.49,25.133,61.757,22.059,74.482,25.000,0.133,29.33
1522460903.53,25.137,61.756,22.059,74.475,25.000,0.137,29.55
1522460905.57,25.133,61.749,22.048,74.482,25.000,0.133,30.47
1522460907.61,25.133,61.744,22.059,74.475,25.000,0.133,29.98
1522460909.65,25.137,61.750,22.059,74.467,25.000,0.137,30.19
1522460911.69,25.131,61.757,22.059,74.444,25.000,0.131,31.11
1522460913.73,25.140,61.754,22.059,74.444,25.000,0.140,30.15
1522460915.77,25.130,61.748,22.080,74.437,25.000,0.130,32.25
1522460917.81,25.139,61.746,22.059,74.437,25.000,0.139,30.35
1522460919.85,25.133,61.743,22.069,74.444,25.000,0.133,32.44
1522460921.89,25.137,61.752,22.059,74.406,25.000,0.137,31.49
1522460923.93,25.131,61.750,22.069,74.414,25.000,0.131,32.41
1522460925.97,25.137,61.757,22.069,74.414,25.000,0.137,31.45
1522460928.00,25.138,61.762,22.091,74.414,25.000,0.138,32.84
1522460930.04,25.132,61.773,22.069,74.406,25.000,0.132,33.29
1522460932.08,25.127,61.780,22.069,74.391,25.000,0.127,32.33
1522460934.12,25.133,61.771,22.080,74.376,25.000,0.133,31.60
1522460936.16,25.132,61.779,22.069,74.368,25.000,0.132,32.99
1522460938.20,25.127,61.789,22.112,74.376,25.000,0.127,32.96
1522460940.24,25.126,61.792,22.091,74.376,25.000,0.126,32.23
1522460942.28,25.126,61.796,22.102,74.360,25.000,0.126,32.20
1522460944.32,25.126,61.802,22.091,74.376,25.000,0.126,32.40
1522460946.36,25.127,61.802,22.112,74.338,25.000,0.127,32.60
1522460948.40,25.129,61.808,22.091,74.345,25.000,0.129,33.04
1522460950.44,25.126,61.807,22.102,74.315,25.000,0.126,33.48
1522460952.48,25.126,61.810,22.102,74.307,25.000,0.126,33.22
1522460954.52,25.131,61.818,22.112,74.315,25.000,0.131,33.42
1522460956.56,25.123,61.809,22.102,74.276,25.000,0.123,34.56
1522460958.60,25.126,61.812,22.112,74.276,25.000,0.126,33.12
1522460960.64,25.123,61.807,22.102,74.284,25.000,0.123,34.02
1522460962.68,25.129,61.816,22.112,74.269,25.000,0.129,33.52
1522460964.72,25.125,61.817,22.102,74.261,25.000,0.125,34.89
1522460966.76,25.132,61.817,22.112,74.284,25.000,0.132,34.39
1522460968.80,25.127,61.816,22.112,74.246,25.000,0.127,36.01
1522460970.84,25.126,61.821,22.134,74.223,25.000,0.126,35.27
1522460972.88,25.126,61.820,22.145,74.254,25.000,0.126,35.24
1522460974.92,25.117,61.824,22.123,74.223,25.000,0.117,35.44
1522460976.96,25.115,61.831,22.123,74.223,25.000,0.115,33.76
1522460979.00,25.118,61.842,22.134,74.200,25.000,0.118,33.71
1522460981.04,25.115,61.841,22.145,74.208,25.000,0.115,34.37
1522460983.08,25.114,61.844,22.145,74.215,25.000,0.114,34.09
1522460985.12,25.118,61.841,22.112,74.200,25.000,0.118,34.04
1522460987.16,25.115,61.843,22.145,74.185,25.000,0.115,34.92
1522460989.20,25.112,61.835,22.145,74.170,25.000,0.112,34.64
1522460991.24,25.125,61.851,22.134,74.147,25.000,0.125,34.12
1522460993.28,25.120,61.844,22.112,74.162,25.000,0.120,36.89
1522460995.32,25.121,61.847,22.134,74.154,25.000,0.121,36.15
1522460997.36,25.118,61.849,22.123,74.147,25.000,0.118,36.58
1522460999.39,25.120,61.858,22.145,74.162,25.000,0.120,36.06
1522461001.44,25.115,61.874,22.155,74.162,25.000,0.115,36.72
1522461003.47,25.112,61.878,22.134,74.147,25.000,0.112,35.97
1522461005.51,25.112,61.894,22.145,74.154,25.000,0.112,35.45
1522461007.55,25.103,61.890,22.145,74.139,25.000,0.103,35.63
1522461009.59,25.105,61.905,22.145,74.154,25.000,0.105,34.16
1522461011.63,25.102,61.914,22.145,74.147,25.000,0.102,34.56
1522461013.67,25.102,61.932,22.123,74.124,25.000,0.102,34.26
1522461015.71,25.100,61.930,22.155,74.132,25.000,0.100,34.42
1522461017.75,25.101,61.939,22.123,74.109,25.000,0.101,34.11
1522461019.79,25.107,61.940,22.134,74.109,25.000,0.107,34.51
1522461021.83,25.101,61.947,22.145,74.109,25.000,0.101,35.85
1522461023.87,25.101,61.948,22.166,74.116,25.000,0.101,34.84
1522461025.91,25.105,61.967,22.134,74.093,25.000,0.105,35.00
1522461027.95,25.102,61.971,22.145,74.109,25.000,0.102,35.87
1522461029.99,25.101,61.973,22.177,74.093,25.000,0.101,35.57
1522461032.03,25.102,61.983,22.145,74.093,25.000,0.102,35.50
1522461034.07,25.107,61.983,22.145,74.078,25.000,0.107,35.89
1522461036.11,25.098,61.987,22.134,74.070,25.000,0.098,37.00
1522461038.15,25.102,61.986,22.145,74.063,25.000,0.102,35.29
1522461040.19,25.103,61.988,22.155,74.078,25.000,0.103,36.38
1522461042.23,25.092,61.999,22.155,74.063,25.000,0.092,36.78
1522461044.27,25.089,61.998,22.145,74.048,25.000,0.089,34.59
1522461046.31,25.093,62.005,22.145,74.078,25.000,0.093,34.27
1522461048.35,25.084,62.014,22.145,74.040,25.000,0.084,35.12
1522461050.39,25.086,62.022,22.155,74.032,25.000,0.086,33.62
1522461052.42,25.082,62.025,22.145,74.048,25.000,0.082,33.99
1522461054.46,25.077,62.038,22.155,74.055,25.000,0.077,33.42
1522461056.50,25.093,62.048,22.166,74.040,25.000,0.093,32.61
1522461058.54,25.078,62.041,22.177,74.032,25.000,0.078,35.79
1522461060.58,25.083,62.045,22.145,74.032,25.000,0.083,33.12
1522461062.62,25.083,62.041,22.145,74.040,25.000,0.083,34.18
1522461064.66,25.082,62.048,22.155,74.032,25.000,0.082,34.32
1522461066.70,25.073,62.058,22.145,74.017,25.000,0.073,34.21
1522461068.74,25.077,62.065,22.123,74.025,25.000,0.077,32.46
1522461070.78,25.070,62.077,22.145,74.017,25.000,0.070,33.52
1522461072.82,25.077,62.081,22.177,74.017,25.000,0.077,32.23
1522461074.86,25.071,62.090,22.155,74.002,25.000,0.071,33.76
1522461076.90,25.070,62.089,22.155,73.979,25.000,0.070,32.70
1522461078.94,25.078,62.087,22.177,73.979,25.000,0.078,32.58
1522461080.98,25.070,62.091,22.155,73.994,25.000,0.070,34.34
1522461083.02,25.069,62.092,22.187,74.002,25.000,0.069,32.82
1522461085.06,25.067,62.096,22.177,73.971,25.000,0.067,32.69
1522461087.10,25.063,62.098,22.187,73.987,25.000,0.063,32.33
1522461089.14,25.061,62.105,22.155,73.964,25.000,0.061,31.73
1522461091.18,25.067,62.112,22.187,73.948,25.000,0.067,31.36
1522461093.22,25.067,62.117,22.187,73.941,25.000,0.067,32.64
1522461095.26,25.068,62.117,22.187,73.941,25.000,0.068,32.74
1522461097.30,25.065,62.124,22.177,73.933,25.000,0.065,33.09
1522461099.34,25.067,62.125,22.166,73.926,25.000,0.067,32.72
1522461101.38,25.065,62.127,22.177,73.910,25.000,0.065,33.06
1522461103.41,25.067,62.138,22.177,73.903,25.000,0.067,32.93
1522461105.45,25.068,62.141,22.187,73.926,25.000,0.068,33.27
1522461107.49,25.067,62.142,22.177,73.887,25.000,0.067,33.62
1522461109.53,25.074,62.148,22.187,73.903,25.000,0.074,33.49
1522461111.57,25.067,62.146,22.177,73.910,25.000,0.067,35.01
1522461113.61,25.067,62.153,22.177,73.887,25.000,0.067,33.71
1522461115.65,25.067,62.158,22.198,73.887,25.000,0.067,33.82
1522461117.69,25.061,62.153,22.209,73.887,25.000,0.061,33.93
1522461119.73,25.062,62.158,22.187,73.865,25.000,0.062,32.86
1522461121.77,25.061,62.167,22.187,73.872,25.000,0.061,33.19
1522461123.81,25.062,62.171,22.198,73.857,25.000,0.062,33.05
1522461125.85,25.057,62.175,22.220,73.834,25.000,0.057,33.38
1522461127.89,25.057,62.184,22.198,73.834,25.000,0.057,32.54
1522461129.93,25.058,62.180,22.220,73.826,25.000,0.058,32.63
1522461131.97,25.051,62.182,22.241,73.849,25.000,0.051,32.96
1522461134.01,25.057,62.192,22.241,73.834,25.000,0.057,31.64
1522461136.05,25.067,62.192,22.230,73.803,25.000,0.067,32.90
1522461138.09,25.064,62.187,22.241,73.811,25.000,0.064,34.87
1522461140.13,25.059,62.189,22.209,73.781,25.000,0.059,34.51
1522461142.17,25.053,62.186,22.241,73.796,25.000,0.053,33.67
1522461144.21,25.062,62.188,22.220,73.781,25.000,0.062,32.59
1522461146.25,25.071,62.173,22.241,73.773,25.000,0.071,34.32
1522461148.29,25.077,62.175,22.241,73.750,25.000,0.077,36.30
1522461150.33,25.063,62.181,22.241,73.742,25.000,0.063,37.60
1522461152.37,25.062,62.180,22.252,73.727,25.000,0.062,34.89
1522461154.41,25.063,62.185,22.241,73.697,25.000,0.063,34.76
1522461156.45,25.064,62.186,22.252,73.697,25.000,0.064,35.09
1522461158.49,25.057,62.191,22.252,73.681,25.000,0.057,35.43
1522461160.53,25.053,62.205,22.273,73.659,25.000,0.053,34.12
1522461162.57,25.063,62.207,22.263,73.659,25.000,0.063,33.50
1522461164.61,25.057,62.211,22.252,73.636,25.000,0.057,35.47
1522461166.65,25.056,62.220,22.252,73.636,25.000,0.056,34.40
1522461168.69,25.056,62.220,22.273,73.659,25.000,0.056,34.25
1522461170.73,25.052,62.222,22.241,73.651,25.000,0.052,34.34
1522461172.76,25.061,62.228,22.252,73.636,25.000,0.061,33.72
1522461174.80,25.059,62.221,22.263,73.659,25.000,0.059,35.46
1522461176.84,25.055,62.220,22.284,73.651,25.000,0.055,35.32
1522461178.88,25.062,62.210,22.241,73.659,25.000,0.062,34.47
1522461180.92,25.071,62.207,22.273,73.666,25.000,0.071,35.97
1522461182.96,25.070,62.189,22.263,73.636,25.000,0.070,37.95
1522461185.00,25.078,62.175,22.273,73.628,25.000,0.078,37.83
1522461187.04,25.075,62.177,22.241,73.613,25.000,0.075,39.59
1522461189.08,25.077,62.176,22.252,73.613,25.000,0.077,39.01
1522461191.12,25.069,62.177,22.230,73.597,25.000,0.069,39.60
1522461193.16,25.068,62.175,22.220,73.597,25.000,0.068,38.08
1522461195.20,25.071,62.171,22.230,73.582,25.000,0.071,37.95
1522461197.24,25.068,62.169,22.230,73.590,25.000,0.068,38.77
1522461199.28,25.073,62.162,22.209,73.559,25.000,0.073,38.18
1522461201.32,25.071,62.158,22.209,73.567,25.000,0.071,39.23
1522461203.36,25.070,62.161,22.198,73.544,25.000,0.070,39.11
1522461205.40,25.071,62.164,22.177,73.536,25.000,0.071,38.99
1522461207.44,25.075,62.149,22.145,73.506,25.000,0.075,39.33
1522461209.48,25.074,62.152,22.155,73.483,25.000,0.074,40.15
1522461211.52,25.071,62.143,22.145,73.437,25.000,0.071,40.04
1522461213.56,25.065,62.138,22.123,73.437,25.000,0.065,39.68
1522461215.60,25.067,62.122,22.123,73.407,25.000,0.067,38.62
1522461217.64,25.070,62.115,22.112,73.384,25.000,0.070,38.96
1522461219.68,25.061,62.101,22.112,73.361,25.000,0.061,39.77
1522461221.72,25.061,62.100,22.059,73.330,25.000,0.061,38.00
1522461223.76,25.056,62.092,22.048,73.300,25.000,0.056,38.10
1522461225.80,25.056,62.087,22.069,73.308,25.000,0.056,37.25
